"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, ANY AREA; DEFECT 30.1 SQ CM TO 60.0 SQ CM",14301,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,360,6160.96,,,,,,,1797.68,6160.96,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10.1 SQ CM TO 30.0 SQ CM",14061,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,Commercial,360,4988.05,,,,,,,1243.64,4988.05,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10.1 SQ CM TO 30.0 SQ CM",14021,CPT,,,,,,,facility,outpatient,,,,,Arizona Physicians IPA,Medicaid,360,1243.64,,,,,,,1243.64,4988.05,case rate,
"ALLOGRAFT, MORSELIZED, OR PLACEMENT OF OSTEOPROMOTIVE MATERIAL, FOR SPINE SURGERY ONLY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",20930,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,360,5236.50,,,,,,,1909.92,6545.63,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"AMPUTATION, THIGH, THROUGH FEMUR, ANY LEVEL; RE-AMPUTATION",27596,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,Commercial,360,13084.95,,,,,,,3818.00,13084.95,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"ANOSCOPY; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",46600,CPT,,,,,,,facility,outpatient,,,,,Arizona Physicians IPA,Medicaid,360,81.16,,,,,,,81.16,3253.90,fee schedule,Rates may be adjusted for facility-specific peer groups and all other adjusters.
"ANOSCOPY; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",46600,CPT,,,,,,,facility,outpatient,,,,,Banner University Health Plan,University Family Plan,360,81.16,,,,,,,81.16,3253.90,fee schedule,
"ANOSCOPY; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)",46600,CPT,,,,,,,facility,outpatient,,,,,Health Net,Medicaid,360,81.16,,,,,,,81.16,3253.90,fee schedule,
"APPLICATION OF A MULTIPLANE (PINS OR WIRES IN MORE THAN 1 PLANE), UNILATERAL, EXTERNAL FIXATION SYSTEM (EG, ILIZAROV, MONTICELLI TYPE)",20692,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,360,3990.44,,,,,,,1455.44,8928.20,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"APPLICATION OF INTERDENTAL FIXATION DEVICE FOR CONDITIONS OTHER THAN FRACTURE OR DISLOCATION, INCLUDES REMOVAL",21110,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,360,3485.96,,,,,,,980.77,4357.45,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"APPLICATION OF INTERDENTAL FIXATION DEVICE FOR CONDITIONS OTHER THAN FRACTURE OR DISLOCATION, INCLUDES REMOVAL",21110,CPT,,,,,,,facility,outpatient,,,,,Health Net,Medicaid,360,980.77,,,,,,,980.77,4357.45,case rate,
"APPLICATION OF LOW COST SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",C5275,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,380.02,4357.45,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; EACH ADDITIONAL 25 SQ CM WOUND SURFACE AREA, OR PART THEREOF (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",15276,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,360,2181.88,,,,,,,82.69,2181.88,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",15275,CPT,,,,,,,facility,outpatient,,,,,"Health Choice Arizona, Inc.",Medicaid,361,1243.64,,,,,,,1243.64,4357.45,fee schedule,
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",15275,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,Commercial,360,4357.45,,,,,,,1243.64,4357.45,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",15271,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,360,3485.96,,,,,,,1243.64,4357.45,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",15271,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,360,4357.45,,,,,,,1243.64,4357.45,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",15271,CPT,,,,,,,facility,outpatient,,,,,Health Net,Medicaid,360,1243.64,,,,,,,1243.64,4357.45,case rate,
"APR-DRG 38.00: Abortion Without D&C, Aspiration Curettage Or Hysterotomy",5642,APR-DRG,,,,,,,facility,inpatient,,,,,Mercy Care,Medicaid,,2247.60,,,,,,,2247.60,2247.60,case rate,"If the Claim Cost exceeds the Outlier Threshold, then the claim qualifies for a DRG outlier add-on payment. The Outlier Threshold is calculated as: Outlier Threshold = Unadjusted DRG Base Payment + Fixed Loss Amount. The Fixed Loss Amount is $5,000 for Critical Access Hospitals (CAH) and $65,000 for all other providers. For claims that qualify, the Unadjusted DRG Outlier Add-on Payment will be calculated as: Unadjusted DRG Outlier Add-on Payment = [Claim Cost – Outlier Threshold] * DRG Marginal Cost Percentage. The DRG Marginal Cost Percentage is 90% for burn DRGs and 80% for all other DRGs. Additionally, qualifying administrative days are paid at per diems when billed separately from acute services."
"APR-DRG 38.00: Abortion Without D&C, Aspiration Curettage Or Hysterotomy",5644,APR-DRG,,,,,,,facility,inpatient,,,,,Banner University Health Plan,AZ Medicaid - AHCCCS,,8458.08,,,,,,,8458.08,8458.08,case rate,"If the Claim Cost exceeds the Outlier Threshold, then the claim qualifies for a DRG outlier add-on payment. The Outlier Threshold is calculated as: Outlier Threshold = Unadjusted DRG Base Payment + Fixed Loss Amount. The Fixed Loss Amount is $5,000 for Critical Access Hospitals (CAH) and $65,000 for all other providers. For claims that qualify, the Unadjusted DRG Outlier Add-on Payment will be calculated as: Unadjusted DRG Outlier Add-on Payment = [Claim Cost – Outlier Threshold] * DRG Marginal Cost Percentage. The DRG Marginal Cost Percentage is 90% for burn DRGs and 80% for all other DRGs. Additionally, qualifying administrative days are paid at per diems when billed separately from acute services."
"APR-DRG 38.00: Fractures And Dislocations Except Femur, Pelvis And Back",3423,APR-DRG,,,,,,,facility,inpatient,,,,,Arizona Physicians IPA,Medicaid,,5441.56,,,,,,,5441.56,5441.56,case rate,"When Eligible Charges multiplied by the Facility specific CCR (""Claim Cost"") for an AHCCCS APR DRG exceed the inpatient Cost Outlier Threshold, which is the sum of the facility specific AHCCCS APR DRG base rate plus the AHCCCS Fixed Loss Amount (""Outlier Threshold"") as defined by AHCCCS at the date of discharge, Facility will receive the contract rate as described in Section 2.2 plus the Inpatient Outlier. The Inpatient Outlier is calculated by multiplying the Marginal Cost Percentage as determined and defined by AHCCCS, by the difference of the Claim Cost and the Outlier Threshold, as defined by AHCCCS. That product is multiplied by the AHCCCS Transition Multiplier, as determined by AHCCCS and the Covered Day Adjustment Factor, as applicable. The final product is multiplied by the AHCCCS APR DRG negotiated percentage as indicated in Table 1."
"APR-DRG 38.00: Major O.R. Procedures For Lymphatic, Hematopoietic Or Other Neoplasms",6802,APR-DRG,,,,,,,facility,inpatient,,,,,Health Net,Medicaid,,12420.95,,,,,,,12420.95,12420.95,case rate,"If the Claim Cost exceeds the Outlier Threshold, then the claim qualifies for a DRG outlier add-on payment. The Outlier Threshold is calculated as: Outlier Threshold = Unadjusted DRG Base Payment + Fixed Loss Amount. The Fixed Loss Amount is $5,000 for Critical Access Hospitals (CAH) and $65,000 for all other providers. For claims that qualify, the Unadjusted DRG Outlier Add-on Payment will be calculated as: Unadjusted DRG Outlier Add-on Payment = [Claim Cost – Outlier Threshold] * DRG Marginal Cost Percentage. The DRG Marginal Cost Percentage is 90% for burn DRGs and 80% for all other DRGs. Additionally, qualifying administrative days are paid at per diems when billed separately from acute services."
"APR-DRG 38.00: Major Pancreas, Liver And Shunt Procedures",2603,APR-DRG,,,,,,,facility,inpatient,,,,,Banner University Health Plan,University Family Plan,,18749.73,,,,,,,18749.73,18749.73,case rate,
"APR-DRG 38.00: Major Stomach, Esophageal And Duodenal Procedures",2201,APR-DRG,,,,,,,facility,inpatient,,,,,Banner University Health Plan,AZ Medicaid - AHCCCS,,7511.72,,,,,,,7511.72,7511.72,case rate,"If the Claim Cost exceeds the Outlier Threshold, then the claim qualifies for a DRG outlier add-on payment. The Outlier Threshold is calculated as: Outlier Threshold = Unadjusted DRG Base Payment + Fixed Loss Amount. The Fixed Loss Amount is $5,000 for Critical Access Hospitals (CAH) and $65,000 for all other providers. For claims that qualify, the Unadjusted DRG Outlier Add-on Payment will be calculated as: Unadjusted DRG Outlier Add-on Payment = [Claim Cost – Outlier Threshold] * DRG Marginal Cost Percentage. The DRG Marginal Cost Percentage is 90% for burn DRGs and 80% for all other DRGs. Additionally, qualifying administrative days are paid at per diems when billed separately from acute services."
"APR-DRG 38.00: Major Stomach, Esophageal And Duodenal Procedures",2203,APR-DRG,,,,,,,facility,inpatient,,,,,Mercy Care,Medicaid,,17803.37,,,,,,,17803.37,17803.37,case rate,"If the Claim Cost exceeds the Outlier Threshold, then the claim qualifies for a DRG outlier add-on payment. The Outlier Threshold is calculated as: Outlier Threshold = Unadjusted DRG Base Payment + Fixed Loss Amount. The Fixed Loss Amount is $5,000 for Critical Access Hospitals (CAH) and $65,000 for all other providers. For claims that qualify, the Unadjusted DRG Outlier Add-on Payment will be calculated as: Unadjusted DRG Outlier Add-on Payment = [Claim Cost – Outlier Threshold] * DRG Marginal Cost Percentage. The DRG Marginal Cost Percentage is 90% for burn DRGs and 80% for all other DRGs. Additionally, qualifying administrative days are paid at per diems when billed separately from acute services."
"APR-DRG 38.00: Malfunction, Reaction And Complication Of Gastrointestinal Device Or Procedure",2521,APR-DRG,,,,,,,facility,inpatient,,,,,Arizona Physicians IPA,Medicaid,,3371.40,,,,,,,3371.40,3371.40,case rate,"When Eligible Charges multiplied by the Facility specific CCR (""Claim Cost"") for an AHCCCS APR DRG exceed the inpatient Cost Outlier Threshold, which is the sum of the facility specific AHCCCS APR DRG base rate plus the AHCCCS Fixed Loss Amount (""Outlier Threshold"") as defined by AHCCCS at the date of discharge, Facility will receive the contract rate as described in Section 2.2 plus the Inpatient Outlier. The Inpatient Outlier is calculated by multiplying the Marginal Cost Percentage as determined and defined by AHCCCS, by the difference of the Claim Cost and the Outlier Threshold, as defined by AHCCCS. That product is multiplied by the AHCCCS Transition Multiplier, as determined by AHCCCS and the Covered Day Adjustment Factor, as applicable. The final product is multiplied by the AHCCCS APR DRG negotiated percentage as indicated in Table 1."
"APR-DRG 38.00: Malfunction, Reaction And Complication Of Gastrointestinal Device Or Procedure",2523,APR-DRG,,,,,,,facility,inpatient,,,,,Banner University Health Plan,University Family Plan,,6447.07,,,,,,,6447.07,6447.07,case rate,
"APR-DRG 38.00: Malfunction, Reaction And Complication Of Gastrointestinal Device Or Procedure",2523,APR-DRG,,,,,,,facility,inpatient,,,,,Health Net,Medicaid,,6447.07,,,,,,,6447.07,6447.07,case rate,"If the Claim Cost exceeds the Outlier Threshold, then the claim qualifies for a DRG outlier add-on payment. The Outlier Threshold is calculated as: Outlier Threshold = Unadjusted DRG Base Payment + Fixed Loss Amount. The Fixed Loss Amount is $5,000 for Critical Access Hospitals (CAH) and $65,000 for all other providers. For claims that qualify, the Unadjusted DRG Outlier Add-on Payment will be calculated as: Unadjusted DRG Outlier Add-on Payment = [Claim Cost – Outlier Threshold] * DRG Marginal Cost Percentage. The DRG Marginal Cost Percentage is 90% for burn DRGs and 80% for all other DRGs. Additionally, qualifying administrative days are paid at per diems when billed separately from acute services."
"APR-DRG 38.00: Malfunction, Reaction, Complication Of Cardiac Or Vascular Device Or Procedure",2064,APR-DRG,,,,,,,facility,inpatient,,,,,Banner University Health Plan,University Family Plan,,13603.90,,,,,,,13603.90,13603.90,case rate,
