CHEMODENERV MUSC/S FAC/TRI/CERV BI,3207545,CDM,361,RC,64615,CPT,,,facility,outpatient,,,458.00000,163.96000,"Health Choice Arizona, Inc.",Medicare Advantage,,314.62,,,,,,,118.02,5506.00,fee schedule,
CHEMODENERV MUSC/S FAC/TRI/CERV BI,3207545,CDM,361,RC,64615,CPT,,,facility,outpatient,,,458.00000,163.96000,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,,404.47,,,,,,,118.02,5506.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CHEMODENERV MUSC/S NRV FAC UNI,3265873,CDM,361,RC,64612,CPT,,,facility,outpatient,,,433.00000,155.01000,Kaiser Foundation Health Plan,Medicare Advantage,,314.62,,,,,,,189.35,5506.00,fee schedule,
CHEMODENERV MUSC/S NRV FAC UNI,3265873,CDM,361,RC,64612,CPT,,,facility,outpatient,,,433.00000,155.01000,Kaiser Foundation Health Plan,Medicare Advantage,,314.62,,,,,,,189.35,5506.00,fee schedule,
CHG CATH DRN/TUBE PERC S&I,3220662,CDM,320,RC,75984,CPT,,,facility,outpatient,,,848.00000,239.14000,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,,177.61,,,,,,,61.70,636.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CHG G-TUBE TO G-J TUBE PERC S&I,3234788,CDM,361,RC,49446,CPT,,,facility,inpatient,,,2049.00000,733.54000,Plotkin Health,Plotkin Health,,922.05,,,,,,,922.05,1536.75,percent of total billed charges,
CHG G-TUBE TO G-J TUBE PERC S&I,3234788,CDM,361,RC,49446,CPT,,,facility,outpatient,,,2049.00000,733.54000,"Health Choice Arizona, Inc.",ACA Health Plan,,3032.78,,,,,,,922.05,5506.00,fee schedule,
CHG G-TUBE TO G-J TUBE PERC S&I,3234788,CDM,361,RC,49446,CPT,,,facility,outpatient,,,2049.00000,733.54000,NaphCare,Federal,,2729.50,,,,,,,922.05,5506.00,fee schedule,
CHG TB/STNT URETER CONDUIT ILEAL,3230133,CDM,361,RC,50688,CPT,,,facility,inpatient,,,1914.00000,685.21000,Aetna,Medical Rental,,1008.68,,,,,,,861.30,1435.50,percent of total billed charges,
CHG TUBE CYSTO COMPLICATED,3207602,CDM,361,RC,51710,CPT,,,facility,outpatient,,,2548.00000,912.18000,"Cigna Healthcare of Arizona, Inc.",PPO Medicare Advantage Plan,,711.40,,,,,,,416.71,5506.00,fee schedule,
CHG TUBE CYSTO SIMPLE,3220613,CDM,361,RC,51705,CPT,,,facility,inpatient,,,529.00000,189.38000,Plotkin Health,Plotkin Health,,238.05,,,,,,,238.05,396.75,percent of total billed charges,
CHG TUBE CYSTO SIMPLE,3228137,CDM,361,RC,51705,CPT,,,facility,inpatient,,,529.00000,189.38000,Provider Network of America,Commercial,,396.75,,,,,,,238.05,396.75,percent of total billed charges,
CHG TUBE CYSTO SIMPLE,3228137,CDM,361,RC,51705,CPT,,,facility,inpatient,,,529.00000,189.38000,Quiktrip Corporation,Commercial,,285.66,,,,,,,238.05,396.75,percent of total billed charges,
CHG TUBE CYSTO SIMPLE,3228137,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,2440.42,,,,,,,192.95,5506.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CHG TUBE CYSTO SIMPLE,3228137,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,Blue Cross Blue Shield of Arizona,Medicare Supplemental Senior Preferred,,949.44,,,,,,,192.95,5506.00,fee schedule,"For Outpatient Covered Services in which Medicare has made payment, reimbursement is the remaining balance payable up to the Medicare Allowed Amount. For Outpatient Covered Services in which Medicare has not made payment, reimbursement is the lesser of 100% of Billed Charges or a percentage of the BCBSAZ Outpatient Fee Schedule."
CHG TUBE CYSTO SIMPLE,7690621,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,Banner University Health Plan,University Family Plan,,192.95,,,,,,,192.95,5506.00,case rate,
CHG TUBE CYSTO SIMPLE,7690621,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,,2733.25,,,,,,,192.95,5506.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CHG TUBE CYSTO SIMPLE,7690621,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,Blue Cross Blue Shield of Arizona,Commercial,,3253.90,,,,,,,192.95,5506.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CHG TUBE CYSTO SIMPLE,7690621,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,259.22,,,,,,,192.95,5506.00,fee schedule,
CHG TUBE CYSTO SIMPLE,7690621,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,Blue Cross Blue Shield of Arizona,Medicare Advantage,,259.22,,,,,,,192.95,5506.00,fee schedule,
CHG TUBE CYSTO SIMPLE,7690621,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,Mercy Care,Medicaid,,192.95,,,,,,,192.95,5506.00,case rate,
CHG TUBE CYSTO SIMPLE,7690621,CDM,361,RC,51705,CPT,,,facility,outpatient,,,529.00000,189.38000,United Healthcare,Commercial,,2326.00,,,,,,,192.95,5506.00,case rate,
CHG TUBE TRACH PRIOR TRACT FISTULA,4109237,CDM,361,RC,31502,CPT,,,facility,outpatient,,,363.00000,129.95000,"Cigna Healthcare of Arizona, Inc.",Commercial,,4464.00,,,,,,,153.41,5506.00,case rate,Multiple procedure logic: 100/50/25
CHG TUBE TRACH PRIOR TRACT FISTULA,4109237,CDM,361,RC,31502,CPT,,,facility,outpatient,,,363.00000,129.95000,Kaiser Foundation Health Plan,Medicare Advantage,,247.50,,,,,,,153.41,5506.00,fee schedule,
CHG TUBE TRACH PRIOR TRACT FISTULA,4109237,CDM,361,RC,31502,CPT,,,facility,outpatient,,,363.00000,129.95000,Kaiser Foundation Health Plan,Medicare Advantage,,247.50,,,,,,,153.41,5506.00,fee schedule,
CHOLANGIO&/PANCREATOGRAM OR ADD S&I,3220696,CDM,320,RC,74301,CPT,,,facility,outpatient,,,516.00000,145.51000,Health Net,Medicaid,,115.58,,,,,,,10.30,387.00,percent of total billed charges,
CHOLANGIO&/PANCREATOGRAM OR ADD S&I,3220696,CDM,320,RC,74301,CPT,,,facility,outpatient,,,516.00000,145.51000,Provider Network of America,Commercial,,387.00,,,,,,,10.30,387.00,percent of total billed charges,
CHOLANGIO&/PANCREATOGRAM OR S&I,3220704,CDM,320,RC,74300,CPT,,,facility,inpatient,,,670.00000,188.94000,Plotkin Health,Plotkin Health,,301.50,,,,,,,301.50,502.50,percent of total billed charges,
CHOLECYSTOGRAPHY CNT ORAL,3220738,CDM,320,RC,74290,CPT,,,facility,outpatient,,,737.00000,207.83000,United Healthcare,Medicare Advantage,,189.74,,,,,,,109.31,903.91,fee schedule,
CHOLECYSTOSTOMY PERC W IMG GD S&I,3248259,CDM,361,RC,47490,CPT,,,facility,outpatient,,,5029.00000,1800.38000,Health Net,Commerical Exchange Product,,5566.78,,,,,,,936.00,9723.85,fee schedule,
CHOLECYSTOSTOMY PERC W IMG GD S&I,3248259,CDM,361,RC,47490,CPT,,,facility,outpatient,,,5029.00000,1800.38000,Health Net,Commerical Exchange Product,,5566.78,,,,,,,936.00,9723.85,fee schedule,
CHOLECYSTOSTOMY PERC W IMG GD S&I,3248259,CDM,361,RC,47490,CPT,,,facility,outpatient,,,5029.00000,1800.38000,NaphCare,Federal,,5077.81,,,,,,,936.00,9723.85,fee schedule,
CHOLECYSTOSTOMY PERC W IMG GD S&I,3248259,CDM,361,RC,47490,CPT,,,facility,outpatient,,,5029.00000,1800.38000,United Healthcare,Medicare Advantage,,3761.34,,,,,,,936.00,9723.85,fee schedule,
CHOLECYSTOSTOMY PERC W IMG GD S&I,3528999,CDM,361,RC,47490,CPT,,,facility,outpatient,,,5029.00000,1800.38000,Aetna,Designated Group,,3843.00,,,,,,,936.00,9723.85,case rate,
CHOLECYSTOSTOMY PERC W IMG GD S&I,4813374,CDM,361,RC,47490,CPT,,,facility,outpatient,,,5029.00000,1800.38000,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,,7779.08,,,,,,,936.00,9723.85,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CHOLECYSTOSTOMY PERC W IMG GD S&I,4813374,CDM,361,RC,47490,CPT,,,facility,outpatient,,,5029.00000,1800.38000,TriWest Healthcare Alliance Corp - VA CCN,Tricare,,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,936.00,9723.85,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
CHOLEDOCHOSCOPE SINGLE USE LVL 03,6314934,CDM,272,RC,,,,,facility,outpatient,,,2695.00000,579.42000,Plotkin Health,Plotkin Health,,1212.75,,,,,,,388.35,2021.25,percent of total billed charges,
CHOLEDOCHOSCOPE SINGLE USE LVL 04,6314942,CDM,272,RC,,,,,facility,outpatient,,,6105.00000,1312.58000,Health Net,Medicare,,3052.50,,,,,,,879.73,4578.75,percent of total billed charges,
CHOLEDOCHOSCOPE SINGLE USE LVL 05,6314959,CDM,272,RC,,,,,facility,outpatient,,,9265.00000,1991.97000,Health Net,Commerical Exchange Product,,5003.10,,,,,,,1335.09,6948.75,percent of total billed charges,
CHOLEDOCHOSCOPE SINGLE USE LVL 05,6314959,CDM,272,RC,,,,,facility,outpatient,,,9265.00000,1991.97000,Health Net,Commerical Exchange Product,,5003.10,,,,,,,1335.09,6948.75,percent of total billed charges,
CHOLEDOCHOSCOPE SINGLE USE LVL 05,6314959,CDM,272,RC,,,,,facility,outpatient,,,9265.00000,1991.97000,United Healthcare,Commercial,,4947.51,,,,,,,1335.09,6948.75,percent of total billed charges,
CHOLEDOCHOSCOPE SINGLE USE LVL 06,6314967,CDM,272,RC,,,,,facility,inpatient,,,13895.00000,2987.42000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,6252.75,,,,,,,6252.75,10421.25,percent of total billed charges,
CHOLEDOCHOSCOPE SINGLE USE LVL 06,6314967,CDM,272,RC,,,,,facility,outpatient,,,13895.00000,2987.42000,Aetna,Banner Employee Plans,,4668.72,,,,,,,2002.27,10421.25,percent of total billed charges,
CIRCUMCISION W BLOCK REGIONAL,7201460,CDM,723,RC,54150,CPT,,,facility,outpatient,,,564.00000,185.57000,Arizona Physicians IPA,Medicaid,,81.27,,,,,,,81.27,5506.00,percent of total billed charges,
CIRCUMCISION W BLOCK REGIONAL,7201742,CDM,723,RC,54150,CPT,,,facility,outpatient,,,564.00000,185.57000,Aetna,Qualified Health Plan,,2969.34,,,,,,,81.27,5506.00,fee schedule,
CLAMP LVL 01,2771244,CDM,272,RC,,,,,facility,outpatient,,,313.00000,67.30000,Arizona Priority Care,Alignment Health Plans Medicare Advantage/Eternal Health Plan Medicare/SCAN Health Plan Medicare,,125.20,,,,,,,45.10,234.75,percent of total billed charges,For services and procedures not listed Hospital will be reimbursed at 40% of Hospital's billed charges less any applicable co-payments. Implants not included in the Medicare global reimbursement shall be reimbursed at 40% of billed charges.
CLAMP LVL 02,2771251,CDM,272,RC,,,,,facility,outpatient,,,594.00000,127.71000,Health Net,Medicare,,297.00,,,,,,,85.60,445.50,percent of total billed charges,
CLAMP LVL 03,2771269,CDM,272,RC,,,,,facility,outpatient,,,1413.00000,303.80000,Aetna,Joint Venture,,652.81,,,,,,,203.61,1059.75,percent of total billed charges,
CLAMP LVL 06,2778595,CDM,272,RC,,,,,facility,outpatient,,,3909.00000,840.43000,Aetna,Broad Network,,2255.49,,,,,,,563.29,2931.75,percent of total billed charges,
CLAMP LVL 09,6276901,CDM,272,RC,,,,,facility,inpatient,,,9265.00000,1991.97000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,4169.25,,,,,,,4169.25,6948.75,percent of total billed charges,
CLAMP LVL 09,6276901,CDM,272,RC,,,,,facility,outpatient,,,9265.00000,1991.97000,United Healthcare,Commercial,,4947.51,,,,,,,1335.09,6948.75,percent of total billed charges,
CLAVICULECTOMY; PARTIAL,23120,CPT,,,,,,,facility,outpatient,,,,,Health Net,Medicaid,360,2052.04,,,,,,,2044.24,7005.97,case rate,
CLEARANCE AIRWAY INITIAL,4109468,CDM,410,RC,94667,CPT,,,facility,outpatient,,,285.00000,55.29000,"Cigna Healthcare of Arizona, Inc.",HMO Medicare Advantage Plan,,137.38,,,,,,,46.59,226.68,fee schedule,
CLEARANCE AIRWAY INITIAL,4109468,CDM,410,RC,94667,CPT,,,facility,outpatient,,,285.00000,55.29000,Aetna,Broad Network,,164.44,,,,,,,46.59,226.68,percent of total billed charges,
CLEARANCE AIRWAY INITIAL,4109468,CDM,410,RC,94667,CPT,,,facility,outpatient,,,285.00000,55.29000,Gila River Health Care Corporation,Managed Care Program,,137.38,,,,,,,46.59,226.68,fee schedule,
CLEARANCE AIRWAY SUBSQ,4109476,CDM,410,RC,94668,CPT,,,facility,outpatient,,,300.00000,58.20000,Banner University Health Plan,Medicare Advantage,,137.38,,,,,,,43.63,226.68,fee schedule,
CLIP APPLIER LVL 01,2770055,CDM,272,RC,,,,,facility,outpatient,,,594.00000,127.71000,Quiktrip Corporation,Commercial,,320.76,,,,,,,85.60,445.50,percent of total billed charges,
CLIP LVL 01,2771277,CDM,272,RC,,,,,facility,outpatient,,,166.00000,35.69000,Plotkin Health,Plotkin Health,,74.70,,,,,,,23.92,124.50,percent of total billed charges,
CLIP LVL 02,2778041,CDM,272,RC,,,,,facility,outpatient,,,313.00000,67.30000,Arizona Priority Care,Alignment Health Plans Medicare Advantage/Eternal Health Plan Medicare/SCAN Health Plan Medicare,,125.20,,,,,,,45.10,234.75,percent of total billed charges,For services and procedures not listed Hospital will be reimbursed at 40% of Hospital's billed charges less any applicable co-payments. Implants not included in the Medicare global reimbursement shall be reimbursed at 40% of billed charges.
CLIP LVL 03,6271365,CDM,272,RC,,,,,facility,inpatient,,,594.00000,127.71000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,267.30,,,,,,,267.30,445.50,percent of total billed charges,
CLIP LVL 04,6274013,CDM,272,RC,,,,,facility,inpatient,,,850.00000,182.75000,Plotkin Health,Plotkin Health,,382.50,,,,,,,382.50,637.50,percent of total billed charges,
CLIP LVL 08,6287874,CDM,272,RC,,,,,facility,outpatient,,,3853.00000,828.40000,Aetna,Designated Group,,1891.82,,,,,,,555.22,2889.75,percent of total billed charges,
CLIP LVL 08,6287874,CDM,272,RC,,,,,facility,outpatient,,,3853.00000,828.40000,Oscar Health Plan,Commercial,,1926.50,,,,,,,555.22,2889.75,percent of total billed charges,
CLOSE LAA PERC W IMP ENDOCARD,4816856,CDM,361,RC,33340,CPT,,,facility,outpatient,,,4334.00000,1551.57000,"Cigna Healthcare of Arizona, Inc.",Commercial,,4464.00,,,,,,,866.80,9901.00,case rate,Multiple procedure logic: 100/50/25
CLOSE LEAK PARAVALVUL ADDITIONAL,4817151,CDM,361,RC,93592,CPT,,,facility,inpatient,,,13685.00000,4899.23000,Aetna,Medical Rental,,7211.99,,,,,,,6158.25,10263.75,percent of total billed charges,
CLOSE LEAK PARAVALVUL ADDITIONAL,4817151,CDM,361,RC,93592,CPT,,,facility,inpatient,,,13685.00000,4899.23000,Plotkin Health,Plotkin Health,,6158.25,,,,,,,6158.25,10263.75,percent of total billed charges,
CLOSE LEAK PARAVALVUL ADDITIONAL,4817151,CDM,361,RC,93592,CPT,,,facility,outpatient,,,13685.00000,4899.23000,Quiktrip Corporation,Commercial,,7389.90,,,,,,,2114.00,37678.35,percent of total billed charges,
CLOSE LEAK PARAVALVUL AORTIC INIT,4817144,CDM,361,RC,93591,CPT,,,facility,outpatient,,,41461.00000,14843.04000,"Cigna Healthcare of Arizona, Inc.",Commercial,,28483.71,,,,,,,5013.00,75514.35,percent of total billed charges,
CLOSE LEAK PARAVALVUL AORTIC INIT,4817144,CDM,361,RC,93591,CPT,,,facility,outpatient,,,41461.00000,14843.04000,TriWest Healthcare Alliance Corp - VA CCN,Tricare,,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,5013.00,75514.35,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
CLOSE TRANSCATH PFO/ASD CONG W IMP,4803094,CDM,361,RC,93580,CPT,,,facility,outpatient,,,18725.00000,6703.55000,Aetna,Joint Venture,,9895.00,,,,,,,8426.25,75514.35,case rate,
CLOSE TRANSCATH VSD CONG W IMP,4805412,CDM,481,RC,93581,CPT,,,facility,inpatient,,,16516.00000,4376.74000,Aetna,Medical Rental,,8703.93,,,,,,,7432.20,12387.00,percent of total billed charges,
CLOSED TREATMENT OF CLAVICULAR FRACTURE; WITH MANIPULATION,23505,CPT,,,,,,,facility,outpatient,,,,,Arizona Physicians IPA,Medicaid,360,1009.45,,,,,,,949.44,3253.90,case rate,
CLOSED TREATMENT OF MANDIBULAR FRACTURE; WITH MANIPULATION,21451,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,980.77,6160.96,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
CLOSED TREATMENT OF POST HIP ARTHROPLASTY DISLOCATION; REQUIRING REGIONAL OR GENERAL ANESTHESIA,27266,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,360,3268.08,,,,,,,1009.45,4357.45,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CLOSED TREATMENT OF RADIAL HEAD OR NECK FRACTURE; WITH MANIPULATION,24655,CPT,,,,,,,facility,outpatient,,,,,"Health Choice Arizona, Inc.",Medicaid,360,1009.45,,,,,,,949.44,3253.90,fee schedule,
CLOSED TREATMENT OF TEMPOROMANDIBULAR DISLOCATION; INITIAL OR SUBSEQUENT,21480,CPT,,,,,,,facility,outpatient,,,,,Mercy Care,Medicaid,360,149.49,,,,,,,149.49,3253.90,case rate,
CLOSURE SALIVARY FISTULA,42600,CPT,,,,,,,facility,outpatient,,,,,Blue Cross Blue Shield of Arizona,Medicare Supplemental Senior Preferred,360,949.44,,,,,,,949.44,3253.90,fee schedule,"For Outpatient Covered Services in which Medicare has made payment, reimbursement is the remaining balance payable up to the Medicare Allowed Amount. For Outpatient Covered Services in which Medicare has not made payment, reimbursement is the lesser of 100% of Billed Charges or a percentage of the BCBSAZ Outpatient Fee Schedule."
CLOSURE WOUND SECONDARY EXTN/CMP,7636814,CDM,761,RC,13160,CPT,,,facility,outpatient,,,4501.00000,2331.52000,Aetna,Banner Employee Plans,,1512.34,,,,,,,1243.64,4357.45,percent of total billed charges,
CMEP STIM TRANSCRANIAL LIMBS LOWER,9211095,CDM,920,RC,95929,CPT,,,facility,outpatient,,,1583.00000,1413.62000,Arizona Medical Network,Commercial,,1108.10,,,,,,,276.85,1187.25,percent of total billed charges,
CMEP STIM TRANSCRANIAL LIMBS UPPER,9211087,CDM,920,RC,95928,CPT,,,facility,outpatient,,,1554.00000,1387.72000,"Cigna Healthcare of Arizona, Inc.",Commercial,,1067.60,,,,,,,254.51,1789.18,percent of total billed charges,
CMEP STIM TRANSCRANIAL LIMBS UPPER,9211087,CDM,920,RC,95928,CPT,,,facility,outpatient,,,1554.00000,1387.72000,United Healthcare,Medicare Advantage,,1084.35,,,,,,,254.51,1789.18,fee schedule,
CMEP STIM TRANSCRANIAL LIMBS UPR&LW,9211657,CDM,922,RC,95939,CPT,,,facility,outpatient,,,2595.00000,853.83000,Aetna,Qualified Health Plan,,1474.72,,,,,,,666.87,2625.69,fee schedule,
CMEP STIM TRANSCRANIAL LIMBS UPR&LW,9211657,CDM,922,RC,95939,CPT,,,facility,outpatient,,,2595.00000,853.83000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,1969.27,,,,,,,666.87,2625.69,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CNV CATH NEPH PERC PRE EXIST BI S&I,3205689,CDM,361,RC,50434,CPT,,,facility,outpatient,,,6179.00000,2212.08000,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,50,1187.09,,,,,,,432.97,5506.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
CNV CATH NEPH PERC PRE EXIST LT S&I,3205697,CDM,361,RC,50434,CPT,,,facility,inpatient,,,4119.00000,1474.60000,Provider Network of America,Commercial,LT,3089.25,,,,,,,1853.55,3089.25,percent of total billed charges,
CNV CATH NEPH PERC PRE EXIST LT S&I,3205697,CDM,361,RC,50434,CPT,,,facility,outpatient,,,4119.00000,1474.60000,Health Net,Medicare,LT,2059.50,,,,,,,432.97,5506.00,percent of total billed charges,
CNV CATH NEPH PERC PRE EXIST RT S&I,3205705,CDM,361,RC,50434,CPT,,,facility,outpatient,,,4119.00000,1474.60000,Aetna,Broad Network,RT,5506.00,,,,,,,432.97,5506.00,case rate,
COIL IMAGING MAGNETIC RESON LVL 01,2771327,CDM,272,RC,C1770,HCPCS,,,facility,inpatient,,,313.00000,67.30000,Plotkin Health,Plotkin Health,,140.85,,,,,,,140.85,234.75,percent of total billed charges,
COIL IMAGING MAGNETIC RESON LVL 01,2771327,CDM,272,RC,C1770,HCPCS,,,facility,outpatient,,,313.00000,67.30000,Aetna,Medical Rental,,164.95,,,,,,,62.60,291.97,percent of total billed charges,"Multiple procedure processing -  Primary, Secondary, and Subsequent procedures reimbursed at 100% of contract rate."
COIL IMAGING MAGNETIC RESON LVL 01,2771327,CDM,272,RC,C1770,HCPCS,,,facility,outpatient,,,313.00000,67.30000,Banner University Health Plan,AZ Medicaid - AHCCCS,,70.11,,,,,,,62.60,291.97,percent of total billed charges,
COIL IMAGING MAGNETIC RESON LVL 02,2778967,CDM,272,RC,C1770,HCPCS,,,facility,outpatient,,,594.00000,127.71000,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,,291.97,,,,,,,85.19,445.50,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
COLL FLUID SCLEROTX W IMG GD S&I,3205739,CDM,361,RC,49185,CPT,,,facility,outpatient,,,2325.00000,832.35000,"Health Choice Arizona, Inc.",Medicaid,,1020.08,,,,,,,949.44,13057.00,fee schedule,
COLL FLUID SCLEROTX W IMG GD S&I,3205739,CDM,361,RC,49185,CPT,,,facility,outpatient,,,2325.00000,832.35000,Arizona Priority Care,Alignment Health Plans Medicare Advantage/Eternal Health Plan Medicare/SCAN Health Plan Medicare,,1899.57,,,,,,,949.44,13057.00,fee schedule,
COLL FLUID SCLEROTX W IMG GD S&I,3205739,CDM,361,RC,49185,CPT,,,facility,outpatient,,,2325.00000,832.35000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,2440.42,,,,,,,949.44,13057.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
COLL FLUID SCLEROTX W IMG GD S&I,3531027,CDM,361,RC,49185,CPT,,,facility,outpatient,,,2325.00000,832.35000,"Cigna Healthcare of Arizona, Inc.",LocalFlex,,11751.00,,,,,,,949.44,13057.00,case rate,Multiple procedure logic: 100/50/25
COLL FLUID SCLEROTX W IMG GD S&I,3531027,CDM,361,RC,49185,CPT,,,facility,outpatient,,,2325.00000,832.35000,"Health Choice Arizona, Inc.",ACA Health Plan,,2590.32,,,,,,,949.44,13057.00,fee schedule,
COLL FLUID SCLEROTX W IMG GD S&I,3531027,CDM,361,RC,49185,CPT,,,facility,outpatient,,,2325.00000,832.35000,United Healthcare,Commercial,,3467.00,,,,,,,949.44,13057.00,case rate,
COLL FLUID SCLEROTX W IMG GD S&I,3531027,CDM,361,RC,49185,CPT,,,facility,outpatient,,,2325.00000,832.35000,United Healthcare,UHC Core,,3294.00,,,,,,,949.44,13057.00,case rate,
COLLECT SPEC BLD CAPILLARY,3088226,CDM,300,RC,36416,CPT,,,facility,outpatient,,,38.00000,6.54000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,17.10,,,,,,,0.48600,28.50,percent of total billed charges,
COLLECT SPEC BLD CAPILLARY,4110805,CDM,300,RC,36416,CPT,,,facility,inpatient,,,38.00000,6.54000,Plotkin Health,Plotkin Health,,17.10,,,,,,,17.10,28.50,percent of total billed charges,
COLLECT SPEC BLD CAPILLARY,4110805,CDM,300,RC,36416,CPT,,,facility,outpatient,,,38.00000,6.54000,Banner University Health Plan,AZ Medicaid - AHCCCS,,8.51,,,,,,,0.48600,28.50,percent of total billed charges,
COLLECT SPEC BLD PICC NOS,7619984,CDM,761,RC,36592,CPT,,,facility,outpatient,,,468.00000,242.42000,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,,208.60,,,,,,,60.87,351.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
COLLECT SPEC BLD PICC NOS,7619984,CDM,761,RC,36592,CPT,,,facility,outpatient,,,468.00000,242.42000,Carelon,Medicare Advantage,,144.25,,,,,,,60.87,351.00,fee schedule,
COLLECT SPEC BLD PICC NOS,7619984,CDM,761,RC,36592,CPT,,,facility,outpatient,,,468.00000,242.42000,Health Net,Medicaid,,81.16,,,,,,,60.87,351.00,fee schedule,
COLLECT SPEC BLD PICC NOS,7633142,CDM,761,RC,36592,CPT,,,facility,inpatient,,,468.00000,242.42000,Aetna,Medical Rental,,246.64,,,,,,,210.60,351.00,percent of total billed charges,
COLLECT SPEC BLD PICC NOS,7633142,CDM,761,RC,36592,CPT,,,facility,inpatient,,,468.00000,242.42000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,210.60,,,,,,,210.60,351.00,percent of total billed charges,
COLLECT SPEC BLD PICC NOS,7633142,CDM,761,RC,36592,CPT,,,facility,outpatient,,,468.00000,242.42000,Aetna,Medicare Advantage,,137.38,,,,,,,60.87,351.00,fee schedule,
COLLECT SPEC BLD PICC NOS,7633142,CDM,761,RC,36592,CPT,,,facility,outpatient,,,468.00000,242.42000,Gila River Health Care Corporation,Managed Care Program,,137.38,,,,,,,60.87,351.00,fee schedule,
COLLECT SPEC BLD VAD IMPLNT,7616030,CDM,761,RC,36591,CPT,,,facility,outpatient,,,359.00000,185.96000,"Cigna Healthcare of Arizona, Inc.",HMO Medicare Advantage Plan,,137.38,,,,,,,55.40,269.25,fee schedule,
