IMP DEV JT ANKLE TOTAL LVL 09,6299168,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,21904.00000,6264.54000,Blue Cross Blue Shield of Arizona,Medicare Supplemental Senior Preferred,,2065.60,,,,,,,2065.60,16428.00,fee schedule,"For Outpatient Covered Services in which Medicare has made payment, reimbursement is the remaining balance payable up to the Medicare Allowed Amount. For Outpatient Covered Services in which Medicare has not made payment, reimbursement is the lesser of 100% of Billed Charges or a percentage of the BCBSAZ Outpatient Fee Schedule."
IMP DEV JT ANKLE TOTAL LVL 09,6299168,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,21904.00000,6264.54000,Mercy Care,Medicaid,,4906.50,,,,,,,2065.60,16428.00,percent of total billed charges,
IMP DEV JT ANKLE TOTAL LVL 10,6299176,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,26284.00000,7517.22000,"Cigna Healthcare of Arizona, Inc.",Commercial,,15060.73,,,,,,,11827.80,19713.00,percent of total billed charges,
IMP DEV JT ANKLE TOTAL LVL 10,6299176,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,26284.00000,7517.22000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,5309.38,,,,,,,2065.60,19713.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT ANKLE TOTAL LVL 11,6299184,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,30664.00000,8769.90000,"Cigna Healthcare of Arizona, Inc.",LocalFlex,,16803.87,,,,,,,2065.60,22998.00,percent of total billed charges,
IMP DEV JT ANKLE TOTAL LVL 14,6299218,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,43804.00000,12527.94000,United Healthcare,UHC Core,,22208.63,,,,,,,2065.60,32853.00,percent of total billed charges,
IMP DEV JT ANKLE TOTAL LVL 16,6305775,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,52564.00000,15033.30000,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,,7079.18,,,,,,,2065.60,39423.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT ANKLE TOTAL LVL 17,6305783,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,56944.00000,16285.98000,Arizona Medical Network,Commercial,,39860.80,,,,,,,2065.60,42708.00,percent of total billed charges,
IMP DEV JT ANKLE TOTAL LVL 17,6305783,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,56944.00000,16285.98000,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,,5946.47,,,,,,,2065.60,42708.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT ANKLE TOTAL LVL 18,6312268,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,61324.00000,17538.66000,Arizona Physicians IPA,Medicaid,,13736.58,,,,,,,2065.60,45993.00,percent of total billed charges,Rates may be adjusted for facility-specific peer groups and all other adjusters.
IMP DEV JT ANKLE TOTAL LVL 18,6312268,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,61324.00000,17538.66000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,5309.38,,,,,,,2065.60,45993.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT ANKLE TOTAL LVL 18,6312268,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,61324.00000,17538.66000,Health Net,Medicare,,30662.00,,,,,,,2065.60,45993.00,percent of total billed charges,
IMP DEV JT ANKLE TOTAL LVL 18,6312268,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,61324.00000,17538.66000,United Healthcare,UHC Core,,31091.27,,,,,,,2065.60,45993.00,percent of total billed charges,
IMP DEV JT ANKLE TOTAL LVL 19,6312276,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,65704.00000,18791.34000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,29566.80,,,,,,,29566.80,49278.00,percent of total billed charges,
IMP DEV JT ANKLE TOTAL LVL 19,6312276,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,65704.00000,18791.34000,Arizona Priority Care,Alignment Health Plans Medicare Advantage/Eternal Health Plan Medicare/SCAN Health Plan Medicare,,26281.60,,,,,,,2065.60,49278.00,percent of total billed charges,For services and procedures not listed Hospital will be reimbursed at 40% of Hospital's billed charges less any applicable co-payments. Implants not included in the Medicare global reimbursement shall be reimbursed at 40% of billed charges.
IMP DEV JT ELBOW TOTAL LVL 01,2774180,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,4885.00000,1397.11000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,2198.25,,,,,,,2198.25,3663.75,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 01,2774180,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,4885.00000,1397.11000,United Healthcare,UHC Core,,2476.70,,,,,,,977.00,7079.18,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 02,2774198,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,9265.00000,2649.79000,Banner University Health Plan,AZ Medicaid - AHCCCS,,2075.36,,,,,,,1853.00,7079.18,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 03,2774206,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,13895.00000,3973.97000,Aetna,Joint Venture,,6336.12,,,,,,,2065.60,10421.25,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 03,2774206,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,13895.00000,3973.97000,Arizona Medical Network,Commercial,,9726.50,,,,,,,2065.60,10421.25,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 04,2774214,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,17524.00000,5011.86000,Aetna,Medicare Advantage,,3504.80,,,,,,,2065.60,13143.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 04,2774214,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,17524.00000,5011.86000,Arizona Physicians IPA,Medicaid,,3925.38,,,,,,,2065.60,13143.00,percent of total billed charges,Rates may be adjusted for facility-specific peer groups and all other adjusters.
IMP DEV JT ELBOW TOTAL LVL 06,6272710,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,26284.00000,7517.22000,Quiktrip Corporation,Commercial,,14193.36,,,,,,,2065.60,19713.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 08,6272736,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,35044.00000,10022.58000,Arizona Medical Network,Commercial,,24530.80,,,,,,,2065.60,26283.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 08,6272736,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,35044.00000,10022.58000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,15769.80,,,,,,,2065.60,26283.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 09,6272744,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,39424.00000,11275.26000,Blue Cross Blue Shield of Arizona,Medicare Supplemental Senior Preferred,,2065.60,,,,,,,2065.60,29568.00,fee schedule,"For Outpatient Covered Services in which Medicare has made payment, reimbursement is the remaining balance payable up to the Medicare Allowed Amount. For Outpatient Covered Services in which Medicare has not made payment, reimbursement is the lesser of 100% of Billed Charges or a percentage of the BCBSAZ Outpatient Fee Schedule."
IMP DEV JT ELBOW TOTAL LVL 09,6272744,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,39424.00000,11275.26000,Health Net,Medicaid,,8830.98,,,,,,,2065.60,29568.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 09,6272744,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,39424.00000,11275.26000,Oscar Health Plan,Commercial,,19712.00,,,,,,,2065.60,29568.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 10,6272751,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,43804.00000,12527.94000,Arizona Priority Care,Alignment Health Plans Medicare Advantage/Eternal Health Plan Medicare/SCAN Health Plan Medicare,,17521.60,,,,,,,2065.60,32853.00,percent of total billed charges,For services and procedures not listed Hospital will be reimbursed at 40% of Hospital's billed charges less any applicable co-payments. Implants not included in the Medicare global reimbursement shall be reimbursed at 40% of billed charges.
IMP DEV JT ELBOW TOTAL LVL 12,6272777,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,52564.00000,15033.30000,"Health Choice Arizona, Inc.",Medicare Advantage,,15769.20,,,,,,,2065.60,39423.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 12,6272777,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,52564.00000,15033.30000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,5309.38,,,,,,,2065.60,39423.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT ELBOW TOTAL LVL 13,6272785,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,56944.00000,16285.98000,Arizona Medical Network,Commercial,,39860.80,,,,,,,25624.80,42708.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 13,6272785,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,56944.00000,16285.98000,Aetna,Qualified Health Plan,,12812.40,,,,,,,2065.60,42708.00,percent of total billed charges,
IMP DEV JT ELBOW TOTAL LVL 15,6272801,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,65704.00000,18791.34000,Provider Network of America,Commercial,,49278.00,,,,,,,2065.60,49278.00,percent of total billed charges,
IMP DEV JT FINGER LVL 01,2774362,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,4885.00000,1397.11000,Provider Network of America,Commercial,,3663.75,,,,,,,977.00,7079.18,percent of total billed charges,
IMP DEV JT FINGER LVL 02,2774370,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,9265.00000,2649.79000,Blue Cross Blue Shield of Arizona,BCBSAZ Alliance/Blue HPN,,5663.34,,,,,,,1853.00,7079.18,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT FINGER LVL 03,2774503,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,13895.00000,3973.97000,United Healthcare,UHC Core,,7044.77,,,,,,,2065.60,10421.25,percent of total billed charges,
IMP DEV JT FINGER LVL 05,2774404,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,21904.00000,6264.54000,Aetna,Medical Rental,,11543.41,,,,,,,9856.80,16428.00,percent of total billed charges,
IMP DEV JT FNGR MCP LVL 01,6299226,CDM,278,RC,L8630,HCPCS,,,facility,inpatient,,,1413.00000,404.12000,"Cigna Healthcare of Arizona, Inc.",Commercial,,809.65,,,,,,,635.85,1059.75,percent of total billed charges,
IMP DEV JT FNGR MCP LVL 02,6299234,CDM,278,RC,L8630,HCPCS,,,facility,outpatient,,,2695.00000,770.77000,Blue Cross Blue Shield of Arizona,Commercial,,2395.33,,,,,,,260.66,2395.33,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT FNGR MCP LVL 03,6299242,CDM,278,RC,L8630,HCPCS,,,facility,inpatient,,,3853.00000,1101.96000,Provider Network of America,Commercial,,2889.75,,,,,,,1733.85,2889.75,percent of total billed charges,
IMP DEV JT FNGR MCP LVL 03,6299242,CDM,278,RC,L8630,HCPCS,,,facility,outpatient,,,3853.00000,1101.96000,United Healthcare,UHC Doctor's Plan,,1868.70,,,,,,,260.66,2889.75,percent of total billed charges,
IMP DEV JT FNGR MCP LVL 04,6299259,CDM,278,RC,L8630,HCPCS,,,facility,outpatient,,,6105.00000,1746.03000,Aetna,Designated Group,,2954.82,,,,,,,260.66,4578.75,percent of total billed charges,
IMP DEV JT FNGR MCP LVL 05,6299267,CDM,278,RC,L8630,HCPCS,,,facility,outpatient,,,9265.00000,2649.79000,Blue Cross Blue Shield of Arizona,Commercial,,2395.33,,,,,,,260.66,6948.75,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT FNGR MCP LVL 05,6299267,CDM,278,RC,L8630,HCPCS,,,facility,outpatient,,,9265.00000,2649.79000,Provider Network of America,Commercial,,6948.75,,,,,,,260.66,6948.75,percent of total billed charges,
IMP DEV JT FNGR MCP LVL 05,6299267,CDM,278,RC,L8630,HCPCS,,,facility,outpatient,,,9265.00000,2649.79000,United Healthcare,UHC Doctor's Plan,,4493.52,,,,,,,260.66,6948.75,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 01,2774511,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,594.00000,169.88000,Quiktrip Corporation,Commercial,,320.76,,,,,,,118.80,7079.18,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 02,2774529,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,1132.00000,323.75000,Blue Cross Blue Shield of Arizona,BXBSAZ Neighborhood,,5309.38,,,,,,,226.40,7079.18,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT HIP TOTAL LVL 03,2774537,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,1619.00000,463.03000,Provider Network of America,Commercial,,1214.25,,,,,,,728.55,1214.25,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 05,2774560,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,4885.00000,1397.11000,Aetna,Qualified Health Plan,,1099.12,,,,,,,977.00,7079.18,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 06,2774578,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,9265.00000,2649.79000,"Cigna Healthcare of Arizona, Inc.",LocalFlex,,5077.22,,,,,,,4169.25,6948.75,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 06,2774578,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,9265.00000,2649.79000,Quiktrip Corporation,Commercial,,5003.10,,,,,,,4169.25,6948.75,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 06,2774578,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,9265.00000,2649.79000,Oscar Health Plan,Commercial,,4632.50,,,,,,,1853.00,7079.18,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 07,2774586,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,13895.00000,3973.97000,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,,5946.47,,,,,,,2065.60,10421.25,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT HIP TOTAL LVL 07,2774586,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,13895.00000,3973.97000,Health Net,Medicare,,6947.50,,,,,,,2065.60,10421.25,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 08,2774594,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,17524.00000,5011.86000,Banner University Health Plan,University Family Plan,,3925.38,,,,,,,2065.60,13143.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 09,2774552,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,21904.00000,6264.54000,Banner University Health Plan,AZ Medicaid - AHCCCS,,4906.50,,,,,,,2065.60,16428.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 09,2774552,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,21904.00000,6264.54000,Health Net,Medicaid,,4906.50,,,,,,,2065.60,16428.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 10,2774602,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,26284.00000,7517.22000,Arizona Medical Network,Commercial,,18398.80,,,,,,,11827.80,19713.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 10,2774602,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,26284.00000,7517.22000,Aetna,Broad Network,,14981.88,,,,,,,2065.60,19713.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 10,2774602,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,26284.00000,7517.22000,Plotkin Health,Plotkin Health,,11827.80,,,,,,,2065.60,19713.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 11,2774610,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,30664.00000,8769.90000,"Cigna Healthcare of Arizona, Inc.",Commercial,,17570.47,,,,,,,13798.80,22998.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 14,2774644,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,52564.00000,15033.30000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,23653.80,,,,,,,23653.80,39423.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 14,2774644,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,52564.00000,15033.30000,Health Net,Commerical Exchange Product,,28384.56,,,,,,,2065.60,39423.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 14,2774644,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,52564.00000,15033.30000,Health Net,Commerical Exchange Product,,28384.56,,,,,,,2065.60,39423.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 14,2774644,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,52564.00000,15033.30000,Health Net,Medicaid,,11774.34,,,,,,,2065.60,39423.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 14,2774644,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,52564.00000,15033.30000,Provider Network of America,Commercial,,39423.00,,,,,,,2065.60,39423.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 15,2774669,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,65704.00000,18791.34000,Aetna,Banner Employee Plans,,22076.54,,,,,,,2065.60,49278.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 15,2774669,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,65704.00000,18791.34000,Aetna,Medical Rental,,34626.01,,,,,,,2065.60,49278.00,percent of total billed charges,"Multiple procedure processing -  Primary, Secondary, and Subsequent procedures reimbursed at 100% of contract rate."
IMP DEV JT HIP TOTAL LVL 15,2774669,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,65704.00000,18791.34000,Arizona Physicians IPA,Medicaid,,14717.70,,,,,,,2065.60,49278.00,percent of total billed charges,Rates may be adjusted for facility-specific peer groups and all other adjusters.
IMP DEV JT HIP TOTAL LVL 17,6277016,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,109504.00000,31318.14000,Provider Network of America,Commercial,,82128.00,,,,,,,49276.80,82128.00,percent of total billed charges,
IMP DEV JT HIP TOTAL LVL 17,6277016,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,109504.00000,31318.14000,Oscar Health Plan,Commercial,,54752.00,,,,,,,2065.60,82128.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 01,6275937,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,1132.00000,323.75000,Blue Cross Blue Shield of Arizona,Commercial,,7079.18,,,,,,,226.40,7079.18,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT KNEE TOTAL LVL 02,6275945,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,2695.00000,770.77000,Aetna,Joint Venture,,1228.92,,,,,,,539.00,7079.18,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 04,2774727,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,9265.00000,2649.79000,Aetna,Medical Rental,,4882.65,,,,,,,4169.25,6948.75,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 04,2774727,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,9265.00000,2649.79000,Arizona Medical Network,Commercial,,6485.50,,,,,,,1853.00,7079.18,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 04,2774727,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,9265.00000,2649.79000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,4169.25,,,,,,,1853.00,7079.18,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 05,2774735,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,13895.00000,3973.97000,Aetna,Designated Group,,6725.18,,,,,,,2065.60,10421.25,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 05,2774735,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,13895.00000,3973.97000,Blue Cross Blue Shield of Arizona,BCBSAZ Workers Comp,,7079.18,,,,,,,2065.60,10421.25,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT KNEE TOTAL LVL 06,2774743,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,17524.00000,5011.86000,"Health Choice Arizona, Inc.",Medicare Advantage,,5257.20,,,,,,,2065.60,13143.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 06,2774743,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,17524.00000,5011.86000,Aetna,Medical Rental,,9235.15,,,,,,,2065.60,13143.00,percent of total billed charges,"Multiple procedure processing -  Primary, Secondary, and Subsequent procedures reimbursed at 100% of contract rate."
IMP DEV JT KNEE TOTAL LVL 06,2774743,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,17524.00000,5011.86000,Health Net,Commerical Exchange Product,,9462.96,,,,,,,2065.60,13143.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 06,2774743,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,17524.00000,5011.86000,Health Net,Commerical Exchange Product,,9462.96,,,,,,,2065.60,13143.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 07,2774750,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,21904.00000,6264.54000,Oscar Health Plan,Commercial,,10952.00,,,,,,,2065.60,16428.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 07,2774750,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,21904.00000,6264.54000,United Healthcare,Commercial,,11696.74,,,,,,,2065.60,16428.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 10,2774792,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,35044.00000,10022.58000,United Healthcare,UHC Core,,17767.31,,,,,,,2065.60,26283.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 12,2774768,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,43804.00000,12527.94000,Blue Cross Blue Shield of Arizona,BXBSAZ Alliance CHS,,5946.47,,,,,,,2065.60,32853.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT KNEE TOTAL LVL 13,2774818,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,48184.00000,13780.62000,Provider Network of America,Commercial,,36138.00,,,,,,,21682.80,36138.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 13,2774818,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,48184.00000,13780.62000,Aetna,Designated Group,,23321.06,,,,,,,2065.60,36138.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 13,2774818,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,48184.00000,13780.62000,Health Net,Medicaid,,10793.22,,,,,,,2065.60,36138.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 13,2774818,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,48184.00000,13780.62000,National Healthcare Solutions Inc (NHSI) and VIP Universal Medical Insurance Group (VUMI),NHSI VUMI,,21682.80,,,,,,,2065.60,36138.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 14,2774826,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,52564.00000,15033.30000,Aetna,Broad Network,,29961.48,,,,,,,2065.60,39423.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 15,2774719,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,56944.00000,16285.98000,Provider Network of America,Commercial,,42708.00,,,,,,,2065.60,42708.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 16,2774834,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,61324.00000,17538.66000,Health Net,Commerical Exchange Product,,33114.96,,,,,,,2065.60,45993.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 16,2774834,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,61324.00000,17538.66000,Health Net,Commerical Exchange Product,,33114.96,,,,,,,2065.60,45993.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 17,2774842,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,70084.00000,20044.02000,Health Net,Medicaid,,15698.82,,,,,,,2065.60,52563.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 18,2774859,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,78844.00000,22549.38000,"Cigna Healthcare of Arizona, Inc.",LocalFlex,,43206.51,,,,,,,35479.80,59133.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 18,2774859,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,78844.00000,22549.38000,Aetna,Designated Group,,38160.50,,,,,,,2065.60,59133.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 20,6271845,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,96364.00000,27560.10000,"Cigna Healthcare of Arizona, Inc.",Commercial,,55216.57,,,,,,,2065.60,72273.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 20,6271845,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,96364.00000,27560.10000,Aetna,Joint Venture,,43941.98,,,,,,,2065.60,72273.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 20,6271845,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,96364.00000,27560.10000,Quiktrip Corporation,Commercial,,52036.56,,,,,,,2065.60,72273.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 21,6273627,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,109504.00000,31318.14000,"Cigna Healthcare of Arizona, Inc.",Commercial,,62745.79,,,,,,,49276.80,82128.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 22,6273635,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,122644.00000,35076.18000,Aetna,Broad Network,,69907.08,,,,,,,2065.60,91983.00,percent of total billed charges,
IMP DEV JT KNEE TOTAL LVL 22,6273635,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,122644.00000,35076.18000,Blue Cross Blue Shield of Arizona,Commercial,,7079.18,,,,,,,2065.60,91983.00,fee schedule,Reimbursement is lesser of 100% of BC or the BCBSAZ Fee Schedule.
IMP DEV JT KNEE TOTAL LVL 23,6273643,CDM,278,RC,C1776,HCPCS,,,facility,outpatient,,,135784.00000,38834.22000,Banner University Health Plan,AZ Medicaid - AHCCCS,,30415.62,,,,,,,2065.60,101838.00,percent of total billed charges,
IMP DEV JT SHDR TOTAL LVL 02,6288096,CDM,278,RC,C1776,HCPCS,,,facility,inpatient,,,1413.00000,404.12000,Arizona Medical Network,Commercial,,989.10,,,,,,,635.85,1059.75,percent of total billed charges,
