"""Infusion Y-Set 19G X 1"""" Bent""","L_5701820","CDM","270","RC","","","","","facility","both","","","","62.1","24.22","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"25 Mm Avalus Aortic Valve","L_4043029","CDM","278","RC","","","","","facility","both","","","","26516.7","10341.51","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","1560.63","","","","","","","fee schedule","796.24","2989.04","APC"
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","836.05","","","","","","","fee schedule","796.24","2989.04","APC"
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","5277.6","","","","","","","fee schedule","623.45","5277.6","APC 338.11"
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","623.45","","","","","","","fee schedule","623.45","5277.6",""
"ACETAMINOPHEN 10 MG/ML IV SYRINGE (PEDS)","1341814924","CDM","636","RC","25010070","HCPCS","31722-205-31","NDC","facility","both","1","EA","","19.6","7.64","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1.6 MILLILITERS"
"ACETAMINOPHEN 325 MG TABLET","1358285297","CDM","250","RC","25010066","HCPCS","69618-010-01","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAMINOPHEN 325 MG TABLET","1358834163","CDM","250","RC","25010066","HCPCS","0536-1327-06","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAZOLAMIDE 250 MG TABLET","1343521228","CDM","250","RC","25010066","HCPCS","64380-834-06","NDC","facility","both","1","EA","","42.5","16.58","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION","1356556722","CDM","636","RC","25010068","HCPCS","67457-857-30","NDC","facility","both","1","EA","","206.3","80.46","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3.08 MILLILITERS"
"ADULT 2-IN-1 CPN","1363174990","CDM","258","RC","25010067","HCPCS","0264-4500-05","NDC","facility","both","1","EA","","504","196.56","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 600 MILLILITERS"
"AFO supramalleolar custom","L1907","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","695.27","","","","","","","fee schedule","695.27","1362.73","APC"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","590.75","","","","","","","fee schedule","579.17","1135.17","APC"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","727.32","","","","","","","fee schedule","692.69","1357.67","APC"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION","1317886198","CDM","636","RC","25010068","HCPCS","68516-5216-2","NDC","facility","both","1","EA","","795.1","310.09","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 MILLILITERS"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION","1360141346","CDM","636","RC","25010068","HCPCS","44206-251-10","NDC","facility","both","1","EA","","1254.6","489.29","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 MILLILITERS"
"ALBUTEROL SULFATE CONCENTRATE 5 MG/ML(0.5 %) SOLUTION FOR NEBULIZATION","1358009388","CDM","250","RC","25010065","HCPCS","69374-330-05","NDC","facility","both","1","EA","","92.1","35.92","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 MILLILITERS"
"AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION","1353423208","CDM","636","RC","25010070","HCPCS","63323-616-09","NDC","facility","both","1","EA","","19.6","7.64","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 MILLILITERS"
"AMITRIPTYLINE 25 MG TABLET","1361578263","CDM","250","RC","25010066","HCPCS","60687-433-01","NDC","facility","both","1","EA","","8","3.12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"AMITRIPTYLINE 75 MG TABLET","1360548996","CDM","250","RC","25010066","HCPCS","69367-391-01","NDC","facility","both","1","EA","","14.7","5.73","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMLODIPINE 10 MG TABLET","1362486106","CDM","250","RC","25010066","HCPCS","67877-199-90","NDC","facility","both","1","EA","","18.3","7.14","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMOXICILLIN 250 MG CAPSULE","1349735861","CDM","250","RC","25010066","HCPCS","60687-776-11","NDC","facility","both","1","EA","","40.6","15.83","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"AMOXICILLIN 600 MG-POTASSIUM CLAVULANATE 42.9 MG/5 ML ORAL SUSPENSION","1355861287","CDM","250","RC","25010066","HCPCS","16714-294-02","NDC","facility","both","1","EA","","36.1","14.08","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 7.2916666667 MILLILITERS"
"AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET","1352666163","CDM","637","RC","25010066","HCPCS","42571-162-01","NDC","facility","both","1","EA","","38.8","15.13","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 500 (+/-) UNIT IV SOLUTION","1359652782","CDM","636","RC","25010068","HCPCS","0944-3052-02","NDC","facility","both","1","EA","","12768.6","4979.75","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2.088 UNITS"
"ARFORMOTEROL 15 MCG/2 ML SOLUTION FOR NEBULIZATION","1240166328","CDM","250","RC","25010065","HCPCS","70436-151-57","NDC","facility","both","1","EA","","138.2","53.90","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 MILLILITERS"
"ARIPIPRAZOLE 2 MG TABLET","1363141329","CDM","637","RC","25010066","HCPCS","65162-896-03","NDC","facility","both","1","EA","","246.1","95.98","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ASCORBIC ACID (VITAMIN C) 500 MG TABLET","1355454929","CDM","250","RC","25010066","HCPCS","0904052360","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.5 UNITS"
"ASPIRIN 25 MG-DIPYRIDAMOLE 200 MG CAPSULE,EXT.RELEASE 12 HR MULTIPHASE","1354628133","CDM","250","RC","25010066","HCPCS","16714-964-01","NDC","facility","both","1","EA","","64.3","25.08","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ATENOLOL 50 MG TABLET","1349818890","CDM","250","RC","25010066","HCPCS","52427-430-90","NDC","facility","both","1","EA","","102.5","39.98","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ATEZOLIZUMAB 1,875 MG-HYALURONIDASE-TQJS 30,000 UNIT/15 ML SUBCUT SOLN","1356554506","CDM","636","RC","25010068","HCPCS","50242-933-01","NDC","facility","both","1","EA","","70211.4","27382.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 MILLILITERS"
"ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION","1355607124","CDM","250","RC","25010066","HCPCS","50268-086-12","NDC","facility","both","1","EA","","316.8","123.55","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 MILLILITERS"
