"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","2359.25","","","","","","","fee schedule","796.24","2989.04","APC 266.87"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","1049.95","","","","","","","fee schedule","354.36","1330.23","APC 266.87"
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","2755.52","","","","","","","fee schedule","623.45","5277.6","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","475.01","","","","","","","fee schedule","242.35","909.77","APC"
"4-bar link above knee w/swng","L5614","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","4094.69","","","","","","","fee schedule","2089.13","4094.69","APC"
"5% dextrose with potassium","S5012","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","9.24","","","","","","","fee schedule","9.24","9.24",""
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION","1352801063","CDM","636","RC","25010070","HCPCS","43825-102-01","NDC","facility","both","1","EA","","404.8","157.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 MILLILITERS"
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION","1358277742","CDM","636","RC","25010070","HCPCS","24201-110-24","NDC","facility","both","1","EA","","70.9","27.65","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 MILLILITERS"
"ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION","1352199903","CDM","250","RC","25010066","HCPCS","0121-0966-94","NDC","facility","both","1","EA","","24.1","9.40","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 MILLILITERS"
"ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID (WRAPPED)","1350929131","CDM","250","RC","25010066","HCPCS","81033-002-30","NDC","facility","both","1","EA","","10.6","4.13","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20.3125 MILLILITERS"
"ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION","1360330784","CDM","636","RC","25010070","HCPCS","39822-0190-1","NDC","facility","both","1","EA","","269.1","104.95","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION","1351588201","CDM","636","RC","25010068","HCPCS","0574-0805-30","NDC","facility","both","1","EA","","438.5","171.02","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 13.6 MILLILITERS"
"AFO supramalleolar custom","L1907","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","1223.68","","","","","","","fee schedule","695.27","1362.73","APC"
"AMIODARONE 200 MG TABLET","1359230143","CDM","250","RC","25010066","HCPCS","75907-006-60","NDC","facility","both","1","EA","","26","10.14","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMITRIPTYLINE 50 MG TABLET","1362068934","CDM","250","RC","25010066","HCPCS","70756-203-11","NDC","facility","both","1","EA","","9.8","3.82","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMLODIPINE 10 MG TABLET","1358346571","CDM","250","RC","25010066","HCPCS","69097-128-05","NDC","facility","both","1","EA","","18.3","7.14","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMOXICILLIN 200 MG-POTASSIUM CLAVULANATE 28.5 MG/5 ML ORAL SUSPENSION","1352140124","CDM","250","RC","25010066","HCPCS","65862-533-50","NDC","facility","both","1","EA","","62","24.18","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 21.875 MILLILITERS"
"AMOXICILLIN 500 MG-POTASSIUM CLAVULANATE 125 MG TABLET","1355931458","CDM","250","RC","25010066","HCPCS","16714-477-01","NDC","facility","both","1","EA","","29.1","11.35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMPHOTERICIN B LIPOSOME 50 MG INTRAVENOUS SUSPENSION","1355359481","CDM","636","RC","25010068","HCPCS","62756-233-01","NDC","facility","both","1","EA","","7798.3","3041.34","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3.66 UNITS"
"ARGATROBAN 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION","1352639454","CDM","636","RC","25010068","HCPCS","25021-414-50","NDC","facility","both","1","EA","","1219.8","475.72","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 50 MILLILITERS"
"ARTIFICIAL TEARS(DEXTRAN-HYPROMEL-GLYCERN) 0.1 %-0.3 %-0.2 % EYE DROPS","1350676494","CDM","250","RC","25010066","HCPCS","0065-0426-36","NDC","facility","both","1","EA","","50.8","19.81","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 MILLILITERS"
"ASPIRIN 81 MG CHEWABLE TABLET","1361293716","CDM","250","RC","25010065","HCPCS","0904-6288-89","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 UNITS"
"ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION","1350812672","CDM","250","RC","25010066","HCPCS","72603-248-01","NDC","facility","both","1","EA","","515.1","200.89","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 MILLILITERS"
