"1st opn implt bat modulj sys","64654","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","132559.99","","","","","","","fee schedule","44738.6","167946.4","APC 266.87"
"1st opn implt bat modulj sys","64654","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","46975.53","","","","","","","fee schedule","44738.6","167946.4","APC"
"2d cephalometric image","D0340","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","90.16","","","","","","","fee schedule","88.39","331.82","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","426.54","","","","","","","fee schedule","242.35","909.77","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","254.47","","","","","","","fee schedule","242.35","909.77","APC"
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","341.92","","","","","","","fee schedule","341.92","341.92",""
"ACETYLCHOLINE CHLORIDE 1 % (10 MG/ML) INTRAOCULAR KIT","1360609315","CDM","250","RC","25010065","HCPCS","24208-539-20","NDC","facility","both","1","EA","","1001.5","390.58","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AFO spiral prefabricated","L1951","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","2033.91","","","","","","","fee schedule","1037.71","2033.91","APC"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","706.54","","","","","","","fee schedule","692.69","1357.67","APC"
"ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP","1354066732","CDM","250","RC","25010065","HCPCS","0121-1761-30","NDC","facility","both","1","EA","","16","6.24","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 MILLILITERS"
"AMITRIPTYLINE 50 MG TABLET","1360977047","CDM","250","RC","25010066","HCPCS","60687-444-01","NDC","facility","both","1","EA","","5.4","2.11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMLODIPINE 10 MG TABLET","1356533734","CDM","250","RC","25010066","HCPCS","60687-496-01","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMOXICILLIN 200 MG-POTASSIUM CLAVULANATE 28.5 MG/5 ML ORAL SUSPENSION","1064501812","CDM","250","RC","25010066","HCPCS","16714-292-01","NDC","facility","both","1","EA","","51.7","20.16","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 18 MILLILITERS"
"AMOXICILLIN 250 MG/5 ML ORAL SUSPENSION","1182716315","CDM","250","RC","25010066","HCPCS","65862-707-55","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 MILLILITERS"
"AMPICILLIN 1 GRAM SOLUTION FOR INJECTION","1358051800","CDM","636","RC","25010070","HCPCS","25021-136-10","NDC","facility","both","1","EA","","42.7","16.65","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION","1355657449","CDM","636","RC","25010070","HCPCS","72485-417-10","NDC","facility","both","1","EA","","54.4","21.22","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ARIPIPRAZOLE 2 MG TABLET","1351320773","CDM","250","RC","25010066","HCPCS","16714-141-01","NDC","facility","both","1","EA","","243.4","94.93","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION","1355860956","CDM","636","RC","25010068","HCPCS","0781-3498-95","NDC","facility","both","1","EA","","3109.9","1212.86","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 MILLILITERS"
"ASPIRIN 81 MG CHEWABLE TABLET","1354738288","CDM","250","RC","25010065","HCPCS","49348-757-07","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ASPIRIN 81 MG TABLET,DELAYED RELEASE","1352091601","CDM","250","RC","25010065","HCPCS","0536-1234-41","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AZACITIDINE 100 MG VIAL DILUTED FOR INTRAVENOUS USE","1353485198","CDM","636","RC","25010068","HCPCS","0781-3491-94","NDC","facility","both","1","EA","","692.1","269.92","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1.6 UNITS"
"AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION","1319655514","CDM","250","RC","25010066","HCPCS","59762-3130-1","NDC","facility","both","1","EA","","41","15.99","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6 MILLILITERS"
"AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION","860585943","CDM","250","RC","25010066","HCPCS","0093-2026-31","NDC","facility","both","1","EA","","58.5","22.82","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6.55 MILLILITERS"
"AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION","1328981633","CDM","636","RC","25010070","HCPCS","70095-025-02","NDC","facility","both","1","EA","","61.5","23.98","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"Abd paracentesis","49082","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","1621.38","","","","","","","fee schedule","921.24","5272","APC"
"Abdomen surgery procedure","49999","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","985.72","","","","","","","fee schedule","921.24","5272","APC"
"Abduct rotation bar w/o shoe","L3150","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","186.07","","","","","","","fee schedule","100.58","197.14","APC"
"Abeta42 & ttau eclia csf","0459U","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","510.58","","","","","","","fee schedule","260.5","956.04","Laboratory"
"Ablate atria x10sv add-on","33258","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","6859","","","","","","","fee schedule","5063","6859",""
"Ablate bone tumor(s) perq","20982","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","66855.32","","","","","","","fee schedule","3391","66855.32","APC 338.11"
"Ablate inf turbinate submuc","30802","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","3088.89","","","","","","","fee schedule","1308","5916.09","APC"
"Ablt b9 brst tum perq lsr ea","0970T","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","4175.81","","","","","","","fee schedule","3976.96","14929.3","APC"
"Ablt trurl prst8 tis trnsdcr","55882","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","24791.43","","","","","","","fee schedule","5809","50305.81","APC"
"Abltj b9 prst8 tissue hifu","0950T","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","9615.21","","","","","","","fee schedule","9615.21","36095.01","APC"
"Abltj ire liver 1+ tum perq","47384","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","19974.2","","","","","","","fee schedule","10796.86","40530.88","APC"
"Abltj perc lxtr/perph nrv","0441T","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","2023.08","","","","","","","fee schedule","1983.41","11889","APC"
"Abltj perc lxtr/perph nrv","0441T","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","2122.25","","","","","","","fee schedule","1983.41","11889","APC"
"Abo gnotyp next gnrj seq abo","0221U","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Ppo","1008.63","","","","","","","fee schedule","274.83","1008.63","Laboratory"
"Abobotulinumtoxina","J0586","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","8.75","","","","","","","fee schedule","8.75","32.33","APC"
"Abortion (mpr)","59866","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","544.75","","","","","","","fee schedule","309.52","5063","APC"
"Abortion Without D&C","779","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Shbp Other Commercial Plan","","","[Stop Loss: Total Charges > 114083 | Excess % of Charge: 64.07] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 4 day stay-Case Rate: 19138 Days: 4 Additional Days: 3721] [Normal vag. Del. 2 day stay-Case Rate: 12227 Days: 2 Additional Days: 3721] [Nursery  Level 2-Per Diem: 1382] [Nursery  Level 3-Per Diem: 2073] [Nursery  Level 4-NICU-Per Diem: 2764] [Alcohol/ Chemical Dependency-Per Diem: 1329] [Psych-Per Diem: 1983] [Rehab-Per Diem: 5171]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion Without D&C","779","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Ppo","37485.21","","","","","","","fee schedule","10987.39","37485.21",""
"Abortion","59841","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","6179","","","","","","","fee schedule","2664","12342.95",""
"Abortion","59851","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","3437","","","","","","","fee schedule","3437","6859",""
"Abutment System","L_6676476","CDM","274","RC","L8693","HCPCS","","","facility","both","","","","14083.24","5492.46","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"Acetylcholinesterase assay","82013","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","21.63","","","","","","","fee schedule","12.29","45.1","APC"
"Acid perfusion of esophagus","91030","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","1422.83","","","","","","","fee schedule","379.02","2665","APC 338.11"
