"/Oats Harvest Set","L_6676880","CDM","272","RC","","","","","facility","both","","","","2825.55","1101.96","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","354.36","","","","","","","fee schedule","354.36","1330.23","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","242.35","","","","","","","fee schedule","242.35","909.77","APC"
"5% dextrose/normal saline","J7042","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","2.25","","","","","","","fee schedule","2.25","2.25",""
"ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID (WRAPPED)","1300130270","CDM","250","RC","25010066","HCPCS","0904-7278-70","NDC","facility","both","1","EA","","4.1","1.60","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 MILLILITERS"
"ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID (WRAPPED)","1320297764","CDM","250","RC","25010066","HCPCS","0045016604","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 MILLILITERS"
"ACETAMINOPHEN 325 MG TABLET","1122810024","CDM","250","RC","25010066","HCPCS","63739-087-02","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAMINOPHEN 325 MG TABLET","1359762729","CDM","250","RC","25010066","HCPCS","0904-6773-61","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAMINOPHEN 325 MG TABLET","813809185","CDM","250","RC","25010066","HCPCS","50580-600-02","NDC","facility","both","1","EA","","1.1","0.43","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAMINOPHEN 80 MG CHEWABLE TABLET","1355547195","CDM","250","RC","25010066","HCPCS","0904-5791-46","NDC","facility","both","1","EA","","1.9","0.74","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6.5 UNITS"
"ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION","1362325753","CDM","636","RC","25010070","HCPCS","0143-9006-01","NDC","facility","both","1","EA","","141","54.99","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.5 UNITS"
"ACYCLOVIR 200 MG CAPSULE","1355699618","CDM","250","RC","25010066","HCPCS","72578-002-01","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AFLIBERCEPT 2 MG/0.05 ML INTRAVITREAL SYRINGE","1363011557","CDM","636","RC","25010068","HCPCS","61755-005-01","NDC","facility","both","1","EA","","13216.9","5154.59","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.05 MILLILITERS"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION","1352380572","CDM","636","RC","25010068","HCPCS","68516-5216-1","NDC","facility","both","1","EA","","397.6","155.06","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 50 MILLILITERS"
"ALBUTEROL SULFATE CONCENTRATE 2.5 MG/0.5 ML SOLUTION FOR NEBULIZATION","1354645310","CDM","250","RC","25010065","HCPCS","0487-9901-30","NDC","facility","both","1","EA","","20.8","8.11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 UNITS"
"ALPRAZOLAM 0.5 MG TABLET","1156006556","CDM","250","RC","25010066","HCPCS","59762-3720-1","NDC","facility","both","1","EA","","5.7","2.22","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ALPROSTADIL 500 MCG/ML INJECTION SOLUTION","1338179183","CDM","636","RC","25010068","HCPCS","0009-3169-06","NDC","facility","both","1","EA","","1070.6","417.53","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 MILLILITERS"
"ALS1-emergency","A0427","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","1031.65","","","","","","","fee schedule","557.65","2552.52","APC"
"ALTEPLASE BOLUS FOR PULMONARY EMBOLUS (PE)","1361453520","CDM","636","RC","25010068","HCPCS","50242-044-13","NDC","facility","both","1","EA","","1226.8","478.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.04 UNITS"
"AMINO ACID 4.25 % NO.1-DEXTROSE 5 %-ELECTROLYTES NO.39 IV SOLUTION","1360832997","CDM","258","RC","25010067","HCPCS","0338-1113-04","NDC","facility","both","1","EA","","683.2","266.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2000 MILLILITERS"
"AMOXICILLIN 250 MG/5 ML ORAL SUSPENSION","1293064229","CDM","250","RC","25010066","HCPCS","65862-707-01","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 MILLILITERS"
"AMOXICILLIN 500 MG CAPSULE","1362798455","CDM","250","RC","25010066","HCPCS","0093-3109-53","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMPICILLIN 1 GRAM SOLUTION FOR INJECTION","1287884004","CDM","636","RC","25010070","HCPCS","72485-421-01","NDC","facility","both","1","EA","","146.3","57.06","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2.9429429 UNITS"
"AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION","1352449850","CDM","636","RC","25010070","HCPCS","66794-206-41","NDC","facility","both","1","EA","","36.8","14.35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION","1355701747","CDM","636","RC","25010070","HCPCS","71288-031-21","NDC","facility","both","1","EA","","19.6","7.64","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.233 UNITS"
"ARIPIPRAZOLE 10 MG TABLET","1356334198","CDM","250","RC","25010066","HCPCS","65162-898-09","NDC","facility","both","1","EA","","246.1","95.98","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ASCORBIC ACID (VITAMIN C) 500 MG/ML INJECTION SOLUTION","1358481943","CDM","250","RC","25010065","HCPCS","67157-101-51","NDC","facility","both","1","EA","","138.7","54.09","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 MILLILITERS"
"ATROPINE 1 % EYE DROPS","1354423304","CDM","250","RC","25010065","HCPCS","72603-264-02","NDC","facility","both","1","EA","","442.1","172.42","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 MILLILITERS"
"AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION","1352132352","CDM","636","RC","25010070","HCPCS","55150-174-10","NDC","facility","both","1","EA","","94","36.66","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"Abatacept injection","J0129","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","47.2","","","","","","","fee schedule","44.11","158.4","APC"
"Abd paracentesis","49082","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","1704.29","","","","","","","fee schedule","921.24","5272","APC"
"Ablate atria lmtd add-on","33257","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","5063","","","","","","","fee schedule","5063","6859",""
"Ablate atria lmtd","33254","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","6859","","","","","","","fee schedule","5063","6859",""
"Ablate heart dysrhythm focus","93650","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","8080.67","","","","","","","fee schedule","7922.22","29739.62","APC"
"Ablate inf turbinate superf","30801","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","5272","","","","","","","fee schedule","1308","5916.09",""
"Ablt mal brst tum pq lsr uni","0971T","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","4175.81","","","","","","","fee schedule","3976.96","14929.3","APC"
"Ablt trurl prst8 tis trnsdcr","55882","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","13668.79","","","","","","","fee schedule","5809","50305.81","APC"
"Abltj b9 prst8 tissue hifu","0950T","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","16922.77","","","","","","","fee schedule","9615.21","36095.01","APC"
"Abltj b9 prst8 tissue hifu","0950T","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","10288.28","","","","","","","fee schedule","9615.21","36095.01","APC"
"Abltj perc plex/trncl nrv","0442T","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","8913.75","","","","","","","fee schedule","4714","33461.75","APC"
"Abltj perc plex/trncl nrv","0442T","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","15688.2","","","","","","","fee schedule","4714","33461.75","APC"
"Abltj perc plex/trncl nrv","0442T","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","16490.43","","","","","","","fee schedule","4714","33461.75","APC"
"Abltj perc uxtr/perph nrv","0440T","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","2122.25","","","","","","","fee schedule","1983.41","11889","APC"
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Ambetter","Select Exchange","21705.71","","","","","","","fee schedule","12332.79","43147.89","MSDRG Base Rate"
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Medicare Managed Care Plan","13196.09","","","","","","","fee schedule","12332.79","43147.89","MSDRG Base Rate"
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Individual Family Plan Exchange","","","[Stop Loss: Total Charges > 161631 | Excess % of Charge: 34] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
