"Foot arch supp longitud/meta","L3060","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","178.63","","","","","","","fee schedule","91.14","178.63","APC"
"Foot external keel sach foot","L5970","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","459.97","","","","","","","fee schedule","248.63","487.31","APC"
"Foot plas heel stabi pre ots","L3170","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","123.23","","","","","","","fee schedule","62.87","123.23","APC"
"Forceps Biopsy","L_6300182","CDM","270","RC","","","","","facility","both","","","","129.38","50.46","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"Forearm or wrist surgery","25999","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","940.53","","","","","","","fee schedule","250.54","3391","APC 338.11"
"Forensic cytopathology","88125","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","156.83","","","","","","","fee schedule","12.45","198.7","APC 266.87"
"Fractionation ketosteroids","83593","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","98.61","","","","","","","fee schedule","28.5","104.6","Laboratory"
"Fracture assessment via dxa","77086","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","163.53","","","","","","","fee schedule","61.29","331.82","APC"
"Fracture of lower extremity M >=61.50","D0701","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","92.81","","","","","","","fee schedule","88.39","331.82","APC"
"Fracture, Sprain, Strain And Dislocation Except Femur, Hip, Pelvis And Thigh With Mcc","562","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","16643.93","","","","","","","fee schedule","15851.36","58700.22","MSDRG Base Rate"
"Fracture, Sprain, Strain And Dislocation Except Femur, Hip, Pelvis And Thigh With Mcc","562","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Ppo","58700.22","","","","","","","fee schedule","15851.36","58700.22",""
"Fracture, Sprain, Strain And Dislocation Except Femur, Hip, Pelvis And Thigh With Mcc","562","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","14910","14910","14910","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Fractures Of Femur With Mcc","533","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Shbp Other Commercial Plan","40530.71","","","","","","","fee schedule","17042.55","61150.58",""
"Fractures Of Femur With Mcc","533","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","42766.07","","","","","","","fee schedule","17042.55","61150.58",""
"Fractures Of Femur Without Mcc","534","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Hmo/Pos/Ppo","22562.12","","","","","","","fee schedule","10693.96","32640.65",""
"Fractures Of Femur Without Mcc","534","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Ppo","","","[Stop Loss: Total Charges > 134042 | Excess % of Charge: 62] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section w Sterilization w CC/MCC-Case Rate: 30188] [C-Section w Sterilization w/o CC/MCC-Case Rate: 23225] [C-Section w/o Sterilization w CC/MCC-Case Rate: 30188] [C-Section w/o Sterilization w/o CC/MCC-Case Rate: 23225] [Normal Vaginal Delivery-Case Rate: 36611] [Normal Vag. Del. w Sterilization/D&C w CC/MCC-Case Rate: 23052] [Normal Vag. Del. w Sterilization/D&C w/o CC/MCC-Case Rate: 23052] [Normal Vag. Del. w/o Sterilization/D&C w CC/MCC-Case Rate: 20638] [Normal Vag. Del. w/o Sterilization/D&C w/o CC/MCC-Case Rate: 15641] [Rehab-Per Diem: 4161] [SNF-Per Diem: 2135] [IP High Cost Drugs ($): 0 Charge Threshold 4289 (%BC): 72] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 2681 (%BC): 72] [Bariatric Surgery-Case Rate: 34125] [Trauma  (%BC): 50.3]","","","","0","other","","","No services performed during 15-month lookback period."
"Fractures Of Hip And Pelvis With Mcc","535","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","14661","","","","","","","fee schedule","14661","53334.31","MSDRG Base Rate"
"Fractures Of Hip And Pelvis Without Mcc","536","MS-DRG","","","","","","","facility","inpatient","","","","","","United American Insurance Company","Medicare Managed Care Plan","10706.47","","","","","","","fee schedule","10706.47","32520.33","MSDRG Base Rate"
"Fragmenting of kidney stone","50590","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","10437","","","","","","","fee schedule","3580.37","15026",""
"Frame typ sock interscap-tho","L6690","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","934.74","","","","","","","fee schedule","916.41","1796.16","APC"
"Frame typ sock interscap-tho","L6690","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","980.56","","","","","","","fee schedule","916.41","1796.16","APC"
"Ft arch suprt premold longit","L3040","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","62.22","","","","","","","fee schedule","58.15","113.97","APC"
"Ft prosth multiaxial ankl/ft","L5978","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","628.8","","","","","","","fee schedule","357.27","700.25","APC"
"Ft prosth multiaxial ankl/ft","L5978","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","660.95","","","","","","","fee schedule","357.27","700.25","APC"
"Ftl aneuploidy trsmy dna seq","0327U","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Ppo","2917.65","","","","","","","fee schedule","795","2917.65","Laboratory"
"Ftl cgen abnor five anal","81512","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","73","","","","","","","fee schedule","69.52","255.14","APC"
"Ftl cgen abnor three anal","81510","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","108.86","","","","","","","fee schedule","55.54","203.83","Laboratory"
"Ftl cgen abnor three anal","81510","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","102.75","","","","","","","fee schedule","55.54","203.83","Laboratory"
"Full Thickness Burn With Skin Graft Or Inhalation Injury With Cc/Mcc","928","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Hmo/Pos","205924.87","","","","","","","fee schedule","63765.02","267834.56",""
"Full Thickness Burn With Skin Graft Or Inhalation Injury Without Cc/Mcc","929","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Hmo/Pos/Ppo","","","[Stop Loss: Total Charges > 153862 | Total % of Charge: 54] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 5 day stay-Case Rate: 17671 Days: 5 Additional Days: 5198] [Normal vag. Del. 3 day stay-Case Rate: 12821 Days: 3 Additional Days: 5198] [Normal Newborn-Per Diem: 1767] [Lower Level Neonate-Per Diem: 7624] [Higher Level Neonate-Per Diem: 8317] [Severe Level Neonate-per diem: 9356] [IP High Cost Drugs ($): 0 Charge Threshold 2000 (%BC): 65] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 2000 (%BC): 65] [Trauma-Case Rate: 7624]","","","","0","other","","","No services performed during 15-month lookback period."
"Full Thickness Burn With Skin Graft Or Inhalation Injury Without Cc/Mcc","929","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Peachcare For Kids Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]","","","","0","other","","","No services performed during 15-month lookback period."
"Full Thickness Burn Without Skin Graft Or Inhalation Injury","934","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Full Thickness Burn Without Skin Graft Or Inhalation Injury","934","MS-DRG","","","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","22849.7","","","","","","","fee schedule","22401.67","86051.15","MSDRG Base Rate"
"Full Thickness Burn Without Skin Graft Or Inhalation Injury","934","MS-DRG","","","","","","","facility","inpatient","","","","","","Peachstate","Ambetter Exchange","41443.09","","","","","","","fee schedule","22401.67","86051.15","MSDRG Base Rate"
"Full mouth x-ray of teeth","70320","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","426.54","","","","","","","fee schedule","93.97","909.77","APC"
"Full sole/heel wedge btween","L3420","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","72.28","","","","","","","fee schedule","67.55","132.4","APC"
"Fungi identification mold","87107","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","18.71","","","","","","","fee schedule","10.32","37.87",""
"Fungi identification yeast","87106","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","18.71","","","","","","","fee schedule","10.32","37.87",""
"Fungus isolation culture","87102","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","8.83","","","","","","","fee schedule","8.41","30.86","APC"
"Fungus nes antibody","86671","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","24.01","","","","","","","fee schedule","12.25","44.96","Laboratory"
"Furosemide injection","J1940","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","0.74","","","","","","","fee schedule","0.74","0.74",""
"Fusion of big toe joint","28755","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","7517.64","","","","","","","fee schedule","2323","27667.48","APC"
"Fusion of big toe joint","28755","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","7738.75","","","","","","","fee schedule","2323","27667.48","APC"
"Fusion of finger joint","26860","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","12475.93","","","","","","","fee schedule","1937","12475.93","APC 338.11"
"Fusion of finger tendons","26474","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","3021.53","","","","","","","fee schedule","1633.26","6131.17","APC"
"Fusion of foot bones","28705","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","4923","","","","","","","fee schedule","2323","66855.32",""
"Fusion of foot bones","28715","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","13301.23","","","","","","","fee schedule","2323","48953.07","APC"
"Fusion of foot bones","28735","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","4923","","","","","","","fee schedule","2323","48953.07",""
"Fusion of foot bones","28740","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","14445.66","","","","","","","fee schedule","2323","27667.48","APC"
"Fusion of hand joint","26843","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","27667.48","","","","","","","fee schedule","1937","27667.48","APC 338.11"
"Fusion of hip joint","27284","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","22951.14","","","","","","","fee schedule","8245","48953.07","APC"
"Fusion of knuckle joints","26517","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","3323.41","","","","","","","fee schedule","1937","12475.93","APC"
"Fusion of knuckle with graft","26852","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","7738.75","","","","","","","fee schedule","2323","27667.48","APC"
"Fusion of pubic bones","27282","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","12475.93","","","","","","","fee schedule","3323.41","15026","APC 338.11"
"Fusion of pubic bones","27282","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","6513.89","","","","","","","fee schedule","3323.41","15026","APC"
"Fusion of pubic bones","27282","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","15026","","","","","","","fee schedule","3323.41","15026",""
"Fusion of spermatic ducts","54900","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","6389","","","","","","","fee schedule","2123.23","7970.5",""
"Fusion of spermatic ducts","54900","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","6291.11","","","","","","","fee schedule","2123.23","7970.5","APC 266.87"
"Fusion of tendons at wrist","25300","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","6148.32","","","","","","","fee schedule","1937","12475.93","APC"
"Fusion of thumb","26841","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","8448","","","","","","","fee schedule","2323","27667.48",""
"Fusion of tibiofibular joint","27871","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","4923","","","","","","","fee schedule","2323","48953.07",""
"Fusion radioulnar jnt/ulna","25830","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","21837.93","","","","","","","fee schedule","2664","27667.48","APC 266.87"
"Fusion radioulnar jnt/ulna","25830","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","14445.66","","","","","","","fee schedule","2664","27667.48","APC"
"Fusion radioulnar jnt/ulna","25830","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","7886.15","","","","","","","fee schedule","2664","27667.48","APC"
"Fusion/graft of wrist joint","25805","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","7370.23","","","","","","","fee schedule","2664","27667.48","APC"
"Fut2 gnotyp fut2 exon 2","0186U","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","342.62","","","","","","","fee schedule","185.2","679.68","Laboratory"
"Fxn gene charac alleles","81285","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","483.7","","","","","","","fee schedule","274.83","1008.63","APC"
"Fxn gene charac alleles","81285","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","950.91","","","","","","","fee schedule","274.83","1008.63","Laboratory"
"Fxn gene full gene sequence","81286","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","623.47","","","","","","","fee schedule","274.83","1008.63",""
"Fxn gene known famil variant","81289","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","640.79","","","","","","","fee schedule","185.2","679.68","Laboratory"
"G com bandage padded textile","A6606","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","8.22","","","","","","","fee schedule","4.67","9.15","APC"
"G com bandage padded textile","A6606","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","5","","","","","","","fee schedule","4.67","9.15","APC"
"G com garment arm nght custm","A6523","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","1348.69","","","","","","","fee schedule","729.02","1428.88","APC"
"G com garment arm nighttime","A6522","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","313.41","","","","","","","fee schedule","307.26","602.23","APC"
"G com garment genital custm","A6571","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","1198.28","","","","","","","fee schedule","680.84","1334.45","APC"
"G com garment genital custm","A6571","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","1334.45","","","","","","","fee schedule","680.84","1334.45","APC"
"G com garmt bra night custm","A6529","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","1074.1","","","","","","","fee schedule","1053.04","2063.96","APC"
"G com stcking thgh30-40 cust","A6557","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","310.25","","","","","","","fee schedule","310.25","608.09","APC"
"G com stckng waist 40+ cust","A6564","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1093.78","","","","","","","fee schedule","1093.78","2143.81","APC"
"G com stckng waist 40+ cust","A6564","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","1148.47","","","","","","","fee schedule","1093.78","2143.81","APC"
"G com stckng waist18-30 cust","A6562","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","1066.14","","","","","","","fee schedule","1015.37","1990.13","APC"
"G comp bandage med stretch","A6598","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","0.76","","","","","","","fee schedule","0.75","1.47","APC"
"G6pc gene","81250","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","78.72","","","","","","","fee schedule","58.49","214.66",""
"G6pd full gene sequence","81249","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","774","","","","","","","fee schedule","600","2202",""
"G6pd gene alys cmn variant","81247","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","396.31","","","","","","","fee schedule","174.81","641.55",""
"G6pd gene alys cmn variant","81247","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","396.31","","","","","","","fee schedule","174.81","641.55",""
"G6pd known familial variant","81248","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","1298.36","","","","","","","fee schedule","375.25","1377.17","Laboratory"
"GABAPENTIN 400 MG CAPSULE","1352275274","CDM","250","RC","25010066","HCPCS","60687-602-01","NDC","facility","both","1","EA","","18.8","7.33","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"GI nuclear procedure","78299","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","434.48","","","","","","","fee schedule","406.05","1524.3","APC"
"GLIPIZIDE ER 2.5 MG TABLET, EXTENDED RELEASE 24 HR","1352957523","CDM","250","RC","25010066","HCPCS","60687-768-11","NDC","facility","both","1","EA","","14.7","5.73","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"GLUCOSE (TOLERANCE TEST) 100 GRAM/180 ML ORAL LIQUID","1360304991","CDM","250","RC","25010066","HCPCS","0574195906","NDC","facility","both","1","EA","","45.6","17.78","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 135 MILLILITERS"
"GLUCOSE 4 GRAM CHEWABLE TABLET","1351047965","CDM","250","RC","25010066","HCPCS","10939-70344","NDC","facility","both","1","EA","","10.2","3.98","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 UNITS"
"GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION","1111987017","CDM","250","RC","25010065","HCPCS","70121-1394-5","NDC","facility","both","1","EA","","144.5","56.36","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 MILLILITERS"
"GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION","1354177514","CDM","636","RC","25010068","HCPCS","43547-639-25","NDC","facility","both","1","EA","","27.9","10.88","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 MILLILITERS"
"GUAIFENESIN ER 600 MG TABLET, EXTENDED RELEASE 12 HR","1336241563","CDM","250","RC","25010066","HCPCS","63739-067-02","NDC","facility","both","1","EA","","3","1.17","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"Gad-base MR contrast NOS,1ml","A9579","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","2.82","","","","","","","fee schedule","2.82","2.82",""
"Gait training therapy","97116","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","28.19","","","","","","","fee schedule","27.64","54.17","APC"
"Gallium ga-68","A9587","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","108.01","","","","","","","fee schedule","49.63","186.31",""
"Gallium illuccix 1 millicure","A9596","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","1913.01","","","","","","","fee schedule","478.52","3639.47",""
"Gallium illuccix 1 millicure","A9596","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","1913.01","","","","","","","fee schedule","478.52","3639.47",""
"Gallium locametz 1 millicuri","A9800","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","362.5","","","","","","","fee schedule","362.5","3205.52","APC"
"Gammaplex injection","J1557","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","108.2","","","","","","","fee schedule","63.68","202.4",""
"Gamunex-c/gammaked","J1561","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","172.27","","","","","","","fee schedule","48.96","182.73",""
"Gamunex-c/gammaked","J1561","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","95.97","","","","","","","fee schedule","48.96","182.73","APC"
"Gardner vag dna dir probe","87510","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","39.3","","","","","","","fee schedule","20.05","73.58","Laboratory"
"Gardner vag dna dir probe","87510","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","37.09","","","","","","","fee schedule","20.05","73.58","Laboratory"
"Gardner vag dna quant","87512","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","130.72","","","","","","","fee schedule","41.76","153.26",""
"Gastric Lavage Kit","L_6663091","CDM","272","RC","","","","","facility","both","","","","52.78","20.58","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"Gastric analy w/ph ea spec","82930","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","7.05","","","","","","","fee schedule","6.71","24.63","APC"
"Gastric emptying imag study","78265","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","414.17","","","","","","","fee schedule","406.05","1662.6","APC"
"Gastroenterology procedure","91299","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","130.69","","","","","","","fee schedule","130.69","2665","APC"
"Gastrointestinal Hemorrhage With Cc","378","MS-DRG","","","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]","10471","10471","10471","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Gastrointestinal Hemorrhage With Cc","378","MS-DRG","","","","","","","facility","inpatient","","","","","","Clear Spring","Medicare Managed Care Plan","12756.87","","","","","","","fee schedule","12149.4","39538.53","MSDRG Base Rate"
"Gastrointestinal Hemorrhage With Mcc","377","MS-DRG","","","","","","","facility","inpatient","","","","","","Clover","Medicare Managed Care Plan","20557.24","","","","","","","fee schedule","19212.37","72913.08","MSDRG Base Rate"
"Gastrointestinal Hemorrhage With Mcc","377","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","","[Stop Loss: Total Charges > 145806 | Total % of Charge: 47.9] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 13689] [Normal Vaginal Delivery-Case Rate: 9903] [Normal Newborn-Per Diem: 1298] [Lower Level Neonate-Per Diem: 2993] [Higher Level Neonate-Per Diem: 7012] [Severe Level Neonate-per diem: 8414] [Rehab-Per Diem: 4010] [Hospice-Per Diem: 4010] [Trauma-Per Diem: 7012]","48566","48566","91260","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Gastrointestinal Hemorrhage Without Cc/Mcc","379","MS-DRG","","","","","","","facility","inpatient","","","","","","United American Insurance Company","Medicare Managed Care Plan","9229.35","","","","","","","fee schedule","9229.35","25530.21","MSDRG Base Rate"
"Gastrointestinal Obstruction With Cc","389","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","8340","8340","8340","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Gastrointestinal Obstruction Without Cc/Mcc","390","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Hmo/Pos/Ppo","","","[Stop Loss: Total Charges > 153862 | Total % of Charge: 54] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 5 day stay-Case Rate: 17671 Days: 5 Additional Days: 5198] [Normal vag. Del. 3 day stay-Case Rate: 12821 Days: 3 Additional Days: 5198] [Normal Newborn-Per Diem: 1767] [Lower Level Neonate-Per Diem: 7624] [Higher Level Neonate-Per Diem: 8317] [Severe Level Neonate-per diem: 9356] [IP High Cost Drugs ($): 0 Charge Threshold 2000 (%BC): 65] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 2000 (%BC): 65] [Trauma-Case Rate: 7624]","15080","15080","15080","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Gastrointestinal Obstruction Without Cc/Mcc","390","MS-DRG","","","","","","","facility","inpatient","","","","","","Ambetter","Select Exchange","14976.09","","","","","","","fee schedule","8509.14","21940.9","MSDRG Base Rate"
"Gastrointestinal Obstruction Without Cc/Mcc","390","MS-DRG","","","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]","","","","0","other","","","No services performed during 15-month lookback period."
"Gastrointestinal Obstruction Without Cc/Mcc","390","MS-DRG","","","","","","","facility","inpatient","","","","","","Sonder","Medicare Managed Care Plan","9104.78","","","","","","","fee schedule","8509.14","21940.9","MSDRG Base Rate"
"Gated heart multiple","78473","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","414.17","","","","","","","fee schedule","406.05","1524.3","APC"
"Gated heart multiple","78473","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","522.95","","","","","","","fee schedule","406.05","1524.3",""
"Gated heart multiple","78473","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","522.95","","","","","","","fee schedule","406.05","1524.3",""
"Gated heart planar single","78472","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","880.66","","","","","","","fee schedule","406.05","1524.3",""
"Gba gene","81251","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","48.2","","","","","","","fee schedule","47.25","173.41","APC"
"Gc stocking full lngth 30-40","A6537","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","87.67","","","","","","","fee schedule","87.67","171.83","APC"
"Gc stocking thighlngth 18-30","A6533","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","96.55","","","","","","","fee schedule","54.86","107.53","APC"
"Gc stocking thighlngth 40-50","A6535","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","73.57","","","","","","","fee schedule","72.13","141.37","APC"
"Gdwire Splashwire","L_6632187","CDM","272","RC","C1769","HCPCS","","","facility","both","","","","144.9","56.51","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
