"25 Fr Biomedicus Multistage","L_5067013","CDM","272","RC","","","","","facility","both","","","","2479.86","967.15","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"ACETAMINOPHEN 325 MG TABLET","1349699708","CDM","250","RC","25010066","HCPCS","0536-1327-10","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETIC ACID (BULK) 3 % LIQUID","1362679465","CDM","250","RC","25010065","HCPCS","5155200516","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 MILLILITERS"
"ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION","1356185987","CDM","636","RC","25010070","HCPCS","55150-155-20","NDC","facility","both","1","EA","","158.9","61.97","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 12.4 MILLILITERS"
"ADALIMUMAB 80 MG/0.8 ML SUBCUTANEOUS PEN KIT","1347509055","CDM","636","RC","25010068","HCPCS","0074-0124-02","NDC","facility","both","1","EA","","0.01","0.0039","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.5 UNITS"
"AFO supramalleolar custom","L1907","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","1362.73","","","","","","","fee schedule","695.27","1362.73","APC"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","619.71","","","","","","","fee schedule","579.17","1135.17","APC"
"ALENDRONATE 70 MG TABLET","1359518882","CDM","250","RC","25010066","HCPCS","69097-224-16","NDC","facility","both","1","EA","","157.2","61.31","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ALS1-emergency","A0427","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","602","","","","","","","fee schedule","557.65","2552.52",""
"ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP","1354005225","CDM","250","RC","25010065","HCPCS","0536-1317-83","NDC","facility","both","1","EA","","0.3","0.12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 MILLILITERS"
"AMIODARONE 150 MG/100 ML (1.5 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV","1333965534","CDM","636","RC","25010070","HCPCS","43066-150-10","NDC","facility","both","1","EA","","296.4","115.60","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 MILLILITERS"
"AMIODARONE 200 MG TABLET","1352029986","CDM","250","RC","25010066","HCPCS","29300-359-16","NDC","facility","both","1","EA","","26","10.14","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMIVANTAMAB-VMJW 50 MG/ML INTRAVENOUS SOLUTION","1355455226","CDM","636","RC","25010068","HCPCS","57894-501-01","NDC","facility","both","1","EA","","71261","27791.79","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 21 MILLILITERS"
"AMLODIPINE 5 MG TABLET","1353661751","CDM","250","RC","25010066","HCPCS","60687-488-01","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMOXICILLIN 500 MG-POTASSIUM CLAVULANATE 125 MG TABLET","1356092897","CDM","250","RC","25010066","HCPCS","0093-2274-34","NDC","facility","both","1","EA","","29.1","11.35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMPICILLIN 250 MG SOLUTION FOR INJECTION","1312851123","CDM","636","RC","25010070","HCPCS","0781-3402-95","NDC","facility","both","1","EA","","19.6","7.64","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.128 UNITS"
"AMPICILLIN-SULBACTAM 1.5 GRAM INTRAVENOUS SOLUTION","1348752653","CDM","636","RC","25010070","HCPCS","0409-2689-01","NDC","facility","both","1","EA","","46","17.94","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
