"""Dressing, Topical Wound 12"""" Ro""","L_5703153","CDM","272","RC","","","","","facility","both","","","","62.1","24.22","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"""Infusion Y-Set 20G X 5/8"""" Bent""","L_5701830","CDM","270","RC","","","","","facility","both","","","","62.1","24.22","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"#1 Wallstents","L_3916127","CDM","278","RC","C1876","HCPCS","","","facility","both","","","","7628.98","2975.3","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"2d cephalometric image","D0340","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","163.53","","","","","","","fee schedule","88.39","331.82","APC"
"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","836.05","","","","","","","fee schedule","796.24","2989.04","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","909.77","","","","","","","fee schedule","242.35","909.77","APC 338.11"
"AAS 3 % NO.2 PEDI-D5W-CALCIUM 3.75 MEQ-HEPARIN 125 UNIT/250 ML IV SOLN","1359976080","CDM","250","RC","25010067","HCPCS","72196-0419-1","NDC","facility","both","1","EA","","1063","414.57","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 250 MILLILITERS"
"ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID (WRAPPED)","1359395316","CDM","250","RC","25010066","HCPCS","81033-002-50","NDC","facility","both","1","EA","","2.6","1.01","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 MILLILITERS"
"ACETAMINOPHEN 500 MG TABLET","1346243845","CDM","250","RC","25010066","HCPCS","0904-6720-51","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION","1351369889","CDM","250","RC","25010065","HCPCS","63323-695-04","NDC","facility","both","1","EA","","111.7","43.56","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 MILLILITERS"
"ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSPENSION","1354299712","CDM","250","RC","25010065","HCPCS","66689-201-08","NDC","facility","both","1","EA","","311.1","121.33","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 240 MILLILITERS"
"ACYCLOVIR 800 MG TABLET","1359912766","CDM","250","RC","25010066","HCPCS","68084-109-01","NDC","facility","both","1","EA","","34.9","13.61","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","579.17","","","","","","","fee schedule","579.17","1135.17","APC"
"ALBUTEROL SULFATE 1.25 MG/3 ML SOLUTION FOR NEBULIZATION","1332140129","CDM","250","RC","25010065","HCPCS","0487-9904-25","NDC","facility","both","1","EA","","12.8","4.99","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 MILLILITERS"
