"AMOXICILLIN 250 MG-POTASSIUM CLAVULANATE 62.5 MG/5 ML ORAL SUSPENSION","1353987373","CDM","250","RC","25010066","HCPCS","60432-065-75","NDC","facility","both","1","EA","","39.8","15.52","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6 MILLILITERS"
"AMPICILLIN 2 GRAM INTRAVENOUS SOLUTION","1362444619","CDM","636","RC","25010070","HCPCS","0781-3413-92","NDC","facility","both","1","EA","","296.8","115.75","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION","1360602254","CDM","636","RC","25010070","HCPCS","0641-6117-10","NDC","facility","both","1","EA","","65.1","25.39","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMPICILLIN-SULBACTAM IVPB 3 G/100 ML NS (SIMPLE)","1350886769","CDM","250","RC","25010065","HCPCS","0409-2987-03","NDC","facility","both","1","EA","","62.7","24.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 MILLILITERS"
"ARIPIPRAZOLE 10 MG TABLET","1301218101","CDM","250","RC","25010066","HCPCS","0904-7368-06","NDC","facility","both","1","EA","","53","20.67","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ARTIFICIAL SALIVA(CARBOXYMETHYLCELLULOSE-ELECTROLYTES) SPRAY PUMP","1359396633","CDM","250","RC","25010065","HCPCS","0436960042","NDC","facility","both","1","EA","","81","31.59","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 120 MILLILITERS"
"ASCORBIC ACID (VITAMIN C) 500 MG TABLET","1356044142","CDM","250","RC","25010066","HCPCS","0904052361","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"Abatacept injection","J0129","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","86.45","","","","","","","fee schedule","44.11","158.4","APC"
"Abdomen surgery procedure","22999","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","440.96","","","","","","","fee schedule","250.54","3391","APC"
"Abduction bar jointed adjust","L2300","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","554.21","","","","","","","fee schedule","314.89","617.18","APC"
"Abeta42 & ttau eclia csf","0459U","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","458.48","","","","","","","fee schedule","260.5","956.04","APC"
"Abeta42 & ttau eclia csf","0459U","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","901.33","","","","","","","fee schedule","260.5","956.04","Laboratory"
"Ablate bone tumor(s) perq","20982","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","19055.99","","","","","","","fee schedule","3391","66855.32","APC"
"Ablate heart dysrhythm focus","33261","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","6859","","","","","","","fee schedule","5063","6859",""
"Ablate inf turbinate submuc","30802","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","4669.57","","","","","","","fee schedule","1308","5916.09","APC 266.87"
"Abltj ire prst8 1+ tum perq","55877","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","40530.88","","","","","","","fee schedule","10796.86","40530.88","APC 338.11"
"Abltj perc lxtr/perph nrv","0441T","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","3887.48","","","","","","","fee schedule","1983.41","11889","APC"
"Abo gnotyp next gnrj seq abo","0221U","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","508.44","","","","","","","fee schedule","274.83","1008.63","Laboratory"
"Abortion (mpr)","59866","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","324.99","","","","","","","fee schedule","309.52","5063","APC"
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Ambetter","Select Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","22488","22488","22488","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","12949.43","","","","","","","fee schedule","12332.79","43147.89","MSDRG Base Rate"
"Abortion Without D&C","779","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Hmo/Pos","28820.54","","","","","","","fee schedule","10987.39","37485.21",""
"Abortion","59840","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","3452.39","","","","","","","fee schedule","2664","12342.95","APC"
"Abortion","59841","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","6760","","","","","","","fee schedule","2664","12342.95",""
"Above elbow switch control","L6950","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","13063.52","","","","","","","fee schedule","12208.9","23929.44","APC"
"Above knee hydracadence","L5610","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","4967.93","","","","","","","fee schedule","2534.66","4967.93","APC"
"Abscess Needles","L_3916085","CDM","272","RC","","","","","facility","both","","","","120.06","46.82","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"Acapatch, per sq cm","Q4325","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","4665.89","","","","","","","fee schedule","126.4","4665.89",""
"Acesso tl, per sq cm","Q4300","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","135.25","","","","","","","fee schedule","126.4","4030.62","APC"
"Acetylcholn rcptr modlg antb","86043","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","21.21","","","","","","","fee schedule","12.05","44.22","APC"
"Acetylcysteine injection","J0132","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","1.05","","","","","","","fee schedule","1.05","1.05",""
"Acoustic refl threshold tst","92568","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","39.83","","","","","","","fee schedule","37.94","142.42","APC"
"Acth stimulation panel","80400","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","57.41","","","","","","","fee schedule","32.62","183.83","APC"
"Acth stimulation panel","80406","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","79.83","","","","","","","fee schedule","78.26","314.55","APC"
"Activate matrix, per sq cm","Q4301","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","3687.98","","","","","","","fee schedule","126.4","3687.98",""
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","12218.09","","","","","","","fee schedule","11978.52","38443.69","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Hmo/Pos","","","[Stop Loss: Total Charges > 164666 | Excess % of Charge: 64.07] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 4 day stay-Case Rate: 19138 Days: 4 Additional Days: 3721] [Normal vag. Del. 2 day stay-Case Rate: 12227 Days: 2 Additional Days: 3721] [Nursery  Level 2-Per Diem: 1382] [Nursery  Level 3-Per Diem: 2073] [Nursery  Level 4-NICU-Per Diem: 2764] [Alcohol/ Chemical Dependency-Per Diem: 1329] [Psych-Per Diem: 1983] [Rehab-Per Diem: 5171]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Clover","Medicare Managed Care Plan","19477.1","","","","","","","fee schedule","18202.9","63227.97","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","","","facility","inpatient","","","","","","Peachstate","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","","","facility","inpatient","","","","","","Peachstate","Ambetter Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [All Other IP (%BC): 70]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute GI blood loss imaging","78278","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","1203.13","","","","","","","fee schedule","406.05","1524.3","APC 266.87"
"Acute Leukemia With Cc","835","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Medicare Managed Care Plan","22856.66","","","","","","","fee schedule","21361.36","85654.12","MSDRG Base Rate"
"Acute Leukemia With Mcc","834","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Leukemia With Mcc","834","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Medicare Managed Care Plan","53219.07","","","","","","","fee schedule","49737.45","221650.8","MSDRG Base Rate"
"Acute Leukemia With Mcc","834","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Hmo","221650.8","","","","","","","fee schedule","49737.45","221650.8",""
"Acute Leukemia With Other Procedures","850","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Exchange","27714.42","","","","","","","fee schedule","14140.01","50960.15","MSDRG Base Rate"
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","","","facility","inpatient","","","","","","Clover","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Shbp Other Commercial Plan","","","[Stop Loss: Total Charges > 114083 | Excess % of Charge: 64.07] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 4 day stay-Case Rate: 19138 Days: 4 Additional Days: 3721] [Normal vag. Del. 2 day stay-Case Rate: 12227 Days: 2 Additional Days: 3721] [Nursery  Level 2-Per Diem: 1382] [Nursery  Level 3-Per Diem: 2073] [Nursery  Level 4-NICU-Per Diem: 2764] [Alcohol/ Chemical Dependency-Per Diem: 1329] [Psych-Per Diem: 1983] [Rehab-Per Diem: 5171]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","","","facility","inpatient","","","","","","Pruitt","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections Without Cc/Mcc","122","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive With Cc","281","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","10988","9348","16803","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Hmo/Pos","","","[Stop Loss: Total Charges > 164666 | Excess % of Charge: 64.07] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 4 day stay-Case Rate: 19138 Days: 4 Additional Days: 3721] [Normal vag. Del. 2 day stay-Case Rate: 12227 Days: 2 Additional Days: 3721] [Nursery  Level 2-Per Diem: 1382] [Nursery  Level 3-Per Diem: 2073] [Nursery  Level 4-NICU-Per Diem: 2764] [Alcohol/ Chemical Dependency-Per Diem: 1329] [Psych-Per Diem: 1983] [Rehab-Per Diem: 5171]","49376","45343","69988","13","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Medicare Managed Care Plan","18560.2","","","","","","","fee schedule","17345.98","65830.72","MSDRG Base Rate"
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Ppo","","","[Stop Loss: Total Charges > 134042 | Excess % of Charge: 62] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section w Sterilization w CC/MCC-Case Rate: 30188] [C-Section w Sterilization w/o CC/MCC-Case Rate: 23225] [C-Section w/o Sterilization w CC/MCC-Case Rate: 30188] [C-Section w/o Sterilization w/o CC/MCC-Case Rate: 23225] [Normal Vaginal Delivery-Case Rate: 36611] [Normal Vag. Del. w Sterilization/D&C w CC/MCC-Case Rate: 23052] [Normal Vag. Del. w Sterilization/D&C w/o CC/MCC-Case Rate: 23052] [Normal Vag. Del. w/o Sterilization/D&C w CC/MCC-Case Rate: 20638] [Normal Vag. Del. w/o Sterilization/D&C w/o CC/MCC-Case Rate: 15641] [Rehab-Per Diem: 4161] [SNF-Per Diem: 2135] [IP High Cost Drugs ($): 0 Charge Threshold 4289 (%BC): 72] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 2681 (%BC): 72] [Bariatric Surgery-Case Rate: 34125] [Trauma  (%BC): 50.3]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","","","facility","inpatient","","","","","","Clover","Medicare Managed Care Plan","10426.63","","","","","","","fee schedule","9744.51","29713.05","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","10231.74","","","","","","","fee schedule","9744.51","29713.05","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Individual Family Plan Exchange","20486.09","","","","","","","fee schedule","20486.09","78419.36","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","","","facility","inpatient","","","","","","Clover","Medicare Managed Care Plan","21920.12","","","","","","","fee schedule","20486.09","78419.36","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Ppo","22510.38","","","","","","","fee schedule","8966.77","22510.38",""
"Acute hepatitis panel","80074","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Ppo","174.8","","","","","","","fee schedule","47.63","175.66","Laboratory"
"Acylcarnitines quant","82017","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","29.56","","","","","","","fee schedule","16.87","61.91",""
"Adalimumab injection","J0135","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","4501.32","","","","","","","fee schedule","4501.32","6732.58",""
"Add UE prost s/d acrylic","L7405","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","917.94","","","","","","","fee schedule","899.94","1763.88","APC"
"Add proc construct new crown","D2971","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","669.78","","","","","","","fee schedule","656.65","2465.02","APC"
"Adenovirus ag ia","87301","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","12.82","","","","","","","fee schedule","11.98","43.97","APC"
"Adenovirus antibody","86603","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","13.51","","","","","","","fee schedule","12.87","47.23","APC"
"Adj motion knee jnt lerman t","L2186","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","389.07","","","","","","","fee schedule","210.31","412.21","APC"
"Adjust bone fixation device","20693","HCPCS","","","","","","","facility","outpatient","","","","","","Alliant Health Plan","Ppo","1937","","","","","","","fee schedule","1937","27667.48",""
"Adm of soc dtr assess 5-15 m","G0136","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","66.98","","","","","","","fee schedule","38.06","142.86","APC"
"Admin influenza virus vac","G0008","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","47.56","","","","","","","fee schedule","47.56","178.54","APC"
"Adrc ther prtl rc tear njx","0718T","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","3599.41","","","","","","","fee schedule","3391","13512","APC"
"Adrc ther prtl rc tear","0717T","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","10665.01","","","","","","","fee schedule","3599.41","13512","APC 266.87"
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal cortex & medulla img","78075","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1314.99","","","","","","","fee schedule","975.59","4936.41","APC"
"Adv prim care mgmt lvl 2","G0557","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","38.82","","","","","","","fee schedule","38.06","142.86","APC"
"Aep thrshld est mlt freq i&r","92652","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","429.86","","","","","","","fee schedule","219.32","823.3","APC"
"Aerosol Treatment Supply","L_5301001","CDM","272","RC","","","","","facility","both","","","","68.31","26.64","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"Affinity1 square cm","Q4159","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","135.25","","","","","","","fee schedule","126.4","501.95","APC"
"Affinity1 square cm","Q4159","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","501.95","","","","","","","fee schedule","126.4","501.95",""
"Afo ankle gauntlet pre ots","L1902","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","101","","","","","","","fee schedule","94.39","185","APC"
"Afo doub solid stirrup calf","L1990","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","953.67","","","","","","","fee schedule","541.86","1062.05","APC"
"Afo doub solid stirrup calf","L1990","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","552.7","","","","","","","fee schedule","541.86","1062.05","APC"
"Afo pos solid ank plastic mo","L1960","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","668.8","","","","","","","fee schedule","636.95","1248.42","APC"
"Afo rig ant tib prefab TCF/=","L1932","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","1940.61","","","","","","","fee schedule","1102.62","2161.14","APC"
"Afo sing solid stirrup calf","L1980","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","451.25","","","","","","","fee schedule","421.73","826.59","APC"
"Afo sing upright w/ adjust s","L1920","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","787.39","","","","","","","fee schedule","401.73","787.39","APC"
"Afo tib fx cast molded to pt","L2108","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","2271.39","","","","","","","fee schedule","1227.78","2406.45","APC"
