"""Hc Tunneler 5 Pack 13""""""","27260531","CDM","272","RC","","","","","facility","both","","","","195.1","76.09","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"2019 nCoV diagnostic P","U0001","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","124.28","","","","","","","fee schedule","35.92","131.83","Laboratory"
"21 Mm Avalus Aortic Valve","L_4043027","CDM","278","RC","","","","","facility","both","","","","26516.7","10341.51","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"2d cephalometric image","D0340","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","173.25","","","","","","","fee schedule","88.39","331.82","APC"
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","1560.63","","","","","","","fee schedule","796.24","2989.04","APC"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","361.44","","","","","","","fee schedule","354.36","1330.23","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","247.2","","","","","","","fee schedule","242.35","909.77","APC"
"5% dextrose/normal saline","J7042","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","2.25","","","","","","","fee schedule","2.25","2.25",""
"ABACAVIR 300 MG TABLET","1359489246","CDM","250","RC","25010066","HCPCS","68084-021-21","NDC","facility","both","1","EA","","154.1","60.10","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID (WRAPPED)","1344605653","CDM","250","RC","25010066","HCPCS","0121-1781-00","NDC","facility","both","1","EA","","18.1","7.06","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15.3125 MILLILITERS"
"ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID (WRAPPED)","1362899797","CDM","250","RC","25010066","HCPCS","68094-587-58","NDC","facility","both","1","EA","","17","6.63","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 MILLILITERS"
"ACETAMINOPHEN 325 MG TABLET","1078116969","CDM","250","RC","25010066","HCPCS","0536-1327-01","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETYLCYSTEINE 200 MG/ML (20 %) RESPIRATORY SOLUTION","1352172723","CDM","250","RC","25010065","HCPCS","0000-0052-42","NDC","facility","both","1","EA","","55.4","21.61","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 MILLILITERS"
