"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","623.45","","","","","","","fee schedule","623.45","5277.6",""
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","137.23","","","","","","","fee schedule","130.69","490.62","APC"
"5% dextrose and 0.45% saline","S5010","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","15.36","","","","","","","fee schedule","15.36","15.36",""
"5.0X47.5 Screw","L_6631333","CDM","278","RC","C1713","HCPCS","","","facility","both","","","","3090.51","1205.3","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE","1360795644","CDM","250","RC","25010066","HCPCS","0093-5352-86","NDC","facility","both","1","EA","","27","10.53","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID (WRAPPED)","1352727017","CDM","250","RC","25010066","HCPCS","68094-061-61","NDC","facility","both","1","EA","","8","3.12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5.8 MILLILITERS"
"ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION","1346226223","CDM","636","RC","25010070","HCPCS","39822-0190-7","NDC","facility","both","1","EA","","269.1","104.95","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.5 UNITS"
"ACETYLCYSTEINE 200 MG/ML (20 %) ORAL SOLUTION","1353156651","CDM","250","RC","25010065","HCPCS","63323-690-30","NDC","facility","both","1","EA","","45.5","17.74","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6 MILLILITERS"
"ACYCLOVIR 400 MG TABLET","1361110075","CDM","250","RC","25010066","HCPCS","68084-108-01","NDC","facility","both","1","EA","","15.2","5.93","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ALPRAZOLAM 0.25 MG TABLET","1359464247","CDM","637","RC","25010066","HCPCS","0228-2027-10","NDC","facility","both","1","EA","","10.7","4.17","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
