"2019 nCoV diagnostic P","U0001","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","36.64","","","","","","","fee schedule","35.92","131.83","APC"
"2d cephalometric image","D0340","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","331.82","","","","","","","fee schedule","88.39","331.82","APC 338.11"
"3-d radiotherapy plan","77295","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","1504.29","","","","","","","fee schedule","623.45","5277.6","APC"
"3d render w/intrp postproces","76376","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","180.01","","","","","","","fee schedule","180.01","232.21",""
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Ppo","341.92","","","","","","","fee schedule","341.92","341.92",""
"ABOBOTULINUMTOXINA 300 UNIT INTRAMUSCULAR SOLUTION","1352534600","CDM","636","RC","25010068","HCPCS","15054-0530-6","NDC","facility","both","1","EA","","7367.3","2873.25","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID (WRAPPED)","1331310766","CDM","250","RC","25010066","HCPCS","60687-762-17","NDC","facility","both","1","EA","","21.2","8.27","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20.3125 MILLILITERS"
"ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET","1329167844","CDM","250","RC","25010066","HCPCS","0406-0484-01","NDC","facility","both","1","EA","","11","4.29","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ACETAMINOPHEN 500 MG TABLET","1355957958","CDM","637","RC","25010066","HCPCS","50580-412-02","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACTIVATED CHARCOAL-SORBITOL 25 GRAM/120 ML ORAL SUSPENSION","1360853102","CDM","250","RC","25010065","HCPCS","0574-0520-74","NDC","facility","both","1","EA","","383.9","149.72","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 360 MILLILITERS"
"ACYCLOVIR 400 MG TABLET","1353691218","CDM","250","RC","25010066","HCPCS","50268-061-15","NDC","facility","both","1","EA","","28.8","11.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","741.18","","","","","","","fee schedule","692.69","1357.67","APC"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION","1356370491","CDM","636","RC","25010068","HCPCS","68982-643-01","NDC","facility","both","1","EA","","800.2","312.08","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 MILLILITERS"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION","1353414201","CDM","250","RC","25010065","HCPCS","0487-9501-01","NDC","facility","both","1","EA","","6.2","2.42","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 MILLILITERS"
"ALLOPURINOL 100 MG TABLET","1353860834","CDM","250","RC","25010066","HCPCS","62584-988-01","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ALPRAZOLAM 1 MG TABLET","1361834822","CDM","250","RC","25010066","HCPCS","0228-2031-10","NDC","facility","both","1","EA","","17.8","6.94","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION","1355453418","CDM","636","RC","25010070","HCPCS","0409-4346-73","NDC","facility","both","1","EA","","248.7","96.99","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 80 MILLILITERS"
"AMLODIPINE 5 MG TABLET","1359118452","CDM","250","RC","25010066","HCPCS","68382-122-16","NDC","facility","both","1","EA","","13.3","5.19","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AMOXICILLIN 250 MG-POTASSIUM CLAVULANATE 62.5 MG/5 ML ORAL SUSPENSION","1342420221","CDM","250","RC","25010066","HCPCS","59651-026-55","NDC","facility","both","1","EA","","65","25.35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 MILLILITERS"
"AMOXICILLIN 250 MG/5 ML ORAL SUSPENSION","1304713866","CDM","250","RC","25010066","HCPCS","0781-6041-58","NDC","facility","both","1","EA","","5.6","2.18","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10.98 MILLILITERS"
"AMOXICILLIN 600 MG-POTASSIUM CLAVULANATE 42.9 MG/5 ML ORAL SUSPENSION","1350976276","CDM","250","RC","25010066","HCPCS","16714-294-01","NDC","facility","both","1","EA","","22.9","8.93","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4.5 MILLILITERS"
"ARFORMOTEROL 15 MCG/2 ML SOLUTION FOR NEBULIZATION","1362568916","CDM","250","RC","25010065","HCPCS","69097-168-87","NDC","facility","both","1","EA","","155.4","60.61","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 MILLILITERS"
"ARGATROBAN 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION","1352639454","CDM","636","RC","25010068","HCPCS","55150-241-10","NDC","facility","both","1","EA","","2038.8","795.13","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 50 MILLILITERS"
"ASCORBIC ACID (VITAMIN C) 250 MG TABLET","1354775206","CDM","250","RC","25010066","HCPCS","7985430015","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.5 UNITS"
"ASCORBIC ACID (VITAMIN C) 250 MG TABLET","1358474793","CDM","250","RC","25010066","HCPCS","5026886015","NDC","facility","both","1","EA","","1.2","0.47","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ASPIRIN 325 MG TABLET","1327658517","CDM","250","RC","25010065","HCPCS","57896-901-10","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION","1359479169","CDM","250","RC","25010066","HCPCS","42806-150-33","NDC","facility","both","1","EA","","21.4","8.35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1.8 MILLILITERS"
"AZITHROMYCIN 600 MG TABLET","1363115068","CDM","250","RC","25010066","HCPCS","50111-789-10","NDC","facility","both","1","EA","","143.3","55.89","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"Abdomen surgery procedure","22999","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","250.54","","","","","","","fee schedule","250.54","3391","APC"
"Abdomen surgery procedure","22999","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","742.36","","","","","","","fee schedule","250.54","3391","APC 266.87"
"Abdomen surgery procedure","49999","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","1704.29","","","","","","","fee schedule","921.24","5272","APC"
"Abduction rotation bar shoe","L3140","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","117.73","","","","","","","fee schedule","110.03","215.66","APC"
"Abl1 gene","81170","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","1038","","","","","","","fee schedule","300","1101","Laboratory"
"Ablate bone tumor(s) perq","20983","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","7370.23","","","","","","","fee schedule","4714","27667.48","APC"
"Ablate bone tumor(s) perq","20983","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","14445.66","","","","","","","fee schedule","4714","27667.48","APC"
"Abltj mal brst tum perq crtx","0581T","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","6999.45","","","","","","","fee schedule","3976.96","14929.3","APC"
"Abltj perc lxtr/perph nrv","0441T","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","3391","","","","","","","fee schedule","1983.41","11889",""
"Abortion (mpr)","59866","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Hmo/Pos","1161.91","","","","","","","fee schedule","309.52","5063","APC 338.11"
"Abortion (mpr)","59866","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","606.66","","","","","","","fee schedule","309.52","5063","APC"
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","","","facility","inpatient","","","","","","Sonder","Medicare Managed Care Plan","13196.09","","","","","","","fee schedule","12332.79","43147.89","MSDRG Base Rate"
"Abortion Without D&C","779","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Hmo/Pos","","","[Stop Loss: Total Charges > 164666 | Excess % of Charge: 64.07] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 4 day stay-Case Rate: 19138 Days: 4 Additional Days: 3721] [Normal vag. Del. 2 day stay-Case Rate: 12227 Days: 2 Additional Days: 3721] [Nursery  Level 2-Per Diem: 1382] [Nursery  Level 3-Per Diem: 2073] [Nursery  Level 4-NICU-Per Diem: 2764] [Alcohol/ Chemical Dependency-Per Diem: 1329] [Psych-Per Diem: 1983] [Rehab-Per Diem: 5171]","7974","7974","7974","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Abortion","59840","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","6179","","","","","","","fee schedule","2664","12342.95",""
"Above knee hydracadence","L5610","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","2585.35","","","","","","","fee schedule","2534.66","4967.93","APC"
"Abrasion lesion single","15786","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","603.82","","","","","","","fee schedule","203.79","5063","APC 266.87"
"Abscess imaging ltd area","78805","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Hmo","353.81","","","","","","","fee schedule","353.81","701.32",""
"Acesso dl, per sq cm","Q4293","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","233.84","","","","","","","fee schedule","126.4","2422.05","APC"
"Acetylcholinesterase assay","82013","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","19.57","","","","","","","fee schedule","12.29","45.1",""
"Acetylcholn rcptr bndng antb","86041","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","32.38","","","","","","","fee schedule","18.4","67.53","APC"
"Achr Binding Antibody By Ria","L_3650224","CDM","301","RC","86041","HCPCS","","","facility","both","","","","156","60.84","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"Acth stimulation panel","80406","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","137.74","","","","","","","fee schedule","78.26","314.55","APC"
"Actigraphy testing","95803","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Shbp Other Commercial Plan","177.54","","","","","","","fee schedule","59.92","224.93","APC 266.87"
"Acute & Subacute Endocarditis","126","MS-DRG","","","","","","","facility","inpatient","","","","","","Clear Spring","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","","","facility","inpatient","","","","","","Aetna","Hmo/Pos/Ppo","26573.35","","","","","","","fee schedule","11978.52","38443.69",""
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Medicare Managed Care Plan","12817.02","","","","","","","fee schedule","11978.52","38443.69","MSDRG Base Rate"
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","","","facility","inpatient","","","","","","Pruitt","Medicare Managed Care Plan","12817.02","","","","","","","fee schedule","11978.52","38443.69","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","","","facility","inpatient","","","","","","Caresource","Medicare Managed Care Plan","19477.1","","","","","","","fee schedule","18202.9","63227.97","MSDRG Base Rate"
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","","","facility","inpatient","","","","","","Bcbs","Hmo/Pos","","","[Stop Loss: Total Charges > 164666 | Excess % of Charge: 64.07] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section 4 day stay-Case Rate: 19138 Days: 4 Additional Days: 3721] [Normal vag. Del. 2 day stay-Case Rate: 12227 Days: 2 Additional Days: 3721] [Nursery  Level 2-Per Diem: 1382] [Nursery  Level 3-Per Diem: 2073] [Nursery  Level 4-NICU-Per Diem: 2764] [Alcohol/ Chemical Dependency-Per Diem: 1329] [Psych-Per Diem: 1983] [Rehab-Per Diem: 5171]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","","","facility","inpatient","","","","","","Cigna","Ppo","","","[Stop Loss: Total Charges > 134042 | Excess % of Charge: 62] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section w Sterilization w CC/MCC-Case Rate: 30188] [C-Section w Sterilization w/o CC/MCC-Case Rate: 23225] [C-Section w/o Sterilization w CC/MCC-Case Rate: 30188] [C-Section w/o Sterilization w/o CC/MCC-Case Rate: 23225] [Normal Vaginal Delivery-Case Rate: 36611] [Normal Vag. Del. w Sterilization/D&C w CC/MCC-Case Rate: 23052] [Normal Vag. Del. w Sterilization/D&C w/o CC/MCC-Case Rate: 23052] [Normal Vag. Del. w/o Sterilization/D&C w CC/MCC-Case Rate: 20638] [Normal Vag. Del. w/o Sterilization/D&C w/o CC/MCC-Case Rate: 15641] [Rehab-Per Diem: 4161] [SNF-Per Diem: 2135] [IP High Cost Drugs ($): 0 Charge Threshold 4289 (%BC): 72] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 2681 (%BC): 72] [Bariatric Surgery-Case Rate: 34125] [Trauma  (%BC): 50.3]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","","","facility","inpatient","","","","","","Peachstate","Ambetter Exchange","21689.92","","","","","","","fee schedule","11724.28","39261.82","MSDRG Base Rate"
