"""Forcep Bioplar Koag 7""""""","L_6632308","CDM","272","RC","","","","","facility","both","","","","1499.72","584.89","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"#2 Wallstents","L_3916128","CDM","278","RC","C1876","HCPCS","","","facility","both","","","","9871.83","3850.01","","","","","","","","","","","","","Gross Charge Type: Fsc 789"
"1st opn implt bat modulj sys","64654","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","87687.65","","","","","","","fee schedule","44738.6","167946.4","APC"
"1st plmt drug elut oc ins","0444T","HCPCS","","","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","2665","","","","","","","fee schedule","2665","5809",""
"ACETAMINOPHEN 325 MG TABLET","1356106008","CDM","250","RC","25010066","HCPCS","57896-104-10","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 UNITS"
"ACETAMINOPHEN 80 MG RECTAL SUPPOSITORY","1363396256","CDM","250","RC","25010066","HCPCS","51672-2114-2","NDC","facility","both","1","EA","","6","2.34","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1.5 UNITS"
"ACETYLCYSTEINE 200 MG/ML (20 %) RESPIRATORY SOLUTION","1343034717","CDM","250","RC","25010065","HCPCS","0517-7604-25","NDC","facility","both","1","EA","","79.5","31.00","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 MILLILITERS"
"ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSPENSION","1356370346","CDM","250","RC","25010065","HCPCS","0574-0521-76","NDC","facility","both","1","EA","","273.4","106.63","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 360 MILLILITERS"
"ADULT 2-IN-1 PPN","1362424078","CDM","258","RC","25010067","HCPCS","0990-7172-17","NDC","facility","both","1","EA","","315","122.85","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 796.8 MILLILITERS"
"AFO supramalleolar custom","L1907","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","730.03","","","","","","","fee schedule","695.27","1362.73","APC"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","1071.46","","","","","","","fee schedule","579.17","1135.17","APC"
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION","1355624728","CDM","636","RC","25010068","HCPCS","68982-623-02","NDC","facility","both","1","EA","","591.4","230.65","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 250 MILLILITERS"
"ALLOPURINOL 100 MG TABLET","1330320193","CDM","250","RC","25010066","HCPCS","53489-156-01","NDC","facility","both","1","EA","","4.8","1.87","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.5 UNITS"
"ALS1-emergency","A0427","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","557.65","","","","","","","fee schedule","557.65","2552.52","APC"
"ALS1-emergency","A0427","HCPCS","","","","","","","facility","outpatient","","","","","","Ambetter","Select Exchange","981.46","","","","","","","fee schedule","557.65","2552.52","APC"
