"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Medicare Managed Care Plan","139.84","","","","","","","fee schedule","130.69","490.62","APC"
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","","","facility","outpatient","","","","","","Oscar Healthplan","Exchange","448.35","","","","","","","fee schedule","242.35","909.77","APC"
"3d render w/intrp postproces","76377","HCPCS","","","","","","","facility","outpatient","","","","","","Aetna","Hmo/Pos/Ppo","204.17","","","","","","","fee schedule","158.27","204.17",""
"ACETAMINOPHEN 500 MG TABLET","1352490715","CDM","250","RC","25010066","HCPCS","0113-0025-78","NDC","facility","both","1","EA","","0.6","0.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 UNITS"
"ACETIC ACID 0.25 % IRRIGATION SOLUTION","1360695600","CDM","250","RC","25010065","HCPCS","0338-0656-04","NDC","facility","both","1","EA","","32.6","12.71","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 MILLILITERS"
"ACETYLCYSTEINE 200 MG/ML (20 %) RESPIRATORY SOLUTION","1352172723","CDM","250","RC","25010065","HCPCS","0409-3308-03","NDC","facility","both","1","EA","","118.3","46.14","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 MILLILITERS"
"ACYCLOVIR 800 MG TABLET","1356009054","CDM","250","RC","25010066","HCPCS","50268-062-15","NDC","facility","both","1","EA","","16.2","6.32","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.5 UNITS"
"AFO spiral prefabricated","L1951","HCPCS","","","","","","","facility","outpatient","","","","","","Bcbs","Medicare Managed Care Plan","1058.46","","","","","","","fee schedule","1037.71","2033.91","APC"
"AFO spiral prefabricated","L1951","HCPCS","","","","","","","facility","outpatient","","","","","","Cigna","Medicare Managed Care Plan","1089.6","","","","","","","fee schedule","1037.71","2033.91","APC"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","","","facility","outpatient","","","","","","Caresource","Exchange","1357.67","","","","","","","fee schedule","692.69","1357.67","APC"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION","1344816899","CDM","636","RC","25010068","HCPCS","68516-5216-5","NDC","facility","both","1","EA","","235.1","91.69","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 19.9 MILLILITERS"
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION","1353546840","CDM","636","RC","25010068","HCPCS","76125-790-25","NDC","facility","both","1","EA","","410","159.9","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 250 MILLILITERS"
