"MS-DRG 42.00: AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",561,MS-DRG,,,,,,,facility,inpatient,,,,10502.04000,Blue Cross Blue Shield of Wyoming,Institutional,,18263.54,,,,,,,7809.77,18263.54,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",561,MS-DRG,,,,,,,facility,inpatient,,,,10502.04000,Medica,Commercial,,,90.00,,,,,0,7809.77,18263.54,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,,,facility,inpatient,,,,11525.31000,Medica,Commercial,,,90.00,,,,,0,8426.83,19706.58,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",618,MS-DRG,,,,,,,facility,inpatient,,,,15645.34000,United Healthcare,Commercial,,,83.40,,,,,0,11893.27,27813.04,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",618,MS-DRG,,,,,,,facility,inpatient,,,,15645.34000,United Healthcare,UHC Medicare Advantage,,11893.27,,,,,,,11893.27,27813.04,fee schedule,
"MS-DRG 42.00: CARDIAC ARREST, UNEXPLAINED WITH MCC",296,MS-DRG,,,,,,,facility,inpatient,,,,21583.03000,Blue Cross Blue Shield of Wyoming,Institutional,,36598.57,,,,,,,15650.07,36598.57,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",298,MS-DRG,,,,,,,facility,inpatient,,,,5924.23000,Medica,Commercial,,,90.00,,,,,0,4219.13,9866.69,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",744,MS-DRG,,,,,,,facility,inpatient,,,,25339.53000,Humana,Medicare Advantage,,19037.99,,,,,,,18664.70,43648.45,fee schedule,
"MS-DRG 42.00: D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",745,MS-DRG,,,,,,,facility,inpatient,,,,13948.86000,Banner Health,Banner Choice Plus/Banner Select,,9788.94,,,,,,,9788.94,22891.98,fee schedule,
"MS-DRG 42.00: DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",441,MS-DRG,,,,,,,facility,inpatient,,,,24612.47000,Blue Cross Blue Shield of Wyoming,Blue Select PPO,,38724.84,,,,,,,18057.21,42227.75,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",441,MS-DRG,,,,,,,facility,inpatient,,,,24612.47000,Prime Health Services,Medicare Advantage,,18418.35,,,,,,,18057.21,42227.75,fee schedule,
"MS-DRG 42.00: DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",443,MS-DRG,,,,,,,facility,inpatient,,,,9626.87000,Humana,Medicare Advantage,,6846.46,,,,,,,6712.22,15696.91,fee schedule,
"MS-DRG 42.00: ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",392,MS-DRG,,,,,,,facility,inpatient,,,,10582.82000,Prime Health Services,Medicare Advantage,,7602.53,,,,,,,7453.46,17430.34,fee schedule,
"MS-DRG 42.00: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",758,MS-DRG,,,,,,,facility,inpatient,,,,13369.90000,NaphCare,Medicare,,15578.22,,,,,,,9736.39,22769.12,fee schedule,
"MS-DRG 42.00: ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITHOUT CC/MCC",063,MS-DRG,,,,,,,facility,inpatient,,,,20021.19000,Banner Health,Banner Choice Plus/Banner Select,,13418.71,,,,,,,13418.71,31380.42,fee schedule,
"MS-DRG 42.00: MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",755,MS-DRG,,,,,,,facility,inpatient,,,,14608.60000,Banner Health,Banner Choice Plus/Banner Select,,10603.74,,,,,,,10603.74,24797.41,fee schedule,
"MS-DRG 42.00: MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",755,MS-DRG,,,,,,,facility,inpatient,,,,14608.60000,NaphCare,Medicare,,16965.98,,,,,,,10603.74,24797.41,fee schedule,
"MS-DRG 42.00: MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",756,MS-DRG,,,,,,,facility,inpatient,,,,,InterWest Health,Medicare Advantage,,9304.64,,,,,,,9122.20,21332.79,fee schedule,
"MS-DRG 42.00: MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",723,MS-DRG,,,,,,,facility,inpatient,,,,14999.06000,Prime Health Services,Medicare Advantage,,10940.52,,,,,,,10726.00,25083.34,fee schedule,
"MS-DRG 42.00: MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",640,MS-DRG,,,,,,,facility,inpatient,,,,17705.36000,InterWest Health,Medicare Advantage,,12938.83,,,,,,,12685.13,29664.86,fee schedule,
"MS-DRG 42.00: MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",641,MS-DRG,,,,,,,facility,inpatient,,,,10515.50000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,12736.82,,,,,,,7463.99,17454.91,case rate,Charges in excess of 2x the calculated DRG rate will be reimbursed at 80% of in addition to the DRG rate.
"MS-DRG 42.00: NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",789,MS-DRG,,,,,,,facility,inpatient,,,,24491.29000,United Healthcare,Commercial,,,83.40,,,,,0,4711.55,29382.38,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",154,MS-DRG,,,,,,,facility,inpatient,,,,20707.86000,Blue Cross Blue Shield of Wyoming,Institutional,,36328.28,,,,,,,15534.51,36328.28,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",145,MS-DRG,,,,,,,facility,inpatient,,,,16439.73000,NaphCare,Federal Prison System,,18107.65,,,,,,,11317.28,26466.06,fee schedule,
"MS-DRG 42.00: OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC",630,MS-DRG,,,,,,,facility,inpatient,,,,18795.95000,InterWest Health,Medicare Advantage,,13653.01,,,,,,,13385.30,31302.23,fee schedule,
"MS-DRG 42.00: PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC",407,MS-DRG,,,,,,,facility,inpatient,,,,28961.39000,Blue Cross Blue Shield of Wyoming,Blue Select PPO,,43751.86,,,,,,,20401.27,47709.50,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",040,MS-DRG,,,,,,,facility,inpatient,,,,51850.44000,InterWest Health,Medicare Advantage,,36751.91,,,,,,,36031.28,84261.16,fee schedule,
"MS-DRG 42.00: PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",042,MS-DRG,,,,,,,facility,inpatient,,,,23427.62000,Prime Health Services,Medicare Advantage,,17124.46,,,,,,,16788.69,39261.26,fee schedule,
"MS-DRG 42.00: SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",511,MS-DRG,,,,,,,facility,inpatient,,,,26847.51000,InterWest Health,Medicare Advantage,,19108.16,,,,,,,18733.49,43809.28,fee schedule,
"MS-DRG 42.00: SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",623,MS-DRG,,,,,,,facility,inpatient,,,,25056.78000,Banner Health,Banner Choice Plus/Banner Select,,18271.15,,,,,,,18271.15,42728.12,fee schedule,
"MS-DRG 42.00: SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",622,MS-DRG,,,,,,,facility,inpatient,,,,51513.84000,InterWest Health,Medicare Advantage,,36458.66,,,,,,,35743.78,83588.79,fee schedule,
"MS-DRG 42.00: SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH CC",457,MS-DRG,,,,,,,facility,inpatient,,,,81794.71000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,93552.22,,,,,,,54823.05,128206.71,case rate,Charges in excess of 2x the calculated DRG rate will be reimbursed at 80% of in addition to the DRG rate.
"MS-DRG 42.00: SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH CC",457,MS-DRG,,,,,,,facility,inpatient,,,,81794.71000,Humana,Medicare Advantage,,55919.51,,,,,,,54823.05,128206.71,fee schedule,
"MS-DRG 42.00: SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH MCC",456,MS-DRG,,,,,,,facility,inpatient,,,,113489.32000,InterWest Health,Medicare Advantage,,82516.21,,,,,,,80898.25,189184.98,fee schedule,
"MS-DRG 42.00: TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",557,MS-DRG,,,,,,,facility,inpatient,,,,20963.68000,InterWest Health,Medicare Advantage,,15098.88,,,,,,,14802.82,34617.19,fee schedule,
"MS-DRG 42.00: THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",626,MS-DRG,,,,,,,facility,inpatient,,,,20088.51000,Prime Health Services,Medicare Advantage,,14705.25,,,,,,,14416.91,33714.74,fee schedule,
"MS-DRG 42.00: THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",627,MS-DRG,,,,,,,facility,inpatient,,,,16641.69000,Blue Cross Blue Shield of Wyoming,Institutional,,28300.01,,,,,,,12101.48,28300.01,case rate,"If charges are more than 2.5 times greater than the calculate DRG reimbursement, the charges beyond that threshold will be reimbursed at 80%. This outlier reimbursement will be paid in addition to the DRG case rate."
"MS-DRG 42.00: THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",627,MS-DRG,,,,,,,facility,inpatient,,,,16641.69000,United Healthcare,Commercial,,,83.40,,,,,0,12101.48,28300.01,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"MS-DRG 42.00: TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",011,MS-DRG,,,,,,,facility,inpatient,,,,69421.16000,Prime Health Services,Medicare Advantage,,52572.76,,,,,,,51541.92,120533.61,fee schedule,
"MS-DRG 42.00: TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",013,MS-DRG,,,,,,,facility,inpatient,,,,36164.71000,United Healthcare,UHC Medicare Advantage,,25312.93,,,,,,,25312.93,59195.70,fee schedule,
"MS-DRG 42.00: TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",604,MS-DRG,,,,,,,facility,inpatient,,,,20277.01000,NaphCare,Federal Prison System,,22706.38,,,,,,,14191.49,33187.56,fee schedule,
"MS-DRG 42.00: VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",746,MS-DRG,,,,,,,facility,inpatient,,,,22565.91000,InterWest Health,Medicare Advantage,,16315.78,,,,,,,15995.86,37407.21,fee schedule,
"NASAL/SINUS ENDOSCOPY, SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR)",31255,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"OSTEOTOMY; CALCANEUS (EG, DWYER OR CHAMBERS TYPE PROCEDURE), WITH OR WITHOUT INTERNAL FIXATION",28300,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"PERCUTANEOUS SKELETAL FIXATION OF SUPRACONDYLAR OR TRANSCONDYLAR HUMERAL FRACTURE, WITH OR WITHOUT INTERCONDYLAR EXTENSION",24538,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"REPAIR INITIAL INGUINAL HERNIA, AGE 5 YEARS OR OLDER; INCARCERATED OR STRANGULATED",49507,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"REPAIR, SECONDARY, DISRUPTED LIGAMENT, ANKLE, COLLATERAL (EG, WATSON-JONES PROCEDURE)",27698,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"REVISION OR REMOVAL OF IMPLANTED SPINAL NEUROSTIMULATOR PULSE GENERATOR OR RECEIVER, WITH DETACHABLE CONNECTION TO ELECTRODE ARRAY",63688,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"UNLISTED PROCEDURE, LEG OR ANKLE",27899,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"UNLISTED PROCEDURE, SKIN, MUCOUS MEMBRANE AND SUBCUTANEOUS TISSUE",17999,CPT,,,,,,,facility,outpatient,,,,,TriWest Healthcare Alliance Corp - VA CCN,Tricare,360,,,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.",,,,0,,,other,"Outpatient services are paid at 100% of the TRICARE OPPS methodology. The exact rate is variable based on patient specific maternity diagnoses, multiple procedure pricing logic, etc.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
ABL ARRHYTHMIA ADDL,4814893,CDM,480,RC,93655,CPT,,,facility,inpatient,,,11718.00000,4921.56000,Multiplan,Commercial,,11132.10,,,,,,,9960.30,11483.64,percent of total billed charges,
ABL CRYO NEUROMA,3533908,CDM,361,RC,17999,CPT,,,facility,outpatient,,,10632.00000,4465.44000,Blue Cross Blue Shield of Wyoming,Institutional,,7304.18,,,,,,,198.70,10419.36,percent of total billed charges,
ABL CRYO PLEXUS/TRUNCAL NRV PERC,3503869,CDM,361,RC,0442T,CPT,,,facility,inpatient,,,7146.00000,3001.32000,InterWest Health,Auto & General Liability,,6931.62,,,,,,,6074.10,7003.08,percent of total billed charges,
ABL CRYO PLEXUS/TRUNCAL NRV PERC,3503869,CDM,361,RC,0442T,CPT,,,facility,outpatient,,,7146.00000,3001.32000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,5859.72,,,,,,,1929.42,18767.00,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC BI,3531837,CDM,361,RC,50593,CPT,,,facility,outpatient,,,21381.00000,8980.02000,Blue Cross Blue Shield of Wyoming,Institutional,50,14688.75,,,,,,,5772.87,26502.00,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC BI,3531837,CDM,361,RC,50593,CPT,,,facility,outpatient,,,21381.00000,8980.02000,Cigna Healthcare & Life Insurance Company – WY,Commercial,50,18601.47,,,,,,,5772.87,26502.00,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC LT,3523958,CDM,361,RC,50593,CPT,,,facility,outpatient,,,14254.00000,5986.68000,United Healthcare,Commercial,LT,26502.00,,,,,,,3848.58,26502.00,case rate,
ABL CRYO TUMOR/S KIDNEY PERC RT,3523966,CDM,361,RC,50593,CPT,,,facility,inpatient,,,14254.00000,5986.68000,First Health,Medical Rental,RT,13683.84,,,,,,,12115.90,13968.92,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC RT,3523966,CDM,361,RC,50593,CPT,,,facility,outpatient,,,14254.00000,5986.68000,Banner Health,Banner Choice Plus/Banner Select,RT,3848.58,,,,,,,3848.58,26502.00,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC RT,3523966,CDM,361,RC,50593,CPT,,,facility,outpatient,,,14254.00000,5986.68000,InterWest Health,Group Health,RT,13826.38,,,,,,,3848.58,26502.00,percent of total billed charges,
ABL CRYO TUMOR/S KIDNEY PERC RT,3523966,CDM,361,RC,50593,CPT,,,facility,outpatient,,,14254.00000,5986.68000,Prime Health Services,Group Health,RT,13826.38,,,,,,,3848.58,26502.00,percent of total billed charges,Reimbursement for workers' compensation claims will be the lesser of 98% of any maximum allowable rate as specified by state or federal law based on workers' compensation fee schedules or 98% of any usual customary rate or 98% of billed charges.
ABL FIB ATRIAL ADDL,4814919,CDM,480,RC,93657,CPT,,,facility,outpatient,,,8559.00000,3594.78000,"Imagine Health, LLC (wka WISE Provider Network)",WISE PPO,,7018.38,,,,,,,2310.93,8387.82,percent of total billed charges,
