"ABDOMINAL LYMPHADENECTOMY, REGIONAL, INCLUDING CELIAC, GASTRIC, PORTAL, PERIPANCREATIC, WITH OR WITHOUT PARA-AORTIC AND VENA CAVAL NODES (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",360,RC,38747,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,Blue Essentials (HMO),,949.27,,,,,,,473.23,8280.00,case rate,Multiple procedure logic: 100/50/0
"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,CORVEL,Worker's Compensation,,9224.31,,,,,,,4302.00,22821.27,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; CRYOABLATION",361,RC,20983,CPT,,,,,facility,outpatient,,,,,American Health Plan,Medicare Advantage,,7653.74,,,,,,,6924.82,21355.56,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; CRYOABLATION",361,RC,20983,CPT,,,,,facility,outpatient,,,,,ProCare Advantage,Medicare Advantage,,7653.74,,,,,,,6924.82,21355.56,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; CRYOABLATION",361,RC,20983,CPT,,,,,facility,outpatient,,,,,United Healthcare,Charter,,9126.00,,,,,,,6924.82,21355.56,case rate,Multi proc logic: 100/50/25/0
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; RADIOFREQUENCY",361,RC,20982,CPT,,,,,facility,outpatient,,,,,American Health Plan,Medicare Advantage,,18494.41,,,,,,,2398.52,37869.50,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED, UNILATERAL; CRYOABLATION",361,RC,32994,CPT,,,,,facility,outpatient,,,,,Cigna,HMO/PPO,,8280.00,,,,,,,7038.00,25500.18,case rate,Multiple procedure logic: 100/50/25
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, CRYOABLATION",361,RC,47383,CPT,,,,,facility,outpatient,,,,,Superior Health Plan,Medicare,,11212.18,,,,,,,2813.82,25500.18,fee schedule,
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, CRYOABLATION",361,RC,47383,CPT,,,,,facility,outpatient,,,,,WellPoint (fka Amerigroup),CHIP/Medicaid,,2813.82,,,,,,,2813.82,25500.18,fee schedule,Some rates may differ based on patient age.
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,,,facility,outpatient,,,,,Superior Health Plan,Medicare,,6376.73,,,,,,,1888.85,17256.34,fee schedule,
"ABLATION, 1 OR MORE RENAL TUMOR(S), PERCUTANEOUS, UNILATERAL, RADIOFREQUENCY",360,RC,50592,CPT,,,,,facility,outpatient,,,,,Baylor Scott & White Health Plan,BSW Plus - Small Group,,10020.58,,,,,,,1888.85,17256.34,fee schedule,
"ABLATION, 1 OR MORE RENAL TUMOR(S), PERCUTANEOUS, UNILATERAL, RADIOFREQUENCY",360,RC,50592,CPT,,,,,facility,outpatient,,,,,Imagine Health,Commercial,,,60.00,,,,,0,1888.85,17256.34,percent of total billed charges,"100/50/25 Multiple procedure logic; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ABLATION, RENAL TUMOR(S), UNILATERAL, PERCUTANEOUS, CRYOTHERAPY",360,RC,50593,CPT,,,,,facility,outpatient,,,,,Baylor Scott & White Health Plan,BSW Premier - Small Group,,12813.92,,,,,,,4645.39,30034.80,fee schedule,
"ABLATION, RENAL TUMOR(S), UNILATERAL, PERCUTANEOUS, CRYOTHERAPY",360,RC,50593,CPT,,,,,facility,outpatient,,,,,ProCare Advantage,Medicare Advantage,,11212.18,,,,,,,4645.39,30034.80,fee schedule,
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,facility,inpatient,,,,,HealthSmart,Preferred Network,,6764.00,,"If total billed charges exceed $70,000 for a single inpatient stay, reimbursement reverts to 75% of total billed charges for the entire stay. Surgical stays are paid an additional per diem each day starting day 2. Note that the final reimbursement may vary if patient was admitted to an ICU or CCU Step Down Unit.",,,,0,6299.00,28463.64,case rate,"If total billed charges exceed $70,000 for a single inpatient stay, reimbursement reverts to 75% of total billed charges for the entire stay. Surgical stays are paid an additional per diem each day starting day 2. Note that the final reimbursement may vary if patient was admitted to an ICU or CCU Step Down Unit.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,facility,inpatient,,,,,Prime Health Services,Worker's Compensation,,12354.35,,,,,,,6299.00,28463.64,fee schedule,"If no implant invoices are submitted, reimbursement reverts to 138.71% of IPPS."
"ACROMIOPLASTY OR ACROMIONECTOMY, PARTIAL, WITH OR WITHOUT CORACOACROMIAL LIGAMENT RELEASE",360,RC,23130,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,Blue Essentials (HMO),,9279.96,,,,,,,1088.27,9772.70,case rate,Multiple procedure logic: 100/50/0
"ACROMIOPLASTY OR ACROMIONECTOMY, PARTIAL, WITH OR WITHOUT CORACOACROMIAL LIGAMENT RELEASE",360,RC,23130,CPT,,,,,facility,outpatient,,,,,Cigna,HMO/PPO,,8674.00,,,,,,,1088.27,9772.70,case rate,Multiple procedure logic: 100/50/25
"ACROMIOPLASTY OR ACROMIONECTOMY, PARTIAL, WITH OR WITHOUT CORACOACROMIAL LIGAMENT RELEASE",360,RC,23130,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicaid/CHIP,,1164.45,,,,,,,1088.27,9772.70,fee schedule,Some rates may differ based on age.
"ACROMIOPLASTY OR ACROMIONECTOMY, PARTIAL, WITH OR WITHOUT CORACOACROMIAL LIGAMENT RELEASE",360,RC,23130,CPT,,,,,facility,outpatient,,,,,WellPoint (fka Amerigroup),Medicare,,3385.52,,,,,,,1088.27,9772.70,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,facility,inpatient,,,,,Blue Cross Blue Shield,Blue Premier/High Performance Network/My BlueHealth,,10133.08,,,,,,,6299.00,27789.00,case rate,"When total billed charges less non-covered services exceed $225,000, the allowed will 74% of the billed eligible charge."
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,facility,inpatient,,,,,Cigna,HMO/PPO,,12959.31,,,,,,,6299.00,27789.00,case rate,"Inpatient stays are eligible for an additional Day Outlier payment based on the individual DRG's Geometric Mean Length of Stay (GMLOS). If Hospital's Total Billed Charges for Covered Services Rendered with respect to a particular Participant's continuous acute inpatient stay exceed a certain threshold, Hospital will be reimbursed at a percentage of Hospital's Total Billed Charges per the Stop Loss provision."
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,facility,inpatient,,,,,WellPoint (fka Amerigroup),Medicare,,11440.09,,,,,,,6299.00,27789.00,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,facility,inpatient,,,,,CORVEL,Worker's Compensation,,16226.96,,,,,,,6299.00,39760.22,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,facility,inpatient,,,,,Superior Health Plan,Medicare,,17565.26,,,,,,,6299.00,39760.22,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,facility,inpatient,,,,,Aetna,Commercial,,10444.00,,"Case Rate up to day 3. Additional days paid $4,804.00 per diem. Should the Hospital's eligible billed charges exceed the stop loss threshold of $250,287.00 per case, contracted rates shall not be paid and instead the reimbursement rate shall be equal to 59% of Hospital's eligible billed charges.",,,,0,5617.47,22320.91,case rate,"Case Rate up to day 3. Additional days paid $4,804.00 per diem. Should the Hospital's eligible billed charges exceed the stop loss threshold of $250,287.00 per case, contracted rates shall not be paid and instead the reimbursement rate shall be equal to 59% of Hospital's eligible billed charges.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,facility,inpatient,,,,,Aetna,Commercial,,10444.00,,"Case Rate up to day 3. Additional days paid $4,804.00 per diem. Should the Hospital's eligible billed charges exceed the stop loss threshold of $250,287.00 per case, contracted rates shall not be paid and instead the reimbursement rate shall be equal to 59% of Hospital's eligible billed charges.",,,,0,5617.47,22320.91,case rate,"Case Rate up to day 3. Additional days paid $4,804.00 per diem. Should the Hospital's eligible billed charges exceed the stop loss threshold of $250,287.00 per case, contracted rates shall not be paid and instead the reimbursement rate shall be equal to 59% of Hospital's eligible billed charges.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,TRIS-DRG,,,,,,,facility,inpatient,,,,,Cigna,Local Plus,,6299.00,,,,,,,6299.00,7411.00,case rate,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,,,facility,inpatient,,,,,Baylor Scott & White Health Plan,BSW Premier - Small Group,,11093.59,,,,,,,2950.00,21724.95,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,facility,inpatient,,,,,Cigna,HMO/PPO,,27929.28,,,,,,,2950.00,46578.13,case rate,"Inpatient stays are eligible for an additional Day Outlier payment based on the individual DRG's Geometric Mean Length of Stay (GMLOS). If Hospital's Total Billed Charges for Covered Services Rendered with respect to a particular Participant's continuous acute inpatient stay exceed a certain threshold, Hospital will be reimbursed at a percentage of Hospital's Total Billed Charges per the Stop Loss provision."
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,facility,inpatient,,,,,Employers Health Network,BSWQA Direct/EHN Rental,,17229.96,,,,,,,2950.00,46578.13,case rate,"Inpatient stays may be eligible for Day Outlier (Days overs Geometric Mean LOS) per diem payment. Notwithstanding the foregoing, if Hospital’s Total Billed Charges for Covered Services rendered with respect to a particular Participant’s continuous acute inpatient confinement exceed $215,000, Hospital will be reimbursed at a percent of Hospital’s Total Billed Charges, less applicable Copayments, Coinsurance and Deductibles, for Covered Services rendered to the Participant during the entire covered acute inpatient stay."
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,facility,inpatient,,,,,Employers Health Network,BSWQA Direct/EHN Rental,,17229.96,,,,,,,2950.00,46578.13,case rate,"Inpatient stays may be eligible for Day Outlier (Days overs Geometric Mean LOS) per diem payment. Notwithstanding the foregoing, if Hospital’s Total Billed Charges for Covered Services rendered with respect to a particular Participant’s continuous acute inpatient confinement exceed $215,000, Hospital will be reimbursed at a percent of Hospital’s Total Billed Charges, less applicable Copayments, Coinsurance and Deductibles, for Covered Services rendered to the Participant during the entire covered acute inpatient stay."
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,TRIS-DRG,,,,,,,facility,inpatient,,,,,Cigna,Local Plus,,6299.00,,,,,,,6299.00,7411.00,case rate,
