"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,Baylor Scott & White Health Plan,BSW Plus - Small Group,,15690.84,,,,,,,4302.00,22821.27,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; RADIOFREQUENCY",361,RC,20982,CPT,,,,,facility,outpatient,,,,,United Healthcare,Charter,,7711.00,,,,,,,2398.52,37869.50,case rate,Multi proc logic: 100/50/25/0
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; RADIOFREQUENCY",361,RC,20982,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,19727.37,,,,,,,2398.52,37869.50,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED, UNILATERAL; CRYOABLATION",361,RC,32994,CPT,,,,,facility,outpatient,,,,,Baylor Scott & White Health Plan,BSW Premier - Individual,,13401.23,,,,,,,7038.00,25500.18,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED, UNILATERAL; CRYOABLATION",361,RC,32994,CPT,,,,,facility,outpatient,,,,,Humana,Medicare,,10678.27,,,,,,,7038.00,25500.18,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED, UNILATERAL; CRYOABLATION",361,RC,32994,CPT,,,,,facility,outpatient,,,,,Molina,Medicare Advantage,,11212.18,,,,,,,7038.00,25500.18,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED, UNILATERAL; CRYOABLATION",361,RC,32994,CPT,,,,,facility,outpatient,,,,,Sedgwick,Preferred Network,,15964.01,,,,,,,7038.00,25500.18,fee schedule,"If facility does not send in separate implant invoices, reimbursement is instead at 230% Medicare payment rate."
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, CRYOABLATION",361,RC,47383,CPT,,,,,facility,outpatient,,,,,Mark Cuban,Commercial,,25500.18,,,,,,,2813.82,25500.18,fee schedule,
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,City of Dallas,,15516.21,,,,,,,1888.85,17256.34,case rate,Multiple procedure logic: 100/50/0
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,,,facility,outpatient,,,,,CORVEL,Worker's Compensation,,5890.89,,,,,,,1888.85,17256.34,fee schedule,
