"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,Prime Health Services,Worker's Compensation,,11991.61,,,,,,,4302.00,22821.27,fee schedule,"If no implant invoices are submitted, reimbursement reverts to 194% of OPPS."
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; CRYOABLATION",361,RC,20983,CPT,,,,,facility,outpatient,,,,,United Healthcare,Nexus,,9126.00,,,,,,,6924.82,21355.56,case rate,Multi proc logic: 100/50/25/0
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; RADIOFREQUENCY",361,RC,20982,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,Blue Premier/High Performance Network/My BlueHealth,,14296.86,,,,,,,2398.52,37869.50,case rate,Multiple procedure logic: 100/50/0
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; RADIOFREQUENCY",361,RC,20982,CPT,,,,,facility,outpatient,,,,,Imagine Health,Commercial,,,60.00,,,,,0,2398.52,37869.50,percent of total billed charges,"100/50/25 Multiple procedure logic; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,,,facility,outpatient,,,,,Baylor Scott & White Health Plan,BSW Premier - Individual,,7621.72,,,,,,,1888.85,17256.34,fee schedule,
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,,,facility,outpatient,,,,,Cigna,Local Plus,,7038.00,,,,,,,1888.85,17256.34,case rate,Multiple procedure logic: 100/50/25
"ABLATION, 1 OR MORE RENAL TUMOR(S), PERCUTANEOUS, UNILATERAL, RADIOFREQUENCY",360,RC,50592,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,BlueChoice (PPO),,17256.34,,,,,,,1888.85,17256.34,case rate,Multiple procedure logic: 100/50/0
"ABLATION, 1 OR MORE RENAL TUMOR(S), PERCUTANEOUS, UNILATERAL, RADIOFREQUENCY",360,RC,50592,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicaid/CHIP,,2021.07,,,,,,,1888.85,17256.34,fee schedule,Some rates may differ based on age.
"ABLATION, RENAL TUMOR(S), UNILATERAL, PERCUTANEOUS, CRYOTHERAPY",360,RC,50593,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,Blue Premier/High Performance Network/My BlueHealth,,20107.33,,,,,,,4645.39,30034.80,case rate,Multiple procedure logic: 100/50/0
"ABLATION, RENAL TUMOR(S), UNILATERAL, PERCUTANEOUS, CRYOTHERAPY",360,RC,50593,CPT,,,,,facility,outpatient,,,,,HealthSpring,Medicare Advantage,,11212.18,,,,,,,4645.39,30034.80,fee schedule,
