"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,Molina,Medicare Advantage,,9985.08,,,,,,,4302.00,22821.27,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; CRYOABLATION",361,RC,20983,CPT,,,,,facility,outpatient,,,,,Baylor Scott & White Health Plan,BSW Premier - Individual,,9148.05,,,,,,,6924.82,21355.56,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; RADIOFREQUENCY",361,RC,20982,CPT,,,,,facility,outpatient,,,,,CORVEL,Worker's Compensation,,17085.31,,,,,,,2398.52,37869.50,fee schedule,
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, CRYOABLATION",361,RC,47383,CPT,,,,,facility,outpatient,,,,,ProCare Advantage,Medicare Advantage,,11212.18,,,,,,,2813.82,25500.18,fee schedule,
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,Medicare Advantage,,6376.73,,,,,,,1888.85,17256.34,fee schedule,
"ABLATION, 1 OR MORE RENAL TUMOR(S), PERCUTANEOUS, UNILATERAL, RADIOFREQUENCY",360,RC,50592,CPT,,,,,facility,outpatient,,,,,Prime Health Services,Worker's Compensation,,7658.15,,,,,,,1888.85,17256.34,fee schedule,"If no implant invoices are submitted, reimbursement reverts to 194% of OPPS."
"ABLATION, 1 OR MORE RENAL TUMOR(S), PERCUTANEOUS, UNILATERAL, RADIOFREQUENCY",360,RC,50592,CPT,,,,,facility,outpatient,,,,,Superior Ambetter,Ambetter Exchange,,13057.12,,,,,,,1888.85,17256.34,fee schedule,
"ABLATION, 1 OR MORE RENAL TUMOR(S), PERCUTANEOUS, UNILATERAL, RADIOFREQUENCY",360,RC,50592,CPT,,,,,facility,outpatient,,,,,TriWest,Community Care Network,,6073.08,,,,,,,1888.85,17256.34,fee schedule,
"ABLATION, 1 OR MORE RENAL TUMOR(S), PERCUTANEOUS, UNILATERAL, RADIOFREQUENCY",360,RC,50592,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial Broad,,10140.00,,,,,,,1888.85,17256.34,case rate,Multi proc logic: 100/50/25/0
"ABLATION, RENAL TUMOR(S), UNILATERAL, PERCUTANEOUS, CRYOTHERAPY",360,RC,50593,CPT,,,,,facility,outpatient,,,,,Baylor Scott & White Health Plan,BSW Plus - Small Group,,17619.15,,,,,,,4645.39,30034.80,fee schedule,
"ABLATION, RENAL TUMOR(S), UNILATERAL, PERCUTANEOUS, CRYOTHERAPY",360,RC,50593,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,City of Dallas,,27006.08,,,,,,,4645.39,30034.80,case rate,Multiple procedure logic: 100/50/0
"ACETABULOPLASTY; RESECTION, FEMORAL HEAD (EG, GIRDLESTONE PROCEDURE)",360,RC,27122,CPT,,,,,facility,outpatient,,,,,Superior Health Plan,Medicare,,7653.74,,,,,,,1934.37,15671.95,fee schedule,
