"3D RENDERING WITH INTERPRETATION AND REPORTING OF COMPUTED TOMOGRAPHY, MAGNETIC RESONANCE IMAGING, ULTRASOUND, OR OTHER TOMOGRAPHIC MODALITY WITH IMAGE POSTPROCESSING UNDER CONCURRENT SUPERVISION; NOT REQUIRING IMAGE POSTPROCESSING ON AN INDEPENDENT WORKSTATION",361,RC,76376,CPT,,,,,facility,outpatient,,,,,Imagine Health,Commercial,,,60.00,,,,,0,26.66,56.25,percent of total billed charges,"100/50/25 Multiple procedure logic; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ABDOMINAL LYMPHADENECTOMY, REGIONAL, INCLUDING CELIAC, GASTRIC, PORTAL, PERIPANCREATIC, WITH OR WITHOUT PARA-AORTIC AND VENA CAVAL NODES (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",360,RC,38747,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,City of Dallas,,898.86,,,,,,,473.23,8280.00,case rate,Multiple procedure logic: 100/50/0
"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,Baylor Scott & White Health Plan,BSW Premier - Small Group,,11411.52,,,,,,,4302.00,22821.27,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; CRYOABLATION",361,RC,20983,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,7289.28,,,,,,,6924.82,21355.56,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; CRYOABLATION",361,RC,20983,CPT,,,,,facility,outpatient,,,,,Cigna,Local Plus,,7038.00,,,,,,,6924.82,21355.56,case rate,Multiple procedure logic: 100/50/25
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; CRYOABLATION",361,RC,20983,CPT,,,,,facility,outpatient,,,,,Imagine Health,Commercial,,,60.00,,,,,0,6924.82,21355.56,percent of total billed charges,"100/50/25 Multiple procedure logic; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; RADIOFREQUENCY",361,RC,20982,CPT,,,,,facility,outpatient,,,,,Mark Cuban,Commercial,,32603.53,,,,,,,2398.52,37869.50,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED, UNILATERAL; CRYOABLATION",361,RC,32994,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,BlueChoice (PPO),,17256.34,,,,,,,7038.00,25500.18,case rate,Multiple procedure logic: 100/50/0
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED, UNILATERAL; CRYOABLATION",361,RC,32994,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,Medicare Advantage,,11212.18,,,,,,,7038.00,25500.18,fee schedule,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED, UNILATERAL; CRYOABLATION",361,RC,32994,CPT,,,,,facility,outpatient,,,,,Imagine Health,Commercial,,,60.00,,,,,0,7038.00,25500.18,percent of total billed charges,"100/50/25 Multiple procedure logic; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,,,facility,outpatient,,,,,American Health Plan,Medicare Advantage,,6376.73,,,,,,,1888.85,17256.34,fee schedule,
"ABLATION, RENAL TUMOR(S), UNILATERAL, PERCUTANEOUS, CRYOTHERAPY",360,RC,50593,CPT,,,,,facility,outpatient,,,,,Imagine Health,Commercial,,,60.00,,,,,0,4645.39,30034.80,percent of total billed charges,"100/50/25 Multiple procedure logic; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ABLATION, SOFT TISSUE OF INFERIOR TURBINATES, UNILATERAL OR BILATERAL, ANY METHOD (EG, ELECTROCAUTERY, RADIOFREQUENCY ABLATION, OR TISSUE VOLUME REDUCTION); SUPERFICIAL",360,RC,30801,CPT,,,,,facility,outpatient,,,,,Blue Cross Blue Shield,BlueChoice (PPO),,4817.14,,,,,,,420.64,4817.14,case rate,Multiple procedure logic: 100/50/0
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,facility,inpatient,,,,,Baylor Scott & White Health Plan,Medicare Advantage,,11203.35,,,,,,,6299.00,28463.64,fee schedule,
