"9vhpv vaccine 3 dose im","90651","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","150.29","","","","","","","fee schedule","142.78","741.51",""
"ABACAVIR 300 MG TABLET","50268-049-12","NDC","","","","","facility","both","1","EA","","63","31.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAZOLAMIDE 250 MG TABLET","51672-4023-1","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETIC ACID 0.25 % IRRIGATION SOLUTION","0338-0656-04","NDC","","","","","facility","both","1","EA","","41","20.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1000 ML"
"ACTIVATED CHARCOAL-SORBITOL 25 GRAM/120 ML ORAL SUSPENSION","0574-0520-74","NDC","","","","","facility","both","1","EA","","102","51","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 120 ML"
"ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION","23155-258-31","NDC","","","","","facility","both","1","EA","","457","228.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 ML"
"AFO spiral prefabricated","L1951","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","1115.54","","","","","","","fee schedule","1037.71","1141.48","APC"
"AGALSIDASE BETA 35 MG INTRAVENOUS SOLUTION","58468-0040-1","NDC","","","","","facility","both","1","EA","","21234","10617","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALBENDAZOLE 200 MG TABLET","43598-452-02","NDC","","","","","facility","both","1","EA","","392","196","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION","68516-5214-7","NDC","","","","","facility","both","1","EA","","194","97","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 250 ML"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION","60687-395-83","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 ML"
"ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER","0254-1007-52","NDC","","","","","facility","both","1","EA","","256","128","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6.7 G"
"AMANTADINE HCL 100 MG CAPSULE","50268-069-15","NDC","","","","","facility","both","1","EA","","26","13","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION","23155-290-32","NDC","","","","","facility","both","1","EA","","105","52.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 ML"
"AMIKACIN INTRAVITREAL INJ 2500 MCG/ML","0000-0002-53","NDC","","","","","facility","both","1","EA","","18","9","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.4 ML"
"AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION","63323-616-02","NDC","","","","","facility","both","1","EA","","43","21.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 9 ML"
"AMITRIPTYLINE 10 MG TABLET","0781-1486-01","NDC","","","","","facility","both","1","EA","","7","3.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 2.5 MG TABLET","0378-5208-77","NDC","","","","","facility","both","1","EA","","15","7.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 5 MG TABLET","0904-6370-61","NDC","","","","","facility","both","1","EA","","15","7.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 250 MG CAPSULE","0781-2020-01","NDC","","","","","facility","both","1","EA","","7","3.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET","16714-014-01","NDC","","","","","facility","both","1","EA","","35","17.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 2 GRAM SOLUTION FOR INJECTION","67457-352-02","NDC","","","","","facility","both","1","EA","","97","48.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 2 GRAM SOLUTION FOR INJECTION","67457-352-10","NDC","","","","","facility","both","1","EA","","97","48.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANASTROZOLE 1 MG TABLET","50268-075-15","NDC","","","","","facility","both","1","EA","","22","11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTITHROMBIN III (HUMAN) 500 (+/-) UNIT INTRAVENOUS SOLUTION","13533-605-21","NDC","","","","","facility","both","1","EA","","36","18","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"APIXABAN 5 MG TABLET","0003-0894-21","NDC","","","","","facility","both","1","EA","","75","37.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ASCORBIC ACID (VITAMIN C) 500 MG TABLET","904052361","NDC","","","","","facility","both","1","EA","","6","3","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AZACITIDINE 100 MG SOLUTION FOR SUBQ INJECTION","72485-201-01","NDC","","","","","facility","both","1","EA","","2347","1173.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION","63323-398-01","NDC","","","","","facility","both","1","EA","","57","28.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AZTREONAM 1 GRAM SOLUTION FOR INJECTION","63323-401-20","NDC","","","","","facility","both","1","EA","","255","127.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"Abatacept injection","J0129","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","47.42","","","","","","","fee schedule","22.42","92.11","APC"
"Abdomen surgery procedure","49999","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","2637.53","","","","","","","fee schedule","843.57","6753.46",""
"Abdomen surgery procedure","49999","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","927.92","","","","","","","fee schedule","843.57","6753.46","APC"
"Abeta42 & ttau eclia csf","0459U","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","265.71","","","","","","","fee schedule","260.5","286.55","APC"
"Ablate bone tumor(s) perq","20982","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","16633.97","","","","","","","fee schedule","4854.06","17938.6","APC"
"Ablate bone tumor(s) perq","20982","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","17938.6","","","","","","","fee schedule","4854.06","17938.6","APC"
"Ablate bone tumor(s) perq","20983","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","8889.3","","","","","","","fee schedule","4854.06","13083.14",""
"Ablt b9 brst tum perq lsr ea","0970T","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","3714.49","","","","","","","fee schedule","3641.66","4005.82","APC"
"Abltj perc uxtr/perph nrv","0440T","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","3174.1","","","","","","","fee schedule","1264.32","3407.72",""
"Abo gnotyp abo 7 exons","0180U","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","280.33","","","","","","","fee schedule","274.83","302.31","APC"
"Abortion (mpr)","59866","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","321.21","","","","","","","fee schedule","283.42","865.76",""
"Abortion Without D&C","779","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100]","850.67","850.67","850.67","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Abortion Without D&C","779","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion","59841","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","2228.87","","","","","","","fee schedule","2117.43","5707.08",""
"Above elbow myoelectronic ct","L6955","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","14621.82","","","","","","","fee schedule","14621.82","16084","APC"
"Above knee manual lock","L5925","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","603.33","","","","","","","fee schedule","548.48","603.33","APC"
"Acetaminophen injection","J0131","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","0.32","","","","","","","fee schedule","0.06","0.32",""
"Acne surgery","10040","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","190.34","","","","","","","fee schedule","88.64","238.92","APC"
"Acoustic refl threshold tst","92568","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","92.82","","","","","","","fee schedule","34.74","136.45",""
"Acth stimulation panel","80406","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","228.36","","","","","","","fee schedule","78.26","344.17",""
"Acupunct w/o stimul 15 min","97810","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","28.92","","","","","","","fee schedule","17.78","47.92","APC"
"Acupunct w/stimul 15 min","97813","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","28.92","","","","","","","fee schedule","17.78","47.92","APC"
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Hmo","2156.76","","","","","","","fee schedule","1062.64","11519.43",""
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","10472.21","","","","","","","fee schedule","1062.64","11519.43","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Lifesource Transplant","","","[Heart Transplant-Case Rate: 160000 Days: 26 Additional Days: 3500] [Heart/Lung Simul. Transplant-Case Rate: 287000 Days: 26 Additional Days: 3500] [Lung Transplant-Double-Case Rate: 225000 Days: 25 Additional Days: 3500] [Lung Transplant-Single-Case Rate: 167000 Days: 25 Additional Days: 3500]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","10206.19","","","","","","","fee schedule","10206.19","28350.53","MSDRG Base Rate"
"Acute Leukemia With Other Procedures","850","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","79175.65","","","","","","","fee schedule","40941.6","85385.51","MSDRG Base Rate"
"Acute Leukemia With Other Procedures","850","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","79175.65","","","","","","","fee schedule","40941.6","85385.51","MSDRG Base Rate"
"Acute Leukemia With Other Procedures","850","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Marketplace Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 7147] [Normal Vaginal Delivery-Case Rate: 5120] [Nursery  Level 1- Boarder-Per Diem: 626] [Nursery  Level 2-Per Diem: 1147] [Nursery  Level 3-Per Diem: 1721] [Nursery  Level 4-NICU-Per Diem: 3452] [Rehab-Per Diem: 1161] [Hospice-Per Diem: 968]","","","","0","other","","","No services performed during 15-month lookback period."
