"2vhpv vaccine 3 dose im","90650","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","221.34","","","","","","","fee schedule","121.01","326.17",""
"3d cntr simula trgt lvr les","0944T","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","244.11","","","","","","","fee schedule","221.92","244.11","APC"
"ACETAZOLAMIDE 250 MG TABLET","60687-619-11","NDC","","","","","facility","both","1","EA","","30","15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE","60687-578-11","NDC","","","","","facility","both","1","EA","","38","19","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR 5 % TOPICAL OINTMENT","65162-835-94","NDC","","","","","facility","both","1","EA","","1353","676.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 G"
"ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION","63323-651-02","NDC","","","","","facility","both","1","EA","","81","40.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION","63323-651-02","NDC","","","","","facility","both","1","EA","","81","40.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"AFO supramalleolar custom","L1907","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","695.27","","","","","","","fee schedule","695.27","764.8","APC"
"ALBENDAZOLE 200 MG TABLET","72205-051-08","NDC","","","","","facility","both","1","EA","","779","389.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION","0944-0493-01","NDC","","","","","facility","both","1","EA","","240","120","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 50 ML"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION","0944-0493-01","NDC","","","","","facility","both","1","EA","","240","120","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 50 ML"
"ALBUTEROL SULFATE 2.5 MG/3ML (0.083%) CONTINUOUS NEBULIZATION (PEDS)","0000-0014-46","NDC","","","","","facility","both","1","EA","","186","93","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 60 ML"
"ALIROCUMAB 150 MG/ML SUBCUTANEOUS PEN INJECTOR","72733-5902-2","NDC","","","","","facility","both","1","EA","","918","459","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 ML"
"ALTEPLASE 1 MG/ML CATH CLEARANCE INJECTION","0000-6001-31","NDC","","","","","facility","both","1","EA","","699","349.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"AMIKACIN 500 MG/2 ML INJECTION SOLUTION","0641-6167-10","NDC","","","","","facility","both","1","EA","","61","30.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"AMIKACIN 500 MG/2 ML INJECTION SOLUTION","23155-290-31","NDC","","","","","facility","both","1","EA","","57","28.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION","67457-153-18","NDC","","","","","facility","both","1","EA","","109","54.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 18 ML"
"AMITRIPTYLINE 10 MG TABLET","70756-201-11","NDC","","","","","facility","both","1","EA","","7","3.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 10 MG TABLET","60687-496-11","NDC","","","","","facility","both","1","EA","","7","3.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
