"2019 nCoV diagnostic P","U0001","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","39.51","","","","","","","fee schedule","22.58","60.86","APC"
"2d cephalometric image","D0340","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","89.03","","","","","","","fee schedule","80.94","114.19","APC"
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","783.79","","","","","","","fee schedule","729.11","2472.37","APC"
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","2302.88","","","","","","","fee schedule","729.11","2472.37",""
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","2472.37","","","","","","","fee schedule","324.48","2472.37",""
"ACETAMINOPHEN 120 MG RECTAL SUPPOSITORY","45802-732-33","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 500 MG TABLET","0904-6730-80","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG/20.3 ML ORAL SOLUTION","66689-056-99","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20.3 ML"
"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE","23155-120-01","NDC","","","","","facility","both","1","EA","","30","15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION","72611-860-01","NDC","","","","","facility","both","1","EA","","262","131","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","579.17","","","","","","","fee schedule","579.17","637.09","APC"
"AK/BK self-aligning unit ea","L5617","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","706.54","","","","","","","fee schedule","692.69","761.96","APC"
"ALBUTEROL SULFATE 2 MG TABLET","53489-176-01","NDC","","","","","facility","both","1","EA","","39","19.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION","76204-200-60","NDC","","","","","facility","both","1","EA","","15","7.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 ML"
"ALUMINUM CHLOR 30% IN 70% ISOPROPYL ALCOHOL COMPOUNDED SOLUTION","0000-9000-21","NDC","","","","","facility","both","1","EA","","169","84.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 120 ML"
"ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP","49348-153-39","NDC","","","","","facility","both","1","EA","","24","12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 355 ML"
"AMBRISENTAN 10 MG TABLET","0591-2406-30","NDC","","","","","facility","both","1","EA","","1252","626","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMIKACIN 500 MG/2 ML INJECTION SOLUTION","63323-815-02","NDC","","","","","facility","both","1","EA","","86","43","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"AMITRIPTYLINE 10 MG TABLET","16729-171-01","NDC","","","","","facility","both","1","EA","","7","3.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 10 MG TABLET","65162-898-09","NDC","","","","","facility","both","1","EA","","191","95.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 5 MG TABLET","65162-897-09","NDC","","","","","facility","both","1","EA","","191","95.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARSENIC TRIOXIDE 1 MG/ML INTRAVENOUS SOLUTION","70121-1483-7","NDC","","","","","facility","both","1","EA","","705","352.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION","63459-601-06","NDC","","","","","facility","both","1","EA","","5774","2887","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6 ML"
"ASPIRIN 325 MG TABLET,DELAYED RELEASE","57896-921-01","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ASPIRIN 81 MG TABLET,DELAYED RELEASE","1093944244","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATENOLOL 25 MG TABLET","0093-0787-01","NDC","","","","","facility","both","1","EA","","10","5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 10 MG TABLET","68084-097-11","NDC","","","","","facility","both","1","EA","","9","4.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 80 MG TABLET","68084-590-95","NDC","","","","","facility","both","1","EA","","17","8.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATROPINE 1 % SUBLINGUAL DROPS","17478-215-02","NDC","","","","","facility","both","1","EA","","282","141","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"ATROPINE 1 % SUBLINGUAL DROPS","17478-215-02","NDC","","","","","facility","both","1","EA","","282","141","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"ATROPINE 1 MG/ML INJECTION WRAPPER","0517-1001-25","NDC","","","","","facility","both","1","EA","","123","61.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 ML"
"AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION","0069-3120-19","NDC","","","","","facility","both","1","EA","","211","105.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 ML"
"Abd paracentesis w/imaging","49083","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","927.92","","","","","","","fee schedule","570.92","1538.79","APC"
"Abd paracentesis","49082","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","600.97","","","","","","","fee schedule","570.92","1538.79",""
"Abd paracentesis","49082","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","1433.3","","","","","","","fee schedule","570.92","1538.79",""
"Abduction rotation bar shoe","L3140","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","112.23","","","","","","","fee schedule","110.03","121.03","APC"
"Ablate pulm tumor perq crybl","32994","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","10875.23","","","","","","","fee schedule","3646.87","10875.23","APC"
"Abltj b9 thyr ndul perq lasr","0673T","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","1651.32","","","","","","","fee schedule","1520.86","2027.81","APC"
"Abltj ire prst8 1+ tum perq","55877","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","10875.23","","","","","","","fee schedule","9886.57","10875.23","APC"
"Abltj perc lxtr/perph nrv","0441T","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","1330.86","","","","","","","fee schedule","1264.32","3407.72",""
"Abortion (mpr)","59866","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","289.09","","","","","","","fee schedule","283.42","865.76","APC"
"Abortion Without D&C","779","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Above knee cushion socket","L5648","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","822.13","","","","","","","fee schedule","806.01","886.61","APC"
"Abrasion lesion single","15786","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","93.31","","","","","","","fee schedule","88.64","238.92",""
"Acetylcysteine injection","J0132","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","0.85","","","","","","","fee schedule","0.85","2.27",""
"Acoustic refl threshold tst","92568","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","69.62","","","","","","","fee schedule","34.74","136.45",""
"Acth stimulation panel","80406","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","86.09","","","","","","","fee schedule","78.26","344.17","APC"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Ambetter Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","20475.35","20475.35","20475.35","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","17324.39","","","","","","","fee schedule","14559.89","29551.12","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","15099.69","","","","","","","fee schedule","14344.71","29114.38",""
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Lifetrac","Transplant","","","[BMT-Allogeneic related-Case Rate: 148900 Days: 30 Additional Days: 4500] [BMT-Allogeneic unrelated-Case Rate: 192950 Days: 40 Additional Days: 4500] [BMT-Autologous-other-Case Rate: 108050 Days: 25 Additional Days: 4500] [Heart Transplant-Case Rate: 114650 Days: 28 Additional Days: 4500] [Heart/Lung Simul. Transplant-Case Rate: 90900 Days: 18 Additional Days: 4500] [Kidney Transplant-Case Rate: 61750 Days: 12 Additional Days: 4500] [Liver Transplant-Case Rate: 107500 Days: 20 Additional Days: 4500] [Lung Transplant-Double-Case Rate: 170900 Days: 32 Additional Days: 4500] [Lung Transplant-Single-Case Rate: 165375 Days: 28 Additional Days: 4500] [Pancreas Transplant-Case Rate: 77180 Days: 16 Additional Days: 4500]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","10206.19","","","","","","","fee schedule","10206.19","28350.53","MSDRG Base Rate"
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Ambetter Health","Transplant","","","[BMT-Allogeneic related-Case Rate: 188490 Days: 40 Additional Days: 5923] [BMT-Allogeneic unrelated-Case Rate: 230720 Days: 40 Additional Days: 5923] [BMT-Autologous-other-Case Rate: 133900 Days: 30 Additional Days: 5923] [Heart Transplant-Case Rate: 269860 Days: 25 Additional Days: 5923] [Kidney Transplant-Case Rate: 101970 Days: 15 Additional Days: 5923] [Liver Transplant-Case Rate: 249260 Days: 25 Additional Days: 5923] [Lung Transplant-Double-Case Rate: 329600 Days: 30 Additional Days: 5923] [Lung Transplant-Single-Case Rate: 236900 Days: 25 Additional Days: 5923] [Pancreas Transplant-Case Rate: 149350 Days: 15 Additional Days: 5923]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute GI blood loss imaging","78278","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","208.77","","","","","","","fee schedule","198.33","534.56",""
