"ADALIMUMAB 10 MG/0.1 ML SUBCUTANEOUS SYRINGE KIT","0074-0817-02","NDC","","","","","facility","both","1","EA","","9393","4696.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALLERGENIC EXTRACT-CANDIDA ALBICANS 1:1000 INJECTION SOLUTION","22840-1646-1","NDC","","","","","facility","both","1","EA","","440","220","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 ML"
"ALPROSTADIL 10 MCG INTRACAVERNOSAL KIT","0009-5181-01","NDC","","","","","facility","both","1","EA","","339","169.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALVIMOPAN 12 MG CAPSULE","0591-2312-15","NDC","","","","","facility","both","1","EA","","711","355.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALVIMOPAN 12 MG CAPSULE","0591-2312-45","NDC","","","","","facility","both","1","EA","","711","355.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMANTADINE HCL 100 MG CAPSULE","0904-7042-06","NDC","","","","","facility","both","1","EA","","15","7.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION","0641-6166-01","NDC","","","","","facility","both","1","EA","","116","58","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 ML"
"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION","23155-290-42","NDC","","","","","facility","both","1","EA","","105","52.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 ML"
"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION","63323-815-04","NDC","","","","","facility","both","1","EA","","167","83.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 ML"
"AMINOLEVULINIC ACID HCL 20 % TOPICAL SOLUTION","67308-101-06","NDC","","","","","facility","both","1","EA","","1190","595","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMITRIPTYLINE 10 MG TABLET","16714-446-01","NDC","","","","","facility","both","1","EA","","7","3.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMITRIPTYLINE 25 MG TABLET","60687-433-01","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 10 MG TABLET","69097-128-05","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 200 MG-POTASSIUM CLAVULANATE 28.5 MG CHEWABLE TABLET","0093-2270-34","NDC","","","","","facility","both","1","EA","","23","11.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 500 MG CAPSULE","0093-3109-05","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET","0781-1852-20","NDC","","","","","facility","both","1","EA","","35","17.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET","60687-803-11","NDC","","","","","facility","both","1","EA","","50","25","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPHOTERICIN 5 MG/ML OPHTH SOLN","0000-0002-57","NDC","","","","","facility","both","1","EA","","269","134.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION","0641-6116-01","NDC","","","","","facility","both","1","EA","","35","17.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION","71288-006-31","NDC","","","","","facility","both","1","EA","","62","31","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANAGRELIDE 0.5 MG CAPSULE","0172-5241-60","NDC","","","","","facility","both","1","EA","","70","35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANGIOTENSIN II 2.5 MG/ML INTRAVENOUS SOLUTION","68547-501-02","NDC","","","","","facility","both","1","EA","","4792","2396","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 ML"
"ANTI-INHIBITOR COAGULANT COMPLX 1,750 UNIT-3,250 UNIT INTRAVENOUS SOLN","64193-425-02","NDC","","","","","facility","both","1","EA","","24","12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 1,000 (+/-) UNIT IV SOLUTION","0944-3053-02","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 INT'L"
"APREPITANT 40 MG CAPSULE","68462-583-85","NDC","","","","","facility","both","1","EA","","377","188.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 2 MG TABLET","60687-157-11","NDC","","","","","facility","both","1","EA","","184","92","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 5 MG TABLET","72865-181-30","NDC","","","","","facility","both","1","EA","","6","3","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATOMOXETINE 10 MG CAPSULE","60505-2830-3","NDC","","","","","facility","both","1","EA","","88","44","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 20 MG TABLET","60505-2579-9","NDC","","","","","facility","both","1","EA","","39","19.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AZACITIDINE 100 MG SOLUTION FOR SUBQ INJECTION","43598-305-62","NDC","","","","","facility","both","1","EA","","930","465","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"Abdomen surgery procedure","22999","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","2453.87","","","","","","","fee schedule","229.42","6283.21",""
"Ablt mal brst tum pq lsr uni","0971T","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","4005.82","","","","","","","fee schedule","3641.66","4005.82","APC"
"Abortion (mpr)","59866","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","304.68","","","","","","","fee schedule","283.42","865.76","APC"
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Exchange","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","11059.74","","","","","","","fee schedule","8020.24","16278.1","MSDRG Base Rate"
"Abortion Without D&C","779","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Abortion","59840","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","2228.87","","","","","","","fee schedule","2117.43","5707.08",""
"Abortion","59841","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","5707.08","","","","","","","fee schedule","2117.43","5707.08",""
"Above knee flex cover system","L5964","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","1261.19","","","","","","","fee schedule","1146.54","1261.19","APC"
"Acesso dl, per sq cm","Q4293","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","118.06","","","","","","","fee schedule","115.74","3211.67","APC"
"Acesso tl, per sq cm","Q4300","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","124.42","","","","","","","fee schedule","115.74","4285.81","APC"
"Acetylcholinesterase assay","82013","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","40.93","","","","","","","fee schedule","12.29","110.3",""
"Acetylcholinesterase assay","82013","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","102.74","","","","","","","fee schedule","12.29","110.3",""
"Acetylcysteine injection","J0132","HCPCS","","","","","facility","outpatient","","","","","","Cigna","All Commercial Plans","0.86","","","","","","","fee schedule","0.85","2.27",""
"Achr antb id imfluor livecll","0545U","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","40.56","","","","","","","fee schedule","37.73","41.5","APC"
"Acne surgery","10040","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","93.31","","","","","","","fee schedule","88.64","238.92",""
"Acne surgery","10040","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","238.92","","","","","","","fee schedule","88.64","238.92",""
"Actigraphy testing","95803","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","232.56","","","","","","","fee schedule","54.87","341.92",""
"Active thrc irrigation spx","1021T","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","627.2","","","","","","","fee schedule","583.44","641.78","APC"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Transplant","","","[BMT-Allogeneic related-Case Rate: 180918 Days: 50 Additional Days: 5070] [BMT-Allogeneic unrelated-Case Rate: 224693 Days: 50 Additional Days: 5070] [BMT-Autologous-other-Case Rate: 126750 Days: 40 Additional Days: 5070] [Heart Transplant-Case Rate: 265023 Days: 30 Additional Days: 4431] [Kidney Transplant-Case Rate: 89303 Days: 12 Additional Days: 4377] [Kidney/Pancreas Simul. Transplant-Case Rate: 155577 Days: 20 Additional Days: 4377] [Liver Transplant-Case Rate: 201647 Days: 27 Additional Days: 4377] [Lung Transplant-Case Rate: 277365 Days: 35 Additional Days: 4377] [Pancreas Transplant-Case Rate: 120989 Days: 20 Additional Days: 4377]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","15916.05","","","","","","","fee schedule","14559.89","29551.12",""
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Healthspring Medicare Managed Care Plan","17324.39","","","","","","","fee schedule","14559.89","29551.12","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","25700.29","","","","","","","fee schedule","14344.71","29114.38","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Medicare Managed Care Plan","25700.29","","","","","","","fee schedule","14344.71","29114.38","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","26214.3","","","","","","","fee schedule","14344.71","29114.38","MSDRG Base Rate"
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Transplant","","","[BMT-Allogeneic related-Case Rate: 180918 Days: 50 Additional Days: 5070] [BMT-Allogeneic unrelated-Case Rate: 224693 Days: 50 Additional Days: 5070] [BMT-Autologous-other-Case Rate: 126750 Days: 40 Additional Days: 5070] [Heart Transplant-Case Rate: 265023 Days: 30 Additional Days: 4431] [Kidney Transplant-Case Rate: 89303 Days: 12 Additional Days: 4377] [Kidney/Pancreas Simul. Transplant-Case Rate: 155577 Days: 20 Additional Days: 4377] [Liver Transplant-Case Rate: 201647 Days: 27 Additional Days: 4377] [Lung Transplant-Case Rate: 277365 Days: 35 Additional Days: 4377] [Pancreas Transplant-Case Rate: 120989 Days: 20 Additional Days: 4377]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","15269.48","","","","","","","fee schedule","10206.19","28350.53",""
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Interlink","Transplant","","","[Transplants: Payment for transplant services is an all-inclusive global case rate that includes services performed in the inpatient and outpatient setting for both hospital and professional services.]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis Without Cc/Mcc","290","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://www.scdhhs.gov/providers/provider-manual-list]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Leukemia With Mcc","834","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Marketplace Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 7147] [Normal Vaginal Delivery-Case Rate: 5120] [Nursery  Level 1- Boarder-Per Diem: 626] [Nursery  Level 2-Per Diem: 1147] [Nursery  Level 3-Per Diem: 1721] [Nursery  Level 4-NICU-Per Diem: 3452] [Rehab-Per Diem: 1161] [Hospice-Per Diem: 968]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Exchange","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","12988.41","","","","","","","fee schedule","12733.74","33555.5","MSDRG Base Rate"
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","12733.74","","","","","","","fee schedule","12733.74","33555.5","MSDRG Base Rate"
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","12243.58","","","","","","","fee schedule","6524.59","13467.94","MSDRG Base Rate"
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare/Medicaid Managed Care Plan","12488.45","","","","","","","fee schedule","6524.59","13467.94","MSDRG Base Rate"
"Acute Major Eye Infections Without Cc/Mcc","122","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Preferred Blue Ppo","7478.41","","","","","","","fee schedule","3851.17","9846.25",""
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Transplant","","","[BMT-Allogeneic related-Case Rate: 180918 Days: 50 Additional Days: 5070] [BMT-Allogeneic unrelated-Case Rate: 224693 Days: 50 Additional Days: 5070] [BMT-Autologous-other-Case Rate: 126750 Days: 40 Additional Days: 5070] [Heart Transplant-Case Rate: 265023 Days: 30 Additional Days: 4431] [Kidney Transplant-Case Rate: 89303 Days: 12 Additional Days: 4377] [Kidney/Pancreas Simul. Transplant-Case Rate: 155577 Days: 20 Additional Days: 4377] [Liver Transplant-Case Rate: 201647 Days: 27 Additional Days: 4377] [Lung Transplant-Case Rate: 277365 Days: 35 Additional Days: 4377] [Pancreas Transplant-Case Rate: 120989 Days: 20 Additional Days: 4377]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","facility","inpatient","","","","","","Ambetter Health","Transplant","","","[BMT-Allogeneic related-Case Rate: 188490 Days: 40 Additional Days: 5923] [BMT-Allogeneic unrelated-Case Rate: 230720 Days: 40 Additional Days: 5923] [BMT-Autologous-other-Case Rate: 133900 Days: 30 Additional Days: 5923] [Heart Transplant-Case Rate: 269860 Days: 25 Additional Days: 5923] [Kidney Transplant-Case Rate: 101970 Days: 15 Additional Days: 5923] [Liver Transplant-Case Rate: 249260 Days: 25 Additional Days: 5923] [Lung Transplant-Double-Case Rate: 329600 Days: 30 Additional Days: 5923] [Lung Transplant-Single-Case Rate: 236900 Days: 25 Additional Days: 5923] [Pancreas Transplant-Case Rate: 149350 Days: 15 Additional Days: 5923]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc","282","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","12547.5","","","","","","","fee schedule","8404.29","24193.39",""
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Transplant","","","[BMT-Allogeneic related-Case Rate: 180918 Days: 50 Additional Days: 5070] [BMT-Allogeneic unrelated-Case Rate: 224693 Days: 50 Additional Days: 5070] [BMT-Autologous-other-Case Rate: 126750 Days: 40 Additional Days: 5070] [Heart Transplant-Case Rate: 265023 Days: 30 Additional Days: 4431] [Kidney Transplant-Case Rate: 89303 Days: 12 Additional Days: 4377] [Kidney/Pancreas Simul. Transplant-Case Rate: 155577 Days: 20 Additional Days: 4377] [Liver Transplant-Case Rate: 201647 Days: 27 Additional Days: 4377] [Lung Transplant-Case Rate: 277365 Days: 35 Additional Days: 4377] [Pancreas Transplant-Case Rate: 120989 Days: 20 Additional Days: 4377]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Lowcountry Blue Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicaid Managed Care Plan","","","[Lesser Than Charges paid at %: 100]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Marketplace Exchange","8053.17","","","","","","","fee schedule","6699.92","13598.33","MSDRG Base Rate"
"Acute venous thrombus image","78456","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","396.16","","","","","","","fee schedule","157.8","1324.54",""
"Acylcarnitines qual","82016","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","18.14","","","","","","","fee schedule","16.49","61.04","APC"
"Add UE prost s/d acrylic","L7405","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","917.94","","","","","","","fee schedule","899.94","989.93","APC"
"Add low ext mec limb vol sys","L5783","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","3465.08","","","","","","","fee schedule","3150.07","3465.08","APC"
"Adj motion knee jnt lerman t","L2186","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","231.34","","","","","","","fee schedule","210.31","231.34","APC"
"Adjust bone fixation device","20693","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","2453.87","","","","","","","fee schedule","2331.18","7423.73",""
"Adm of soc dtr assess 5-15 m","G0136","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","26.58","","","","","","","fee schedule","26.58","38.33",""
"Adm tocilizu covid-19 1st","M0249","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","418.32","","","","","","","fee schedule","249.1","671.39","APC"
"Admin hepatitis b vaccine","G0010","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","53.04","","","","","","","fee schedule","28.83","77.71",""
"Admit For Renal Dialysis","685","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Transplant","","","[BMT-Allogeneic related-Case Rate: 180918 Days: 50 Additional Days: 5070] [BMT-Allogeneic unrelated-Case Rate: 224693 Days: 50 Additional Days: 5070] [BMT-Autologous-other-Case Rate: 126750 Days: 40 Additional Days: 5070] [Heart Transplant-Case Rate: 265023 Days: 30 Additional Days: 4431] [Kidney Transplant-Case Rate: 89303 Days: 12 Additional Days: 4377] [Kidney/Pancreas Simul. Transplant-Case Rate: 155577 Days: 20 Additional Days: 4377] [Liver Transplant-Case Rate: 201647 Days: 27 Additional Days: 4377] [Lung Transplant-Case Rate: 277365 Days: 35 Additional Days: 4377] [Pancreas Transplant-Case Rate: 120989 Days: 20 Additional Days: 4377]","","","","0","other","","","No services performed during 15-month lookback period."
"Admit For Renal Dialysis","685","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","31021.32","","","","","","","fee schedule","21213.85","57599.71",""
"Aep thrshld est mlt freq i&r","92652","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","391.68","","","","","","","fee schedule","200.83","768.81",""
"Aep thrshld est mlt freq i&r","92652","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","716.11","","","","","","","fee schedule","200.83","768.81",""
"Aerosol inhalation treatment","94642","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","218.94","","","","","","","fee schedule","148.81","401.07","APC"
"Aerosol inhalation treatment","94642","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","224.03","","","","","","","fee schedule","148.81","401.07","APC"
"Aff2 gene charac alleles","81172","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","274.83","","","","","","","fee schedule","274.83","302.31","APC"
"Aff2 gene detc abnor alleles","81171","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","147.28","","","","","","","fee schedule","137","150.7","APC"
"Afo ankle gauntlet pre ots","L1902","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","94.39","","","","","","","fee schedule","94.39","103.83","APC"
"Afo plastic molded w/ankle j","L1970","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","960.94","","","","","","","fee schedule","942.1","1036.31","APC"
"After cataract laser surgery","66821","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","562.69","","","","","","","fee schedule","476.1","1283.23","APC"
"Aftercare With Cc/Mcc","949","MS-DRG","","","","","facility","inpatient","","","","","","Ambetter Health","Transplant","","","[BMT-Allogeneic related-Case Rate: 188490 Days: 40 Additional Days: 5923] [BMT-Allogeneic unrelated-Case Rate: 230720 Days: 40 Additional Days: 5923] [BMT-Autologous-other-Case Rate: 133900 Days: 30 Additional Days: 5923] [Heart Transplant-Case Rate: 269860 Days: 25 Additional Days: 5923] [Kidney Transplant-Case Rate: 101970 Days: 15 Additional Days: 5923] [Liver Transplant-Case Rate: 249260 Days: 25 Additional Days: 5923] [Lung Transplant-Double-Case Rate: 329600 Days: 30 Additional Days: 5923] [Lung Transplant-Single-Case Rate: 236900 Days: 25 Additional Days: 5923] [Pancreas Transplant-Case Rate: 149350 Days: 15 Additional Days: 5923]","","","","0","other","","","No services performed during 15-month lookback period."
