"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","783.79","","","","","","","fee schedule","729.11","2472.37","APC"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","324.48","","","","","","","fee schedule","324.48","2472.37","APC"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","1259.96","","","","","","","fee schedule","324.48","2472.37",""
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Preferred Blue Ppo","2302.88","","","","","","","fee schedule","324.48","2472.37",""
"3-d radiotherapy plan","77295","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","1372.46","","","","","","","fee schedule","1287.35","3699.18",""
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","128.65","","","","","","","fee schedule","119.68","131.64","APC"
"4-bar link above knee w/swng","L5614","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","2245.81","","","","","","","fee schedule","2089.13","2298.04","APC"
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","330.03","","","","","","","fee schedule","122.45","330.03",""
"9vhpv vaccine 3 dose im","90651","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","195.84","","","","","","","fee schedule","142.78","741.51",""
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE","60687-121-25","NDC","","","","","facility","both","1","EA","","21","10.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION","0000-0006-96","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6.25 ML"
"ACETAMINOPHEN 300 MG-CODEINE 60 MG TABLET","0406-0485-01","NDC","","","","","facility","both","1","EA","","12","6","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 325 MG TABLET","1093943444","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 325 MG TABLET","50580-496-98","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG/20.3 ML ORAL SOLUTION","0904-6820-76","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20.3 ML"
"ACITRETIN 25 MG CAPSULE","42291-088-30","NDC","","","","","facility","both","1","EA","","227","113.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR 200 MG CAPSULE","68084-107-11","NDC","","","","","facility","both","1","EA","","13","6.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR 400 MG TABLET","0904-5790-61","NDC","","","","","facility","both","1","EA","","18","9","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR 5 % TOPICAL OINTMENT","0378-8700-06","NDC","","","","","facility","both","1","EA","","1353","676.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 G"
"ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION","55150-192-01","NDC","","","","","facility","both","1","EA","","492","246","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 ML"
"ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION","67457-855-02","NDC","","","","","facility","both","1","EA","","49","24.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"AFO supramalleolar custom","L1907","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","747.42","","","","","","","fee schedule","695.27","764.8","APC"
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION","68982-643-02","NDC","","","","","facility","both","1","EA","","471","235.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 ML"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION","0487-9501-60","NDC","","","","","facility","both","1","EA","","11","5.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 ML"
