"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","802.02","","","","","","","fee schedule","729.11","2472.37","APC"
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","917.29","","","","","","","fee schedule","729.11","2472.37",""
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","1679.94","","","","","","","fee schedule","729.11","2472.37",""
"5% dextrose/water","J7060","HCPCS","","","","","facility","outpatient","","","","","","Cigna","All Commercial Plans","2.73","","","","","","","fee schedule","2.73","3.87",""
"9vhpv vaccine 3 dose im","90651","HCPCS","","","","","facility","outpatient","","","","","","Cigna","Marketplace Exchange","516.78","","","","","","","fee schedule","142.78","741.51",""
"ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION","0000-0006-94","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3.75 ML"
"ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION","0000-0006-97","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 7.5 ML"
"ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION","0000-0007-01","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15.6 ML"
"ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET","0406-0484-23","NDC","","","","","facility","both","1","EA","","13","6.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION","0409-3308-11","NDC","","","","","facility","both","1","EA","","182","91","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ACYCLOVIR 400 MG TABLET","50268-061-11","NDC","","","","","facility","both","1","EA","","27","13.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ADALIMUMAB 80 MG/0.8 ML SUBCUTANEOUS SYRINGE KIT","0074-2540-03","NDC","","","","","facility","both","1","EA","","18780","9390","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ADENOSINE 3 MG/ML INTRAVENOUS SYRINGE","63323-651-90","NDC","","","","","facility","both","1","EA","","185","92.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 ML"
"ALFENTANIL 500 MCG/ML INJECTION SOLUTION","17478-067-05","NDC","","","","","facility","both","1","EA","","114","57","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 ML"
"ALTEPLASE 1 MG/ML CATH CLEARANCE INJECTION","0000-9003-54","NDC","","","","","facility","both","1","EA","","352","176","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 ML"
"AMLODIPINE 5 MG TABLET","0069-1530-41","NDC","","","","","facility","both","1","EA","","64","32","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 1 GRAM SOLUTION FOR INJECTION","0781-3404-95","NDC","","","","","facility","both","1","EA","","55","27.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 1 GRAM SOLUTION FOR INJECTION","44567-102-10","NDC","","","","","facility","both","1","EA","","47","23.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 250 MG SOLUTION FOR INJECTION","0781-3402-95","NDC","","","","","facility","both","1","EA","","30","15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 250 MG SOLUTION FOR INJECTION","0781-3402-95","NDC","","","","","facility","both","1","EA","","30","15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 250 MG SOLUTION FOR INJECTION","0781-3402-95","NDC","","","","","facility","both","1","EA","","30","15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION","0641-6117-01","NDC","","","","","facility","both","1","EA","","58","29","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTI-THYMOCYTE GLOBULIN (RABBIT) 25 MG INTRAVENOUS SOLUTION","58468-0080-1","NDC","","","","","facility","both","1","EA","","4546","2273","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTITHROMBIN III, HUMAN RECOMBINANT 1,750 UNIT INTRAVENOUS SOLUTION","42976-121-02","NDC","","","","","facility","both","1","EA","","18","9","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"APREPITANT 80 MG CAPSULE","0781-2322-68","NDC","","","","","facility","both","1","EA","","694","347","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARFORMOTEROL 15 MCG/2 ML SOLUTION FOR NEBULIZATION","70756-612-60","NDC","","","","","facility","both","1","EA","","123","61.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"ARIPIPRAZOLE 5 MG TABLET","65162-897-03","NDC","","","","","facility","both","1","EA","","191","95.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ASPIRIN 81 MG TABLET,DELAYED RELEASE","49483-481-12","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATENOLOL 100 MG TABLET","0093-0753-01","NDC","","","","","facility","both","1","EA","","13","6.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATENOLOL 100 MG TABLET","51079-685-20","NDC","","","","","facility","both","1","EA","","14","7","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATEZOLIZUMAB 1,875 MG-HYALURONIDASE-TQJS 30,000 UNIT/15 ML SUBCUT SOLN","50242-933-01","NDC","","","","","facility","both","1","EA","","30520","15260","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 ML"
"ATOMOXETINE 10 MG CAPSULE","16714-755-01","NDC","","","","","facility","both","1","EA","","88","44","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 80 MG TABLET","0904-6293-04","NDC","","","","","facility","both","1","EA","","17","8.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 80 MG TABLET","51079-211-01","NDC","","","","","facility","both","1","EA","","17","8.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AZELASTINE 0.05 % EYE DROPS","60505-0578-4","NDC","","","","","facility","both","1","EA","","357","178.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6 ML"
"AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION","0093-2026-31","NDC","","","","","facility","both","1","EA","","207","103.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"Abatacept injection","J0129","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","40","","","","","","","fee schedule","22.42","92.11",""
"Abatacept injection","J0129","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","48.52","","","","","","","fee schedule","22.42","92.11","APC"
"Abd paracentesis w/imaging","49083","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","860.44","","","","","","","fee schedule","570.92","1538.79","APC"
"Abdomen surgery procedure","22999","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","246.63","","","","","","","fee schedule","229.42","6283.21","APC"
"Abdomen surgery procedure","49999","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","2637.53","","","","","","","fee schedule","843.57","6753.46",""
"Abduct control hip semi-flex","L1630","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","202.22","","","","","","","fee schedule","198.25","218.08","APC"
"Abeta42 & ttau eclia csf","0459U","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","260.5","","","","","","","fee schedule","260.5","286.55","APC"
"Abl1 gene","81170","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","300","","","","","","","fee schedule","300","330","APC"
"Ablate bone tumor(s) perq","20983","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","6666.98","","","","","","","fee schedule","4854.06","13083.14",""
"Ablate heart dysrhythm focus","93650","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","7798.37","","","","","","","fee schedule","5281.8","14236","APC"
"Ablate heart dysrhythm focus","93650","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","9672.66","","","","","","","fee schedule","5281.8","14236",""
"Ablate inf turbinate submuc","30802","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","1106.96","","","","","","","fee schedule","806.24","2173.06",""
"Ablt mal brst tum pq lsr uni","0971T","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","3914.78","","","","","","","fee schedule","3641.66","4005.82","APC"
"Abltj ire prst8 1+ tum perq","55877","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","10628.07","","","","","","","fee schedule","9886.57","10875.23","APC"
"Abltj perc plex/trncl nrv","0442T","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","8978.45","","","","","","","fee schedule","4107.98","11072.21","APC"
"Abltj perc uxtr/perph nrv","0440T","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","3407.72","","","","","","","fee schedule","1264.32","3407.72",""
"Abortion With D&C, Aspiration Curettage Or Hysterotomy","770","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1200] [Transplants-Case Rate: FEE SCHEDULE]","11688.62","11688.62","11688.62","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Abortion","59840","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","2117.43","","","","","","","fee schedule","2117.43","5707.08",""
"Achr antb id imfluor livecll","0545U","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","38.48","","","","","","","fee schedule","37.73","41.5","APC"
"Acne surgery","10040","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","121.64","","","","","","","fee schedule","88.64","238.92",""
"Acoustic immitance testing","92570","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","52.95","","","","","","","fee schedule","50.3","135.58",""
"Acoustic immitance testing","92570","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","122.07","","","","","","","fee schedule","50.3","135.58","APC"
"Actigraphy testing","95803","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","341.92","","","","","","","fee schedule","54.87","341.92",""
"Actigraphy testing","95803","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","126.85","","","","","","","fee schedule","54.87","341.92",""
"Acute Adjustment Reaction And Psychosocial Dysfunction","880","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Exchange","11519.43","","","","","","","fee schedule","1062.64","11519.43","MSDRG Base Rate"
"Acute And Subacute Endocarditis With Cc","289","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute And Subacute Endocarditis With Mcc","288","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","20907.91","","","","","","","fee schedule","14344.71","29114.38",""
"Acute GI blood loss imaging","78278","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","379.25","","","","","","","fee schedule","198.33","534.56","APC"
