"Acute Leukemia With Cc","835","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Preferred Blue Ppo","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","55815.52","55815.52","89005.28","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Leukemia With Cc","835","MS-DRG","","","","","facility","inpatient","","","","","","Optum Health Care Solutions","Transplant Medicare Managed Care Plan","20289.35","","","","","","","fee schedule","20289.35","58338.4","MSDRG Base Rate"
"Acute Leukemia With Mcc","834","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Ambetter Exchange","53727.31","","","","","","","fee schedule","49978.89","257660.21","MSDRG Base Rate"
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","17403","","","","","","","fee schedule","12733.74","33555.5",""
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Hmo","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Lowcountry Blue Exchange","16532.85","","","","","","","fee schedule","12733.74","33555.5",""
"Acute Leukemia Without Cc/Mcc","836","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","24096.28","","","","","","","fee schedule","12733.74","33555.5",""
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Hmo","13242.47","","","","","","","fee schedule","6524.59","13467.94",""
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Blueessentials Exchange","6867.99","","","","","","","fee schedule","6524.59","13467.94",""
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 900] [Transplants-Case Rate: FEE SCHEDULE]","7132.79","7132.79","7132.79","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Lowcountry Blue Exchange","6524.59","","","","","","","fee schedule","6524.59","13467.94",""
"Acute Major Eye Infections With Cc/Mcc","121","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Healthspring Medicare Managed Care Plan","12488.45","","","","","","","fee schedule","6524.59","13467.94","MSDRG Base Rate"
"Acute Major Eye Infections Without Cc/Mcc","122","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections Without Cc/Mcc","122","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicare Managed Care Plan","9130.16","","","","","","","fee schedule","3851.17","9846.25","MSDRG Base Rate"
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Ambetter Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Ambetter Health","Transplant","","","[BMT-Allogeneic related-Case Rate: 188490 Days: 40 Additional Days: 5923] [BMT-Allogeneic unrelated-Case Rate: 230720 Days: 40 Additional Days: 5923] [BMT-Autologous-other-Case Rate: 133900 Days: 30 Additional Days: 5923] [Heart Transplant-Case Rate: 269860 Days: 25 Additional Days: 5923] [Kidney Transplant-Case Rate: 101970 Days: 15 Additional Days: 5923] [Liver Transplant-Case Rate: 249260 Days: 25 Additional Days: 5923] [Lung Transplant-Double-Case Rate: 329600 Days: 30 Additional Days: 5923] [Lung Transplant-Single-Case Rate: 236900 Days: 25 Additional Days: 5923] [Pancreas Transplant-Case Rate: 149350 Days: 15 Additional Days: 5923]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Major Eye Infections","044","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Exchange","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive With Cc","281","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","State Other Commercial Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1200] [Transplants-Case Rate: FEE SCHEDULE]","10616.52","10616.52","10616.52","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Myocardial Infarction, Discharged Alive With Cc","281","MS-DRG","","","","","facility","inpatient","","","","","","Molina","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://www.scdhhs.gov/providers/provider-manual-list]","15233.43","15233.43","15233.43","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Hmo","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive With Mcc","280","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","16409.87","","","","","","","fee schedule","16088.11","38077.49","MSDRG Base Rate"
"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc","282","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","6011","6011","6287.89","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc","282","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc","282","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired With Cc","284","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","8297.49","","","","","","","fee schedule","8134.79","20492.76","MSDRG Base Rate"
"Acute Myocardial Infarction, Expired With Mcc","283","MS-DRG","","","","","facility","inpatient","","","","","","Absolute Total Care","Medicaid Managed Care Plan","","","[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://www.scdhhs.gov/providers/provider-manual-list]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Bluechoice Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Blueessentials Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Employee","7324.05","","","","","","","fee schedule","6699.92","13598.33",""
"Acute Myocardial Infarction, Expired Without Cc/Mcc","285","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Healthspring Medicare Managed Care Plan","7467.48","","","","","","","fee schedule","6699.92","13598.33","MSDRG Base Rate"
"Acylcarnitines qual","82016","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","16.82","","","","","","","fee schedule","16.49","61.04","APC"
"Adapt behavior tx phys/qhp","97155","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","181.59","","","","","","","fee schedule","53.95","181.59","APC"
"Adenovirus ag if","87260","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","14.43","","","","","","","fee schedule","14.43","52.64","APC"
"Adenovirus ag if","87260","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","34.9","","","","","","","fee schedule","14.43","52.64",""
"Adjust bone fixation device","20693","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","2453.87","","","","","","","fee schedule","2331.18","7423.73",""
"Admin influenza virus vac","G0008","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Hmo","108.68","","","","","","","fee schedule","40.32","108.68",""
"Admin pneumococcal vaccine","G0009","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","40.32","","","","","","","fee schedule","40.32","108.68",""
"Adrc ther prtl rc tear","0717T","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","3295.94","","","","","","","fee schedule","3295.94","3625.53","APC"
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Clover Health","Medicare Managed Care Plan","","","[MSDRG Base Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Interlink","Transplant","","","[Transplants: Payment for transplant services is an all-inclusive global case rate that includes services performed in the inpatient and outpatient setting for both hospital and professional services.]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal And Pituitary Procedures With Cc/Mcc","614","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Medicare Managed Care Plan","21638.13","","","","","","","fee schedule","21213.85","57599.71","MSDRG Base Rate"
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Blueessentials Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","21634.9","21634.9","21634.9","1 through 10","other","","","Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
"Adrenal And Pituitary Procedures Without Cc/Mcc","615","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Marketplace Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 7147] [Normal Vaginal Delivery-Case Rate: 5120] [Nursery  Level 1- Boarder-Per Diem: 626] [Nursery  Level 2-Per Diem: 1147] [Nursery  Level 3-Per Diem: 1721] [Nursery  Level 4-NICU-Per Diem: 3452] [Rehab-Per Diem: 1161] [Hospice-Per Diem: 968]","","","","0","other","","","No services performed during 15-month lookback period."
"Adrenal cortex & medulla img","78075","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","659.13","","","","","","","fee schedule","626.17","1687.72",""
"Adrnl cortcl tum bchm asy 25","0015M","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1305.37","","","","","","","fee schedule","1305.37","1435.91","APC"
"Adult electric hand","L7007","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","4212.72","","","","","","","fee schedule","4212.72","4633.99","APC"
"Aep hearing status deter i&r","92651","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","133.53","","","","","","","fee schedule","126.85","341.92",""
"Aep hearing status deter i&r","92651","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","220.91","","","","","","","fee schedule","126.85","341.92","APC"
"Aep neurodiagnostic i&r","92653","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","285.24","","","","","","","fee schedule","200.83","768.81",""
"Afamelanotide implant, 1 mg","J7352","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","3002.29","","","","","","","fee schedule","2068.65","6177.66","APC"
"Afluria vacc, 3 yrs & >, im","Q2035","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","10.03","","","","","","","fee schedule","9.53","25.67",""
"Afluria vacc, 3 yrs & >, im","Q2035","HCPCS","","","","","facility","outpatient","","","","","","Cigna","All Commercial Plans","17.84","","","","","","","fee schedule","9.53","25.67",""
"Afo molded ankle gauntlet","L1904","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","551.17","","","","","","","fee schedule","540.36","594.4","APC"
"Afo rig ant tib prefab TCF/=","L1932","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","1212.88","","","","","","","fee schedule","1102.62","1212.88","APC"
"Afo rig ant tib tcf/= ots","L1933","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1102.62","","","","","","","fee schedule","1102.62","1212.88","APC"
"Afo spiral molded to pt plas","L1950","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","941.51","","","","","","","fee schedule","855.92","941.51","APC"
"Afo tib fx cast molded to pt","L2108","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","1252.34","","","","","","","fee schedule","1227.78","1350.56","APC"
"Aftercare With Cc/Mcc","949","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","","[MSDRG Base Rate: FEE SCHEDULE] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 8637 (%BC): 58.60] [All Other IP (%BC): 58.60]","","","","0","other","","","No services performed during 15-month lookback period."
"Aftercare Without Cc/Mcc","950","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Blueessentials Exchange","","","[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Transplants-Case Rate: FEE SCHEDULE]","","","","0","other","","","No services performed during 15-month lookback period."
