"1st psyc collab care mgmt","99492","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","74.21","","","","","","","fee schedule","53.95","145.41",""
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","122.45","","","","","","","fee schedule","122.45","330.03",""
"5% dextrose/water","J7060","HCPCS","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","3.87","","","","","","","fee schedule","2.73","3.87",""
"ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML ORAL SOLUTION","50383-079-16","NDC","","","","","facility","both","1","EA","","109","54.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 473 ML"
"ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL LIQUID WRAPPER","68094-015-59","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 ML"
"ACETAMINOPHEN 325 MG/10.15 ML ORAL SOLUTION","81033-002-10","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10.15 ML"
"ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION","63323-692-10","NDC","","","","","facility","both","1","EA","","125","62.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSPENSION","66689-202-04","NDC","","","","","facility","both","1","EA","","177","88.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 120 ML"
"ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION","0000-0004-71","NDC","","","","","facility","both","1","EA","","60","30","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","622.61","","","","","","","fee schedule","579.17","637.09","APC"
"AFO w/ankle joint, prefab","L1971","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","637.09","","","","","","","fee schedule","579.17","637.09","APC"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION","0487-9501-00","NDC","","","","","facility","both","1","EA","","11","5.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 ML"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION","47335-703-49","NDC","","","","","facility","both","1","EA","","15","7.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 ML"
"ALLOPURINOL 100 MG TABLET","0378-0137-01","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALLOPURINOL 100 MG TABLET","0904-7041-61","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALPRAZOLAM 0.5 MG TABLET","51079-789-01","NDC","","","","","facility","both","1","EA","","10","5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALTEPLASE 100 MG INTRAVENOUS SOLUTION","50242-085-27","NDC","","","","","facility","both","1","EA","","23872","11936","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMIKACIN 500 MG/2 ML INJECTION SOLUTION","63323-815-21","NDC","","","","","facility","both","1","EA","","86","43","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"AMOXICILLIN-POTASSIUM CLAVULANATE 1,000 MG-62.5 MG TABLET,EXT.REL 12HR","0781-1943-82","NDC","","","","","facility","both","1","EA","","54","27","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPHOTERICIN B 50 MG SOLUTION FOR INJECTION","39822-1055-5","NDC","","","","","facility","both","1","EA","","208","104","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPHOTERICIN B LIPOSOME 50 MG INTRAVENOUS SUSPENSION","62756-233-01","NDC","","","","","facility","both","1","EA","","1039","519.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN 10 GRAM SOLUTION FOR INJECTION","0781-9409-95","NDC","","","","","facility","both","1","EA","","370","185","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 15 MG TABLET","16714-786-01","NDC","","","","","facility","both","1","EA","","190","95","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 15 MG TABLET","65162-899-03","NDC","","","","","facility","both","1","EA","","191","95.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 15 MG TABLET","65862-664-30","NDC","","","","","facility","both","1","EA","","191","95.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
