"ABACAVIR 600 MG-LAMIVUDINE 300 MG TABLET","49702-206-13","NDC","","","","","facility","both","1","EA","","180","90","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ABATACEPT 125 MG/ML SUBCUTANEOUS SYRINGE","0003-2188-11","NDC","","","","","facility","both","1","EA","","4202","2101","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 ML"
"ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL LIQUID WRAPPER","0121-0657-00","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 ML"
"ACETYLCHOLINE CHLORIDE 1 % (10 MG/ML) INTRAOCULAR KIT","24208-539-20","NDC","","","","","facility","both","1","EA","","535","267.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION","68462-946-30","NDC","","","","","facility","both","1","EA","","231","115.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ACETYLCYSTEINE-MECOBALAMIN-LEVOMEFOLATE CALC. 600 MG-2 MG-6 MG TABLET","5199181190","NDC","","","","","facility","both","1","EA","","21","10.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ADENOSINE 3 MG/ML INTRAVENOUS SYRINGE","25021-301-67","NDC","","","","","facility","both","1","EA","","116","58","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION","68982-623-02","NDC","","","","","facility","both","1","EA","","7","3.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 250 ML"
"ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER","0173-0682-20","NDC","","","","","facility","both","1","EA","","237","118.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 18 G"
"ALLOPURINOL 100 MG TABLET","0603-2115-21","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALTEPLASE 1 MG/1 ML SYRINGE FOR INTRA PROC IR","0000-9000-08","NDC","","","","","facility","both","1","EA","","304","152","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 ML"
"AMANTADINE HCL 50 MG/5 ML ORAL SOLUTION","60687-797-42","NDC","","","","","facility","both","1","EA","","34","17","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION","63323-815-22","NDC","","","","","facility","both","1","EA","","167","83.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 ML"
"AMINO ACID 5 % NO.6-DEXTROSE 20 %-ELECTROLYTES NO.23 IV SOLUTION","0338-1125-04","NDC","","","","","facility","both","1","EA","","357","178.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2000 ML"
"AMIODARONE 200 MG TABLET","60687-437-11","NDC","","","","","facility","both","1","EA","","9","4.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMIODARONE 200 MG TABLET","68084-371-11","NDC","","","","","facility","both","1","EA","","9","4.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMITRIPTYLINE 25 MG TABLET","60687-433-11","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 10 MG TABLET","68382-123-05","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMLODIPINE 5 MG TABLET","51079-451-20","NDC","","","","","facility","both","1","EA","","15","7.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMOXICILLIN 125 MG-POTASSIUM CLAVULANATE 31.25 MG/5 ML ORAL SUSP","72508-012-03","NDC","","","","","facility","both","1","EA","","2261","1130.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 ML"
"AMOXICILLIN 400 MG-POTASSIUM CLAVULANATE 57 MG/5 ML ORAL SUSPENSION","16714-293-02","NDC","","","","","facility","both","1","EA","","277","138.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 75 ML"
"AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION","25021-142-20","NDC","","","","","facility","both","1","EA","","44","22","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION","67457-349-03","NDC","","","","","facility","both","1","EA","","94","47","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANAKINRA 100 MG/0.67 ML SUBCUTANEOUS SYRINGE","66658-234-07","NDC","","","","","facility","both","1","EA","","860","430","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 0.67 ML"
"APREPITANT 125 MG (1)-80 MG (2) CAPSULES IN A DOSE PACK","0006-3862-03","NDC","","","","","facility","both","1","EA","","3146","1573","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARFORMOTEROL 15 MCG/2 ML SOLUTION FOR NEBULIZATION","70756-612-44","NDC","","","","","facility","both","1","EA","","123","61.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 2 ML"
"ARIPIPRAZOLE 5 MG TABLET","43598-555-30","NDC","","","","","facility","both","1","EA","","191","95.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION","70710-1610-1","NDC","","","","","facility","both","1","EA","","2455","1227.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 6 ML"
