"2019 nCoV diagnostic P","U0001","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Bluechoice Exchange","23.77","","","","","","","fee schedule","22.58","60.86",""
"3d bn img algor drvd fr mri","G0566","HCPCS","","","","","facility","outpatient","","","","","","Molina","Exchange","131.64","","","","","","","fee schedule","119.68","131.64","APC"
"AB IOL ALC ALL TFXTX0 TORIC PANOPTIX","27601021","CDM","0276","RC","V2632","HCPCS","facility","both","","","","4790","2395","","","","","","","","","","","","","Gross Charge Type: standard"
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION","24201-100-01","NDC","","","","","facility","both","1","EA","","81","40.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 100 ML"
"ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION","05058-599-01","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 59 ML"
"ACETAMINOPHEN 500 MG TABLET","70677-1138-3","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG/20.3 ML DYE-FREE ORAL SOLUTION","81033-002-20","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20.3 ML"
"ACETAMINOPHEN 650 MG/20.3 ML ORAL SOLUTION","60687-571-24","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20.3 ML"
"ACETAMINOPHEN 650 MG/20.3 ML ORAL SUSPENSION","0121-2823-21","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20.3 ML"
"ACETIC ACID 2 % EAR SOLUTION","50383-889-15","NDC","","","","","facility","both","1","EA","","236","118","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 15 ML"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION","55150-259-30","NDC","","","","","facility","both","1","EA","","221","110.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION","0409-1932-02","NDC","","","","","facility","both","1","EA","","469","234.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION","67457-856-20","NDC","","","","","facility","both","1","EA","","533","266.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 ML"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION","0378-8270-52","NDC","","","","","facility","both","1","EA","","15","7.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 ML"
"ALLOPURINOL 100 MG TABLET","51079-205-20","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ALLOPURINOL 300 MG TABLET","51079-206-20","NDC","","","","","facility","both","1","EA","","10","5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMBRISENTAN 5 MG TABLET","61958-0801-5","NDC","","","","","facility","both","1","EA","","1100","550","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
