"1st psyc collab care mgmt","99492","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Lowcountry Blue Exchange","53.95","","","","","","","fee schedule","53.95","145.41",""
"2d tte w or w/o fol w/con,co","C8923","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","729.11","","","","","","","fee schedule","729.11","2472.37","APC"
"2d tte w or w/o fol w/con,fu","C8924","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","965.57","","","","","","","fee schedule","324.48","2472.37",""
"3-d radiotherapy plan","77295","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","1383.9","","","","","","","fee schedule","1287.35","3699.18","APC"
"3-d radiotherapy plan","77295","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","1313.1","","","","","","","fee schedule","1287.35","3699.18","APC"
"9vhpv vaccine 3 dose im","90651","HCPCS","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","741.51","","","","","","","fee schedule","142.78","741.51",""
"ACETAMINOPHEN 325 MG TABLET","57896-104-10","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY","45802-730-00","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAZOLAMIDE 250 MG TABLET","0904-6663-61","NDC","","","","","facility","both","1","EA","","31","15.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION","39822-0190-1","NDC","","","","","facility","both","1","EA","","233","116.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION","0574-0805-30","NDC","","","","","facility","both","1","EA","","768","384","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION","70594-111-02","NDC","","","","","facility","both","1","EA","","249","124.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ACYCLOVIR 200 MG CAPSULE","68084-107-01","NDC","","","","","facility","both","1","EA","","13","6.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACYCLOVIR 400 MG TABLET","50268-061-15","NDC","","","","","facility","both","1","EA","","27","13.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ADALIMUMAB 40 MG/0.4 ML SUBCUTANEOUS PEN KIT","0074-0554-71","NDC","","","","","facility","both","1","EA","","9393","4696.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION","0409-1932-01","NDC","","","","","facility","both","1","EA","","314","157","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 ML"
"AFO spiral prefabricated","L1951","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","1037.71","","","","","","","fee schedule","1037.71","1141.48","APC"
"ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER","0173-0682-24","NDC","","","","","facility","both","1","EA","","163","81.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 8 G"
"ALLOPURINOL 100 MG TABLET","16714-041-10","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"AMITRIPTYLINE 10 MG TABLET","50268-037-11","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANASTROZOLE 1 MG TABLET","60687-112-21","NDC","","","","","facility","both","1","EA","","22","11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTIHEMOPHILIC FACTOR (RECOMB) 500 (+/-) UNIT INTRAVENOUS SOLUTION","0944-2842-10","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 500 (+/-) UNIT IV SOLUTION","0944-3052-04","NDC","","","","","facility","both","1","EA","","19","9.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 10 MG TABLET","50268-089-11","NDC","","","","","facility","both","1","EA","","178","89","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARIPIPRAZOLE 2 MG TABLET","59148-006-13","NDC","","","","","facility","both","1","EA","","140","70","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ARSENIC TRIOXIDE 1 MG/ML INTRAVENOUS SOLUTION","70860-217-10","NDC","","","","","facility","both","1","EA","","687","343.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 10 ML"
"ASPIRIN 81 MG CHEWABLE TABLET","0904-6794-80","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATOMOXETINE 10 MG CAPSULE","64980-373-03","NDC","","","","","facility","both","1","EA","","88","44","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ATORVASTATIN 40 MG TABLET","0071-0157-40","NDC","","","","","facility","both","1","EA","","125","62.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
