"2d cephalometric image","D0340","HCPCS","","","","","facility","outpatient","","","","","","Absolute Total Care","Ambetter Exchange","87.01","","","","","","","fee schedule","80.94","114.19","APC"
"2d cephalometric image","D0340","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","85.64","","","","","","","fee schedule","80.94","114.19",""
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Employee","168.3","","","","","","","fee schedule","122.45","330.03",""
"5% dextrose with potassium","S5012","HCPCS","","","","","facility","outpatient","","","","","","Cigna","Marketplace Exchange","7.28","","","","","","","fee schedule","7.28","7.28",""
"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE","51079-241-01","NDC","","","","","facility","both","1","EA","","14","7","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION","0000-0006-99","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 11.25 ML"
"ACETAMINOPHEN 325 MG TABLET","63739-087-02","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAMINOPHEN 650 MG/20.3 ML ORAL SUSPENSION","68094-030-62","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20.3 ML"
"ACETAZOLAMIDE 250 MG TABLET","50268-054-11","NDC","","","","","facility","both","1","EA","","30","15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION","0517-7604-25","NDC","","","","","facility","both","1","EA","","105","52.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 4 ML"
"ACETYLCYSTEINE 600 MG CAPSULE","54629-4097-60","NDC","","","","","facility","both","1","EA","","6","3","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACTIVATED CHARCOAL-SORBITOL 25 GRAM/120 ML ORAL SUSPENSION","66689-203-04","NDC","","","","","facility","both","1","EA","","177","88.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 120 ML"
"ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION","0000-0006-42","NDC","","","","","facility","both","1","EA","","33","16.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 5 ML"
