"1st psyc collab care mgmt","99492","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","State Other Commercial Plan","98.94","","","","","","","fee schedule","53.95","145.41",""
"2019 nCoV diagnostic P","U0001","HCPCS","","","","","facility","outpatient","","","","","","Aetna","Medicare Managed Care Plan","35.92","","","","","","","fee schedule","22.58","60.86","APC"
"2019 nCoV diagnostic P","U0001","HCPCS","","","","","facility","outpatient","","","","","","Clover Health","Medicare Managed Care Plan","36.64","","","","","","","fee schedule","22.58","60.86","APC"
"2d tee w or w/o fol w/con,in","C8925","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","965.57","","","","","","","fee schedule","729.11","2472.37",""
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","facility","outpatient","","","","","","Bcbs","Blueessentials Exchange","128.89","","","","","","","fee schedule","122.45","330.03",""
"4vhpv vaccine 3 dose im","90649","HCPCS","","","","","facility","outpatient","","","","","","Unitedhealthcare","All Commercial Plans","232.67","","","","","","","fee schedule","122.45","330.03",""
"5% dextrose with potassium","S5012","HCPCS","","","","","facility","outpatient","","","","","","Cigna","All Commercial Plans","7.28","","","","","","","fee schedule","7.28","7.28",""
"ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY","45802-730-30","NDC","","","","","facility","both","1","EA","","1","0.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETAZOLAMIDE 250 MG TABLET","68084-541-01","NDC","","","","","facility","both","1","EA","","30","15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EACH"
"ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION","63323-691-30","NDC","","","","","facility","both","1","EA","","170","85","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION","25021-812-30","NDC","","","","","facility","both","1","EA","","411","205.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION","63323-963-21","NDC","","","","","facility","both","1","EA","","452","226","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 30 ML"
"ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION","50383-810-16","NDC","","","","","facility","both","1","EA","","1510","755","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 473 ML"
"ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION","63323-325-09","NDC","","","","","facility","both","1","EA","","248","124","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 20 ML"
"ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION","60687-395-79","NDC","","","","","facility","both","1","EA","","8","4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 3 ML"
