HC GAUZE VASELINE 3X9,22730025,CDM,273,RC,,,,,facility,inpatient,,,3.00000,1.80000,Evernorth (Cigna Behavioral Health),Commercial,,2.40,,,,,,,2.40,4481.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC GAUZE VASELINE 3X9,22730025,CDM,273,RC,,,,,facility,outpatient,,,3.00000,1.80000,BCBS NC,Blue Value Individual,,1.21,,,,,,,0.69600,2.63,percent of total billed charges,
HC GC CULTURE,83001334,CDM,306,RC,87081,CPT,,,facility,outpatient,,,194.00000,116.40000,Aetna,Commercial,,143.56,,,,,,,6.43,155.20,percent of total billed charges,
HC GC CULTURE,83001334,CDM,306,RC,87081,CPT,,,facility,outpatient,,,194.00000,116.40000,Optum,Commercial,,104.76,,,,,,,6.43,155.20,percent of total billed charges,
HC GELATIN CAPS REPL ONLY PER 10,22720182,CDM,274,RC,L8512,CPT,,,facility,outpatient,,,58.00000,34.80000,Aetna,Commercial,,34.80,,,,,,,13.46,50.83,percent of total billed charges,"Paid In Addition to Other Negotiated Rates for all of the listed billing codes, when the sum of the listed billing codes on the claim is greater than $4,171.00."
HC GENICULATE ARTERY EMBOLIZATION,73610550,CDM,361,RC,37799,CPT,,,facility,outpatient,,,2520.00000,1512.00000,Alliance,Medicaid,,698.54,,,,,,,582.12,7278.00,percent of total billed charges,
HC GENICULATE ARTERY EMBOLIZATION,73610550,CDM,361,RC,37799,CPT,,,facility,outpatient,,,2520.00000,1512.00000,Cigna,Commercial,,,23.30,,,,,0,582.12,7278.00,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
HC GENTAMICIN RANDOM LEVEL,83000181,CDM,301,RC,80170,CPT,,,facility,outpatient,,,142.00000,85.20000,Cigna,Commercial,,52.81,,,,,,,15.89,113.60,fee schedule,
HC GENTAMICIN RANDOM LEVEL,83000181,CDM,301,RC,80170,CPT,,,facility,outpatient,,,142.00000,85.20000,Healthy Blue NC,Managed Medicaid,,39.36,,,,,,,15.89,113.60,percent of total billed charges,
HC GENTAMICIN RANDOM LEVEL,83000181,CDM,301,RC,80170,CPT,,,facility,outpatient,,,142.00000,85.20000,Humana,Medicare PPO,,17.20,,,,,,,15.89,113.60,fee schedule,
HC GENTAMICIN RANDOM LEVEL,83000181,CDM,301,RC,80170,CPT,,,facility,outpatient,,,142.00000,85.20000,United Healthcare,Commercial,,25.35,,,,,,,15.89,113.60,fee schedule,"Unless otherwise indicated in the Facility Fee Schedule Specifications, Laboratory/Pathology Codes not yet listed on the fee schedule or listed on the fee schedule that do not have a Primary or Gap Fill Source Fee will default to a contract rate of 50% PPR."
HC GENTAMICIN TROUGH,83000179,CDM,301,RC,80170,CPT,,,facility,outpatient,,,142.00000,85.20000,BCBS NC,Medicare Advantage,,15.89,,,,,,,15.89,113.60,fee schedule,
HC GENTAMICIN TROUGH,83000179,CDM,301,RC,80170,CPT,,,facility,outpatient,,,142.00000,85.20000,Vaya,Medicaid,,40.54,,,,,,,15.89,113.60,percent of total billed charges,
HC GGT,83000473,CDM,301,RC,82977,CPT,,,facility,inpatient,,,83.00000,49.80000,Optum,Commercial,,4481.00,,,,,,,66.40,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC GGT,83000473,CDM,301,RC,82977,CPT,,,facility,outpatient,,,83.00000,49.80000,BCBS NC,Blue Select/HMO/PPO,,61.48,,,,,,,6.98,66.40,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC GI PATENCY CAPSULE STUDY,67500012,CDM,750,RC,91112,CPT,,,facility,inpatient,,,591.00000,354.60000,Aetna,Commercial,,6610.00,,,,,,,472.80,6610.00,per diem,Must be billed with surgical revenue code and inpatient room and board code.
HC GI PATENCY CAPSULE STUDY,67500012,CDM,750,RC,91112,CPT,,,facility,outpatient,,,591.00000,354.60000,BCBS NC,Blue Select/HMO/PPO,,280.19,,,,,,,163.83,5239.00,percent of total billed charges,
HC GI PATENCY CAPSULE STUDY,67500012,CDM,750,RC,91112,CPT,,,facility,outpatient,,,591.00000,354.60000,Carolina Complete Health,Managed Medicaid,,163.83,,,,,,,163.83,5239.00,percent of total billed charges,
HC GI PATENCY CAPSULE STUDY,67500012,CDM,750,RC,91112,CPT,,,facility,outpatient,,,591.00000,354.60000,Optum,VACCN Behavioral Health,,910.05,,,,,,,163.83,5239.00,fee schedule,
HC GI PATENCY CAPSULE STUDY,67500012,CDM,750,RC,91112,CPT,,,facility,outpatient,,,591.00000,354.60000,WellCare of North Carolina,Managed Medicaid,,163.83,,,,,,,163.83,5239.00,percent of total billed charges,
HC GI RECOVERY SIMPLE,67100029,CDM,710,RC,,,,,facility,outpatient,,,374.00000,224.40000,United Healthcare,CHIP/Medicaid,,103.67,,,,,,,86.77,299.20,percent of total billed charges,
HC GI TRACK IMAGING CAPSULE STUDY ESOPHAGUS THROUGH ILEUM,67500008,CDM,750,RC,91110,CPT,,,facility,outpatient,,,3911.00000,2346.60000,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,955.55,,,,,,,882.75,5239.00,fee schedule,
HC GI TRACK IMAGING CAPSULE STUDY ESOPHAGUS THROUGH ILEUM,67500008,CDM,750,RC,91110,CPT,,,facility,outpatient,,,3911.00000,2346.60000,Optum,CHIP/Managed Medicaid,,1084.13,,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.",,,,0,882.75,5239.00,percent of total billed charges,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
HC GI TRACK IMAGING CAPSULE STUDY ESOPHAGUS THROUGH ILEUM,67500008,CDM,750,RC,91110,CPT,,,facility,outpatient,,,3911.00000,2346.60000,Vaya,Medicaid,,1116.59,,,,,,,882.75,5239.00,percent of total billed charges,
HC GLUCOSE BODY FLUID,83000455,CDM,301,RC,82945,CPT,,,facility,outpatient,,,42.00000,25.20000,United Healthcare,CHIP/Medicaid,,11.64,,,,,,,3.81,33.60,percent of total billed charges,
HC GLUCOSE URINE,83000458,CDM,301,RC,82945,CPT,,,facility,outpatient,,,42.00000,25.20000,Humana,Medicare PPO,,4.13,,,,,,,3.81,33.60,fee schedule,
HC GLUCOSE URINE,83000458,CDM,301,RC,82945,CPT,,,facility,outpatient,,,42.00000,25.20000,WellCare of North Carolina,Managed Medicaid,,11.64,,,,,,,3.81,33.60,percent of total billed charges,
HC GLUCOSE WHOLE BLOOD,83000462,CDM,301,RC,82947,CPT,,,facility,inpatient,,,57.00000,34.20000,Optum,Commercial,,4481.00,,,,,,,45.60,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC GLVE EXAM NITRILE PF MED 150BX,22730157,CDM,273,RC,,,,,facility,outpatient,,,37.00000,22.20000,Aetna,Medicare Advantage,,8.58,,,,,,,8.58,32.43,percent of total billed charges,
HC GLVE EXAM NITRILE PF MED 150BX,22730157,CDM,273,RC,,,,,facility,outpatient,,,37.00000,22.20000,United Healthcare,CHIP/Medicaid,,10.26,,,,,,,8.58,32.43,percent of total billed charges,
HC GLVE EXAM NITRILE PF SM 150BX,22730155,CDM,273,RC,,,,,facility,outpatient,,,37.00000,22.20000,Aetna,Medicare Advantage,,8.58,,,,,,,8.58,32.43,percent of total billed charges,
HC GLVE EXAM NITRILE PF SM 150BX,22730155,CDM,273,RC,,,,,facility,outpatient,,,37.00000,22.20000,WellCare of North Carolina,Managed Medicaid,,10.26,,,,,,,8.58,32.43,percent of total billed charges,
HC GLVE EXAM NITRILE PF XLG 150BX,22730158,CDM,273,RC,,,,,facility,outpatient,,,37.00000,22.20000,WellCare of North Carolina,Managed Medicaid,,10.26,,,,,,,8.58,32.43,percent of total billed charges,
HC GONADOTROPIN,83002222,CDM,301,RC,84702,CPT,,,facility,outpatient,,,56.00000,33.60000,Alignment,Medicare Advantage,,15.05,,,,,,,14.60,48.34,fee schedule,
HC GONORRHOEAE BY PCR,83001506,CDM,306,RC,87591,CPT,,,facility,outpatient,,,258.00000,154.80000,BCBS NC,Blue Select/HMO/PPO,,122.32,,,,,,,34.04,206.40,percent of total billed charges,
HC GRAD COMP STOCKING TH 30-40 EA,22730215,CDM,273,RC,A6534,CPT,,,facility,outpatient,,,197.00000,118.20000,Alliance,Medicaid,,54.61,,,,,,,45.70,172.65,percent of total billed charges,
HC GRAFIX CORE 1.5X2 PER SQ CM,56360037,CDM,636,RC,Q4132,CPT,,,facility,outpatient,,,950.00000,570.00000,Aetna,Medicare Advantage,,220.40,,,,,,,220.40,821.85,percent of total billed charges,
HC GRAFIX CORE 1.5X2 PER SQ CM,56360037,CDM,636,RC,Q4132,CPT,,,facility,outpatient,,,950.00000,570.00000,Amerihealth Caritas,Managed Medicaid,,263.34,,,,,,,220.40,821.85,percent of total billed charges,
HC GRAFIX CORE 2X3 PER SQCM,56360026,CDM,636,RC,Q4132,CPT,,,facility,inpatient,,,685.00000,411.00000,Aetna,Commercial,,397.30,,,,,,,173.31,4481.00,percent of total billed charges,"Paid In Addition to Other Negotiated Rates for all of the listed billing codes, when the sum of the listed billing codes on the claim is greater than $4,270.00."
HC GRAFIX CORE 5X5 PER SQCM,56360027,CDM,636,RC,Q4132,CPT,,,facility,outpatient,,,398.00000,238.80000,Amerihealth Caritas,Managed Medicaid,,110.33,,,,,,,92.34,344.31,percent of total billed charges,
HC GRAFIX PRIME 1.5X2 PER SQ CM,56360038,CDM,636,RC,Q4133,CPT,,,facility,outpatient,,,950.00000,570.00000,Carolina Complete Health,Managed Medicaid,,263.34,,,,,,,220.40,821.85,percent of total billed charges,
HC GRAFIX PRIME 14MM DISC PER SQ CM,56360045,CDM,636,RC,Q4133,CPT,,,facility,outpatient,,,802.00000,481.20000,Optum,Commercial,,433.08,,,,,,,186.06,693.81,percent of total billed charges,
HC GRAFIX PRIME 5X5 PER SQCM,56360029,CDM,636,RC,Q4133,CPT,,,facility,inpatient,,,398.00000,238.80000,United Healthcare,Individual Exchange,,100.69,,,,,,,100.69,4481.00,percent of total billed charges,"Contract rate for High Cost Drugs that have eligible charges greater than $4,351.00."
HC GRAM NEGATIVE SUSCEPTIBILITY,83002971,CDM,306,RC,87186,CPT,,,facility,outpatient,,,77.00000,46.20000,Alignment,Medicare Advantage,,8.65,,,,,,,8.39,61.60,fee schedule,
HC GRAM NEGATIVE SUSCEPTIBILITY,83002971,CDM,306,RC,87186,CPT,,,facility,outpatient,,,77.00000,46.20000,Amerihealth Caritas,Managed Medicaid,,21.34,,,,,,,8.39,61.60,percent of total billed charges,
HC GRAM POSITIVE SUSCEPTIBILITY AST PHOENIX,83003219,CDM,306,RC,87186,CPT,,,facility,outpatient,,,89.00000,53.40000,Optum,VACCN,,8.65,,,,,,,8.39,71.20,fee schedule,
HC GREENLIGHT LASER,63610072,CDM,361,RC,52649,CPT,,,facility,outpatient,,,4306.00000,2583.60000,BCBS NC,Blue Value Group,,2181.42,,,,,,,1193.62,17457.00,percent of total billed charges,
HC GREENLIGHT LASER,63610072,CDM,361,RC,52649,CPT,,,facility,outpatient,,,4306.00000,2583.60000,Optum,CHIP/Managed Medicaid,,1193.62,,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.",,,,0,1193.62,17457.00,percent of total billed charges,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
HC GREENLIGHT LASER,63610072,CDM,361,RC,52649,CPT,,,facility,outpatient,,,4306.00000,2583.60000,United Healthcare,Individual Exchange,,9974.00,,,,,,,1193.62,17457.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
HC GROUP A STREP RAPID,83001536,CDM,306,RC,87880,CPT,,,facility,outpatient,,,165.00000,99.00000,BCBS NC,Blue Select/HMO/PPO,,78.23,,,,,,,16.03,132.00,percent of total billed charges,
HC GROUP A STREP RAPID,83001536,CDM,306,RC,87880,CPT,,,facility,outpatient,,,165.00000,99.00000,Partners,Medicaid,,45.74,,,,,,,16.03,132.00,percent of total billed charges,
HC GROUP A STREP SCREEN,83001340,CDM,306,RC,87081,CPT,,,facility,outpatient,,,141.00000,84.60000,Alliance,Medicaid,,39.09,,,,,,,6.43,112.80,percent of total billed charges,
HC GROUP A STREP SCREEN,83001340,CDM,306,RC,87081,CPT,,,facility,outpatient,,,141.00000,84.60000,BCBS NC,Blue Value Individual,,46.11,,,,,,,6.43,112.80,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC GROUP A STREP SCREEN,83001340,CDM,306,RC,87081,CPT,,,facility,outpatient,,,141.00000,84.60000,United Healthcare,Commercial,,10.24,,,,,,,6.43,112.80,fee schedule,"Unless otherwise indicated in the Facility Fee Schedule Specifications, Laboratory/Pathology Codes not yet listed on the fee schedule or listed on the fee schedule that do not have a Primary or Gap Fill Source Fee will default to a contract rate of 50% PPR."
HC GROUP B STREP SCREEN,83001341,CDM,306,RC,87081,CPT,,,facility,outpatient,,,198.00000,118.80000,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,6.96,,,,,,,6.43,158.40,fee schedule,
HC GROUP B STREP SCREEN,83001341,CDM,306,RC,87081,CPT,,,facility,outpatient,,,198.00000,118.80000,Liberty Medicare Advantage,Medicare Advantage,,6.96,,,,,,,6.43,158.40,fee schedule,
HC GROUP B STREP SCREEN,83001341,CDM,306,RC,87081,CPT,,,facility,outpatient,,,198.00000,118.80000,WellCare of North Carolina,Managed Medicaid,,54.89,,,,,,,6.43,158.40,percent of total billed charges,
HC GROUP B STREP WITH LIM BROTH BY NUCLEIC ACID PROBE,83002633,CDM,306,RC,87150,CPT,,,facility,outpatient,,,139.00000,83.40000,Cigna,Commercial,,113.54,,,,,,,34.04,113.54,fee schedule,
HC GROUP BEHAVIORAL COUNSELING 2-10 PTS 30MINS,57700012,CDM,770,RC,G0473,CPT,,,facility,inpatient,,,182.00000,109.20000,Evernorth (Cigna Behavioral Health),Commercial,,145.60,,,,,,,145.60,4481.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC GROUP BEHAVIORAL COUNSELING 2-10 PTS 30MINS,57700012,CDM,770,RC,G0473,CPT,,,facility,outpatient,,,182.00000,109.20000,Humana,Medicare HMO,,30.37,,,,,,,28.05,145.60,fee schedule,
HC GRS DILATOR PACKAGE 4,22721085,CDM,270,RC,,,,,facility,outpatient,,,584.00000,350.40000,Carolina Complete Health,Managed Medicaid,,161.88,,,,,,,135.49,511.82,percent of total billed charges,
HC GRS DILATOR PACKAGE 4,22721085,CDM,270,RC,,,,,facility,outpatient,,,584.00000,350.40000,Partners,Medicaid,,161.88,,,,,,,135.49,511.82,percent of total billed charges,
HC Grafix Core 2x3 per Sqcm,PX-56360026,CDM,636,RC,Q4132,HCPCS,,,facility,outpatient,,,685.00000,411.00000,Alliance,Medicaid,,189.88,,,,,,,158.92,592.59,percent of total billed charges,
HC Grafix Core 3x4 per Sq Cm,PX-56360035,CDM,636,RC,Q4132,HCPCS,,,facility,outpatient,,,402.00000,241.20000,BCBS NC,Blue Select/HMO/PPO,,190.59,,,,,,,93.26,347.77,percent of total billed charges,
HC Grafix Core 5x5 per Sqcm,PX-56360027,CDM,636,RC,Q4132,HCPCS,,,facility,outpatient,,,398.00000,238.80000,BCBS NC,Blue Select/HMO/PPO,,195.22,,,,,,,92.34,344.31,percent of total billed charges,
HC Grafix Prime 1.5x2 per Sq Cm,PX-56360038,CDM,636,RC,Q4133,HCPCS,,,facility,outpatient,,,950.00000,570.00000,Alliance,Medicaid,,263.34,,,,,,,220.40,821.85,percent of total billed charges,
HC Grafix Prime 1.5x2 per Sq Cm,PX-56360038,CDM,636,RC,Q4133,HCPCS,,,facility,outpatient,,,950.00000,570.00000,Amerihealth Caritas,Managed Medicaid,,263.34,,,,,,,220.40,821.85,percent of total billed charges,
HC Grafix Prime 14mm Disc per Sq Cm,PX-56360045,CDM,636,RC,Q4133,HCPCS,,,facility,outpatient,,,802.00000,481.20000,Aetna,Commercial,,473.18,,,,,,,186.06,693.81,percent of total billed charges,"Paid In Addition to Other Negotiated Rates for all of the listed billing codes, when the sum of the listed billing codes on the claim is greater than $4,171.00."
HC Grafix Prime 2x3 per Sqcm,PX-56360028,CDM,636,RC,Q4133,HCPCS,,,facility,outpatient,,,685.00000,411.00000,Partners,Medicaid,,189.88,,,,,,,158.92,592.59,percent of total billed charges,
HC Grafix Prime 3x4 per Sq Cm,PX-56360036,CDM,636,RC,Q4133,HCPCS,,,facility,outpatient,,,402.00000,241.20000,Trillium,Medicaid,,112.56,,,,,,,93.26,370.75,percent of total billed charges,
HC Grafix Prime 5x5 per Sqcm,PX-56360029,CDM,636,RC,Q4133,HCPCS,,,facility,outpatient,,,398.00000,238.80000,Trillium,Medicaid,,111.44,,,,,,,92.34,370.75,percent of total billed charges,
HC H PYLORI AG STOOL IN HOUSE,83002720,CDM,306,RC,87338,CPT,,,facility,outpatient,,,43.00000,25.80000,Liberty Medicare Advantage,Medicare Advantage,,15.10,,,,,,,11.92,47.22,fee schedule,
HC H PYLORI BREATH TEST POC,63000003,CDM,301,RC,83013,CPT,,,facility,outpatient,,,370.00000,222.00000,Partners,Medicaid,,102.56,,,,,,,65.34,296.00,percent of total billed charges,
HC H PYLORI DRUG ADMIN SAMPLE COL POC,63000005,CDM,301,RC,83014,CPT,,,facility,outpatient,,,50.00000,30.00000,BCBS NC,Blue Value Individual,,16.35,,,,,,,7.62,40.00,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC H PYLORI DRUG ADMIN SAMPLE COL POC,63000005,CDM,301,RC,83014,CPT,,,facility,outpatient,,,50.00000,30.00000,Trillium,Medicaid,,14.00,,,,,,,7.62,40.00,percent of total billed charges,
HC H PYLORI IGG ANTIBODIES,83001026,CDM,302,RC,86677,CPT,,,facility,outpatient,,,52.00000,31.20000,Liberty Medicare Advantage,Medicare Advantage,,17.69,,,,,,,14.41,55.09,fee schedule,
HC H SPLINT MATERIALS,22700012,CDM,270,RC,,,,,facility,inpatient,,,58.00000,34.80000,Optum,Commercial,,4481.00,,,,,,,46.40,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC H SPLINT MATERIALS,22700012,CDM,270,RC,,,,,facility,outpatient,,,58.00000,34.80000,United Healthcare,Commercial,,46.34,,,,,,,13.46,50.83,percent of total billed charges,"When billed with a Covered Service subject to a Per Case, Per Visit, or Per Unit via Facility Fee Schedule Payment Method, these services are always considered included in other services and not reimbursed."
HC H.PYLORI AB QUAL RAPID FPC,83000902,CDM,302,RC,86318,CPT,,,facility,outpatient,,,80.00000,48.00000,Vaya,Medicaid,,22.84,,,,,,,17.55,64.00,percent of total billed charges,
HC HABERMAN FEEDER,22730216,CDM,273,RC,,,,,facility,outpatient,,,58.00000,34.80000,Optum,CHIP/Managed Medicaid,,16.08,,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.",582.96,582.96,582.96,1 through 10,13.46,50.83,percent of total billed charges,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery."
HC HAND 2 VWS,72550089,CDM,320,RC,73120,CPT,,,facility,outpatient,,,431.00000,258.60000,Humana,Medicare PPO,,108.38,,,,,,,77.42,345.00,fee schedule,
HC HAND 2 VWS,72550089,CDM,320,RC,73120,CPT,,,facility,outpatient,,,431.00000,258.60000,Optum,VACCN,,103.22,,,,,,,77.42,345.00,fee schedule,
HC HAND MIN 3 VWS,72550090,CDM,320,RC,73130,CPT,,,facility,outpatient,,,394.00000,236.40000,Trillium,Medicaid,,110.32,,,,,,,82.91,345.00,percent of total billed charges,
HC HAPTOGLOBIN,83000481,CDM,301,RC,83010,CPT,,,facility,outpatient,,,96.00000,57.60000,Liberty Medicare Advantage,Medicare Advantage,,13.21,,,,,,,12.20,76.80,fee schedule,
HC HAT ANTI PF4 ANTIBODY,83000795,CDM,302,RC,86022,CPT,,,facility,outpatient,,,410.00000,246.00000,Humana,Medicare HMO,,19.29,,,,,,,17.82,328.00,fee schedule,
HC HB THAL PROFILE,83000488,CDM,301,RC,83021,CPT,,,facility,outpatient,,,154.00000,92.40000,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,18.96,,,,,,,17.52,123.20,fee schedule,
HC HBR INTERMEDIATE CARE ROOM,12060005,CDM,206,RC,,,,,facility,inpatient,,,4832.00000,2899.20000,Evernorth (Cigna Behavioral Health),Commercial,,3865.60,,,,,,,1129.00,8213.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC HBR OBSERVATION CARE PER HOUR,17620003,CDM,762,RC,G0378,CPT,,,facility,outpatient,,,100.00000,60.00000,Carolina Complete Health,Managed Medicaid,,27.72,,,,,,,23.20,8596.00,percent of total billed charges,
HC HBR OBSERVATION CARE PER HOUR,17620003,CDM,762,RC,G0378,CPT,,,facility,outpatient,,,100.00000,60.00000,Trillium,Medicaid,,28.00,,,,,,,23.20,8596.00,percent of total billed charges,
HC HBR OBSERVATION DIRECT ADMISSION,17620004,CDM,762,RC,G0379,CPT,,,facility,outpatient,,,184.00000,110.40000,Humana,Medicare HMO,,624.87,,,,,,,51.00,8596.00,fee schedule,
HC HBV DNA PCR QUANT,83001491,CDM,306,RC,87517,CPT,,,facility,outpatient,,,673.00000,403.80000,Liberty Medicare Advantage,Medicare Advantage,,44.98,,,,,,,41.55,538.40,fee schedule,
HC HBV GENOTYPE DRUG SUSCEPT,83001542,CDM,306,RC,87900,CPT,,,facility,outpatient,,,35.00000,21.00000,United Healthcare,CHIP/Medicaid,,9.70,,,,,,,9.70,423.75,percent of total billed charges,
HC HBV GENOTYPE,83001548,CDM,306,RC,87912,CPT,,,facility,outpatient,,,100.00000,60.00000,Carolina Complete Health,Managed Medicaid,,27.72,,,,,,,27.72,836.25,percent of total billed charges,
HC HBV GENOTYPE,83001548,CDM,306,RC,87912,CPT,,,facility,outpatient,,,100.00000,60.00000,United Healthcare,Medicare Advantage,,270.32,,,,,,,27.72,836.25,fee schedule,
HC HCV GENOTYPING,83001545,CDM,306,RC,87902,CPT,,,facility,outpatient,,,520.00000,312.00000,WellCare of North Carolina,Managed Medicaid,,144.14,,,,,,,144.14,836.25,percent of total billed charges,
HC HCV RNA QUANT PCR,83001495,CDM,306,RC,87522,CPT,,,facility,outpatient,,,622.00000,373.20000,BCBS NC,Blue Select/HMO/PPO,,305.09,,,,,,,41.55,497.60,percent of total billed charges,
HC HCV RNA QUANT PCR,83001495,CDM,306,RC,87522,CPT,,,facility,outpatient,,,622.00000,373.20000,WellCare of North Carolina,Medicare Advantage,,44.98,,,,,,,41.55,497.60,fee schedule,
HC HDL CHOLESTEROL,83000593,CDM,301,RC,83718,CPT,,,facility,outpatient,,,90.00000,54.00000,United Healthcare,Commercial,,12.67,,,,,,,7.94,72.00,fee schedule,"Unless otherwise indicated in the Facility Fee Schedule Specifications, Laboratory/Pathology Codes not yet listed on the fee schedule or listed on the fee schedule that do not have a Primary or Gap Fill Source Fee will default to a contract rate of 50% PPR."
HC HDL CHOLESTEROL,83000593,CDM,301,RC,83718,CPT,,,facility,outpatient,,,90.00000,54.00000,WellCare of North Carolina,Managed Medicaid,,24.95,,,,,,,7.94,72.00,percent of total billed charges,
HC HDX ADULT IP DU 1:1,48010042,CDM,801,RC,,,,,facility,inpatient,,,903.00000,541.80000,Optum,Commercial,,4481.00,,,,,,,722.40,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC HDX ADULT IP DU 1:1,48010042,CDM,801,RC,,,,,facility,outpatient,,,903.00000,541.80000,BCBS NC,Blue Select/HMO/PPO,,442.92,,,,,,,209.50,722.40,percent of total billed charges,
HC HDX ADULT IP DU 2:1,48010007,CDM,801,RC,,,,,facility,outpatient,,,596.00000,357.60000,United Healthcare,Commercial,,476.20,,,,,,,138.27,476.80,percent of total billed charges,"When billed with a Covered Service subject to a Per Case, Per Visit, or Per Unit via Facility Fee Schedule Payment Method, these services are always considered included in other services and not reimbursed."
HC HDX PEDS  ACUTE IP 1:1,48010011,CDM,801,RC,,,,,facility,inpatient,,,1173.00000,703.80000,Optum,Commercial,,4481.00,,,,,,,938.40,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC HDX PEDS IP DU 2:1,48010013,CDM,801,RC,,,,,facility,outpatient,,,903.00000,541.80000,BCBS NC,Blue Value Individual,,300.88,,,,,,,209.50,722.40,percent of total billed charges,
HC HEARING AID CHECK BINAURAL,44700002,CDM,470,RC,92593,CPT,,,facility,outpatient,,,244.00000,146.40000,BCBS NC,Blue Select/HMO/PPO,,184.95,,,,,,,56.61,376.00,percent of total billed charges,
HC HEARING AID CHECK MONAURAL,44700001,CDM,470,RC,92592,CPT,,,facility,outpatient,,,153.00000,91.80000,Aetna,Commercial,,113.22,,,,,,,35.50,376.00,percent of total billed charges,
HC HEARING AID CHECK MONAURAL,44700001,CDM,470,RC,92592,CPT,,,facility,outpatient,,,153.00000,91.80000,Evernorth (Cigna Behavioral Health),Commercial,,122.40,,,,,,,35.50,376.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC HEARING AID DISPENSING FEE CROS/BICROS,44700097,CDM,292,RC,V5200,CPT,,,facility,outpatient,,,256.00000,153.60000,Aetna,Commercial,,189.44,,,,,,,59.39,204.80,percent of total billed charges,
