"CABOTEGRAVIR ER 600 MG/3 ML-RILPIVIRINE ER 900 MG/3ML IM SUSPENSION,ER",RX-191379,CDM,636,RC,J0741,HCPCS,49702024015,NDC,facility,outpatient,6,ML,27156.10000,16293.66000,Amerihealth Caritas,Managed Medicaid,,7527.67,,,,,,,22.94,21724.88,percent of total billed charges,
"CALCIUM GLUCONATE 1 GRAM/50 ML IN SODIUM CHLORIDE, ISO-OSM IV SOLUTION",RX-186334,CDM,636,RC,J0613,HCPCS,44567062001,NDC,facility,outpatient,50,ML,138.25000,82.95000,BCBS NC,Blue Select/HMO/PPO,,11.76,,,,,,,0.20250,110.60,fee schedule,
"CAPSULODESIS, METACARPOPHALANGEAL JOINT; SINGLE DIGIT",360,RC,26516,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,3306.88,,,,,,,3054.93,13194.00,fee schedule,
"CAPSULODESIS, METACARPOPHALANGEAL JOINT; SINGLE DIGIT",360,RC,26516,CPT,,,,,facility,outpatient,,,,,Optum,VACCN,,3149.41,,,,,,,3054.93,13194.00,fee schedule,
"CAPSULOTOMY, MIDFOOT; EXTENSIVE, INCLUDING POSTERIOR TALOTIBIAL CAPSULOTOMY AND TENDON(S) LENGTHENING (EG, RESISTANT CLUBFOOT DEFORMITY)",360,RC,28262,CPT,,,,,facility,outpatient,,,,,WellCare of North Carolina,Medicare Advantage,,7280.84,,,,,,,5514.00,10561.00,fee schedule,
"CAPSULOTOMY, POSTERIOR CAPSULAR RELEASE, KNEE",360,RC,27435,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,3306.88,,,,,,,3054.93,13194.00,fee schedule,
"CAPSULOTOMY, WRIST (EG, CONTRACTURE)",360,RC,25085,CPT,,,,,facility,outpatient,,,,,Optum,VACCN Behavioral Health,,3149.41,,,,,,,3054.93,9324.00,fee schedule,
"CARBAMAZEPINE ER 100 MG CAPSULE,EXTENDED RELEASE 12HR",RX-37567,CDM,250,RC,J3490,HCPCS,50268017011,NDC,facility,outpatient,1,UN,25.30000,15.18000,WellCare of North Carolina,Managed Medicaid,,7.01,,,,,,,5.87,20.24,percent of total billed charges,
"CARBAMAZEPINE ER 100 MG TABLET,EXTENDED RELEASE,12 HR",RX-27634,CDM,250,RC,J3490,HCPCS,00832602211,NDC,facility,outpatient,1,UN,17.35000,10.41000,Carolina Complete Health,Managed Medicaid,,4.81,,,,,,,4.03,13.88,percent of total billed charges,
"CARBAMAZEPINE ER 100 MG TABLET,EXTENDED RELEASE,12 HR",RX-27634,CDM,250,RC,J3490,HCPCS,00832602211,NDC,facility,outpatient,1,UN,17.35000,10.41000,Healthy Blue NC,Managed Medicaid,,4.81,,,,,,,4.03,13.88,percent of total billed charges,
"CARBAMAZEPINE ER 200 MG TABLET,EXTENDED RELEASE,12 HR",RX-27635,CDM,250,RC,J3490,HCPCS,00832602311,NDC,facility,outpatient,1,UN,18.40000,11.04000,United Healthcare,Individual Exchange,,8.91,,,,,,,4.27,14.72,percent of total billed charges,"When billed with a Covered Service subject to a Per Case, Per Visit, or Per Unit via Facility Fee Schedule Payment Method, these services are always considered included in other services and not reimbursed."
"CARBAMAZEPINE ER 300 MG CAPSULE,EXTENDED RELEASE 12HR",RX-27633,CDM,250,RC,J3490,HCPCS,50268017211,NDC,facility,outpatient,1,UN,26.40000,15.84000,Partners,Medicaid,,7.32,,,,,,,6.12,21.12,percent of total billed charges,
"CARDIAC ARREST, UNEXPLAINED WITH MCC",296,MS-DRG,,,,,,,facility,inpatient,,,,,Optum,Commercial,,4481.00,,,,,,,4481.00,28693.66,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
"CERCLAGE OF CERVIX, DURING PREGNANCY; VAGINAL",360,RC,59320,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3240.55,,,,,,,2993.65,9324.00,fee schedule,
"CERCLAGE OF UTERINE CERVIX, NONOBSTETRICAL",360,RC,57700,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3240.55,,,,,,,2993.65,9324.00,fee schedule,
"CHEMICAL CAUTERIZATION OF GRANULATION TISSUE (IE, PROUD FLESH)",360,RC,17250,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,202.51,,,,,,,187.08,5449.00,fee schedule,
"CHEMODENERVATION OF PAROTID AND SUBMANDIBULAR SALIVARY GLANDS, BILATERAL",361,RC,64611,CPT,,,,,facility,outpatient,,,,,Aetna,Commercial,,5449.00,,,,,,,277.93,5449.00,case rate,
"CILIARY BODY DESTRUCTION; CYCLOPHOTOCOAGULATION, TRANSSCLERAL",360,RC,66710,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,2377.74,,,,,,,2196.57,9324.00,fee schedule,
"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",287,MS-DRG,,,,,,,facility,inpatient,,,,,BCBS NC,Blue Value Individual,,9613.78,,,,,,,4481.00,30115.00,case rate,"Outlier payment may apply if charges exceed a $203,434. threshold."
"CIRCUMCISION, SURGICAL EXCISION OTHER THAN CLAMP, DEVICE, OR DORSAL SLIT; OLDER THAN 28 DAYS OF AGE",361,RC,54161,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,2087.83,,,,,,,1928.76,9324.00,fee schedule,
"CIRCUMCISION, USING CLAMP OR OTHER DEVICE WITH REGIONAL DORSAL PENILE OR RING BLOCK",360,RC,54150,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,9324.00,,,,,,,1928.76,9324.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"CLONIDINE (PF) 1,000 MCG/10 ML (100 MCG/ML) EPIDURAL SOLUTION",RX-19333,CDM,636,RC,J0735,HCPCS,39822200001,NDC,facility,outpatient,1.5,ML,75.30000,45.18000,Alliance,Medicaid,,20.87,,,,,,,17.47,65.14,percent of total billed charges,
"CLONIDINE (PF) 1,000 MCG/10 ML (100 MCG/ML) EPIDURAL SOLUTION",RX-19333,CDM,636,RC,J0735,HCPCS,39822200001,NDC,facility,outpatient,1.5,ML,75.30000,45.18000,BCBS NC,Blue Value Individual,,29.30,,,,,,,17.47,65.14,percent of total billed charges,
"CLOSED TREATMENT OF CARPAL BONE FRACTURE (EXCLUDING CARPAL SCAPHOID [NAVICULAR]); WITH MANIPULATION, EACH BONE",360,RC,25635,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,1631.12,,,,,,,777.00,5449.00,fee schedule,
"CLOSED TREATMENT OF CARPAL BONE FRACTURE (EXCLUDING CARPAL SCAPHOID [NAVICULAR]); WITHOUT MANIPULATION, EACH BONE",360,RC,25630,CPT,,,,,facility,outpatient,,,,,Optum,VACCN,,232.84,,,,,,,225.85,5449.00,fee schedule,
"CLOSED TREATMENT OF DISTAL EXTENSOR TENDON INSERTION, WITH OR WITHOUT PERCUTANEOUS PINNING (EG, MALLET FINGER)",360,RC,26432,CPT,,,,,facility,outpatient,,,,,Optum,VACCN,,1553.45,,,,,,,1506.85,8413.00,fee schedule,
"CLOSED TREATMENT OF FEMORAL SHAFT FRACTURE, WITH MANIPULATION, WITH OR WITHOUT SKIN OR SKELETAL TRACTION",360,RC,27502,CPT,,,,,facility,outpatient,,,,,Optum,VACCN Behavioral Health,,1553.45,,,,,,,1506.85,7278.00,fee schedule,
"CLOSED TREATMENT OF FRACTURE, PHALANX OR PHALANGES, OTHER THAN GREAT TOE; WITHOUT MANIPULATION, EACH",360,RC,28510,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,232.84,,,,,,,225.85,5449.00,fee schedule,
"CLOSED TREATMENT OF FRACTURE, PHALANX OR PHALANGES, OTHER THAN GREAT TOE; WITHOUT MANIPULATION, EACH",360,RC,28510,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,244.48,,,,,,,225.85,5449.00,fee schedule,
"CLOSED TREATMENT OF HIP DISLOCATION, TRAUMATIC; REQUIRING ANESTHESIA",360,RC,27252,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,1646.66,,,,,,,1506.85,7278.00,fee schedule,
"CLOSED TREATMENT OF METATARSAL FRACTURE; WITHOUT MANIPULATION, EACH",360,RC,28470,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,244.48,,,,,,,225.85,5449.00,fee schedule,
"CLOSED TREATMENT OF METATARSAL FRACTURE; WITHOUT MANIPULATION, EACH",360,RC,28470,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,1251.00,,,,,,,225.85,5449.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"CLOSED TREATMENT OF NASAL SEPTAL FRACTURE, WITH OR WITHOUT STABILIZATION",360,RC,21337,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,3012.00,,,,,,,3012.00,7278.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"CLOSED TREATMENT OF PATELLAR FRACTURE, WITHOUT MANIPULATION",360,RC,27520,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,244.48,,,,,,,225.85,5449.00,fee schedule,
"CLOSED TREATMENT OF SUPRACONDYLAR OR TRANSCONDYLAR HUMERAL FRACTURE, WITH OR WITHOUT INTERCONDYLAR EXTENSION; WITH MANIPULATION, WITH OR WITHOUT SKIN OR SKELETAL TRACTION",360,RC,24535,CPT,,,,,facility,outpatient,,,,,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,1631.12,,,,,,,777.00,5449.00,fee schedule,
"CLOSURE OF GASTROSTOMY, SURGICAL",360,RC,43870,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3877.56,,,,,,,3582.12,9324.00,fee schedule,
"CLOSURE OF URETHROSTOMY OR URETHROCUTANEOUS FISTULA, MALE (SEPARATE PROCEDURE)",360,RC,53520,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,5181.19,,,,,,,4786.44,13194.00,fee schedule,
"CLOSURE OF URETHROSTOMY OR URETHROCUTANEOUS FISTULA, MALE (SEPARATE PROCEDURE)",360,RC,53520,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,7444.00,,,,,,,4786.44,13194.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"CLOSURE OF VESICOVAGINAL FISTULA, ABDOMINAL APPROACH",360,RC,51900,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,7444.00,,,,,,,7444.00,13194.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"COAGULATION FACTOR IX (RECOMB) 1,000 UNIT INTRAVENOUS SOLUTION",RX-168577,CDM,636,RC,J7195,HCPCS,58394063503,NDC,facility,inpatient,1,UN,83.00000,49.80000,Evernorth (Cigna Behavioral Health),Commercial,,66.40,,,,,,,21.00,4481.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
"COAGULATION FACTOR IX (RECOMB) 1,000 UNIT INTRAVENOUS SOLUTION",RX-168577,CDM,636,RC,J7195,HCPCS,58394063503,NDC,facility,outpatient,1,UN,83.00000,49.80000,Healthy Blue NC,Managed Medicaid,,23.01,,,,,,,1.79,255.78,percent of total billed charges,
"COAGULATION FACTOR VIIA RECOMB 1 MG (1,000 MCG) INTRAVENOUS SOLUTION",RX-92853,CDM,636,RC,J7189,HCPCS,00169720101,NDC,facility,outpatient,1,UN,86.70000,52.02000,Partners,Medicaid,,24.03,,,,,,,2.58,349.86,percent of total billed charges,
"COAGULATION FACTOR VIIA RECOMB 1 MG (1,000 MCG) INTRAVENOUS SOLUTION",RX-92853,CDM,636,RC,J7189,HCPCS,00169720101,NDC,facility,outpatient,1,UN,86.70000,52.02000,WellCare of North Carolina,Managed Medicaid,,24.03,,,,,,,2.58,349.86,percent of total billed charges,
"COAGULATION FACTOR VIIA RECOMB 2 MG (2,000 MCG) INTRAVENOUS SOLUTION",RX-92854,CDM,636,RC,J7189,HCPCS,00169720201,NDC,facility,inpatient,1,UN,86.70000,52.02000,Evernorth (Cigna Behavioral Health),Commercial,,69.36,,,,,,,21.94,4481.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
"COAGULATION FACTOR VIIA RECOMB 5 MG (5,000 MCG) INTRAVENOUS SOLUTION",RX-92855,CDM,636,RC,J7189,HCPCS,00169720501,NDC,facility,outpatient,1,UN,86.70000,52.02000,Optum,CHIP/Managed Medicaid,,24.03,,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.",,,,0,2.58,349.86,percent of total billed charges,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"COLONOSCOPY THROUGH STOMA; WITH DIRECTED SUBMUCOSAL INJECTION(S), ANY SUBSTANCE",750,RC,44404,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,1213.16,,,,,,,1110.16,8213.00,fee schedule,
"COLONOSCOPY THROUGH STOMA; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY SNARE TECHNIQUE",750,RC,44394,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,3012.00,,,,,,,1110.16,5449.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"COLONOSCOPY, FLEXIBLE; WITH ABLATION OF TUMOR(S), POLYP(S), OR OTHER LESION(S) (INCLUDES PRE- AND POST-DILATION AND GUIDE WIRE PASSAGE, WHEN PERFORMED)",750,RC,45388,CPT,,,,,facility,outpatient,,,,,Aetna,Commercial,,7278.00,,,,,,,1110.16,8213.00,case rate,
"COLONOSCOPY, FLEXIBLE; WITH DIRECTED SUBMUCOSAL INJECTION(S), ANY SUBSTANCE",360,RC,45381,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,1201.71,,,,,,,1110.16,7278.00,fee schedule,
"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF FOREIGN BODY(S)",360,RC,45379,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,1213.16,,,,,,,1110.16,7278.00,fee schedule,
"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY HOT BIOPSY FORCEPS",750,RC,45384,CPT,,,,,facility,outpatient,,,,,BCBS NC,Medicare Advantage,,1110.16,,,,,,,1110.16,7278.00,fee schedule,
"COLONOSCOPY, FLEXIBLE; WITH REMOVAL OF TUMOR(S), POLYP(S), OR OTHER LESION(S) BY HOT BIOPSY FORCEPS",750,RC,45384,CPT,,,,,facility,outpatient,,,,,Optum,VACCN Behavioral Health,,1144.49,,,,,,,1110.16,7278.00,fee schedule,
"COLPOPEXY, VAGINAL; EXTRA-PERITONEAL APPROACH (SACROSPINOUS, ILIOCOCCYGEUS)",360,RC,57282,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,15394.00,,,,,,,6962.51,15394.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"COLPOPEXY, VAGINAL; INTRA-PERITONEAL APPROACH (UTEROSACRAL, LEVATOR MYORRHAPHY)",360,RC,57283,CPT,,,,,facility,outpatient,,,,,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,7536.74,,,,,,,6962.51,15394.00,fee schedule,
"COMBINED ANTEROPOSTERIOR COLPORRHAPHY, INCLUDING CYSTOURETHROSCOPY, WHEN PERFORMED; WITH ENTEROCELE REPAIR",360,RC,57265,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,5031.19,,,,,,,4647.86,15394.00,fee schedule,
"COMBINED ANTEROPOSTERIOR COLPORRHAPHY, INCLUDING CYSTOURETHROSCOPY, WHEN PERFORMED;",360,RC,57260,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,13194.00,,,,,,,4647.86,13194.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"COMPREHENSIVE ELECTROPHYSIOLOGIC EVALUATION INCLUDING INSERTION AND REPOSITIONING OF MULTIPLE ELECTRODE CATHETERS WITH INDUCTION OR ATTEMPTED INDUCTION OF ARRHYTHMIA; WITH RIGHT ATRIAL PACING AND RECORDING, RIGHT VENTRICULAR PACING AND RECORDING, HIS BUNDLE RECORDING",481,RC,93620,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,7807.40,,,,,,,7144.51,21454.00,fee schedule,
"COMPREHENSIVE ELECTROPHYSIOLOGIC EVALUATION INCLUDING INSERTION AND REPOSITIONING OF MULTIPLE ELECTRODE CATHETERS WITH INDUCTION OR ATTEMPTED INDUCTION OF ARRHYTHMIA; WITH RIGHT ATRIAL PACING AND RECORDING, RIGHT VENTRICULAR PACING AND RECORDING, HIS BUNDLE RECORDING",481,RC,93620,CPT,,,,,facility,outpatient,,,,,BCBS NC,Medicare Advantage,,7144.51,,,,,,,7144.51,21454.00,fee schedule,
"COMPREHENSIVE ELECTROPHYSIOLOGIC EVALUATION WITH INSERTION AND REPOSITIONING OF MULTIPLE ELECTRODE CATHETERS, INDUCTION OR ATTEMPTED INDUCTION OF AN ARRHYTHMIA WITH RIGHT ATRIAL PACING AND RECORDING AND CATHETER ABLATION OF ARRHYTHMOGENIC FOCUS, INCLUDING INTRACARDIAC ELECTROPHYSIOLOGIC 3-DIMENSIONAL MAPPING, RIGHT VENTRICULAR PACING AND RECORDING, LEFT ATRIAL PACING AND RECORDING FROM CORONARY SINUS OR LEFT ATRIUM, AND HIS BUNDLE RECORDING, WHEN PERFORMED; WITH TREATMENT OF VENTRICULAR TACHYCARDIA OR FOCUS OF VENTRICULAR ECTOPY INCLUDING LEFT VENTRICULAR PACING AND RECORDING, WHEN PERFORMED",481,RC,93654,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,25241.27,,,,,,,9423.00,30351.00,fee schedule,
"COMPREHENSIVE ELECTROPHYSIOLOGIC EVALUATION WITH TRANSSEPTAL CATHETERIZATIONS, INSERTION AND REPOSITIONING OF MULTIPLE ELECTRODE CATHETERS, INDUCTION OR ATTEMPTED INDUCTION OF AN ARRHYTHMIA INCLUDING LEFT OR RIGHT ATRIAL PACING/RECORDING, AND INTRACARDIAC CATHETER ABLATION OF ATRIAL FIBRILLATION BY PULMONARY VEIN ISOLATION, INCLUDING INTRACARDIAC ELECTROPHYSIOLOGIC 3-DIMENSIONAL MAPPING, INTRACARDIAC ECHOCARDIOGRAPHY WITH IMAGING SUPERVISION AND INTERPRETATION, RIGHT VENTRICULAR PACING/RECORDING, AND HIS BUNDLE RECORDING, WHEN PERFORMED",481,RC,93656,CPT,,,,,facility,outpatient,,,,,Cigna,Commercial,,9423.00,,,,,,,9423.00,30351.00,per diem,
"CONJUNCTIVOPLASTY, RECONSTRUCTION CUL-DE-SAC; WITH CONJUNCTIVAL GRAFT OR EXTENSIVE REARRANGEMENT",360,RC,68326,CPT,,,,,facility,outpatient,,,,,BCBS NC,Medicare Advantage,,3550.55,,,,,,,3550.55,13194.00,fee schedule,
"CONJUNCTIVOPLASTY, RECONSTRUCTION CUL-DE-SAC; WITH CONJUNCTIVAL GRAFT OR EXTENSIVE REARRANGEMENT",360,RC,68326,CPT,,,,,facility,outpatient,,,,,Optum,VACCN Behavioral Health,,3660.36,,,,,,,3550.55,13194.00,fee schedule,
"CONVERSION OF PREVIOUS HIP SURGERY TO TOTAL HIP ARTHROPLASTY, WITH OR WITHOUT AUTOGRAFT OR ALLOGRAFT",360,RC,27132,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,30725.00,,,,,,,13764.00,30725.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"CORE NEEDLE BIOPSY, LUNG OR MEDIASTINUM, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE, WHEN PERFORMED",360,RC,32408,CPT,,,,,facility,outpatient,,,,,Optum,VACCN,,1572.70,,,,,,,1525.52,12408.00,fee schedule,
"CORRECTION, HALLUX VALGUS WITH BUNIONECTOMY, WITH SESAMOIDECTOMY WHEN PERFORMED; WITH DOUBLE OSTEOTOMY, ANY METHOD",360,RC,28299,CPT,,,,,facility,outpatient,,,,,Cigna,Commercial,,9350.00,,,,,,,6726.11,13194.00,case rate,
"CORRECTION, HALLUX VALGUS WITH BUNIONECTOMY, WITH SESAMOIDECTOMY WHEN PERFORMED; WITH PROXIMAL PHALANX OSTEOTOMY, ANY METHOD",360,RC,28298,CPT,,,,,facility,outpatient,,,,,Optum,VACCN,,6934.13,,,,,,,6649.00,13194.00,fee schedule,
"CORRECTION, HALLUX VALGUS WITH BUNIONECTOMY, WITH SESAMOIDECTOMY WHEN PERFORMED; WITH RESECTION OF PROXIMAL PHALANX BASE, WHEN PERFORMED, ANY METHOD",360,RC,28292,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3306.88,,,,,,,3054.93,13194.00,fee schedule,
"CREATION OF ARTERIOVENOUS FISTULA BY OTHER THAN DIRECT ARTERIOVENOUS ANASTOMOSIS (SEPARATE PROCEDURE); NONAUTOGENOUS GRAFT (EG, BIOLOGICAL COLLAGEN, THERMOPLASTIC GRAFT)",360,RC,36830,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,21454.00,,,,,,,5089.69,21454.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"CREATION OF SHUNT, LUMBAR, SUBARACHNOID-PERITONEAL, -PLEURAL, OR OTHER; PERCUTANEOUS, NOT REQUIRING LAMINECTOMY",360,RC,63741,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,9974.00,,,,,,,6029.68,15394.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"CYSTECTOMY, PARTIAL; SIMPLE",360,RC,51550,CPT,,,,,facility,outpatient,,,,,Aetna,Commercial,,,75.00,,,,,0,2533.00,4850.00,percent of total billed charges,"There were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"CYSTOLITHOTOMY, CYSTOTOMY WITH REMOVAL OF CALCULUS, WITHOUT VESICAL NECK RESECTION",360,RC,51050,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,4934.47,,,,,,,4786.44,10561.00,fee schedule,
"CYSTOSTOMY, CYSTOTOMY WITH DRAINAGE",360,RC,51040,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,1988.41,,,,,,,1928.76,10561.00,fee schedule,
"CYSTOTOMY, WITH CALCULUS BASKET EXTRACTION AND/OR ULTRASONIC OR ELECTROHYDRAULIC FRAGMENTATION OF URETERAL CALCULUS",360,RC,51065,CPT,,,,,facility,outpatient,,,,,Optum,VACCN,,3347.78,,,,,,,3247.35,10561.00,fee schedule,
"CYSTOURETHROSCOPY (INCLUDING URETERAL CATHETERIZATION); WITH MANIPULATION, WITHOUT REMOVAL OF URETERAL CALCULUS",360,RC,52330,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,3347.78,,,,,,,3247.35,9324.00,fee schedule,
"CYSTOURETHROSCOPY (INCLUDING URETERAL CATHETERIZATION); WITH MANIPULATION, WITHOUT REMOVAL OF URETERAL CALCULUS",360,RC,52330,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3515.17,,,,,,,3247.35,9324.00,fee schedule,
"CYSTOURETHROSCOPY WITH INCISION, FULGURATION, OR RESECTION OF CONGENITAL POSTERIOR URETHRAL VALVES, OR CONGENITAL OBSTRUCTIVE HYPERTROPHIC MUCOSAL FOLDS",360,RC,52400,CPT,,,,,facility,outpatient,,,,,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,3515.17,,,,,,,3247.35,9324.00,fee schedule,
"CYSTOURETHROSCOPY WITH INSERTION OF URETERAL GUIDE WIRE THROUGH KIDNEY TO ESTABLISH A PERCUTANEOUS NEPHROSTOMY, RETROGRADE",360,RC,52334,CPT,,,,,facility,outpatient,,,,,Cigna,Commercial,,6649.00,,,,,,,3247.35,9324.00,case rate,
"CYSTOURETHROSCOPY WITH TRANSURETHRAL ANTERIOR PROSTATE COMMISSUROTOMY AND DRUG DELIVERY, INCLUDING TRANSRECTAL ULTRASOUND AND FLUOROSCOPY, WHEN PERFORMED",360,RC,0619T,CPT,,,,,facility,outpatient,,,,,Aetna,Commercial,,8413.00,,,,,,,5514.00,9514.39,case rate,
"CYSTOURETHROSCOPY WITH URETEROSCOPY; WITH TREATMENT OF URETEROPELVIC JUNCTION STRICTURE (EG, BALLOON DILATION, LASER, ELECTROCAUTERY, AND INCISION)",360,RC,52345,CPT,,,,,facility,outpatient,,,,,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,3515.17,,,,,,,3247.35,9324.00,fee schedule,
"CYSTOURETHROSCOPY WITH URETEROSCOPY; WITH TREATMENT OF URETEROPELVIC JUNCTION STRICTURE (EG, BALLOON DILATION, LASER, ELECTROCAUTERY, AND INCISION)",360,RC,52345,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,5514.00,,,,,,,3247.35,9324.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"CYSTOURETHROSCOPY, WITH BIOPSY(S)",360,RC,52204,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,2087.83,,,,,,,1928.76,9324.00,fee schedule,
