"(FVIII DOSING) ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",RX-40849817,CDM,636,RC,J7187,HCPCS,63833061702,NDC,facility,inpatient,1,UN,82.70000,49.62000,Evernorth (Cigna Behavioral Health),Commercial,,66.16,,,,,,,20.92,4481.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
"(FVIII DOSING) ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",RX-40849817,CDM,636,RC,J7187,HCPCS,63833061702,NDC,facility,outpatient,1,UN,82.70000,49.62000,Amerihealth Caritas,Managed Medicaid,,22.92,,,,,,,1.45,199.92,percent of total billed charges,
"(FVIII DOSING) ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",RX-40849817,CDM,636,RC,J7187,HCPCS,63833061702,NDC,facility,outpatient,1,UN,82.70000,49.62000,BCBS NC,Blue Select/HMO/PPO,,40.56,,,,,,,1.45,199.92,percent of total billed charges,
"(VWF DOSING) ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",RX-70406,CDM,636,RC,J7187,HCPCS,63833061702,NDC,facility,outpatient,1,UN,82.70000,49.62000,Cigna,Commercial,,3.35,,,,,,,1.45,199.92,fee schedule,
"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,9424.63,,,,,,,5514.00,17457.00,fee schedule,
"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,Optum,VACCN,,8975.84,,,,,,,5514.00,17457.00,fee schedule,
"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,WellCare of North Carolina,Medicare Advantage,,9424.63,,,,,,,5514.00,17457.00,fee schedule,
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,facility,inpatient,,,,,WellCare of North Carolina,Medicare Advantage,,14545.95,,,,,,,4481.00,18420.60,fee schedule,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",RX-108021,CDM,636,RC,J0131,HCPCS,00781315606,NDC,facility,outpatient,100,ML,104.15000,62.49000,Cigna,Commercial,,0.13500,,,,,,,0.13200,90.10,fee schedule,
"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",RX-8962,CDM,250,RC,J3490,HCPCS,42571024301,NDC,facility,outpatient,1,UN,18.25000,10.95000,Partners,Medicaid,,5.06,,,,,,,4.23,14.60,percent of total billed charges,
"ACROMIOPLASTY OR ACROMIONECTOMY, PARTIAL, WITH OR WITHOUT CORACOACROMIAL LIGAMENT RELEASE",360,RC,23130,CPT,,,,,facility,outpatient,,,,,Optum,VACCN Behavioral Health,,3149.41,,,,,,,3054.93,15394.00,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,facility,inpatient,,,,,Cigna,Commercial,,10578.95,,,,,,,4481.00,13284.07,case rate,"Claims with charges exceeding $251,725 are reimbursed at 41.3% of charges."
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,facility,inpatient,,,,,BCBS NC,Blue Select/HMO/PPO,,36076.31,,,,,,,4481.00,36389.28,case rate,"Outlier payment may apply if charges exceed a $203,434. threshold."
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,facility,inpatient,,,,,United Healthcare,Individual Exchange,,22501.89,,,,,,,4481.00,36389.28,case rate,"When length of stay exceeds the MS-DRG specific CMS Arithmetic Mean Length of Stay rounded to the nearest whole day plus 6 days during a single Admission, the contract rate will be $4,106.00 Per Diem for each day in excess of the Inpatient Outlier Threshold in addition to the applicable contract rate."
"ADENOIDECTOMY, PRIMARY; AGE 12 OR OVER",360,RC,42831,CPT,,,,,facility,outpatient,,,,,BCBS NC,Medicare Advantage,,3053.48,,,,,,,3053.48,10561.00,fee schedule,
"ADENOIDECTOMY, PRIMARY; AGE 12 OR OVER",360,RC,42831,CPT,,,,,facility,outpatient,,,,,Humana,Medicare HMO,,3305.32,,,,,,,3053.48,10561.00,fee schedule,
"ADENOIDECTOMY, PRIMARY; AGE 12 OR OVER",360,RC,42831,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3305.32,,,,,,,3053.48,10561.00,fee schedule,
"ADENOIDECTOMY, PRIMARY; YOUNGER THAN AGE 12",360,RC,42830,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,3147.92,,,,,,,3053.48,10561.00,fee schedule,
"ADENOIDECTOMY, PRIMARY; YOUNGER THAN AGE 12",360,RC,42830,CPT,,,,,facility,outpatient,,,,,WellCare of North Carolina,Medicare Advantage,,3305.32,,,,,,,3053.48,10561.00,fee schedule,
