"ANTIHEMOPHILIC FACTOR 1,501 UNIT-2,000 UNIT INTRAVENOUS POWDR FOR SOLN",RX-111060,CDM,636,RC,J7190,HCPCS,00944394602,NDC,facility,inpatient,1,UN,82.70000,49.62000,Evernorth (Cigna Behavioral Health),Commercial,,66.16,,,,,,,20.92,4481.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
"ANTIHEMOPHILIC FACTOR 1,501 UNIT-2,000 UNIT INTRAVENOUS POWDR FOR SOLN",RX-111060,CDM,636,RC,J7190,HCPCS,00944394602,NDC,facility,outpatient,1,UN,82.70000,49.62000,BCBS NC,Blue Value Individual,,32.18,,,,,,,1.06,154.35,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII,REC B-DOMAIN DELETED 1,000 (+/-) UNIT IV SOLN",RX-93027,CDM,636,RC,J7185,HCPCS,58394001401,NDC,facility,outpatient,1,UN,83.60000,50.16000,Optum,VACCN Behavioral Health,,1.67,,,,,,,1.62,207.27,fee schedule,
"ANTIHEMOPHILIC FACTOR VIII,REC B-DOMAIN DELETED 250 (+/-) UNIT IV SOLN",RX-93025,CDM,636,RC,J7185,HCPCS,58394001201,NDC,facility,outpatient,1,UN,83.60000,50.16000,Optum,CHIP/Managed Medicaid,,23.17,,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.",,,,0,1.62,207.27,percent of total billed charges,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ANTIHEMOPHILIC FACTOR VIII,REC B-DOMAIN DELETED 250 (+/-) UNIT IV SOLN",RX-93025,CDM,636,RC,J7185,HCPCS,58394001201,NDC,facility,outpatient,1,UN,83.60000,50.16000,Partners,Medicaid,,23.17,,,,,,,1.62,207.27,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII,REC B-DOMAIN DELETED 500 (+/-) UNIT IV SOLN",RX-93026,CDM,636,RC,J7185,HCPCS,58394001301,NDC,facility,outpatient,1,UN,83.60000,50.16000,Alliance,Medicaid,,23.17,,,,,,,1.62,207.27,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR-VWF 2,000 (800 VWF) UNIT/10 ML INTRAVENOUS SOLN",RX-174307,CDM,636,RC,J7186,HCPCS,68516461002,NDC,facility,outpatient,1,UN,81.75000,49.05000,United Healthcare,Commercial,,3.35,,,,,,,1.21,166.11,fee schedule,"Unless otherwise indicated in the Facility Fee Schedule Specifications, codes for a Separately Reimbursable Drug not yet listed on the fee schedule or listed on the fee schedule will default to a contract rate of 50% PPR."
"ANTIHEMOPHILIC FACTOR-VWF 500 UNIT-1,200 UNIT INTRAVENOUS SOLUTION",RX-70405,CDM,636,RC,J7187,HCPCS,63833061602,NDC,facility,outpatient,1,UN,82.70000,49.62000,Amerihealth Caritas,Managed Medicaid,,22.92,,,,,,,1.45,199.92,percent of total billed charges,
"APPLICATION OF A UNIPLANE (PINS OR WIRES IN 1 PLANE), UNILATERAL, EXTERNAL FIXATION SYSTEM",360,RC,20690,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,7280.84,,,,,,,5152.00,13194.00,fee schedule,
"APPLICATION OF CLUBFOOT CAST WITH MOLDING OR MANIPULATION, LONG OR SHORT LEG",360,RC,29450,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,1251.00,,,,,,,148.57,1251.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"APPLICATION OF CLUBFOOT CAST WITH MOLDING OR MANIPULATION, LONG OR SHORT LEG",361,RC,29450,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,153.16,,,,,,,148.57,1251.00,fee schedule,
"APPLICATION OF MULTIPLANE (PINS OR WIRES IN MORE THAN 1 PLANE), UNILATERAL, EXTERNAL FIXATION WITH STEREOTACTIC COMPUTER-ASSISTED ADJUSTMENT (EG, SPATIAL FRAME), INCLUDING IMAGING; INITIAL AND SUBSEQUENT ALIGNMENT(S), ASSESSMENT(S), AND COMPUTATION(S) OF ADJUSTMENT SCHEDULE(S)",360,RC,20696,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,18743.01,,,,,,,7444.00,18921.52,fee schedule,
"APPLICATION OF SKIN CELL SUSPENSION AUTOGRAFT TO WOUND AND DONOR SITES, INCLUDING APPLICATION OF PRIMARY DRESSING, TRUNK, ARMS, LEGS; FIRST 480 SQ CM OR LESS",360,RC,15015,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,1882.09,,,,,,,1722.29,7278.00,fee schedule,
"APPLICATION OF SKIN CELL SUSPENSION AUTOGRAFT TO WOUND AND DONOR SITES, INCLUDING APPLICATION OF PRIMARY DRESSING, TRUNK, ARMS, LEGS; FIRST 480 SQ CM OR LESS",360,RC,15015,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,1864.34,,,,,,,1722.29,7278.00,fee schedule,
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA GREATER THAN OR EQUAL TO 100 SQ CM; FIRST 100 SQ CM WOUND SURFACE AREA, OR 1% OF BODY AREA OF INFANTS AND CHILDREN",360,RC,15277,CPT,,,,,facility,outpatient,,,,,Cigna,Commercial,,4121.00,,,,,,,1722.29,7278.00,case rate,
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",360,RC,15275,CPT,,,,,facility,outpatient,,,,,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,1864.34,,,,,,,1722.29,7278.00,fee schedule,
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA GREATER THAN OR EQUAL TO 100 SQ CM; FIRST 100 SQ CM WOUND SURFACE AREA, OR 1% OF BODY AREA OF INFANTS AND CHILDREN",361,RC,15273,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3731.24,,,,,,,3446.95,13194.00,fee schedule,
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",360,RC,15271,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,1775.56,,,,,,,1722.29,7278.00,fee schedule,
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",360,RC,15271,CPT,,,,,facility,outpatient,,,,,BCBS NC,Medicare Advantage,,1722.29,,,,,,,1722.29,7278.00,fee schedule,
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",361,RC,15271,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,1864.34,,,,,,,1722.29,7278.00,fee schedule,
"AQUEOUS SHUNT TO EXTRAOCULAR EQUATORIAL PLATE RESERVOIR, EXTERNAL APPROACH; WITH GRAFT",360,RC,66180,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,5258.74,,,,,,,4858.07,15394.00,fee schedule,
"AQUEOUS SHUNT TO EXTRAOCULAR EQUATORIAL PLATE RESERVOIR, EXTERNAL APPROACH; WITH GRAFT",360,RC,66180,CPT,,,,,facility,outpatient,,,,,Optum,VACCN Behavioral Health,,5008.32,,,,,,,4858.07,15394.00,fee schedule,
"AQUEOUS SHUNT TO EXTRAOCULAR EQUATORIAL PLATE RESERVOIR, EXTERNAL APPROACH; WITH GRAFT",360,RC,66180,CPT,,,,,facility,outpatient,,,,,Optum,VACCN,,5008.32,,,,,,,4858.07,15394.00,fee schedule,
"ARIPIPRAZOLE ER 400 MG INTRAMUSCULAR SUSPENSION,EXTENDED RELEASE",RX-163569,CDM,636,RC,J0401,HCPCS,59148001971,NDC,facility,outpatient,1,UN,0.20000,0.12000,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,7.64,,,,,,,0.05544,1149.54,fee schedule,
"ARREST, EPIPHYSEAL (EPIPHYSIODESIS), OPEN; DISTAL TIBIA AND FIBULA",360,RC,27734,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,13194.00,,,,,,,3054.93,13194.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"ARREST, EPIPHYSEAL (EPIPHYSIODESIS), OPEN; DISTAL TIBIA",360,RC,27730,CPT,,,,,facility,outpatient,,,,,Humana,Medicare PPO,,3306.88,,,,,,,3054.93,13194.00,fee schedule,
"ARREST, EPIPHYSEAL, ANY METHOD (EG, EPIPHYSIODESIS); COMBINED DISTAL FEMUR, PROXIMAL TIBIA AND FIBULA",360,RC,27479,CPT,,,,,facility,outpatient,,,,,United Healthcare,Commercial,,13194.00,,,,,,,6726.11,13194.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"ARREST, EPIPHYSEAL, ANY METHOD (EG, EPIPHYSIODESIS); DISTAL FEMUR",360,RC,27475,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,7350.18,,,,,,,6726.11,13194.00,fee schedule,
"ARREST, HEMIEPIPHYSEAL, DISTAL FEMUR OR PROXIMAL TIBIA OR FIBULA (EG, GENU VARUS OR VALGUS)",360,RC,27485,CPT,,,,,facility,outpatient,,,,,Humana,Medicare HMO,,7280.84,,,,,,,6726.11,13194.00,fee schedule,
"ARREST, HEMIEPIPHYSEAL, DISTAL FEMUR OR PROXIMAL TIBIA OR FIBULA (EG, GENU VARUS OR VALGUS)",360,RC,27485,CPT,,,,,facility,outpatient,,,,,Liberty Medicare Advantage,Medicare Advantage,,7280.84,,,,,,,6726.11,13194.00,fee schedule,
