"(FVIII DOSING) ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",RX-40849817,CDM,636,RC,J7187,HCPCS,63833061702,NDC,facility,outpatient,1,UN,82.70000,49.62000,BCBS NC,Blue Value Individual,,32.18,,,,,,,1.45,199.92,percent of total billed charges,
"(TAKE HOME) NIRMATRELVIR 300 MG (150 MG X2)-RITONAVIR 100 MG TABLET,DOSE PACK",RX-408911998,CDM,250,RC,J3490,HCPCS,09999011272,NDC,facility,outpatient,1,UN,16.10000,9.66000,United Healthcare,Individual Exchange,,7.79,,,,,,,3.74,12.88,percent of total billed charges,"When billed with a Covered Service subject to a Per Case, Per Visit, or Per Unit via Facility Fee Schedule Payment Method, these services are always considered included in other services and not reimbursed."
"(VWF DOSING) ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",RX-70406,CDM,636,RC,J7187,HCPCS,63833061702,NDC,facility,outpatient,1,UN,82.70000,49.62000,BCBS NC,Blue Select/HMO/PPO,,199.92,,,,,,,1.45,199.92,fee schedule,
"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH EXTENSIVE DISSECTION TO CORRECT CHORDEE AND URETHROPLASTY WITH LOCAL SKIN FLAPS, SKIN GRAFT PATCH, AND/OR ISLAND FLAP",360,RC,54328,CPT,,,,,facility,outpatient,,,,,Humana,Medicare HMO,,3515.17,,,,,,,3247.35,15394.00,fee schedule,
"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH EXTENSIVE DISSECTION TO CORRECT CHORDEE AND URETHROPLASTY WITH LOCAL SKIN FLAPS, SKIN GRAFT PATCH, AND/OR ISLAND FLAP",360,RC,54328,CPT,,,,,facility,outpatient,,,,,Optum,VACCN Behavioral Health,,3347.78,,,,,,,3247.35,15394.00,fee schedule,
"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH EXTENSIVE DISSECTION TO CORRECT CHORDEE AND URETHROPLASTY WITH LOCAL SKIN FLAPS, SKIN GRAFT PATCH, AND/OR ISLAND FLAP",360,RC,54328,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,9974.00,,,,,,,3247.35,15394.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH URETHROPLASTY BY LOCAL SKIN FLAPS (EG, FLIP-FLAP, PREPUCIAL FLAP)",360,RC,54324,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,3347.78,,,,,,,3247.35,15394.00,fee schedule,
"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,8975.84,,,,,,,5514.00,17457.00,fee schedule,
"ABLATION, SOFT TISSUE OF INFERIOR TURBINATES, UNILATERAL OR BILATERAL, ANY METHOD (EG, ELECTROCAUTERY, RADIOFREQUENCY ABLATION, OR TISSUE VOLUME REDUCTION); SUPERFICIAL",360,RC,30801,CPT,,,,,facility,outpatient,,,,,Alignment,Medicare Advantage,,1437.82,,,,,,,1394.69,5449.00,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,,,facility,inpatient,,,,,Optum,VACCN,,10854.37,,,,,,,4481.00,12716.41,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,,,facility,inpatient,,,,,BCBS NC,Blue Select/HMO/PPO,,10907.77,,,,,,,4481.00,11002.39,case rate,"Outlier payment may apply if charges exceed a $203,434. threshold."
"ADENOIDECTOMY, SECONDARY; AGE 12 OR OVER",360,RC,42836,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,5514.00,,,,,,,3053.48,10561.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"ADENOIDECTOMY, SECONDARY; YOUNGER THAN AGE 12",360,RC,42835,CPT,,,,,facility,outpatient,,,,,United Healthcare,Individual Exchange,,5514.00,,,,,,,3053.48,10561.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10.1 SQ CM TO 30.0 SQ CM",360,RC,14021,CPT,,,,,facility,outpatient,,,,,Aetna,Commercial,,8413.00,,,,,,,1722.29,8413.00,case rate,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10.1 SQ CM TO 30.0 SQ CM",360,RC,14001,CPT,,,,,facility,outpatient,,,,,Optum,VACCN Behavioral Health,,1775.56,,,,,,,1722.29,8413.00,fee schedule,
"ADJUSTMENT OR REVISION OF EXTERNAL FIXATION SYSTEM REQUIRING ANESTHESIA (EG, NEW PIN[S] OR WIRE[S] AND/OR NEW RING[S] OR BAR[S])",361,RC,20693,CPT,,,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,7350.18,,,,,,,6649.00,13194.00,fee schedule,
