"(FVIII DOSING) ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",RX-40849817,CDM,636,RC,J7187,HCPCS,63833061702,NDC,facility,outpatient,1,UN,82.70000,49.62000,Evernorth (Cigna Behavioral Health),Commercial,,66.16,,,,,,,1.45,199.92,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
"(VWF DOSING) ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",RX-70406,CDM,636,RC,J7187,HCPCS,63833061702,NDC,facility,outpatient,1,UN,82.70000,49.62000,United Healthcare,Medicare Advantage,,1.56,,,,,,,1.45,199.92,fee schedule,
"ABLATION OF MALIGNANT PROSTATE TISSUE, TRANSRECTAL, WITH HIGH INTENSITY-FOCUSED ULTRASOUND (HIFU), INCLUDING ULTRASOUND GUIDANCE",360,RC,55880,CPT,,,,,facility,outpatient,,,,,Cigna,Commercial,,17457.00,,,,,,,5514.00,17457.00,case rate,
"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE BONE TUMORS (EG, METASTASIS) INCLUDING ADJACENT SOFT TISSUE WHEN INVOLVED BY TUMOR EXTENSION, PERCUTANEOUS, INCLUDING IMAGING GUIDANCE WHEN PERFORMED; RADIOFREQUENCY",360,RC,20982,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,13113.78,,,,,,,5449.00,15394.00,fee schedule,
"ABLATION, SOFT TISSUE OF INFERIOR TURBINATES, UNILATERAL OR BILATERAL, ANY METHOD (EG, ELECTROCAUTERY, RADIOFREQUENCY ABLATION, OR TISSUE VOLUME REDUCTION); INTRAMURAL (IE, SUBMUCOSAL)",360,RC,30802,CPT,,,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,1509.71,,,,,,,1394.69,5449.00,fee schedule,
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,facility,inpatient,,,,,BCBS NC,Blue Value Group,,11158.05,,,,,,,4481.00,18420.60,case rate,"Outlier payment may apply if charges exceed a $203,434. threshold."
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",RX-108021,CDM,636,RC,J0131,HCPCS,00781315606,NDC,facility,outpatient,100,ML,104.15000,62.49000,Optum,CHIP/Managed Medicaid,,28.87,,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.",,,,0,0.13200,90.10,percent of total billed charges,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",RX-108021,CDM,636,RC,J0131,HCPCS,00781315606,NDC,facility,outpatient,100,ML,104.15000,62.49000,United Healthcare,Commercial,,0.13200,,,,,,,0.13200,90.10,fee schedule,"Unless otherwise indicated in the Facility Fee Schedule Specifications, codes for a Separately Reimbursable Drug not yet listed on the fee schedule or listed on the fee schedule will default to a contract rate of 50% PPR."
"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",RX-8962,CDM,250,RC,J3490,HCPCS,42571024301,NDC,facility,inpatient,1,UN,18.25000,10.95000,Evernorth (Cigna Behavioral Health),Commercial,,14.60,,,,,,,14.60,4481.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",RX-8962,CDM,250,RC,J3490,HCPCS,42571024301,NDC,facility,outpatient,1,UN,18.25000,10.95000,Alliance,Medicaid,,5.06,,,,,,,4.23,14.60,percent of total billed charges,
