"ACTIVITY THERAPY, SUCH AS MUSIC, DANCE, ART OR PLAY THERAPIES NOT FOR RECREATION, RELATED TO THE CARE AND TREATMENT OF PATIENT'S DISABLING MENTAL HEALTH PROBLEMS, PER SESSION (45 MINUTES OR MORE)",7931010,CDM,0904,RC,,,G0176,HCPCS,outpatient,,,470.00,235.00,AETNA FIDE-SNP,AETNA FIDE-SNP,,484.10,,,,,,0,141.00,639.20,other,APC - Medicare Packaging Rules [HCPCS] ( 470.00*1.03 ) Term Line 104 | There were zero instances of the item or service in the 15 months prior to posting the file
"ACTIVITY THERAPY, SUCH AS MUSIC, DANCE, ART OR PLAY THERAPIES NOT FOR RECREATION, RELATED TO THE CARE AND TREATMENT OF PATIENT'S DISABLING MENTAL HEALTH PROBLEMS, PER SESSION (45 MINUTES OR MORE)",7931010,CDM,0904,RC,,,G0176,HCPCS,outpatient,,,470.00,235.00,AMBETTER EXCH - ALL PLANS,AMBETTER EXCH - ALL PLANS,,634.50,,,,,,0,141.00,639.20,other,APC - Medicare Packaging Rules [HCPCS] ( 470.00*1.35 ) Term Line 112 | There were zero instances of the item or service in the 15 months prior to posting the file
"ACTIVITY THERAPY, SUCH AS MUSIC, DANCE, ART OR PLAY THERAPIES NOT FOR RECREATION, RELATED TO THE CARE AND TREATMENT OF PATIENT'S DISABLING MENTAL HEALTH PROBLEMS, PER SESSION (45 MINUTES OR MORE)",7931010,CDM,0904,RC,,,G0176,HCPCS,outpatient,,,470.00,235.00,UHC MCR ADV,UHC MCR ADV,,470.00,,,,,,0,141.00,639.20,other,APC - Medicare Packaging Rules [HCPCS] ( 470.00*1 ) Term Line 14 | There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,,,inpatient,1,UN,49676.01,24838.00,DEVOTED MCR ADV - ALL PLANS,DEVOTED MCR ADV - ALL PLANS,,10960.29,,,,,,0,792.41,25334.76,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,inpatient,1,UN,101349.63,50674.81,MOLINA EXCH - ALL OTHER PLANS,MOLINA EXCH - ALL OTHER PLANS,,32124.67,,,,,,0,3577.04,51688.31,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ADAPTER/EXTENSION, PACING LEAD OR NEUROSTIMULATOR LEAD (IMPLANTABLE)",27801883,CDM,0278,RC,,,C1883,HCPCS,outpatient,,,2554.18,1277.09,BCBS PPO - ALL OTHER PLANS,BCBS PPO - ALL OTHER PLANS,,1685.76,44.00,,1685.76,,,0,766.25,3473.68,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",560,MS-DRG,,,,,,,inpatient,1,UN,31015.80,15507.90,CIGNA MCR ADV,CIGNA MCR ADV,,13428.77,,,,,,0,639.92,22183.04,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,,,inpatient,1,UN,99444.20,49722.10,MOLINA FIDE-SNP,MOLINA FIDE-SNP,,23128.53,,,,,,0,1691.36,50716.54,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",561,MS-DRG,,,,,,,inpatient,1,UN,33852.29,16926.15,AETNA MCR ADV,AETNA MCR ADV,,9586.52,,,,,,0,337.83,17264.67,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",561,MS-DRG,,,,,,,inpatient,1,UN,33852.29,16926.15,BCBS BCO,BCBS BCO,,12322.18,,,,,,0,337.83,17264.67,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
