"5% DEXTROSE IN LACTATED RINGERS INFUSION, UP TO 1000 CC",RX-13601,CDM,0636,RC,00338-0125-04,NDC,J7121,HCPCS,outpatient,1000.0000,ML,101.64,50.82,CIGNA ONE HEALTH,CIGNA ONE HEALTH,,30.49,30.00,,30.49,,,0,8.14,138.23,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"5% DEXTROSE IN LACTATED RINGERS INFUSION, UP TO 1000 CC",RX-550041,CDM,0636,RC,00338-0125-04,NDC,J7121,HCPCS,outpatient,1000.0000,ML,103.00,51.50,MOLINA EXCH - ALL OTHER PLANS,MOLINA EXCH - ALL OTHER PLANS,,140.08,,,,,,0,8.14,140.08,other,APC - Medicare Packaging Rules [HCPCS] ( 103.00*1.36 ) Term Line 114 | There were zero instances of the item or service in the 15 months prior to posting the file
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,,,inpatient,1,UN,44289.95,22144.97,WELLCARE MCR ADV - ALL PLANS,WELLCARE MCR ADV - ALL PLANS,,11957.22,,,,,,0,792.69,22587.87,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",RX-350323,CDM,0250,RC,00517-7604-01,NDC,J7608,HCPCS,outpatient,4.0000,ML,69.43,34.71,BCBS BCO,BCBS BCO,,34.02,49.00,,34.02,,,0,8.15,94.42,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",RX-350323,CDM,0250,RC,00517-7604-01,NDC,J7608,HCPCS,outpatient,4.0000,ML,69.43,34.71,MOLINA EXCH - ALL OTHER PLANS,MOLINA EXCH - ALL OTHER PLANS,,94.42,,,,,,0,8.15,94.42,other,APC - Medicare Packaging Rules [HCPCS] ( 69.43*1.36 ) Term Line 114 | There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,,,inpatient,1,UN,75970.22,37985.11,MOLINA FIDE-SNP,MOLINA FIDE-SNP,,19894.08,,,,,,0,1497.80,38744.81,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,,,inpatient,1,UN,21647.48,10823.74,CIGNA EXCH IFP,CIGNA EXCH IFP,,10199.33,,,,,,0,360.04,14244.35,case rate,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,,,inpatient,1,UN,28849.00,14424.50,CIGNA CTA,CIGNA CTA,,14712.99,51.00,,14712.99,,,0,1075.96,14712.99,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,,,inpatient,1,UN,101349.63,50674.81,CIGNA CTA,CIGNA CTA,,51688.31,51.00,,51688.31,,,0,3577.04,51688.31,percent of total billed charges,There were zero instances of the item or service in the 15 months prior to posting the file
"ADAPTER/EXTENSION, PACING LEAD OR NEUROSTIMULATOR LEAD (IMPLANTABLE)",27801883,CDM,0278,RC,,,C1883,HCPCS,outpatient,,,2554.18,1277.09,DEVOTED MCR ADV - ALL PLANS,DEVOTED MCR ADV - ALL PLANS,,2554.18,,,,,,0,766.25,3473.68,other,APC - Medicare Packaging Rules [HCPCS] ( 2554.18*1 ) Term Line 16 | There were zero instances of the item or service in the 15 months prior to posting the file
