"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH SIMPLE MEATAL ADVANCEMENT (EG, MAGPI, V-FLAP)",360,RC,54322,CPT,,,facility,outpatient,,,,,Veterans Affairs Community Care Network,Veterans Administration,,3475.87,,,,,,,3475.87,5213.81,fee schedule,
"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH URETHROPLASTY BY LOCAL SKIN FLAPS (EG, FLIP-FLAP, PREPUCIAL FLAP)",360,RC,54324,CPT,,,facility,outpatient,,,,,Wellpath,FCI Ray Brook,,5213.81,,,,,,,3475.87,5213.81,fee schedule,
"ABLATION, SOFT TISSUE OF INFERIOR TURBINATES, UNILATERAL OR BILATERAL, ANY METHOD (EG, ELECTROCAUTERY, RADIOFREQUENCY ABLATION, OR TISSUE VOLUME REDUCTION); SUPERFICIAL",361,RC,30801,CPT,,,facility,outpatient,,,,,Fidelis Care,Medicare Advantage,,1642.11,,,,,,,1032.36,2239.24,fee schedule,
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,facility,inpatient,,,,,Fidelis Care,Managed Medicaid,,13423.19,,,,,,,10738.55,38132.36,fee schedule,
"ACAMPROSATE 333 MG TAB, DELAYED RELEASE",637,RC,60687012125,NDC,,,facility,outpatient,1,EA,11.01000,11.01000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,5.50,,,,,,,2.20,10.84,percent of total billed charges,
"ACAMPROSATE 333 MG TAB, DELAYED RELEASE",637,RC,68462043518,NDC,,,facility,outpatient,1,EA,11.01000,11.01000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,9.74,,,,,,,2.20,10.84,percent of total billed charges,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV",636,RC,J0134,HCPCS,63323043400,NDC,facility,outpatient,100,ML,26.66000,26.66000,Cigna,Commercial,,25.99,,,,,,,0.06360,26.24,percent of total billed charges,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV",636,RC,J0134,HCPCS,63323043400,NDC,facility,outpatient,100,ML,26.66000,26.66000,NPPN,Commercial,,23.99,,,,,,,0.06360,26.24,percent of total billed charges,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",281,MS-DRG,,,,,facility,inpatient,,,,,Veterans Affairs Community Care Network,Veterans Administration,,9199.60,,,,,,,9199.60,32667.67,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",282,MS-DRG,,,,,facility,inpatient,,,,,BlueCross BlueShield Vermont,Indemnity,,20490.60,,,,,,,7236.53,25696.82,case rate,"When total charges exceed the expected DRG reimbursement amount by $117,925 or when total charges are less than the expected DRG reimbursement amount by $85,000, reimbursed at 83.7% of allowed charge for the entire admission; Outlier Methodology does not apply to Patient Transfer to another hospital, Newborns & Rehabs. Transfers to another hospital are paid at 83.7% of the allowable billed charge."
