"ACAMPROSATE 333 MG TAB, DELAYED RELEASE",637,RC,68462043518,NDC,,,facility,outpatient,1,EA,11.01000,11.01000,Coventry,Commercial,,9.36,,,,,,,2.20,10.84,percent of total billed charges,
"ACAMPROSATE 333 MG TAB, DELAYED RELEASE",637,RC,68462043518,NDC,,,facility,outpatient,1,EA,11.01000,11.01000,Empire BlueCross BlueShield,HMO,,8.59,,,,,,,2.20,10.84,percent of total billed charges,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV",636,RC,36000030660,NDC,,,facility,outpatient,100,ML,26.66000,26.66000,Excellus BlueCross BlueShield,Commercial,,22.28,,,,,,,5.33,26.24,percent of total billed charges,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV",636,RC,J0134,HCPCS,63323043400,NDC,facility,outpatient,100,ML,26.66000,26.66000,Aetna,Medicare Advantage,,12.26,,,,,,,0.06360,26.24,percent of total billed charges,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV",636,RC,J0134,HCPCS,63323043400,NDC,facility,outpatient,100,ML,26.66000,26.66000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,12.80,,,,,,,0.06360,26.24,percent of total billed charges,
"ACNE SURGERY (EG, MARSUPIALIZATION, OPENING OR REMOVAL OF MULTIPLE MILIA, COMEDONES, CYSTS, PUSTULES)",361,RC,10040,CPT,,,facility,outpatient,,,,,Fidelis Care,Medicare Advantage,,220.28,,,,,,,200.25,300.38,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,facility,inpatient,,,,,Excellus BlueCross BlueShield,Medicare Advantage,,16381.25,,,,,,,16381.25,58169.57,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,facility,inpatient,,,,,Aetna,Medicare Advantage,,5602.81,,,,,,,5602.81,19895.45,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,facility,inpatient,,,,,Fidelis Care,Managed Medicaid,,7003.51,,,,,,,5602.81,19895.45,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",285,MS-DRG,,,,,facility,inpatient,,,,,Veterans Affairs Community Care Network,Veterans Administration,,5602.81,,,,,,,5602.81,19895.45,fee schedule,
