"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH URETHROPLASTY BY LOCAL SKIN FLAPS (EG, FLIP-FLAP, PREPUCIAL FLAP)",360,RC,54324,CPT,,,facility,outpatient,,,,,Capital District Physicians' Health Plan,Medicare Advantage,,3475.87,,,,,,,3475.87,5213.81,fee schedule,
"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,6026.87,,,,,,,5879.87,8819.81,fee schedule,
"ABLATION, SOFT TISSUE OF INFERIOR TURBINATES, UNILATERAL OR BILATERAL, ANY METHOD (EG, ELECTROCAUTERY, RADIOFREQUENCY ABLATION, OR TISSUE VOLUME REDUCTION); INTRAMURAL (IE, SUBMUCOSAL)",360,RC,30802,CPT,,,facility,outpatient,,,,,Humana Military,TRICARE,,1492.83,,,,,,,1492.83,2239.24,fee schedule,
"ACAMPROSATE 333 MG TAB, DELAYED RELEASE",637,RC,68462043518,NDC,,,facility,outpatient,1,EA,11.01000,11.01000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,5.50,,,,,,,2.20,10.84,percent of total billed charges,
"ACAMPROSATE 333 MG TAB, DELAYED RELEASE",637,RC,68462043518,NDC,,,facility,outpatient,1,EA,11.01000,11.01000,NPPN,Commercial,,9.91,,,,,,,2.20,10.84,percent of total billed charges,
"ACAMPROSATE 333 MG TAB, DELAYED RELEASE",637,RC,68462043518,NDC,,,facility,outpatient,1,EA,11.01000,11.01000,United Healthcare,Managed Medicaid/Essential Plans,,2.20,,,,,,,2.20,10.84,percent of total billed charges,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV",636,RC,36000030660,NDC,,,facility,outpatient,100,ML,26.66000,26.66000,NPPN,Commercial,,23.99,,,,,,,5.33,26.24,percent of total billed charges,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV",636,RC,J0134,HCPCS,63323043400,NDC,facility,outpatient,100,ML,26.66000,26.66000,Fidelis Care,Essential Plans,,0.06360,,,,,,,0.06360,26.24,fee schedule,Reimbursement will be capped at line item charge.
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",280,MS-DRG,,,,,facility,inpatient,,,,,Martins Point, TRICARE Prime/Department of Defense,,16381.25,,,,,,,16381.25,58169.57,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,facility,inpatient,,,,,MVP,Medicare Advantage,,7580.10,,,,,,,7395.22,26260.30,fee schedule,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",283,MS-DRG,,,,,facility,inpatient,,,,,MVP,Commercial,,45822.84,,,,,,,19514.99,69297.42,case rate,"Claims with charges exceeding $93,007 are reimbursed at an outlier rate of 88.9% except for drugs which are reimbursed at 50% of charges."
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, ANY AREA; DEFECT 30.1 SQ CM TO 60.0 SQ CM",361,RC,14301,CPT,,,facility,outpatient,,,,,Wellpath,FCI Ray Brook,,5534.30,,,,,,,3689.53,5534.30,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10 SQ CM OR LESS",490,RC,14060,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,1880.37,,,,,,,1843.50,2765.25,fee schedule,
