"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10 SQ CM OR LESS",360,RC,14040,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,1880.37,,,,,,,1488.38,3809.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10 SQ CM OR LESS",490,RC,14020,CPT,,,facility,outpatient,,,,,Wellpath,FCI Ray Brook,,2765.25,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10 SQ CM OR LESS",360,RC,14000,CPT,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,1843.50,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10.1 SQ CM TO 30.0 SQ CM",360,RC,14001,CPT,,,facility,outpatient,,,,,Martins Point, TRICARE Prime/Department of Defense,,1889.59,,,,,,,1843.50,2765.25,fee schedule,
"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",559,MS-DRG,,,,,facility,inpatient,,,,,MVP,Commercial,,43500.53,,,,,,,18525.99,65785.42,case rate,"Claims with charges exceeding $93,007 are reimbursed at an outlier rate of 88.9% except for drugs which are reimbursed at 50% of charges."
"ALBUMIN, HUMAN 25 % IV",636,RC,P9047,HCPCS,44206025110,NDC,facility,outpatient,50,ML,136.22000,136.22000,Capital District Physicians' Health Plan,Commercial,,102.03,,,,,,,27.24,192.84,percent of total billed charges,
"ALBUMIN, HUMAN 5 % IV",636,RC,P9045,HCPCS,44206031050,NDC,facility,outpatient,250,ML,136.66000,136.66000,Excellus BlueCross BlueShield,Commercial,,114.21,,,,,,,27.33,134.53,percent of total billed charges,
"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",894,MS-DRG,,,,,facility,inpatient,,,,,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,16082.43,,,,,,,6228.56,22117.48,case rate,"When total charges exceed the expected DRG reimbursement amount by $117,925 or when total charges are less than the expected DRG reimbursement amount by $85,000, reimbursed at 80.1% of allowed charge for the entire admission; Outlier Methodology does not apply to Patient Transfer to another hospital, Newborns & Rehabs. Transfers to another hospital are paid at 80.1% of the allowable billed charge."
"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",894,MS-DRG,,,,,facility,inpatient,,,,,Fidelis Care,Managed Medicaid,,7785.70,,,,,,,6228.56,22117.48,fee schedule,
"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",894,MS-DRG,,,,,facility,inpatient,,,,,United Healthcare,Commercial,,22117.48,,,,,,,6228.56,22117.48,case rate,"When the length of stay exceeds 20 days during a single Admission (""Inpatient Outlier Threshold""), the contract rate will be $7,093 Per Diem for each day in excess of the Inpatient Outlier Threshold. Claims with discharge codes 02, 03, 05, 06, 62-66, 82, 83, 85, 86 & 90-94 are reimbursed as follows: (FY24 DRG Weight * DRG Base Rate) (LOS + 1)/GMLOS. Exception: ""Special Pay"" MS-DRGs for FY24."
"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",894,MS-DRG,,,,,facility,inpatient,,,,,Wellpath,FCI Ray Brook,,9342.84,,,,,,,6228.56,22117.48,fee schedule,
"ALPHA-1 PROTEINASE INHIBITOR (HUMAN) 1,000 MG IV SOLUTION (ZEMAIRA)",636,RC,J0256,HCPCS,00053720102,NDC,facility,outpatient,1,EA,1835.18000,1835.18000,Cigna,Commercial,,10.81,,,,,,,5.46,1806.55,fee schedule,Reimbursement will be capped at line item charge.
"AMIKACIN 1,000 MG/4 ML INJECTION",636,RC,00703904003,NDC,,,facility,outpatient,4,ML,134.19000,134.19000,MagnaCare,Commercial,,107.35,,,,,,,26.84,132.10,percent of total billed charges,
"AMIKACIN 1,000 MG/4 ML INJECTION",636,RC,J0278,HCPCS,23155029042,NDC,facility,outpatient,4,ML,134.19000,134.19000,United Healthcare,Managed Medicaid/Essential Plans,,26.84,,,,,,,0.65720,132.10,percent of total billed charges,
"AMIODARONE 150 MG/100 ML (1.5 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV",636,RC,J0282,HCPCS,43066015010,NDC,facility,outpatient,100,ML,94.86000,94.86000,Empire BlueCross BlueShield,HMO,,73.99,,,,,,,0.54060,93.38,percent of total billed charges,
"AMIODARONE 360 MG/200 ML (1.8 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV",636,RC,J0282,HCPCS,43066036020,NDC,facility,outpatient,200,ML,94.86000,94.86000,NPPN,Commercial,,85.37,,,,,,,0.54060,93.38,percent of total billed charges,
"AMIODARONE 360 MG/200 ML (1.8 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV",636,RC,J0282,HCPCS,43066036020,NDC,facility,outpatient,200,ML,94.86000,94.86000,Veterans Affairs Community Care Network,Veterans Administration,,4.00,,,,,,,0.54060,93.38,fee schedule,Reimbursement will be capped at line item charge.
"AMIODARONE 360 MG/200 ML (1.8 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV",636,RC,J0282,HCPCS,43066036020,NDC,facility,outpatient,200,ML,94.86000,94.86000,Wellpath,Correctional Healthcare,,52.17,,,,,,,0.54060,93.38,percent of total billed charges,
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",617,MS-DRG,,,,,facility,inpatient,,,,,BlueCross BlueShield Vermont,Indemnity,,54585.08,,,,,,,19277.47,68453.97,case rate,"When total charges exceed the expected DRG reimbursement amount by $117,925 or when total charges are less than the expected DRG reimbursement amount by $85,000, reimbursed at 83.7% of allowed charge for the entire admission; Outlier Methodology does not apply to Patient Transfer to another hospital, Newborns & Rehabs. Transfers to another hospital are paid at 83.7% of the allowable billed charge."
"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",618,MS-DRG,,,,,facility,inpatient,,,,,BlueCross BlueShield Vermont,Indemnity,,35185.28,,,,,,,12426.15,44125.10,case rate,"When total charges exceed the expected DRG reimbursement amount by $117,925 or when total charges are less than the expected DRG reimbursement amount by $85,000, reimbursed at 83.7% of allowed charge for the entire admission; Outlier Methodology does not apply to Patient Transfer to another hospital, Newborns & Rehabs. Transfers to another hospital are paid at 83.7% of the allowable billed charge."
"AMPUTATION, FINGER OR THUMB, PRIMARY OR SECONDARY, ANY JOINT OR PHALANX, SINGLE, INCLUDING NEURECTOMIES; WITH DIRECT CLOSURE",360,RC,26951,CPT,,,facility,outpatient,,,,,Capital District Physicians' Health Plan,Medicare Advantage,,3269.92,,,,,,,2868.37,5885.96,fee schedule,
"AMPUTATION, FOOT; TRANSMETATARSAL",490,RC,28805,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,3335.32,,,,,,,3269.92,4904.88,fee schedule,
"AMPUTATION, METACARPAL, WITH FINGER OR THUMB (RAY AMPUTATION), SINGLE, WITH OR WITHOUT INTEROSSEOUS TRANSFER",490,RC,26910,CPT,,,facility,outpatient,,,,,St. Regis,HMO,,3269.92,,,,,,,3269.92,4904.88,fee schedule,
"AMPUTATION, METACARPAL, WITH FINGER OR THUMB (RAY AMPUTATION), SINGLE, WITH OR WITHOUT INTEROSSEOUS TRANSFER",490,RC,26910,CPT,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3269.92,,,,,,,3269.92,4904.88,fee schedule,
"AMPUTATION, TOE; INTERPHALANGEAL JOINT",360,RC,28825,CPT,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,3269.92,,,,,,,3269.92,4904.88,fee schedule,
"AMPUTATION, TOE; METATARSOPHALANGEAL JOINT",360,RC,28820,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,3351.67,,,,,,,3269.92,4904.88,fee schedule,
"ANGIOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",360,RC,75716,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,3235.49,,,,,,,3172.05,5631.75,fee schedule,
"ANGIOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",360,RC,75716,CPT,,,facility,outpatient,,,,,Fidelis Care,Medicare Advantage,,3489.26,,,,,,,3172.05,5631.75,fee schedule,
"ANGIOGRAPHY, PELVIC, SELECTIVE OR SUPRASELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION",360,RC,75736,CPT,,,facility,outpatient,,,,,Fidelis Care,Essential Plans,,5992.65,,,,,,,5385.76,8171.79,fee schedule,
"ANTERIOR COLPORRHAPHY, REPAIR OF CYSTOCELE WITH OR WITHOUT REPAIR OF URETHROCELE, INCLUDING CYSTOURETHROSCOPY, WHEN PERFORMED",490,RC,57240,CPT,,,facility,outpatient,,,,,Martins Point, TRICARE Prime/Department of Defense,,5099.32,,,,,,,4113.02,7462.43,fee schedule,
"ANTERIOR TIBIAL TUBERCLEPLASTY (EG, MAQUET TYPE PROCEDURE)",490,RC,27418,CPT,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,7199.45,,,,,,,7199.45,10799.17,fee schedule,
"ANTIHEMOPHIL RFVIII FC-VWF-XTEN,BDD-EHTL 250 (+/-) UNIT IV SOLUTION",636,RC,J7214,HCPCS,71104097801,NDC,facility,outpatient,1,EA,50.14000,50.14000,St. Regis,HMO,,4.66,,,,,,,4.12,49.36,fee schedule,
"ANTIHEMOPHILIC FACTOR (RECOMB) 1,000 (+/-) UNIT INTRAVENOUS SOLUTION",636,RC,J7192,HCPCS,00944284310,NDC,facility,outpatient,1,EA,38.91000,38.91000,MagnaCare,Commercial,,31.13,,,,,,,1.24,38.30,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR (RECOMB) 1,000 (+/-) UNIT INTRAVENOUS SOLUTION",636,RC,J7192,HCPCS,00944284310,NDC,facility,outpatient,1,EA,38.91000,38.91000,United Healthcare,Managed Medicaid/Essential Plans,,7.78,,,,,,,1.24,38.30,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 1,000 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944305302,NDC,facility,outpatient,1,EA,39.26000,39.26000,Cigna,Commercial,,3.38,,,,,,,1.24,38.65,fee schedule,Reimbursement will be capped at line item charge.
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 1,500 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944305402,NDC,facility,outpatient,1,EA,39.26000,39.26000,Capital District Physicians' Health Plan,Commercial,,29.41,,,,,,,1.24,38.65,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 2,000 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944304510,NDC,facility,outpatient,1,EA,39.26000,39.26000,St. Regis,HMO,,1.61,,,,,,,1.24,38.65,fee schedule,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 3,000 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944304610,NDC,facility,outpatient,1,EA,39.26000,39.26000,Capital District Physicians' Health Plan,Commercial,,29.41,,,,,,,1.24,38.65,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 3,000 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944304610,NDC,facility,outpatient,1,EA,39.26000,39.26000,Excellus BlueCross BlueShield,Commercial,,32.81,,,,,,,1.24,38.65,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 3,000 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944304610,NDC,facility,outpatient,1,EA,39.26000,39.26000,MagnaCare,Commercial,,31.41,,,,,,,1.24,38.65,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 3,000 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944304610,NDC,facility,outpatient,1,EA,39.26000,39.26000,United Healthcare,Managed Medicaid/Essential Plans,,7.85,,,,,,,1.24,38.65,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 500 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944305202,NDC,facility,outpatient,1,EA,39.26000,39.26000,Capital District Physicians' Health Plan,Commercial,,29.41,,,,,,,1.24,38.65,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 500 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944305202,NDC,facility,outpatient,1,EA,39.26000,39.26000,Cigna,Commercial,,3.38,,,,,,,1.24,38.65,fee schedule,Reimbursement will be capped at line item charge.
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 500 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944305202,NDC,facility,outpatient,1,EA,39.26000,39.26000,MagnaCare,Commercial,,31.41,,,,,,,1.24,38.65,percent of total billed charges,
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 500 (+/-) UNIT IV SOLUTION",636,RC,J7192,HCPCS,00944305202,NDC,facility,outpatient,1,EA,39.26000,39.26000,Wellpath,FCI Ray Brook,,2.42,,,,,,,1.24,38.65,fee schedule,
"ANTIHEMOPHILIC FACTOR-VWF 500 UNIT-1,200 UNIT INTRAVENOUS SOLUTION",636,RC,J7187,HCPCS,63833061602,NDC,facility,outpatient,1,EA,38.49000,38.49000,BlueCross BlueShield Vermont,Medicare Advantage,,1.52,,,,,,,1.06,37.89,fee schedule,
"ANTIHEMOPHILIC FACTOR-VWF 500 UNIT-1,200 UNIT INTRAVENOUS SOLUTION",636,RC,J7187,HCPCS,63833061602,NDC,facility,outpatient,1,EA,38.49000,38.49000,MVP,Commercial,,30.79,,,,,,,1.06,37.89,percent of total billed charges,
"AORTOGRAPHY, THORACIC, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",360,RC,75605,CPT,,,facility,outpatient,,,,,Cigna,Commercial,,5252.32,,,,,,,4256.27,8171.79,fee schedule,Reimbursement will be capped at line item charge.
"APPLICATION OF A UNIPLANE (PINS OR WIRES IN 1 PLANE), UNILATERAL, EXTERNAL FIXATION SYSTEM",360,RC,20690,CPT,,,facility,outpatient,,,,,Wellpath,FCI Ray Brook,,10799.17,,,,,,,7199.45,10799.17,fee schedule,
"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",360,RC,15275,CPT,,,facility,outpatient,,,,,Humana Military,TRICARE,,1843.50,,,,,,,1843.50,2765.25,fee schedule,
"AQUEOUS SHUNT TO EXTRAOCULAR EQUATORIAL PLATE RESERVOIR, EXTERNAL APPROACH; WITH GRAFT",360,RC,66180,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,5329.96,,,,,,,5199.96,7799.94,fee schedule,
"ARIPIPRAZOLE 15 MG TAB, RAPID DISSOLVE",637,RC,69452033913,NDC,,,facility,outpatient,1,EA,25.27000,25.27000,Empire BlueCross BlueShield,HMO,,19.71,,,,,,,5.05,24.88,percent of total billed charges,
"ARIPIPRAZOLE 15 MG TAB, RAPID DISSOLVE",637,RC,69452033913,NDC,,,facility,outpatient,1,EA,25.27000,25.27000,Excellus BlueCross BlueShield,Commercial,,21.12,,,,,,,5.05,24.88,percent of total billed charges,
"ARIPIPRAZOLE ER 300 MG SUSPENSION, EXTENDED REL. INTRAMUSCULAR SYRINGE",636,RC,J0401,HCPCS,59148004580,NDC,facility,outpatient,1,EA,6604.86000,6604.86000,Excellus BlueCross BlueShield,Medicare Advantage,,1849.36,,,,,,,7.28,6501.82,percent of total billed charges,
"ARIPIPRAZOLE ER 400 MG SUSPENSION, EXTENDED REL.INTRAMUSCULAR SYRINGE",636,RC,J0401,HCPCS,59148007280,NDC,facility,outpatient,1,EA,8808.12000,8808.12000,St. Regis,HMO,,7.28,,,,,,,7.28,8670.71,fee schedule,
"ARIPIPRAZOLE LAUROXIL ER 662 MG/2.4 ML SUSPENSION, EXT.REL. IM SYRINGE",636,RC,J1944,HCPCS,65757040203,NDC,facility,outpatient,2.4,ML,8045.61000,8045.61000,Wellpath,FCI Ray Brook,,5.03,,,,,,,3.35,7920.10,fee schedule,
"ARREST, EPIPHYSEAL, ANY METHOD (EG, EPIPHYSIODESIS); TIBIA AND FIBULA, PROXIMAL",360,RC,27477,CPT,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,7199.45,,,,,,,7199.45,10799.17,fee schedule,
"ARTERIOVENOUS ANASTOMOSIS, OPEN; BY FOREARM VEIN TRANSPOSITION",360,RC,36820,CPT,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,5447.86,,,,,,,5447.86,8171.79,fee schedule,
"ARTERIOVENOUS ANASTOMOSIS, OPEN; DIRECT, ANY SITE (EG, CIMINO TYPE) (SEPARATE PROCEDURE)",360,RC,36821,CPT,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,3172.05,,,,,,,3172.05,7418.89,fee schedule,
"ARTERIOVENOUS ANASTOMOSIS, OPEN; DIRECT, ANY SITE (EG, CIMINO TYPE) (SEPARATE PROCEDURE)",490,RC,36821,CPT,,,facility,outpatient,,,,,Humana Military,TRICARE,,3172.05,,,,,,,3172.05,7418.89,fee schedule,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",490,RC,20605,CPT,,,facility,outpatient,,,,,Humana Military,TRICARE,,297.49,,,,,,,297.49,721.57,fee schedule,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",360,RC,20610,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,304.93,,,,,,,297.49,821.73,fee schedule,
"ARTHRODESIS, ANTERIOR INTERBODY TECHNIQUE, INCLUDING MINIMAL DISCECTOMY TO PREPARE INTERSPACE (OTHER THAN FOR DECOMPRESSION); CERVICAL BELOW C2",360,RC,22554,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,13226.52,,,,,,,2720.26,19450.77,fee schedule,
"ARTHRODESIS, DISTAL RADIOULNAR JOINT WITH SEGMENTAL RESECTION OF ULNA, WITH OR WITHOUT BONE GRAFT (EG, SAUVE-KAPANDJI PROCEDURE)",490,RC,25830,CPT,,,facility,outpatient,,,,,St. Regis,HMO,,7199.45,,,,,,,7199.45,10799.17,fee schedule,
"ARTHRODESIS, GREAT TOE; METATARSOPHALANGEAL JOINT",490,RC,28750,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Indemnity,,8961.13,,,,,,,6714.57,10799.17,fee schedule,Reimbursement will be capped at line item charge.
"ARTHRODESIS, GREAT TOE; METATARSOPHALANGEAL JOINT",490,RC,28750,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,7379.44,,,,,,,6714.57,10799.17,fee schedule,
"ARTHRODESIS, METACARPOPHALANGEAL JOINT, WITH OR WITHOUT INTERNAL FIXATION;",490,RC,26850,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,7343.44,,,,,,,7199.45,10799.17,fee schedule,
"ARTHRODESIS, MIDTARSAL OR TARSOMETATARSAL, SINGLE JOINT",360,RC,28740,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,7343.44,,,,,,,5976.34,10799.17,fee schedule,
"ARTHRODESIS, MIDTARSAL OR TARSOMETATARSAL, SINGLE JOINT",360,RC,28740,CPT,,,facility,outpatient,,,,,Wellpath,FCI Ray Brook,,10799.17,,,,,,,5976.34,10799.17,fee schedule,
"ARTHROPLASTY, GLENOHUMERAL JOINT; HEMIARTHROPLASTY",360,RC,23470,CPT,,,facility,outpatient,,,,,Fidelis Care,Medicare Advantage,,14263.90,,,,,,,12967.18,19450.77,fee schedule,
"ARTHROPLASTY, INTERCARPAL OR CARPOMETACARPAL JOINTS; SUSPENSION, INCLUDING TRANSFER OR TRANSPLANT OF TENDON, WITH INTERPOSITION, WHEN PERFORMED",360,RC,25448,CPT,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,3269.92,,,,,,,3269.92,4904.88,fee schedule,
"ARTHROPLASTY, INTERCARPAL OR CARPOMETACARPAL JOINTS; SUSPENSION, INCLUDING TRANSFER OR TRANSPLANT OF TENDON, WITH INTERPOSITION, WHEN PERFORMED",360,RC,25448,CPT,,,facility,outpatient,,,,,St. Regis,HMO,,3269.92,,,,,,,3269.92,4904.88,fee schedule,
"ARTHROPLASTY, INTERCARPAL OR CARPOMETACARPAL JOINTS; SUSPENSION, INCLUDING TRANSFER OR TRANSPLANT OF TENDON, WITH INTERPOSITION, WHEN PERFORMED",490,RC,25448,CPT,,,facility,outpatient,,,,,Veterans Affairs Community Care Network,Veterans Administration,,3269.92,,,,,,,3269.92,4904.88,fee schedule,
"ARTHROPLASTY, KNEE, CONDYLE AND PLATEAU; MEDIAL OR LATERAL COMPARTMENT",360,RC,27446,CPT,,,facility,outpatient,,,,,Wellpath,FCI Ray Brook,,19450.77,,,,,,,12967.18,19450.77,fee schedule,
"ARTHROPLASTY, METACARPOPHALANGEAL JOINT; EACH JOINT",360,RC,26530,CPT,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,7199.45,,,,,,,7199.45,10799.17,fee schedule,
"ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S) AND/OR TUBEROSITY FRACTURE(S) OF THE KNEE, WITH OR WITHOUT MANIPULATION; WITH INTERNAL OR EXTERNAL FIXATION (INCLUDES ARTHROSCOPY)",360,RC,29851,CPT,,,facility,outpatient,,,,,Humana Military,TRICARE,,1612.89,,,,,,,1612.89,2419.34,fee schedule,
"ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S) AND/OR TUBEROSITY FRACTURE(S) OF THE KNEE, WITH OR WITHOUT MANIPULATION; WITH INTERNAL OR EXTERNAL FIXATION (INCLUDES ARTHROSCOPY)",360,RC,29851,CPT,,,facility,outpatient,,,,,St. Regis,HMO,,1612.89,,,,,,,1612.89,2419.34,fee schedule,
"ARTHROSCOPY, ANKLE, SURGICAL, EXCISION OF OSTEOCHONDRAL DEFECT OF TALUS AND/OR TIBIA, INCLUDING DRILLING OF THE DEFECT",490,RC,29891,CPT,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,3269.92,,,,,,,3269.92,4904.88,fee schedule,
"ARTHROSCOPY, ELBOW, SURGICAL; DEBRIDEMENT, EXTENSIVE",360,RC,29838,CPT,,,facility,outpatient,,,,,St. Regis,HMO,,3269.92,,,,,,,3269.92,6457.17,fee schedule,
"ARTHROSCOPY, HIP, SURGICAL; WITH LABRAL REPAIR",490,RC,29916,CPT,,,facility,outpatient,,,,,Fidelis Care,Medicare Advantage,,7919.40,,,,,,,7199.45,10799.17,fee schedule,
"ARTHROSCOPY, HIP, SURGICAL; WITH LABRAL REPAIR",490,RC,29916,CPT,,,facility,outpatient,,,,,Humana Military,TRICARE,,7199.45,,,,,,,7199.45,10799.17,fee schedule,
"ARTHROSCOPY, HIP, SURGICAL; WITH LABRAL REPAIR",490,RC,29916,CPT,,,facility,outpatient,,,,,Veterans Affairs Community Care Network,Veterans Administration,,7199.45,,,,,,,7199.45,10799.17,fee schedule,
"ARTHROSCOPY, HIP, SURGICAL; WITH SYNOVECTOMY",490,RC,29863,CPT,,,facility,outpatient,,,,,Fidelis Care,Medicare Advantage,,3596.91,,,,,,,3269.92,4904.88,fee schedule,
"ARTHROSCOPY, HIP, SURGICAL; WITH SYNOVECTOMY",490,RC,29863,CPT,,,facility,outpatient,,,,,MVP,Commercial,,4258.99,,,,,,,3269.92,4904.88,fee schedule,Reimbursement will be capped at line item charge.
"ARTHROSCOPY, KNEE, SURGICAL; ABRASION ARTHROPLASTY (INCLUDES CHONDROPLASTY WHERE NECESSARY) OR MULTIPLE DRILLING OR MICROFRACTURE",490,RC,29879,CPT,,,facility,outpatient,,,,,Fidelis Care,Medicare Advantage,,3596.91,,,,,,,2570.29,4904.88,fee schedule,
"ARTHROSCOPY, KNEE, SURGICAL; ABRASION ARTHROPLASTY (INCLUDES CHONDROPLASTY WHERE NECESSARY) OR MULTIPLE DRILLING OR MICROFRACTURE",490,RC,29879,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,3351.67,,,,,,,2570.29,4904.88,fee schedule,
"ARTHROSCOPY, KNEE, SURGICAL; DEBRIDEMENT/SHAVING OF ARTICULAR CARTILAGE (CHONDROPLASTY)",490,RC,29877,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,3351.67,,,,,,,3269.92,5461.13,fee schedule,
