PLATE CLAVICLE 3.5MM 6 HOLE RIGHT 105MM WITH LAT LCP SUP ANT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3955.13000,3955.13000,United Healthcare,Managed Medicaid/Essential Plans,,791.03,,,,,,,521.43,3893.43,percent of total billed charges,
PLATE CLAVICLE 3.5MM 6 HOLE RIGHT 85MM LCP SUP ANT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3955.13000,3955.13000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,521.43,3893.43,fee schedule,Reimbursement will be capped at line item charge.
PLATE CLAVICLE 3.5MM 6 HOLE RIGHT 85MM LCP SUP ANT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3955.13000,3955.13000,Coventry,Commercial,,3361.86,,,,,,,521.43,3893.43,percent of total billed charges,
PLATE CLAVICLE 3.5MM 8 HOLE LEFT 115MM LCP SUP ANT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,MagnaCare,Commercial,,3033.62,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 3.5MM 8 HOLE LEFT 115MM LCP SUP ANT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,NPPN,Commercial,,3412.82,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 3.5MM 8 HOLE LEFT 115MM LCP SUP ANT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,521.43,3732.86,fee schedule,Reimbursement will be capped at line item charge.
PLATE CLAVICLE 3.5MM 8 HOLE RIGHT 130MM WITH LAT LCP SUP ANT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,NPPN,Commercial,,3412.82,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 3.5MM 8 HOLE RIGHT 130MM WITH LAT LCP SUP ANT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,Wellpath,Correctional Healthcare,,2085.61,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 3.5MM LCP 5H 12 HOLE,278,RC,C1713,HCPCS,,,facility,outpatient,,,4446.07000,4446.07000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,521.43,4376.71,fee schedule,Reimbursement will be capped at line item charge.
PLATE CLAVICLE 3.5MM LCP 5H 15 HOLE,278,RC,C1713,HCPCS,,,facility,outpatient,,,4446.07000,4446.07000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,521.43,4376.71,fee schedule,Reimbursement will be capped at line item charge.
PLATE CLAVICLE 3.5MM LEFT 7 HOLE 123MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,4055.25000,4055.25000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,521.43,3991.99,fee schedule,Reimbursement will be capped at line item charge.
PLATE CLAVICLE 3.5MM LEFT 7 HOLE 123MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,4055.25000,4055.25000,Capital District Physicians' Health Plan,Commercial,,3037.38,,,,,,,521.43,3991.99,percent of total billed charges,
PLATE CLAVICLE 3.5MM LEFT 7 HOLE 123MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,4055.25000,4055.25000,Cigna,Commercial,,3953.87,,,,,,,521.43,3991.99,percent of total billed charges,
PLATE CLAVICLE 3.5MM LEFT 8 HOLE 135MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,1896.01,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 3.5MM LIGHT 8 HOLE 120MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,Aetna,Medicare Advantage,,1744.33,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 3.5MM RIGHT 3 HOLE 69MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,3783.55000,3783.55000,Wellpath,Correctional Healthcare,,2080.95,,,,,,,521.43,3724.53,percent of total billed charges,
PLATE CLAVICLE 3.5MM RIGHT 5 HOLE 94MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,3911.16000,3911.16000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,1877.36,,,,,,,521.43,3850.15,percent of total billed charges,
PLATE CLAVICLE 3.5MM RIGHT 6 HOLE 108MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,3955.13000,3955.13000,Coventry,Commercial,,3361.86,,,,,,,521.43,3893.43,percent of total billed charges,
PLATE CLAVICLE 3.5MM RIGHT 8 HOLE 120MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,Harvard Pilgrim,Commercial,,3033.62,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 3.5MM RIGHT 8 HOLE 120MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,United Healthcare,Managed Medicaid/Essential Plans,,758.40,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 3.5MM RIGHT 8 HOLE 135MM LCP SUP ANT,278,RC,C1713,HCPCS,,,facility,outpatient,,,3792.02000,3792.02000,Harvard Pilgrim,Commercial,,3033.62,,,,,,,521.43,3732.86,percent of total billed charges,
PLATE CLAVICLE 7HOLE RIGHT 100MM 3.5MM SUPERIOR TI LCP ST,278,RC,C1713,HCPCS,,,facility,outpatient,,,4434.82000,4434.82000,Aetna,Medicare Advantage,,2040.02,,,,,,,521.43,4365.64,percent of total billed charges,
PLATE CLAVICLE 7HOLE RIGHT 100MM 3.5MM SUPERIOR TI LCP ST,278,RC,C1713,HCPCS,,,facility,outpatient,,,4434.82000,4434.82000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,521.43,4365.64,fee schedule,Reimbursement will be capped at line item charge.
PLATE CLAVICLE HOOK 3.5MM LEFT 7 HOLE 112MM X 15MM LCP,278,RC,C1713,HCPCS,,,facility,outpatient,,,4766.23000,4766.23000,MVP,Commercial,,2383.11,,,,,,,521.43,4691.88,percent of total billed charges,"Implants with charges equal to or greater than $30,000 are reimbursed at 40% of charges."
PLATE CLAVICLE HOOK 3.5MM LEFT 7 HOLE 112MM X 15MM LCP,278,RC,C1713,HCPCS,,,facility,outpatient,,,4766.23000,4766.23000,MagnaCare,Commercial,,3812.98,,,,,,,521.43,4691.88,percent of total billed charges,
PLATE COMPRESSION 10 HOLE BROAD CURVED VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1956.72000,1956.72000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,939.23,,,,,,,391.34,1926.20,percent of total billed charges,
PLATE COMPRESSION 10 HOLE NARROW STRAIGHT VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1956.72000,1956.72000,United Healthcare,Managed Medicaid/Essential Plans,,391.34,,,,,,,391.34,1926.20,percent of total billed charges,
PLATE COMPRESSION 14 HOLE BROAD CURVED VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,2327.60000,2327.60000,United Healthcare,Managed Medicaid/Essential Plans,,465.52,,,,,,,465.52,2291.29,percent of total billed charges,
PLATE COMPRESSION 6 HOLE BROAD STRAIGHT VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1333.71000,1333.71000,Harvard Pilgrim,Commercial,,1066.97,,,,,,,266.74,1312.90,percent of total billed charges,
PLATE COMPRESSION 6 HOLE NARROW STRAIGHT VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1333.71000,1333.71000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,666.86,,,,,,,266.74,1312.90,percent of total billed charges,
PLATE COMPRESSION 6 HOLE NARROW STRAIGHT VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1333.71000,1333.71000,United Healthcare,Commercial,,1312.90,,,,,,,266.74,1312.90,percent of total billed charges,
PLATE COMPRESSION 7 HOLE L90 WITH 2 LOCKING HOLES VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1333.71000,1333.71000,Empire BlueCross BlueShield,HMO,,1040.29,,,,,,,266.74,1312.90,percent of total billed charges,
PLATE COMPRESSION 7 HOLE L91 WITH 4 LOCKING HOLES VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1333.71000,1333.71000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,266.74,1312.90,fee schedule,Reimbursement will be capped at line item charge.
PLATE COMPRESSION 7 HOLE L91 WITH 4 LOCKING HOLES VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1333.71000,1333.71000,Coventry,Commercial,,1133.65,,,,,,,266.74,1312.90,percent of total billed charges,
PLATE COMPRESSION 8 HOLE BROAD CURVED VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1956.72000,1956.72000,United Healthcare,Commercial,,1926.20,,,,,,,391.34,1926.20,percent of total billed charges,
PLATE COMPRESSION 8 HOLE NARROW STRAIGHT VARIAX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1956.72000,1956.72000,United Healthcare,Commercial,,1926.20,,,,,,,391.34,1926.20,percent of total billed charges,
PLATE CONDYLAR 2 HOLE HD 6 HOLE SHAFT 2.0MM CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,2264.34000,2264.34000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,452.87,2229.02,fee schedule,Reimbursement will be capped at line item charge.
PLATE CONDYLAR 2 HOLE HD 6 HOLE SHAFT 2.0MM CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,2264.34000,2264.34000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,452.87,2229.02,fee schedule,Reimbursement will be capped at line item charge.
PLATE CONDYLAR 95 DEG 16 HOLES 80MM X 267MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,9193.96000,9193.96000,Excellus BlueCross BlueShield,Commercial,,7683.39,,,,,,,521.43,9050.53,percent of total billed charges,
PLATE CONDYLAR 95DEG 7-HOLE 60 MMX 124MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,6193.50000,6193.50000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,2972.88,,,,,,,521.43,6096.88,percent of total billed charges,
PLATE CONDYLAR 95DEG 7-HOLE 60 MMX 124MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,6193.50000,6193.50000,Wellpath,Correctional Healthcare,,3406.43,,,,,,,521.43,6096.88,percent of total billed charges,
PLATE CRANIAL PEEK CUSTOM LARGE NS,278,RC,C1713,HCPCS,,,facility,outpatient,,,57263.07000,57263.07000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,27486.27,,,,,,,521.43,56369.77,percent of total billed charges,
PLATE CRANIAL PEEK CUSTOM LARGE NS,278,RC,C1713,HCPCS,,,facility,outpatient,,,57263.07000,57263.07000,Harvard Pilgrim,Commercial,,45810.46,,,,,,,521.43,56369.77,percent of total billed charges,
PLATE CRANIAL PEEK CUSTOM LARGE NS,278,RC,C1713,HCPCS,,,facility,outpatient,,,57263.07000,57263.07000,MagnaCare,Commercial,,45810.46,,,,,,,521.43,56369.77,percent of total billed charges,
PLATE CRANIAL PEEK CUSTOM LARGE NS,278,RC,C1713,HCPCS,,,facility,outpatient,,,57263.07000,57263.07000,United Healthcare,Managed Medicaid/Essential Plans,,11452.61,,,,,,,521.43,56369.77,percent of total billed charges,
PLATE CRANIAL PEEK CUSTOM XLARGE NS,2780000001,CDM,278,RC,,,facility,outpatient,,,75036.71000,75036.71000,Excellus BlueCross BlueShield,Medicare Advantage,,21010.28,,,,,,,15007.34,73866.14,percent of total billed charges,
PLATE CUBOID 2.4MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3983.92000,3983.92000,MVP,Commercial,,1991.96,,,,,,,521.43,3921.77,percent of total billed charges,"Implants with charges equal to or greater than $30,000 are reimbursed at 40% of charges."
PLATE CURVED 4 HOLES CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1881.81000,1881.81000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,376.36,1852.45,fee schedule,Reimbursement will be capped at line item charge.
PLATE CURVED 4 HOLES CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1881.81000,1881.81000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,940.90,,,,,,,376.36,1852.45,percent of total billed charges,
PLATE CURVED 5 HOLES LEFT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1999.96000,1999.96000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,399.99,1968.76,fee schedule,Reimbursement will be capped at line item charge.
PLATE CURVED 5 HOLES LEFT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1999.96000,1999.96000,MagnaCare,Commercial,,1599.97,,,,,,,399.99,1968.76,percent of total billed charges,
PLATE CURVED 5 HOLES RIGHT CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,2044.41000,2044.41000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,408.88,2012.52,fee schedule,Reimbursement will be capped at line item charge.
PLATE CURVED 6 HOLES CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,2245.99000,2245.99000,Wellpath,Correctional Healthcare,,1235.29,,,,,,,449.20,2210.95,percent of total billed charges,
PLATE CURVED CONDYLAR 20 HOLE 4.5 X 405MM RT,278,RC,C1713,HCPCS,,,facility,outpatient,,,10153.63000,10153.63000,Empire BlueCross BlueShield,HMO,,7919.83,,,,,,,521.43,9995.23,percent of total billed charges,
PLATE CURVED CONDYLAR 22 HOLE 4.5 X 439MM LT,278,RC,C1713,HCPCS,,,facility,outpatient,,,10897.73000,10897.73000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,5230.91,,,,,,,521.43,10727.73,percent of total billed charges,
PLATE CURVED CONDYLAR 22 HOLE 4.5 X 439MM LT,278,RC,C1713,HCPCS,,,facility,outpatient,,,10897.73000,10897.73000,United Healthcare,Commercial,,10727.73,,,,,,,521.43,10727.73,percent of total billed charges,
PLATE DALL MILES SS 12.0 IN BROAD COMPRESSION -CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1815.63000,1815.63000,Coventry,Commercial,,1543.29,,,,,,,363.13,1787.31,percent of total billed charges,
PLATE DALL MILES SS 12.0 IN BROAD COMPRESSION -CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1815.63000,1815.63000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,363.13,1787.31,fee schedule,Reimbursement will be capped at line item charge.
PLATE DALL MILES SS 6.5 IN BROAD COMPRESSION -CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,1815.63000,1815.63000,Coventry,Commercial,,1543.29,,,,,,,363.13,1787.31,percent of total billed charges,
PLATE DIST FEM R L 317MM PP NCB CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,7064.77000,7064.77000,Wellpath,Correctional Healthcare,,3885.62,,,,,,,521.43,6954.56,percent of total billed charges,
PLATE DIST FEM SPAN ATT 3.5MM 4 HOLE LONG RIGHT,278,RC,C1713,HCPCS,,,facility,outpatient,,,5258.81000,5258.81000,NPPN,Commercial,,4732.93,,,,,,,521.43,5176.77,percent of total billed charges,
PLATE DIST. RAD 2H/2H/L,278,RC,C1713,HCPCS,,,facility,outpatient,,,2633.88000,2633.88000,Coventry,Commercial,,2238.80,,,,,,,521.43,2592.79,percent of total billed charges,
PLATE DIST/HUM 8H RT 160MM 2.7MM/3.5MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,4284.75000,4284.75000,Empire BlueCross BlueShield,HMO,,3342.11,,,,,,,521.43,4217.91,percent of total billed charges,
PLATE DIST/HUM 8H RT 160MM 2.7MM/3.5MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,4284.75000,4284.75000,United Healthcare,Commercial,,4217.91,,,,,,,521.43,4217.91,percent of total billed charges,
PLATE DISTAL CLAVICLE 3.5 12 HOLE,278,RC,C1713,HCPCS,,,facility,outpatient,,,3398.22000,3398.22000,United Healthcare,Managed Medicaid/Essential Plans,,679.64,,,,,,,521.43,3345.21,percent of total billed charges,
PLATE DISTAL HUMERUS 12 HOLE LEFT 266MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,7028.19000,7028.19000,NPPN,Commercial,,6325.37,,,,,,,521.43,6918.55,percent of total billed charges,
PLATE DISTAL HUMERUS 14 HOLE LEFT 302MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,6359.10000,6359.10000,NPPN,Commercial,,5723.19,,,,,,,521.43,6259.90,percent of total billed charges,
PLATE DISTAL HUMERUS 4 HOLE LEFT 122MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,4787.87000,4787.87000,Coventry,Commercial,,4069.69,,,,,,,521.43,4713.18,percent of total billed charges,
PLATE DISTAL HUMERUS 4 HOLE LEFT 122MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,4787.87000,4787.87000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,521.43,4713.18,fee schedule,Reimbursement will be capped at line item charge.
PLATE DISTAL HUMERUS 4 HOLE RIGHT 122MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,4787.87000,4787.87000,United Healthcare,Commercial,,4713.18,,,,,,,521.43,4713.18,percent of total billed charges,
PLATE DISTAL HUMERUS 4 HOLE RIGHT 122MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,4787.87000,4787.87000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,521.43,4713.18,fee schedule,Reimbursement will be capped at line item charge.
PLATE DISTAL HUMERUS 6 HOLE LEFT 158MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,6023.97000,6023.97000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,521.43,5930.00,fee schedule,Reimbursement will be capped at line item charge.
PLATE DISTAL HUMERUS 6 HOLE LEFT 158MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,6023.97000,6023.97000,EBPA,ERISA Welfare Plans,,5180.61,,,,,,,521.43,5930.00,percent of total billed charges,
PLATE DISTAL HUMERUS 8 HOLE RIGHT 194MM LONG 3.5MM LCP EXTRA-ARTICLR CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,5813.85000,5813.85000,EBPA,ERISA Welfare Plans,,4999.91,,,,,,,521.43,5723.15,percent of total billed charges,
PLATE DISTAL RADIUM 2.4MM RIGHT 7 HOLE HEAD 4 HOLE SHAFT 68MM VA-LCP TWO COLUMN VOLAR,278,RC,C1713,HCPCS,,,facility,outpatient,,,2843.54000,2843.54000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,1421.77,,,,,,,521.43,2799.18,percent of total billed charges,
PLATE DISTAL RADIUM 2.4MM RIGHT 7 HOLE HEAD 4 HOLE SHAFT 68MM VA-LCP TWO COLUMN VOLAR,278,RC,C1713,HCPCS,,,facility,outpatient,,,2843.54000,2843.54000,MVP,Commercial,,1421.77,,,,,,,521.43,2799.18,percent of total billed charges,"Implants with charges equal to or greater than $30,000 are reimbursed at 40% of charges."
PLATE DISTAL RADIUS 2.4MM 6HHD/5H SHAFT RIGHT,278,RC,C1713,HCPCS,,,facility,outpatient,,,2949.06000,2949.06000,Capital District Physicians' Health Plan,Commercial,,2208.85,,,,,,,521.43,2903.05,percent of total billed charges,
PLATE DISTAL RADIUS 2.4MM LEFT 6 HOLE HEAD 3 HOLE SHAFT 51MM NARROW TWO COLUMN VOLAR,278,RC,C1713,HCPCS,,,facility,outpatient,,,2694.50000,2694.50000,Aetna,Medicare Advantage,,1239.47,,,,,,,521.43,2652.47,percent of total billed charges,
PLATE DISTAL RADIUS 2.4MM LEFT 6 HOLE HEAD 3 HOLE SHAFT 51MM NARROW TWO COLUMN VOLAR,278,RC,C1713,HCPCS,,,facility,outpatient,,,2694.50000,2694.50000,Excellus BlueCross BlueShield,Commercial,,2251.79,,,,,,,521.43,2652.47,percent of total billed charges,
PLATE DISTAL RADIUS 2.4MM LEFT 6 HOLE HEAD 3 HOLE SHAFT 51MM NARROW TWO COLUMN VOLAR,278,RC,C1713,HCPCS,,,facility,outpatient,,,2694.50000,2694.50000,Veterans Affairs Community Care Network,Veterans Administration,,521.43,,,,,,,521.43,2652.47,fee schedule,Reimbursement will be capped at line item charge.
PLATE DISTAL RADIUS 2.4MM RIGHT 6 HOLE HEAD 4 HOLE SHAFT 63MM NARROW TWO COLUMN VOLAR,278,RC,C1713,HCPCS,,,facility,outpatient,,,2839.97000,2839.97000,Empire BlueCross BlueShield,HMO,,2215.18,,,,,,,521.43,2795.67,percent of total billed charges,
PLATE DISTAL RADIUS NARROW 120 RIGHT ASSEMBLED GEMINUS VOLAR,278,RC,C1713,HCPCS,,,facility,outpatient,,,7448.00000,7448.00000,Cigna,Commercial,,7261.80,,,,,,,521.43,7331.81,percent of total billed charges,
PLATE DISTAL RADIUS NARROW 200 RIGHT ASSEMBLED GEMINUS VOLAR,278,RC,C1713,HCPCS,,,facility,outpatient,,,7448.00000,7448.00000,Excellus BlueCross BlueShield,Commercial,,6224.29,,,,,,,521.43,7331.81,percent of total billed charges,
PLATE DISTAL TIBIA 3 HOLE 64MM 3.5MM LCP,278,RC,C1713,HCPCS,,,facility,outpatient,,,2794.05000,2794.05000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,521.43,2750.46,fee schedule,Reimbursement will be capped at line item charge.
PLATE DORSAL DR NARROW LEFT LONG L58MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,5398.74000,5398.74000,Aetna,Medicare Advantage,,2483.42,,,,,,,521.43,5314.52,percent of total billed charges,
PLATE DORSAL DR NARROW LEFT LONG L58MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,5398.74000,5398.74000,United Healthcare,Managed Medicaid/Essential Plans,,1079.75,,,,,,,521.43,5314.52,percent of total billed charges,
PLATE DORSAL DR NARROW LEFT SHORT L47MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,4798.46000,4798.46000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,521.43,4723.60,fee schedule,Reimbursement will be capped at line item charge.
PLATE DORSAL DR NARROW LEFT SHORT L47MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,4798.46000,4798.46000,United Healthcare,Commercial,,4723.60,,,,,,,521.43,4723.60,percent of total billed charges,
PLATE DORSAL DR NARROW RIGHT LONG L58MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,5398.74000,5398.74000,MVP,Commercial,,2699.37,,,,,,,521.43,5314.52,percent of total billed charges,"Implants with charges equal to or greater than $30,000 are reimbursed at 40% of charges."
PLATE DORSAL DR NARROW RIGHT SHORT L47MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,4798.46000,4798.46000,Capital District Physicians' Health Plan,Commercial,,3594.05,,,,,,,521.43,4723.60,percent of total billed charges,
PLATE DORSAL LATERAL DR LEFT LONG L49MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3848.72000,3848.72000,Excellus BlueCross BlueShield,Medicare Advantage,,1077.64,,,,,,,521.43,3788.68,percent of total billed charges,
PLATE DORSAL LATERAL DR LEFT SHORT L39MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3848.72000,3848.72000,Harvard Pilgrim,Commercial,,3078.98,,,,,,,521.43,3788.68,percent of total billed charges,
PLATE DORSAL LATERAL DR RIGHT LONG L49MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3848.72000,3848.72000,BlueCross BlueShield Vermont,Indemnity,,895.12,,,,,,,521.43,3788.68,fee schedule,Reimbursement will be capped at line item charge.
PLATE DORSAL LATERAL DR RIGHT LONG L49MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3848.72000,3848.72000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,521.43,3788.68,fee schedule,Reimbursement will be capped at line item charge.
PLATE DORSAL LATERAL DR RIGHTSHORT L39MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3848.72000,3848.72000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,1847.39,,,,,,,521.43,3788.68,percent of total billed charges,
PLATE DORSAL MEDIAL DR LEFT SHORT L39MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3848.72000,3848.72000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,1924.36,,,,,,,521.43,3788.68,percent of total billed charges,
PLATE DORSAL SPANNING TI 210MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,6019.90000,6019.90000,MagnaCare,Commercial,,4815.92,,,,,,,521.43,5925.99,percent of total billed charges,
PLATE DU BASE RIGHT SHORT L43MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3857.62000,3857.62000,Harvard Pilgrim,Commercial,,3086.10,,,,,,,521.43,3797.44,percent of total billed charges,
PLATE DU HOOK LONG L58MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3857.62000,3857.62000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,698.94,,,,,,,521.43,3797.44,fee schedule,Reimbursement will be capped at line item charge.
PLATE DU HOOK LONG L58MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3857.62000,3857.62000,Cigna,Commercial,,3761.18,,,,,,,521.43,3797.44,percent of total billed charges,
PLATE DU HOOK SHORT L47MM,278,RC,C1713,HCPCS,,,facility,outpatient,,,3857.62000,3857.62000,Coventry,Commercial,,3278.98,,,,,,,521.43,3797.44,percent of total billed charges,
PLATE FEMORAL 7.5MM OSTEOTOMY TI,278,RC,C1713,HCPCS,,,facility,outpatient,,,3864.28000,3864.28000,Excellus BlueCross BlueShield,Medicare Advantage,,1082.00,,,,,,,521.43,3804.00,percent of total billed charges,
PLATE FEMUR 12 HOLE X 313MM HOOK LCP PROX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,7108.74000,7108.74000,EBPA,ERISA Welfare Plans,,6113.52,,,,,,,521.43,6997.84,percent of total billed charges,
PLATE FEMUR 14 HOLE X 349MM HOOK LCP PROX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,7193.76000,7193.76000,Coventry,Commercial,,6114.70,,,,,,,521.43,7081.54,percent of total billed charges,
PLATE FEMUR 14 HOLE X 349MM HOOK LCP PROX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,7193.76000,7193.76000,EBPA,ERISA Welfare Plans,,6186.63,,,,,,,521.43,7081.54,percent of total billed charges,
PLATE FEMUR 8 HOLE X 241MM HOOK LCP PROX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,6548.41000,6548.41000,Excellus BlueCross BlueShield,Commercial,,5472.51,,,,,,,521.43,6446.25,percent of total billed charges,
PLATE FEMUR 8 HOLE X 241MM HOOK LCP PROX CO,278,RC,C1713,HCPCS,,,facility,outpatient,,,6548.41000,6548.41000,Excellus BlueCross BlueShield,Medicare Advantage,,1833.55,,,,,,,521.43,6446.25,percent of total billed charges,
