GUIDEWIRE EXTRA SUPPORT SMALL CURVE SAFARI 2,272,RC,C1769,HCPCS,,,facility,outpatient,,,812.00000,812.00000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,389.76,,,,,,,47.29,799.33,percent of total billed charges,
GUIDEWIRE EXTRA SUPPORT SMALL CURVE SAFARI 2,272,RC,C1769,HCPCS,,,facility,outpatient,,,812.00000,812.00000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,799.33,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE FIGHTER 190 CM STRAIGHT TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,487.20000,487.20000,Coventry,Commercial,,414.12,,,,,,,47.29,479.60,percent of total billed charges,
GUIDEWIRE HORNET 190 CM STRAIGHT TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,487.20000,487.20000,Empire BlueCross BlueShield,HMO,,380.02,,,,,,,47.29,479.60,percent of total billed charges,
GUIDEWIRE HORNET 190 CM STRAIGHT TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,487.20000,487.20000,Excellus BlueCross BlueShield,Commercial,,407.15,,,,,,,47.29,479.60,percent of total billed charges,
GUIDEWIRE INFUSION .035 X 175CM 6CM INFUSION LENGTH PROSTREAM,272,RC,C1769,HCPCS,,,facility,outpatient,,,767.34000,767.34000,Aetna,Medicare Advantage,,352.98,,,,,,,47.29,755.37,percent of total billed charges,
GUIDEWIRE INFUSION .035 X 175CM 6CM INFUSION LENGTH PROSTREAM,272,RC,C1769,HCPCS,,,facility,outpatient,,,767.34000,767.34000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,383.67,,,,,,,47.29,755.37,percent of total billed charges,
GUIDEWIRE INTERVENTIONAL .038 80CM COONS,272,RC,C1769,HCPCS,,,facility,outpatient,,,131.87000,131.87000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,155.38,,,,,,,26.37,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE INTERVENTIONAL .038 80CM COONS,272,RC,C1769,HCPCS,,,facility,outpatient,,,131.87000,131.87000,Capital District Physicians' Health Plan,Commercial,,98.77,,,,,,,26.37,155.38,percent of total billed charges,
GUIDEWIRE INTERVENTIONAL .038 80CM COONS,272,RC,C1769,HCPCS,,,facility,outpatient,,,131.87000,131.87000,Excellus BlueCross BlueShield,Medicare Advantage,,36.92,,,,,,,26.37,155.38,percent of total billed charges,
GUIDEWIRE JAGWIRE REVOLUTION HP STRAIGHT .025 X 260CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,710.91000,710.91000,United Healthcare,Managed Medicaid/Essential Plans,,142.18,,,,,,,47.29,699.82,percent of total billed charges,
GUIDEWIRE KIRSCHNER TROCAR POINT 15 MM THREAD 2.5 X 150 MM SS CO,272,RC,C1769,HCPCS,,,facility,outpatient,,,71.38000,71.38000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,34.26,,,,,,,14.28,155.38,percent of total billed charges,
GUIDEWIRE KIT VASCULAR 4FR .018IN X 21G 7CM MINI SS PLATINUM TIP MAK,272,RC,C1769,HCPCS,,,facility,outpatient,,,104.95000,104.95000,Coventry,Commercial,,89.21,,,,,,,20.99,155.38,percent of total billed charges,
GUIDEWIRE KIT VASCULAR 4FR .018IN X 21G 7CM MINI SS PLATINUM TIP MAK,272,RC,C1769,HCPCS,,,facility,outpatient,,,104.95000,104.95000,Harvard Pilgrim,Commercial,,83.96,,,,,,,20.99,155.38,percent of total billed charges,
GUIDEWIRE LOC EXTENSION 1012068-10,272,RC,C1769,HCPCS,,,facility,outpatient,,,284.20000,284.20000,United Healthcare,Managed Medicaid/Essential Plans,,56.84,,,,,,,47.29,279.77,percent of total billed charges,
GUIDEWIRE MARVEL 190 STRAIGHT TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,345.10000,345.10000,United Healthcare,Commercial,,339.72,,,,,,,47.29,339.72,percent of total billed charges,
GUIDEWIRE MINAMO VASC J SHAPE 190CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,324.80000,324.80000,Harvard Pilgrim,Commercial,,259.84,,,,,,,47.29,319.73,percent of total billed charges,
GUIDEWIRE MINAMO VASC PRE SHAPE 190CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,324.80000,324.80000,Excellus BlueCross BlueShield,Medicare Advantage,,90.94,,,,,,,47.29,319.73,percent of total billed charges,
GUIDEWIRE MINAMO VASC PRE SHAPE 300CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,324.80000,324.80000,Capital District Physicians' Health Plan,Commercial,,243.28,,,,,,,47.29,319.73,percent of total billed charges,
GUIDEWIRE MINAMO VASC PRE SHAPE 300CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,324.80000,324.80000,EBPA,ERISA Welfare Plans,,279.33,,,,,,,47.29,319.73,percent of total billed charges,
GUIDEWIRE MONGO VASC ES 0.014IN X 190CM PRE US,272,RC,C1769,HCPCS,,,facility,outpatient,,,507.50000,507.50000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,499.58,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE MONGO VASC ES 0.014IN X 190CM ST US,272,RC,C1769,HCPCS,,,facility,outpatient,,,568.40000,568.40000,Excellus BlueCross BlueShield,Medicare Advantage,,159.15,,,,,,,47.29,559.53,percent of total billed charges,
GUIDEWIRE MOTION 0.035IN X 150CM VASC FLEX TIP PFTE NITINOL,272,RC,C1769,HCPCS,,,facility,outpatient,,,269.83000,269.83000,Harvard Pilgrim,Commercial,,215.86,,,,,,,47.29,265.62,percent of total billed charges,
GUIDEWIRE NON THREADED 1.5 X 150MM,272,RC,C1769,HCPCS,,,facility,outpatient,,,404.38000,404.38000,MagnaCare,Commercial,,323.50,,,,,,,47.29,398.07,percent of total billed charges,
GUIDEWIRE NON THREADED 24IN UNIVERSAL CANNULATED SCREW SET DISP,272,RC,C1769,HCPCS,,,facility,outpatient,,,304.50000,304.50000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,299.75,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE ORTHO 1.1MM 150MM NONTHREADED 3MM CANN SCREW SET,272,RC,C1769,HCPCS,,,facility,outpatient,,,98.21000,98.21000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,47.14,,,,,,,19.64,155.38,percent of total billed charges,
GUIDEWIRE ORTHO 1.1MM 150MM NONTHREADED 3MM CANN SCREW SET,272,RC,C1769,HCPCS,,,facility,outpatient,,,98.21000,98.21000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,19.64,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE ORTHO 2.5MM 4.5 LOCKING CONDYLAR PLATE SYST 5MM SCREW ON CO,272,RC,C1769,HCPCS,,,facility,outpatient,,,1183.08000,1183.08000,United Healthcare,Commercial,,1164.62,,,,,,,47.29,1164.62,percent of total billed charges,
GUIDEWIRE ORTHO 2.5MM 800MM BALL TIP ST ON,272,RC,C1769,HCPCS,,,facility,outpatient,,,524.55000,524.55000,Capital District Physicians' Health Plan,Commercial,,392.89,,,,,,,47.29,516.37,percent of total billed charges,
GUIDEWIRE ORTHO ACTRK SS .062IN 6IN DUAL TROC TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,117.74000,117.74000,Wellpath,Correctional Healthcare,,64.76,,,,,,,23.55,155.38,percent of total billed charges,
GUIDEWIRE ORTHO LCP 2.5MM 7.3MM SCREW   ON,272,RC,C1769,HCPCS,,,facility,outpatient,,,1183.08000,1183.08000,Coventry,Commercial,,1005.62,,,,,,,47.29,1164.62,percent of total billed charges,
GUIDEWIRE ORTHO LCP 2.5MM PERC 4.5MM CONDYLAR PLATE CO,272,RC,C1769,HCPCS,,,facility,outpatient,,,3065.75000,3065.75000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,3017.92,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE ORTHO MINI-ACTRK SS .028IN 4IN SINGLE TROC TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,117.74000,117.74000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,23.55,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE ORTHO MINI-ACTRK SS .045IN 6IN SINGLE TROC TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,105.56000,105.56000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,50.67,,,,,,,21.11,155.38,percent of total billed charges,
GUIDEWIRE ORTHO MINI-ACTRK SS .045IN 6IN SINGLE TROC TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,105.56000,105.56000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,21.11,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE ORTHO SS 1.1MM 150MM THRD 3MM CANN SCREW SET,272,RC,C1769,HCPCS,,,facility,outpatient,,,103.04000,103.04000,Harvard Pilgrim,Commercial,,82.43,,,,,,,20.61,155.38,percent of total billed charges,
GUIDEWIRE ORTHO SS 1.25MM 150MM THRD 4MM CANN SCREW,272,RC,C1769,HCPCS,,,facility,outpatient,,,103.04000,103.04000,Excellus BlueCross BlueShield,Commercial,,86.11,,,,,,,20.61,155.38,percent of total billed charges,
GUIDEWIRE ORTHO SS 2MM 230MM THRD 3.5MM CANN SCREW SET   ON,272,RC,C1769,HCPCS,,,facility,outpatient,,,139.42000,139.42000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,27.88,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE ORTHO SS 2MM 230MM THRD 3.5MM CANN SCREW SET   ON,272,RC,C1769,HCPCS,,,facility,outpatient,,,139.42000,139.42000,Excellus BlueCross BlueShield,Commercial,,116.51,,,,,,,27.88,155.38,percent of total billed charges,
GUIDEWIRE ORTHOPEDIC 2 X 240MM,272,RC,C1769,HCPCS,,,facility,outpatient,,,131.71000,131.71000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,26.34,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE ORTHOPEDIC 2 X 240MM,272,RC,C1769,HCPCS,,,facility,outpatient,,,131.71000,131.71000,NPPN,Commercial,,118.54,,,,,,,26.34,155.38,percent of total billed charges,
GUIDEWIRE PLATINUM PLUS .014IN 180CM STRAIGHT RADIOPAQUE TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,300.44000,300.44000,Aetna,Medicare Advantage,,138.20,,,,,,,47.29,295.75,percent of total billed charges,
GUIDEWIRE PLATINUM PLUS .014IN 180CM STRAIGHT RADIOPAQUE TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,300.44000,300.44000,United Healthcare,Commercial,,295.75,,,,,,,47.29,295.75,percent of total billed charges,
GUIDEWIRE PT2 MODERATE SUPPORT 014X185,272,RC,C1769,HCPCS,,,facility,outpatient,,,300.44000,300.44000,Excellus BlueCross BlueShield,Commercial,,251.08,,,,,,,47.29,295.75,percent of total billed charges,
GUIDEWIRE ROADRUNNER BILIARY 0.035IN X 145CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,377.58000,377.58000,Empire BlueCross BlueShield,HMO,,294.51,,,,,,,47.29,371.69,percent of total billed charges,
GUIDEWIRE SAMURAI RC 190 CM STRAIGHT TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,487.20000,487.20000,Coventry,Commercial,,414.12,,,,,,,47.29,479.60,percent of total billed charges,
GUIDEWIRE SAVVYWIRE 2.9 X 3.2CM XS-TRIAL,272,RC,C1769,HCPCS,,,facility,outpatient,,,3654.00000,3654.00000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,3597.00,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE SION BLACK VASC J SHAPE 0.014IN X 190CM LF ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,365.40000,365.40000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,182.70,,,,,,,47.29,359.70,percent of total billed charges,
GUIDEWIRE SION BLACK VASC J SHAPE 0.014IN X 190CM LF ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,365.40000,365.40000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,175.39,,,,,,,47.29,359.70,percent of total billed charges,
GUIDEWIRE SION BLACK VASC J SHAPE 0.014IN X 300CM LF ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,365.40000,365.40000,Empire BlueCross BlueShield,HMO,,285.01,,,,,,,47.29,359.70,percent of total billed charges,
GUIDEWIRE SION BLACK VASC PRE SHAPE 0.014IN X 300CM LF ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,365.40000,365.40000,EBPA,ERISA Welfare Plans,,314.24,,,,,,,47.29,359.70,percent of total billed charges,
GUIDEWIRE SION BLUE NITINOL VASC J TIP 0.014IN X 300CM LF ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,365.40000,365.40000,Aetna,Medicare Advantage,,168.08,,,,,,,47.29,359.70,percent of total billed charges,
GUIDEWIRE SION BLUE NITINOL VASC STR TIP 0.014IN X 300CM LF ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,365.40000,365.40000,Capital District Physicians' Health Plan,Commercial,,273.68,,,,,,,47.29,359.70,percent of total billed charges,
GUIDEWIRE SPINAL 24IN THREADED UCSS DISP,272,RC,C1769,HCPCS,,,facility,outpatient,,,304.50000,304.50000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,155.38,,,,,,,47.29,299.75,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE SPINAL BLUNT TIP 1.6MM X 19IN NITINOL,272,RC,C1769,HCPCS,,,facility,outpatient,,,507.50000,507.50000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,47.29,499.58,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE ST .054X7IN AM IN SS FP CO,272,RC,C1769,HCPCS,,,facility,outpatient,,,52.78000,52.78000,Empire BlueCross BlueShield,HMO,,41.17,,,,,,,10.56,155.38,percent of total billed charges,
GUIDEWIRE STEERABLE .016 GW 200 X 25CM ANGLED STEERABLE FATHOM,272,RC,C1769,HCPCS,,,facility,outpatient,,,982.52000,982.52000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,155.38,,,,,,,47.29,967.19,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE STRAIGHT 035X150 630-205B,272,RC,C1769,HCPCS,,,facility,outpatient,,,279.90000,279.90000,Excellus BlueCross BlueShield,Commercial,,233.91,,,,,,,47.29,275.53,percent of total billed charges,
GUIDEWIRE SUPERSTIFF .035 X 260CM J-TIP AMPLATZ,272,RC,C1769,HCPCS,,,facility,outpatient,,,116.72000,116.72000,NPPN,Commercial,,105.05,,,,,,,23.34,155.38,percent of total billed charges,
GUIDEWIRE SYNCHRO 10.010IN 300CM HYDROPHILIC,272,RC,C1769,HCPCS,,,facility,outpatient,,,3383.60000,3383.60000,Aetna,Medicare Advantage,,1556.46,,,,,,,47.29,3330.82,percent of total billed charges,
GUIDEWIRE SYNCHRO SELECT-14 SOFT PS 215CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,2718.58000,2718.58000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,1304.92,,,,,,,47.29,2676.17,percent of total billed charges,
GUIDEWIRE SYNCHRO SELECT-14 SOFT PS 300CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,3383.60000,3383.60000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,47.29,3330.82,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE SYNCHRO SELECT-14 SOFT PS 300CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,3383.60000,3383.60000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,3330.82,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE SYNCHRO SELECT-14 STANDARD ST 215CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,2718.58000,2718.58000,EBPA,ERISA Welfare Plans,,2337.98,,,,,,,47.29,2676.17,percent of total billed charges,
GUIDEWIRE SYNCHRO SELECT-14 SUPPORT PS 215CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,2718.58000,2718.58000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,2676.17,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE SYNCHRO SELECT-14 SUPPORT PS 300CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,3383.60000,3383.60000,Cigna,Commercial,,3299.01,,,,,,,47.29,3330.82,percent of total billed charges,
GUIDEWIRE SYNCHRO SELECT-14 SUPPORT ST 215CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,2718.58000,2718.58000,EBPA,ERISA Welfare Plans,,2337.98,,,,,,,47.29,2676.17,percent of total billed charges,
GUIDEWIRE SYNCHRO SELECT-14 SUPPORT ST 215CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,2718.58000,2718.58000,NPPN,Commercial,,2446.72,,,,,,,47.29,2676.17,percent of total billed charges,
GUIDEWIRE T2 THREADED 2.5 X 285MM SS NS,272,RC,C1769,HCPCS,,,facility,outpatient,,,607.38000,607.38000,Empire BlueCross BlueShield,HMO,,473.76,,,,,,,47.29,597.90,percent of total billed charges,
GUIDEWIRE T2 THREADED 2.5 X 285MM SS NS,272,RC,C1769,HCPCS,,,facility,outpatient,,,607.38000,607.38000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,291.54,,,,,,,47.29,597.90,percent of total billed charges,
GUIDEWIRE THREADED 1.4MM X 150MM CO,272,RC,C1769,HCPCS,,,facility,outpatient,,,113.68000,113.68000,Aetna,Medicare Advantage,,52.29,,,,,,,22.74,155.38,percent of total billed charges,
GUIDEWIRE THUNDER 0.014IN X 190 X 3CM VASCULAR STRAIGHT TIP SS CORE TO TIP ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,251.72000,251.72000,Excellus BlueCross BlueShield,Commercial,,210.36,,,,,,,47.29,247.79,percent of total billed charges,
GUIDEWIRE URETERAL 0.038IN X 150CM ACCESS STRAIGHT TIP STRAIGHT TIP STIFF SHAFT HIWIRE,272,RC,C1769,HCPCS,,,facility,outpatient,,,248.87000,248.87000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,119.46,,,,,,,47.29,244.99,percent of total billed charges,
GUIDEWIRE UROLOGICAL 0.038IN STRAIGHT TIP STANDARD SHAFT NITINOL,272,RC,C1769,HCPCS,,,facility,outpatient,,,101.22000,101.22000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,50.61,,,,,,,20.24,155.38,percent of total billed charges,
GUIDEWIRE UROLOGICAL 0.038IN STRAIGHT TIP STANDARD SHAFT NITINOL,272,RC,C1769,HCPCS,,,facility,outpatient,,,101.22000,101.22000,Empire BlueCross BlueShield,HMO,,78.95,,,,,,,20.24,155.38,percent of total billed charges,
GUIDEWIRE UROLOGICAL 0.038IN X 145CM 15CM BENTSON FLEXIBLE STRAIGHT TIP PTFE COATED,272,RC,C1769,HCPCS,,,facility,outpatient,,,105.56000,105.56000,Excellus BlueCross BlueShield,Medicare Advantage,,29.56,,,,,,,21.11,155.38,percent of total billed charges,
GUIDEWIRE UROLOGICAL STRAIGHT TIP ROADRUNNER 0.035IN X 145CM WITH 8CM TIP AND OLCOTT,272,RC,C1769,HCPCS,,,facility,outpatient,,,191.55000,191.55000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,95.78,,,,,,,38.31,188.56,percent of total billed charges,
GUIDEWIRE UROLOGY 0.035IN X 150CM STANDARD ANGLED 3CM FLEXIBLE TIP GLIDEWIRE,272,RC,C1769,HCPCS,,,facility,outpatient,,,214.13000,214.13000,Empire BlueCross BlueShield,HMO,,167.02,,,,,,,42.83,210.79,percent of total billed charges,
GUIDEWIRE UROLOGY 0.035IN X 150CM STANDARD ANGLED 3CM FLEXIBLE TIP GLIDEWIRE,272,RC,C1769,HCPCS,,,facility,outpatient,,,214.13000,214.13000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,42.83,210.79,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE UROLOGY 0.035IN X 150CM STRAIGHT TIP SENSOR,272,RC,C1769,HCPCS,,,facility,outpatient,,,368.36000,368.36000,EBPA,ERISA Welfare Plans,,316.79,,,,,,,47.29,362.61,percent of total billed charges,
GUIDEWIRE UROLOGY 0.035IN X 150CM STRAIGHT TIP SENSOR,272,RC,C1769,HCPCS,,,facility,outpatient,,,368.36000,368.36000,United Healthcare,Commercial,,362.61,,,,,,,47.29,362.61,percent of total billed charges,
GUIDEWIRE VASC .021IN X 35CM STRAIGHT TIP DOUBLE ENDED,272,RC,C1769,HCPCS,,,facility,outpatient,,,49.37000,49.37000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,9.87,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE VASC 0.025IN X 260CM FLEX TIP  EXTRA STIFF AMPLATZ SS ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,74.79000,74.79000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,14.96,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE VASC AMPLATZ EXTRA STIFF SS PTFE .035IN 260CM J TIP EXCHANGE 3MM,272,RC,C1769,HCPCS,,,facility,outpatient,,,98.17000,98.17000,Harvard Pilgrim,Commercial,,78.54,,,,,,,19.63,155.38,percent of total billed charges,
GUIDEWIRE VASC AMPLATZ EXTRA STIFF SS PTFE COATED .032IN 180CM CURVED 3MM,272,RC,C1769,HCPCS,,,facility,outpatient,,,98.17000,98.17000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,19.63,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE VASC AMPLATZ EXTRA STIFF SS PTFE COATED .032IN 260CM CURVED EXCHANGE 3MM,272,RC,C1769,HCPCS,,,facility,outpatient,,,98.17000,98.17000,Wellpath,Correctional Healthcare,,53.99,,,,,,,19.63,155.38,percent of total billed charges,
GUIDEWIRE VASC GAIA THIRD 0.30MM X 190CM PRE SHAPED TIP HYDROPHILIC COATED CORONARY SPRING COIL SS,272,RC,C1769,HCPCS,,,facility,outpatient,,,507.50000,507.50000,EBPA,ERISA Welfare Plans,,436.45,,,,,,,47.29,499.58,percent of total billed charges,
GUIDEWIRE VASC GLIDEWIRE HYDRPHL .018IN 150CM ANGLED FLEXIBLE TIP STD 3CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,237.47000,237.47000,Excellus BlueCross BlueShield,Medicare Advantage,,66.49,,,,,,,47.29,233.77,percent of total billed charges,
GUIDEWIRE VASC GLIDEWIRE HYDRPHL .018IN 150CM ANGLED FLEXIBLE TIP STD 3CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,237.47000,237.47000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,233.77,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE VASC GLIDEWIRE HYDRPHL .025IN 150CM ANGLED FLEXIBLE TIP STD 3CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,182.25000,182.25000,Excellus BlueCross BlueShield,Commercial,,152.31,,,,,,,36.45,179.41,percent of total billed charges,
GUIDEWIRE VASC GLIDEWIRE HYDRPHL .025IN 150CM ANGLED FLEXIBLE TIP STD 3CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,182.25000,182.25000,United Healthcare,Managed Medicaid/Essential Plans,,36.45,,,,,,,36.45,179.41,percent of total billed charges,
GUIDEWIRE VASC GLIDEWIRE HYDRPHL .038IN 150CM ANGLED FLEXIBLE TIP STD 3CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,130.65000,130.65000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,26.13,155.38,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE VASC HI-TORQUE GRAND SLAM MICROGLIDE COATED .014IN 180CM STRAIGHT 3CM    2D,272,RC,C1769,HCPCS,,,facility,outpatient,,,466.90000,466.90000,Empire BlueCross BlueShield,HMO,,364.18,,,,,,,47.29,459.62,percent of total billed charges,
GUIDEWIRE VASC HI-TORQUE GRAND SLAM MICROGLIDE COATED .014IN 180CM STRAIGHT 3CM    2D,272,RC,C1769,HCPCS,,,facility,outpatient,,,466.90000,466.90000,United Healthcare,Commercial,,459.62,,,,,,,47.29,459.62,percent of total billed charges,
GUIDEWIRE VASC HI-TORQUE SPARTACORE 14 MICROGLIDE COATED .014IN 190CM STRAIGHT 5CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,385.70000,385.70000,Veterans Affairs Community Care Network,Veterans Administration,,47.29,,,,,,,47.29,379.68,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE VASC HI-TORQUE SPARTACORE MICROGLIDE COATED .014IN X 300CM STRAIGHT TIP,272,RC,C1769,HCPCS,,,facility,outpatient,,,385.70000,385.70000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,185.14,,,,,,,47.29,379.68,percent of total billed charges,
GUIDEWIRE VASC HI-TORQUE STEELCORE 18 MICROGLIDE COATED .018IN 300CM STRAIGHT 5CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,385.70000,385.70000,MagnaCare,Commercial,,308.56,,,,,,,47.29,379.68,percent of total billed charges,
GUIDEWIRE VASC HI-TORQUE WHISPER ES HYDROCOAT .014IN 190CM CORNRY SINUS J TIP DISTAL,272,RC,C1769,HCPCS,,,facility,outpatient,,,1567.16000,1567.16000,United Healthcare,Managed Medicaid/Essential Plans,,313.43,,,,,,,47.29,1542.71,percent of total billed charges,
GUIDEWIRE VASC J TIP .038IN 145CM CURVED FIXED SS ST,272,RC,C1769,HCPCS,,,facility,outpatient,,,55.66000,55.66000,Excellus BlueCross BlueShield,Medicare Advantage,,15.58,,,,,,,11.13,155.38,percent of total billed charges,
GUIDEWIRE VASC JOWIRE ASAHI MIRACLEBROS 3 HYDRPHL .014IN 300CM STRAIGHT 11CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,507.50000,507.50000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,155.38,,,,,,,47.29,499.58,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE VASC JOWIRE ASAHI MIRACLEBROS 6 HYDRPHL .014IN 180CM STRAIGHT RADIOPAQUE 11,272,RC,C1769,HCPCS,,,facility,outpatient,,,507.50000,507.50000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,47.29,499.58,fee schedule,Reimbursement will be capped at line item charge.
GUIDEWIRE VASC JOWIRE ASAHI MIRACLEBROS 6 HYDRPHL .014IN 300CM STRAIGHT RADIOPAQUE 11,272,RC,C1769,HCPCS,,,facility,outpatient,,,507.50000,507.50000,Harvard Pilgrim,Commercial,,406.00,,,,,,,47.29,499.58,percent of total billed charges,
GUIDEWIRE VASC JOWIRE ASAHI PROWATER HYDRPHL .014IN 300CM STRAIGHT RADIOPAQUE 20CM,272,RC,C1769,HCPCS,,,facility,outpatient,,,304.50000,304.50000,Capital District Physicians' Health Plan,Commercial,,228.07,,,,,,,47.29,299.75,percent of total billed charges,
GUIDEWIRE VASC SS PTFE COATED .035IN 260CM LUNDERQUIST EXTRA STIFF STRAIGHT EXCHANGE,272,RC,C1769,HCPCS,,,facility,outpatient,,,555.16000,555.16000,BlueCross BlueShield Vermont,Indemnity,,155.38,,,,,,,47.29,546.50,fee schedule,Reimbursement will be capped at line item charge.
