"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH SIMPLE MEATAL ADVANCEMENT (EG, MAGPI, V-FLAP)",360,RC,54322,CPT,,,facility,outpatient,,,,,Capital District Physicians' Health Plan,Medicare Advantage,,3475.87,,,,,,,3475.87,5213.81,fee schedule,
"1-STAGE DISTAL HYPOSPADIAS REPAIR (WITH OR WITHOUT CHORDEE OR CIRCUMCISION); WITH URETHROPLASTY BY LOCAL SKIN FLAPS (EG, FLIP-FLAP, PREPUCIAL FLAP)",360,RC,54324,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,3562.77,,,,,,,3475.87,5213.81,fee schedule,
"ABLATION, SOFT TISSUE OF INFERIOR TURBINATES, UNILATERAL OR BILATERAL, ANY METHOD (EG, ELECTROCAUTERY, RADIOFREQUENCY ABLATION, OR TISSUE VOLUME REDUCTION); INTRAMURAL (IE, SUBMUCOSAL)",360,RC,30802,CPT,,,facility,outpatient,,,,,Veterans Affairs Community Care Network,Veterans Administration,,1492.83,,,,,,,1492.83,2239.24,fee schedule,
"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",770,MS-DRG,,,,,facility,inpatient,,,,,MVP,Medicare Advantage,,11007.01,,,,,,,10738.55,38132.36,fee schedule,
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV",636,RC,36000030660,NDC,,,facility,outpatient,100,ML,26.66000,26.66000,Capital District Physicians' Health Plan,Commercial,,19.97,,,,,,,5.33,26.24,percent of total billed charges,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",284,MS-DRG,,,,,facility,inpatient,,,,,Martins Point, TRICARE Prime/Department of Defense,,7395.22,,,,,,,7395.22,26260.30,fee schedule,
"ADENOIDECTOMY, PRIMARY; YOUNGER THAN AGE 12",360,RC,42830,CPT,,,facility,outpatient,,,,,Humana Military,TRICARE,,3268.37,,,,,,,1542.85,4902.56,fee schedule,
"ADENOIDECTOMY, SECONDARY; AGE 12 OR OVER",360,RC,42836,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,3350.08,,,,,,,3268.37,4902.56,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10 SQ CM OR LESS",360,RC,14060,CPT,,,facility,outpatient,,,,,Veterans Affairs Community Care Network,Veterans Administration,,1843.50,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10 SQ CM OR LESS",361,RC,14060,CPT,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,1843.50,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10 SQ CM OR LESS",490,RC,14060,CPT,,,facility,outpatient,,,,,Martins Point, TRICARE Prime/Department of Defense,,1889.59,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10.1 SQ CM TO 30.0 SQ CM",361,RC,14041,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,1889.59,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10 SQ CM OR LESS",360,RC,14020,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,1889.59,,,,,,,1843.50,2765.25,fee schedule,
