"ABLATION, 1 OR MORE LIVER TUMOR(S), PERCUTANEOUS, RADIOFREQUENCY",361,RC,47382,CPT,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,5879.87,,,,,,,5879.87,8819.81,fee schedule,
"ACAMPROSATE 333 MG TAB, DELAYED RELEASE",637,RC,68462043518,NDC,,,facility,outpatient,1,EA,11.01000,11.01000,MVP,Commercial,,8.81,,,,,,,2.20,10.84,percent of total billed charges,
"ACNE SURGERY (EG, MARSUPIALIZATION, OPENING OR REMOVAL OF MULTIPLE MILIA, COMEDONES, CYSTS, PUSTULES)",361,RC,10040,CPT,,,facility,outpatient,,,,,MVP,Medicare Advantage,,205.26,,,,,,,200.25,300.38,fee schedule,
"ADENOIDECTOMY, SECONDARY; AGE 12 OR OVER",360,RC,42836,CPT,,,facility,outpatient,,,,,Fidelis Care,Medicare Advantage,,3595.21,,,,,,,3268.37,4902.56,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10 SQ CM OR LESS",360,RC,14060,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,1880.37,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10 SQ CM OR LESS",490,RC,14060,CPT,,,facility,outpatient,,,,,Capital District Physicians' Health Plan,Medicare Advantage,,1843.50,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10.1 SQ CM TO 30.0 SQ CM",361,RC,14061,CPT,,,facility,outpatient,,,,,Martins Point, TRICARE Prime/Department of Defense,,1889.59,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10.1 SQ CM TO 30.0 SQ CM",361,RC,14061,CPT,,,facility,outpatient,,,,,St. Regis,HMO,,1843.50,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10 SQ CM OR LESS",361,RC,14040,CPT,,,facility,outpatient,,,,,United Healthcare,Medicare Advantage,,1843.50,,,,,,,1488.38,3809.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10 SQ CM OR LESS",361,RC,14040,CPT,,,facility,outpatient,,,,,Veterans Affairs Community Care Network,Veterans Administration,,1843.50,,,,,,,1488.38,3809.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10 SQ CM OR LESS",490,RC,14040,CPT,,,facility,outpatient,,,,,Capital District Physicians' Health Plan,Medicare Advantage,,1843.50,,,,,,,1488.38,3809.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10.1 SQ CM TO 30.0 SQ CM",361,RC,14041,CPT,,,facility,outpatient,,,,,Capital District Physicians' Health Plan,Medicare Advantage,,1843.50,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10.1 SQ CM TO 30.0 SQ CM",361,RC,14021,CPT,,,facility,outpatient,,,,,Humana Military,TRICARE,,1843.50,,,,,,,1843.50,3815.89,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10.1 SQ CM TO 30.0 SQ CM",361,RC,14001,CPT,,,facility,outpatient,,,,,Aetna,Medicare Advantage,,1843.50,,,,,,,1843.50,2765.25,fee schedule,
"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10.1 SQ CM TO 30.0 SQ CM",490,RC,14001,CPT,,,facility,outpatient,,,,,BlueCross BlueShield Vermont,Medicare Advantage,,1880.37,,,,,,,1843.50,2765.25,fee schedule,
"ALBUMIN, HUMAN 25 % IV",636,RC,P9047,HCPCS,44206025105,NDC,facility,outpatient,50,ML,136.22000,136.22000,Excellus BlueCross BlueShield,Medicare Advantage,,38.14,,,,,,,27.24,192.84,percent of total billed charges,
"ALBUMIN, HUMAN 25 % IV",636,RC,P9047,HCPCS,44206025110,NDC,facility,outpatient,50,ML,136.22000,136.22000,Excellus BlueCross BlueShield,Commercial,,113.84,,,,,,,27.24,192.84,percent of total billed charges,
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",897,MS-DRG,,,,,facility,inpatient,,,,,Fidelis Care,Managed Medicaid,,11005.50,,,,,,,8804.40,31264.29,fee schedule,
"ALPHA-1-PROTEINASE INHIBITOR (HUMAN) 1,000 MG (+/-)/20 ML IV SOLUTION",636,RC,J0256,HCPCS,13533070501,NDC,facility,outpatient,1,EA,1871.93000,1871.93000,BlueCross BlueShield Vermont,Indemnity,,1757.74,,,,,,,5.46,1842.73,percent of total billed charges,
"ALPHA-1-PROTEINASE INHIBITOR (HUMAN) 1,000 MG (+/-)/20 ML IV SOLUTION",636,RC,J0256,HCPCS,13533070501,NDC,facility,outpatient,1,EA,1871.93000,1871.93000,BlueCross BlueShield Vermont,Medicare Advantage,,5.57,,,,,,,5.46,1842.73,fee schedule,
"ALPHA-1-PROTEINASE INHIBITOR (HUMAN) 1,000 MG (+/-)/20 ML IV SOLUTION",636,RC,J0256,HCPCS,13533070501,NDC,facility,outpatient,1,EA,1871.93000,1871.93000,Coventry,Commercial,,1591.14,,,,,,,5.46,1842.73,percent of total billed charges,
