"ACETABULAR AUGMENT 66X20MM TRABECULAR METAL 22","SUP-ITM-10019186","CDM","C1776","HCPCS","0278","RC","","","","both","","","3281.25","2460.94","WELLPOINT [1015]","HB AMC WELLPOINT","2420.91","73.78","","2602.06","1700.45","15123.10","117","1017.19","2608.59","percent of total billed charges",""
"ACETABULAR BEARING 28X52MM DUAL MOBILITY ANTIOXIDANT INFUSED SZ G 12","SUP-ITM-10191339","CDM","C1776","HCPCS","0278","RC","","","","both","","","2682.75","2012.06","MGB HEALTH PLAN [150001]","HB AMC MGBHP COMMERCIAL HMO","979.20","36.5","","3031.31","804.39","5017.20","148","831.65","2132.79","percent of total billed charges",""
"ACETABULAR CUP 48MM SIZE 22 REVISION REGENEREX/RNGLC+ SOLID 08","SUP-ITM-10029401","CDM","C1776","HCPCS","0278","RC","","","","both","","","3150.00","2362.50","WELLPOINT [1015]","HB AMC WELLPOINT","2324.07","73.78","","2602.06","1700.45","15123.10","117","976.5","2504.25","percent of total billed charges",""
"ACETABULAR CUP 60MM SIZE 25 REGENEREX RINGLOC PLUS TITANIUM POROUS MULTIHOLE","SUP-ITM-10025572","CDM","C1776","HCPCS","0278","RC","","","","both","","","4042.50","3031.87","WELLPOINT [1015]","HB AMC WELLPOINT","2982.56","73.78","","2602.06","1700.45","15123.10","117","1253.18","3213.79","percent of total billed charges",""
"ACETABULAR INSERT 32X54 56MM 10DEG LINER CROSSFIRE SERIES II HIGHLY CROSSLINKED POLYETHYLENE","SUP-ITM-10006911","CDM","C1776","HCPCS","0278","RC","","","","both","","","1221.50","916.12","CIGNA [1006]","HB AMC CIGNA HMO / PPO","971.09","79.5","","2608.72","1683.00","7525.69","67","378.67","971.09","percent of total billed charges",""
"ACETABULAR INSERT 32X54 56MM 10DEG LINER CROSSFIRE SERIES II HIGHLY CROSSLINKED POLYETHYLENE","SUP-ITM-10006911","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","1221.50","916.12","UNITED HEALTHCARE [1016]","HB AMC UNITED HMO / INDEMNITY","998.21","81.72","","1017.05","1017.05","1017.05","1 through 10","610.75","998.21","percent of total billed charges",""
"ACETABULAR LINER 26X44MM 10DEG LONGEVITY PRIMARY REVISION HIGHLY CROSSLINKED POLYETHYLENE ELEVATED RIM","SUP-ITM-10200683","CDM","C1776","HCPCS","0278","RC","","","","both","","","1282.58","961.93","CIGNA [1006]","HB AMC CIGNA HMO / PPO","1019.65","79.5","","2608.72","1683.00","7525.69","67","397.6","1019.65","percent of total billed charges",""
"ACETABULAR LINER 28X44MM SIZE EE VAVACIT E HIGHLY CROSSLINKED POLYETHYLENE VITAMIN NEUTRAL","SUP-ITM-10114227","CDM","C1776","HCPCS","0278","RC","","","","both","","","2299.50","1724.62","UNITED HEALTHCARE [1016]","HB AMC CH UNITED NEW BUSINESS DISCOUNT","986.49","42.9","","2028.48","2028.48","2028.48","1 through 10","712.85","1828.1","percent of total billed charges",""
"ACETABULAR LINER 32X52MM PLUS 4 NEUTRAL PINNACLE ESC CONSTRAINED","SUP-ITM-10019085","CDM","C1776","HCPCS","0278","RC","","","","both","","","2681.00","2010.75","INTERNATIONAL COMMERCIAL [140001]","HB AMC QHM INTERNATIONAL","1930.32","72","","9180.00","9180.00","9180.00","1 through 10","831.11","2131.4","percent of total billed charges",""
"ACETABULAR LINER 42MM COMPONENT DUAL MOBILITY G7","SUP-ITM-10171241","CDM","C1776","HCPCS","0278","RC","","","","both","","","3046.05","2284.54","UNITED HEALTHCARE [1016]","HB AMC CH UNITED NEW BUSINESS DISCOUNT","1306.76","42.9","","2028.48","2028.48","2028.48","1 through 10","944.28","2421.61","percent of total billed charges",""
