"1st Psychiatric Collab Care Mgmt 1st 70 Mins","PX-51000644","CDM","99492","CPT","0510","RC","","","","both","","","437.00","327.75","UNITED HEALTHCARE [1016]","HB MGH UNITED MEDICARE REPLACEMENT","107.64","","APC Price ($109.84). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.222). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement. Final payment is multiplied by 98%.","98.26","95.35","107.66","45","104.36","336.49","other","OPPS APC"
"ACETABULAR BEARING 28X52MM DUAL MOBILITY ANTIOXIDANT INFUSED SZ G 12","SUP-ITM-10191339","CDM","C1776","HCPCS","0278","RC","","","","both","","","2682.75","2012.06","CIGNA [1006]","HB AMC CIGNA HMO / PPO","2132.79","79.5","","2608.72","1683.00","7525.69","67","831.65","2132.79","percent of total billed charges",""
"ACETABULAR CUP 32X53MM STEM LONGEVITY SS WIRE CEMENTED NEUTRAL","SUP-ITM-10080966","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","2278.50","1708.87","INTERNATIONAL COMMERCIAL [140001]","HB AMC AETNA PPO","1831.91","80.4","","2174.69","2167.62","2435.16","12","1139.25","1861.99","percent of total billed charges",""
"ACETABULAR CUP 60MM SIZE 25 REGENEREX RINGLOC PLUS TITANIUM POROUS MULTIHOLE","SUP-ITM-10025572","CDM","C1776","HCPCS","0278","RC","","","","both","","","4042.50","3031.87","HEALTH NEW ENGLAND [1034]","HB AMC CLARITEV (PRIMARY PPO)","3112.73","77","","29636.01","29636.01","29636.01","1 through 10","1253.18","3213.79","percent of total billed charges",""
"ACETABULAR IMPLANT 5DEG SHIM REVISION TRABECULAR METAL","SUP-ITM-10199809","CDM","C1776","HCPCS","0278","RC","","","","both","","","3281.25","2460.94","UNITED HEALTHCARE [1016]","HB AMC CH UNITED NEW BUSINESS DISCOUNT","1407.66","42.9","","2028.48","2028.48","2028.48","1 through 10","1017.19","2608.59","percent of total billed charges",""
"ACETABULAR LINER 28X44MM SIZE EE VAVACIT E HIGHLY CROSSLINKED POLYETHYLENE VITAMIN NEUTRAL","SUP-ITM-10114227","CDM","C1776","HCPCS","0278","RC","","","","both","","","2299.50","1724.62","MGB HEALTH PLAN [150001]","HB AMC MGBHP COMMERCIAL HMO","839.32","36.5","","3031.31","804.39","5017.20","148","712.85","1828.1","percent of total billed charges",""
"ACETABULAR LINER 32X76MM LONGEVITY PRIMARY REVISION HIGHLY CROSSLINKED POLYETHYLENE","SUP-ITM-10016738","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","1282.58","961.93","AETNA [1001]","HB AMC AETNA PPO","1031.19","80.4","","2090.69","1781.53","2371.46","11","641.29","1048.12","percent of total billed charges",""
"ACETABULAR LINER 36X50 TO 52MM 20DEG REFLECTION XLPE POLYETHYLENE MICROSTABLE SIZE E","SUP-ITM-10016580","CDM","C1776","HCPCS","0278","RC","","","","both","","","1221.50","916.12","INTERNATIONAL COMMERCIAL [140001]","HB AMC QHM INTERNATIONAL","879.48","72","","9180.00","9180.00","9180.00","1 through 10","378.67","971.09","percent of total billed charges",""
"ACETABULAR LINER 42MM COMPONENT DUAL MOBILITY G7","SUP-ITM-10171241","CDM","C1776","HCPCS","0278","RC","","","","both","","","3046.05","2284.54","CIGNA ALTERNATE [1018]","HB AMC CIGNA NEW BUSINESS DISCOUNT","1623.54","53.3","","3617.87","1219.68","8316.00","59","944.28","2421.61","percent of total billed charges",""
"ACETABULAR LINER 54MMX28 BEARING ACTIVE ARTICULATION E1","SUP-ITM-10194229","CDM","C1776","HCPCS","0278","RC","","","","both","","","2682.75","2012.06","WELLPOINT [1015]","HB AMC WELLPOINT","1979.33","73.78","","2602.06","1700.45","15123.10","117","831.65","2132.79","percent of total billed charges",""
"ACETABULAR LINER 54MMX28 BEARING ACTIVE ARTICULATION E1","SUP-ITM-10194229","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","2682.75","2012.06","AETNA [1001]","HB AMC AETNA HMO","1872.56","69.8","","2111.40","1091.76","3234.47","108","1341.38","2192.34","percent of total billed charges",""
"ACETABULAR SHELL 28X43MM RINGLOC BIPOLAR COBALT ENDO","SUP-ITM-10020610","CDM","C1776","HCPCS","0278","RC","","","","both","","","1750.00","1312.50","UNITED HEALTHCARE [1016]","HB AMC CH UNITED NEW BUSINESS DISCOUNT","750.75","42.9","","2028.48","2028.48","2028.48","1 through 10","542.5","1391.25","percent of total billed charges",""
"ACETABULAR SHELL 40MM PINNACLE GRIPTION MULTIHOLE","SUP-ITM-10116890","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","3150.00","2362.50","UNITED HEALTHCARE [1016]","HB AMC UNITED PPO / POS","2574.18","81.72","","2190.06","1401.55","8113.91","43","1575","2574.18","percent of total billed charges",""
"ACETABULAR SHELL 52MM PINNACLE MULTIHOLE","SUP-ITM-10076215","CDM","C1776","HCPCS","0278","RC","","","","both","","","4788.00","3591.00","MGB HEALTH PLAN [150001]","HB AMC MGBHP COMMERCIAL PPO","1833.80","38.3","","2679.15","987.37","3738.94","427","1484.28","3806.46","percent of total billed charges",""
"ACETABULAR SHELL 54MM SIZE 4 TRINITY I CLUSTER TAPER","SUP-ITM-10197313","CDM","C1776","HCPCS","0278","RC","","","","both","","","3150.00","2362.50","CIGNA ALTERNATE [1018]","HB AMC CIGNA NEW BUSINESS DISCOUNT","1678.95","53.3","","3617.87","1219.68","8316.00","59","976.5","2504.25","percent of total billed charges",""
"ACETABULAR SHELL 54MM SIZE 4 TRINITY I CLUSTER TAPER","SUP-ITM-10197313","CDM","C1776","HCPCS","0278","RC","","","","both","","","3150.00","2362.50","MGB HEALTH PLAN [150001]","HB AMC MGBHP COMMERCIAL PPO","1206.45","38.3","","2679.15","987.37","3738.94","427","976.5","2504.25","percent of total billed charges",""
"ACETABULAR SHELL 54MM SIZE 4 TRINITY I CLUSTER TAPER","SUP-ITM-10197313","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","3150.00","2362.50","AETNA [1001]","HB AMC AETNA HMO","2198.70","69.8","","2111.40","1091.76","3234.47","108","1575","2574.18","percent of total billed charges",""
"ACETABULAR SHELL 56MM SIZE E TRIDENT TRITANIUM PRIMARY HEMISPHERICAL CLUSTER HOLE","SUP-ITM-10042537","CDM","C1776","HCPCS","0278","RC","","","","both","","","3500.00","2625.00","CIGNA [1006]","HB AMC CIGNA HMO / PPO","2782.50","79.5","","2608.72","1683.00","7525.69","67","1085","2782.5","percent of total billed charges",""
"ACETABULAR SHELL 62MM IMPLANT HEMISPHERICAL REVISION TRIDENT TITANIUM 08","SUP-ITM-10019574","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","3465.00","2598.75","INTERNATIONAL COMMERCIAL [140001]","HB AMC AETNA PPO","2785.86","80.4","","2174.69","2167.62","2435.16","12","1732.5","2831.6","percent of total billed charges",""
"ACETABULAR SHELL 80MM POROUS TRABECULAR TANTALUM TIVANIUM REVISION","SUP-ITM-10118051","CDM","C1776","HCPCS","0278","RC","","","","both","","","4244.63","3183.47","CIGNA [1006]","HB AMC CIGNA HMO / PPO","3374.48","79.5","","2608.72","1683.00","7525.69","67","1315.84","3374.48","percent of total billed charges",""
"ACETABULAR SHELL SZ 60 MULTIHOLEMM LINER G 08","SUP-ITM-10192419","CDM","C1776","HCPCS","0278","RC","","","","both","","","3638.25","2728.69","UNITED HEALTHCARE [1016]","HB AMC CH UNITED NEW BUSINESS DISCOUNT","1560.81","42.9","","2028.48","2028.48","2028.48","1 through 10","1127.86","2892.41","percent of total billed charges",""
"ADAPTER HEAD 10.5MM FEMORAL IMPLANT HIP VERSYS ENDOPROSTHESIS ALLOY PLUS 14 BX/1","SUP-ITM-10005430","CDM","C1776","HCPCS","0278","RC","","","","both","","","510.00","382.50","INTERNATIONAL COMMERCIAL [140001]","HB AMC QHM INTERNATIONAL","367.20","72","","9180.00","9180.00","9180.00","1 through 10","158.1","405.45","percent of total billed charges",""
"ADAPTER HEAD 10.5MM FEMORAL IMPLANT HIP VERSYS ENDOPROSTHESIS ALLOY PLUS 14 BX/1","SUP-ITM-10005430","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","510.00","382.50","AETNA [1001]","HB AMC AETNA HMO","355.98","69.8","","2111.40","1091.76","3234.47","108","255","416.77","percent of total billed charges",""
"ADAPTER HEAD 10.5MM FEMORAL IMPLANT HIP VERSYS ENDOPROSTHESIS ALLOY PLUS 14 BX/1","SUP-ITM-10005430","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","510.00","382.50","AETNA [1001]","HB AMC AETNA PPO","410.04","80.4","","2090.69","1781.53","2371.46","11","255","416.77","percent of total billed charges",""
"ADAPTER SHOULDER TAPER VERSA DIAL TITANIUM STANDARD 03","SUP-ITM-10100164","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","411.60","308.70","INTERNATIONAL COMMERCIAL [140001]","HB AMC AETNA PPO","330.93","80.4","","2174.69","2167.62","2435.16","12","205.8","336.36","percent of total billed charges",""
"ALLOGRAFT BONE 10CC OSTEOAMP FIBER SELECT","SUP-ITM-10269005","CDM","C1889","HCPCS","0278","RC","","","","both","","","3769.20","2826.90","INTERNATIONAL COMMERCIAL [140001]","HB AMC / MEE / PCC / ONE TEAM HEALTH INTERNATIONAL","2449.98","65","","3818.75","2036.13","3818.75","1 through 10","1168.45","2996.51","percent of total billed charges",""
"ALLOGRAFT BONE 10CC OSTEOAMP FIBER SELECT","SUP-ITM-10269005","CDM","C1889","HCPCS","0278","RC","","","","both","","","3769.20","2826.90","UNITED HEALTHCARE [1016]","HB AMC CH UNITED NEW BUSINESS DISCOUNT","1616.99","42.9","","3081.49","192.04","11493.79","1 through 10","1168.45","2996.51","percent of total billed charges",""
"ALLOGRAFT BONE 10CC OSTEOAMP SELECT FLOWABLE","SUP-ITM-10282973","CDM","C1889","HCPCS","0278","RC","","","","both","","","4334.58","3250.93","INTERNATIONAL COMMERCIAL [140001]","HB AMC / MEE / PCC / ONE TEAM HEALTH INTERNATIONAL","2817.48","65","","3818.75","2036.13","3818.75","1 through 10","1343.72","3445.99","percent of total billed charges",""
"ALLOGRAFT BONE 10MM OSTEOCHONDRAL TISSUE FRESH PLUG","SUP-ITM-10278727","CDM","C1889","HCPCS","0278","RC","","","","both","","","6234.38","4675.78","CIGNA ALTERNATE [1018]","HB AMC CIGNA NEW BUSINESS DISCOUNT","3322.92","53.3","","3301.32","3301.32","3301.32","1 through 10","1932.66","4956.33","percent of total billed charges",""
"ALLOGRAFT BONE 15CC OSTEOAMP FIBER SELECT","SUP-ITM-10269006","CDM","C1889","HCPCS","0278","RC","","","","outpatient","","","6361.20","4770.90","AETNA [1001]","HB AMC AETNA HMO","4440.12","69.8","","3878.94","870.98","6698.31","76","3180.6","5198.37","percent of total billed charges",""
"ALLOGRAFT BONE 2.5CC OSTEOAMP SELECT FIBER","SUP-ITM-10269003","CDM","C1889","HCPCS","0278","RC","","","","outpatient","","","2430.00","1822.50","UNITED HEALTHCARE [1016]","HB AMC UNITED PPO / POS","1985.80","81.72","","4878.68","1531.26","6401.46","44","1215","1985.8","percent of total billed charges",""
"ALLOGRAFT BONE 2CC 250 TO 1000 MICRON PARTICULATE CANCELLOUS MINERALIZED FREEZE DRIED","SUP-ITM-10277012","CDM","C1889","HCPCS","0278","RC","","","","both","","","472.50","354.37","CENTERS OF EXCELLENCE [1026]","HB AMC TRANSPLANT OPTUM HEALTH","330.75","70","","6276.60","6276.60","6276.60","1 through 10","146.48","375.64","percent of total billed charges",""
"ALLOGRAFT BONE 5CC .1 TO 2MM CHIP CANCELLOUS","SUP-ITM-10277011","CDM","C1713","HCPCS","0278","RC","","","","both","","","482.65","361.99","MGB HEALTH PLAN [150001]","HB AMC MGBHP COMMERCIAL HMO","176.17","36.5","","149.84","82.76","934.90","224","149.62","383.71","percent of total billed charges",""
"ALLOGRAFT BONE 5CC OSTEOAMP SELECT FLOWABLE","SUP-ITM-10282972","CDM","C1889","HCPCS","0278","RC","","","","both","","","3357.13","2517.85","UNITED HEALTHCARE [1016]","HB AMC CH UNITED NEW BUSINESS DISCOUNT","1440.21","42.9","","3081.49","192.04","11493.79","1 through 10","1040.71","2668.92","percent of total billed charges",""
"ALLOGRAFT MATRIX 3X6CM PLACENTAL HUMAN DECELLULARIZED CENTAFLEX","SUP-ITM-10293117","CDM","C1889","HCPCS","0278","RC","","","","both","","","9250.00","6937.50","HEALTH NEW ENGLAND [1034]","HB AMC CLARITEV (PRIMARY PPO)","7122.50","77","","3441.90","3441.90","3441.90","1 through 10","2867.5","7353.75","percent of total billed charges",""
"ALLOGRAFT MATRIX 3X6CM PLACENTAL HUMAN DECELLULARIZED CENTAFLEX","SUP-ITM-10293117","CDM","C1889","HCPCS","0278","RC","","","","both","","","9250.00","6937.50","PHCS MULTIPLAN [1022]","HB AMC CLARITEV (PRIMARY PPO)","7122.50","77","","7273.70","7091.58","7273.70","1 through 10","2867.5","7353.75","percent of total billed charges",""
"ALLOGRAFT MATRIX 3X8CM PLACENTAL HUMAN DECELLULARIZED CENTAFLEX","SUP-ITM-10293118","CDM","C1889","HCPCS","0278","RC","","","","both","","","11000.00","8250.00","INTERNATIONAL COMMERCIAL [140001]","HB AMC / MEE / PCC / ONE TEAM HEALTH INTERNATIONAL","7150.00","65","","3818.75","2036.13","3818.75","1 through 10","3410","8745","percent of total billed charges",""
"ANCHOR ALL-SUTURE 1.8MM Q-FIX KNOTLESS W/1 MT SUT BL","SUP-ITM-10328390","CDM","C1713","HCPCS","0278","RC","","","","both","","","1732.50","1299.37","PHCS MULTIPLAN [1022]","HB AMC CLARITEV (PRIMARY PPO)","1334.03","77","","507.62","507.62","507.62","1 through 10","537.08","1377.34","percent of total billed charges",""
"ANCHOR BONE 3.4MM ARTHROSCOPIC DELIVERY SYSTEM ADVANCED","SUP-ITM-10217020","CDM","C1713","HCPCS","0278","RC","","","","both","","","2100.00","1575.00","MGB HEALTH PLAN [150001]","HB AMC MGBHP COMMERCIAL PPO","804.30","38.3","","240.23","60.66","804.68","738","651","1669.5","percent of total billed charges",""
"ANCHOR SOFT SP 2.6 FIBERTAK TRIPLE LOADED W/1.3MM SUTURE TAPE WHT/BLU BLK/WHT SELF-PUNCHING BX/5EA","SUP-ITM-10317755","CDM","C1713","HCPCS","0278","RC","","","","both","","","1435.00","1076.25","INTERNATIONAL COMMERCIAL [140001]","HB AMC / MEE / PCC / ONE TEAM HEALTH INTERNATIONAL","932.75","65","","2660.13","1319.50","2660.13","1 through 10","444.85","1140.83","percent of total billed charges",""
"ANCHOR SURGICAL 1.8MM Q FIX SUTURE","SUP-ITM-10124147","CDM","C1713","HCPCS","0278","RC","","","","both","","","962.50","721.87","INTERNATIONAL COMMERCIAL [140001]","HB AMC QHM INTERNATIONAL","693.00","72","","297.00","189.00","297.00","1 through 10","298.38","765.19","percent of total billed charges",""
