"ACETABULAR AUGMENT 58MM TRABECULAR METAL STRAIGHT BUTTRESS 22","SUP-ITM-10072444","CDM","C1889","HCPCS","0278","RC","","","","both","","","3281.25","2460.94","CENTERS OF EXCELLENCE [1026]","HB AMC TRANSPLANT OPTUM HEALTH","2296.88","70","","6276.60","6276.60","6276.60","1 through 10","1017.19","2608.59","percent of total billed charges",""
"ACETABULAR AUGMENT 58MM TRABECULAR METAL STRAIGHT BUTTRESS 22","SUP-ITM-10072444","CDM","C1889","HCPCS","0278","RC","","","","both","","","3281.25","2460.94","CIGNA [1006]","HB AMC CIGNA HMO / PPO","2608.59","79.5","","2835.06","711.78","6049.93","13","1017.19","2608.59","percent of total billed charges",""
"ACETABULAR CUP 32X53MM STEM LONGEVITY SS WIRE CEMENTED NEUTRAL","SUP-ITM-10080966","CDM","C1776","HCPCS","0278","RC","","","","both","","","2278.50","1708.87","HEALTH NEW ENGLAND [1034]","HB AMC CLARITEV (PRIMARY PPO)","1754.45","77","","29636.01","29636.01","29636.01","1 through 10","706.34","1811.41","percent of total billed charges",""
"ACETABULAR CUP 52X58MM BIRMINGHAM RESURFACING COBALT HA COATING POROUS IMPACTOR","SUP-ITM-10042847","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","6842.50","5131.87","AETNA [1001]","HB AMC AETNA PPO","5501.37","80.4","","2090.69","1781.53","2371.46","11","3421.25","5591.69","percent of total billed charges",""
"ACETABULAR CUP 60MM SIZE 25 REGENEREX RINGLOC PLUS TITANIUM POROUS MULTIHOLE","SUP-ITM-10025572","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","4042.50","3031.87","UNITED HEALTHCARE [1016]","HB AMC UNITED PPO / POS","3303.53","81.72","","2190.06","1401.55","8113.91","43","2021.25","3303.53","percent of total billed charges",""
"ACETABULAR IMPLANT 5DEG SHIM REVISION TRABECULAR METAL","SUP-ITM-10199809","CDM","C1776","HCPCS","0278","RC","","","","both","","","3281.25","2460.94","INTERNATIONAL COMMERCIAL [140001]","HB AMC QHM INTERNATIONAL","2362.50","72","","9180.00","9180.00","9180.00","1 through 10","1017.19","2608.59","percent of total billed charges",""
"ACETABULAR IMPLANT 5DEG SHIM REVISION TRABECULAR METAL","SUP-ITM-10199809","CDM","C1776","HCPCS","0278","RC","","","","both","","","3281.25","2460.94","WELLPOINT [1015]","HB AMC WELLPOINT","2420.91","73.78","","2602.06","1700.45","15123.10","117","1017.19","2608.59","percent of total billed charges",""
"ACETABULAR INSERT 32MM 0DEG SIZE B TRIDENT POLYETHYLENE","SUP-ITM-10089665","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","1650.00","1237.50","INTERNATIONAL COMMERCIAL [140001]","HB AMC AETNA PPO","1326.60","80.4","","2174.69","2167.62","2435.16","12","825","1348.38","percent of total billed charges",""
"ACETABULAR LINER 28X44MM SIZE EE VAVACIT E HIGHLY CROSSLINKED POLYETHYLENE VITAMIN NEUTRAL","SUP-ITM-10114227","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","2299.50","1724.62","INTERNATIONAL COMMERCIAL [140001]","HB AMC AETNA PPO","1848.80","80.4","","2174.69","2167.62","2435.16","12","1149.75","1879.15","percent of total billed charges",""
"ACETABULAR LINER 28X46MM SIZE EF VAVACIT E HIGHLY CROSSLINKED POLYETHYLENE VITAMIN NEUTRAL FF","SUP-ITM-10114228","CDM","C1776","HCPCS","0278","RC","","","","both","","","2299.50","1724.62","WELLPOINT [1015]","HB AMC WELLPOINT","1696.57","73.78","","2602.06","1700.45","15123.10","117","712.85","1828.1","percent of total billed charges",""
"ACETABULAR LINER 32X52MM PLUS 4 NEUTRAL PINNACLE ESC CONSTRAINED","SUP-ITM-10019085","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","2681.00","2010.75","INTERNATIONAL COMMERCIAL [140001]","HB AMC AETNA PPO","2155.52","80.4","","2174.69","2167.62","2435.16","12","1340.5","2190.91","percent of total billed charges",""
"ACETABULAR LINER 42MM COMPONENT DUAL MOBILITY G7","SUP-ITM-10171241","CDM","C1776","HCPCS","0278","RC","","","","both","","","3046.05","2284.54","CIGNA [1006]","HB AMC CIGNA HMO / PPO","2421.61","79.5","","2608.72","1683.00","7525.69","67","944.28","2421.61","percent of total billed charges",""
"ACETABULAR LINER 42MM COMPONENT DUAL MOBILITY G7","SUP-ITM-10171241","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","3046.05","2284.54","AETNA [1001]","HB AMC AETNA PPO","2449.02","80.4","","2090.69","1781.53","2371.46","11","1523.03","2489.23","percent of total billed charges",""
"ACETABULAR LINER 42MM SIZE E SHE MODULE DUAL MOBILITY TITANIUM NONCEMENTED","SUP-ITM-10090958","CDM","C1776","HCPCS","0278","RC","","","","both","","","2100.00","1575.00","UNITED HEALTHCARE [1016]","HB AMC CH UNITED NEW BUSINESS DISCOUNT","900.90","42.9","","2028.48","2028.48","2028.48","1 through 10","651","1669.5","percent of total billed charges",""
"ACETABULAR SHELL 25 60MM SIZE RINGLOC POROUS PLASMA SPRAY LIMITED HOLE","SUP-ITM-10101190","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","2278.50","1708.87","INTERNATIONAL COMMERCIAL [140001]","HB AMC AETNA PPO","1831.91","80.4","","2174.69","2167.62","2435.16","12","1139.25","1861.99","percent of total billed charges",""
"ACETABULAR SHELL 28X43MM RINGLOC BIPOLAR COBALT ENDO","SUP-ITM-10020610","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","1750.00","1312.50","UNITED HEALTHCARE [1016]","HB AMC UNITED PPO / POS","1430.10","81.72","","2190.06","1401.55","8113.91","43","875","1430.1","percent of total billed charges",""
"ACETABULAR SHELL 58MM PINNACLE SECTOR GRIPTION COATING","SUP-ITM-10077063","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","3150.00","2362.50","UNITED HEALTHCARE [1016]","HB AMC UNITED HMO / INDEMNITY","2574.18","81.72","","1017.05","1017.05","1017.05","1 through 10","1575","2574.18","percent of total billed charges",""
"ACETABULAR SHELL 58MM SIZE G G7 POROUS PLASMA SPRAY LIMITED HOLE","SUP-ITM-10132605","CDM","C1776","HCPCS","0278","RC","","","","outpatient","","","2050.65","1537.99","UNITED HEALTHCARE [1016]","HB AMC UNITED HMO / INDEMNITY","1675.79","81.72","","1017.05","1017.05","1017.05","1 through 10","1025.33","1675.79","percent of total billed charges",""
"ACETABULAR SHELL 62MM HOLE TRILOGY TIVANIUM TITANIUM ALLOY POROUS CLUSTER","SUP-ITM-10001711","CDM","C1776","HCPCS","0278","RC","","","","both","","","2392.43","1794.32","HEALTH NEW ENGLAND [1034]","HB AMC CLARITEV (PRIMARY PPO)","1842.17","77","","29636.01","29636.01","29636.01","1 through 10","741.65","1901.98","percent of total billed charges",""
"ADAPTER FEMORAL 5.0MM KNEE VANGUARD 360 OFFSET REVISION SYSTEM","SUP-ITM-10117678","CDM","C1776","HCPCS","0278","RC","","","","both","","","2866.50","2149.87","CIGNA ALTERNATE [1018]","HB AMC CIGNA NEW BUSINESS DISCOUNT","1527.84","53.3","","3617.87","1219.68","8316.00","59","888.62","2278.87","percent of total billed charges",""
"ADAPTER HEAD 10.5MM FEMORAL IMPLANT HIP VERSYS ENDOPROSTHESIS ALLOY PLUS 14 BX/1","SUP-ITM-10005430","CDM","C1776","HCPCS","0278","RC","","","","both","","","510.00","382.50","CIGNA [1006]","HB AMC CIGNA HMO / PPO","405.45","79.5","","2608.72","1683.00","7525.69","67","158.1","405.45","percent of total billed charges",""
"ADAPTER HUMERAL 36MM SHOULDER AEQUALIS REVERSED II 02","SUP-ITM-10042400","CDM","C1776","HCPCS","0278","RC","","","","both","","","3325.00","2493.75","INTERNATIONAL COMMERCIAL [140001]","HB AMC QHM INTERNATIONAL","2394.00","72","","9180.00","9180.00","9180.00","1 through 10","1030.75","2643.38","percent of total billed charges",""
