Facility,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",5433,APR-DRG,,,,,,,,inpatient,,,,,7474.375,7474.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,7474.375,,,,,,0,case rate,Zero cases in previous 12 months,7474.375,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Brachytx, non-stranded,P-103",2641,APC,,,,,,,,Outpatient,,,,,41.71971,135.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.71971,,,,,,,case rate,,,,,,,,,,,79.77,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.37,,,,,,,case rate,,79.77,,,,,,,case rate,,78.17,,,,,,,case rate,,79.77,,,,,,,case rate,,80.97,,,,,,,case rate,,79.77,,,,,,,case rate,,75.78,,,,,,,case rate,,80.57,,,,,,,case rate,,79.77,,,,,,,case rate,,81.37,,,,,,,case rate,,79.77,,,,,,,case rate,,79.77,,,,,,,case rate,,79.77,,,,,,,case rate,,81.37,,,,,,,case rate,,83.76,,,,,,,case rate,,79.77,,,,,,,case rate,,79.77,,,,,,,case rate,,79.77,,,,,,,case rate,,79.77,,,,,,,case rate,,80.97,,,,,,,case rate,,135.61,,,,,,,case rate,,79.77,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.71971,,,,,,,case rate,,41.71971,,,,,,,case rate,,41.71971,,,,,,,case rate,,41.71971,,,,,,,case rate,,41.71971,,,,,,,case rate,,41.71971,,,,,,,case rate,,41.71971,,,,,,,case rate,,41.71971,,,,,,,case rate,,41.71971,,,,,,,case rate,
Facility,"Dermacell, awm, porous sq cm",Q4122,LOCAL,,,,,,,,Outpatient,,,,,297.07,297.07,,,,,,,,,,,,,,,,,,,,297.07,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.07,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"INGUINAL, FEMORAL AND UMBILICAL HERNIA PROCEDURES",2284,APR-DRG,,,,,,,,inpatient,,,,,22720.625,22720.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,22720.625,,,,,,0,case rate,Zero cases in previous 12 months,22720.625,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"INSERTION, REVISION AND REPLACEMENTS OF PACEMAKER AND OTHER CARDIAC DEVICES",1762,APR-DRG,,,,,,,,inpatient,,,,,25030,25030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,,25030,,,87655.2,24045.43,24045.43,1 through 10,case rate,
Facility,"Inj rituximab, hyaluronidase",9467,APC,,,,,,,,Outpatient,,,,,19.190439,62.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.190439,,,,,,,case rate,,,,,,,,,,,36.693,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.43,,,,,,,case rate,,36.69,,,,,,,case rate,,35.96,,,,,,,case rate,,36.69,,,,,,,case rate,,37.24,,,,,,,case rate,,36.69,,,,,,,case rate,,34.86,,,,,,,case rate,,37.06,,,,,,,case rate,,36.69,,,,,,,case rate,,37.43,,,,,,,case rate,,36.69,,,,,,,case rate,,36.69,,,,,,,case rate,,36.69,,,,,,,case rate,,37.43,,,,,,,case rate,,38.53,,,,,,,case rate,,36.69,,,,,,,case rate,,36.69,,,,,,,case rate,,36.69,,,,,,,case rate,,36.69,,,,,,,case rate,,37.24,,,,,,,case rate,,62.38,,,,,,,case rate,,36.69,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.190439,,,,,,,case rate,,19.190439,,,,,,,case rate,,19.190439,,,,,,,case rate,,19.190439,,,,,,,case rate,,19.190439,,,,,,,case rate,,19.190439,,,,,,,case rate,,19.190439,,,,,,,case rate,,19.190439,,,,,,,case rate,,19.190439,,,,,,,case rate,
Facility,"Inj, cabote rilpivir 2mg 3mg",9414,APC,,,,,,,,Outpatient,,,,,12.368427,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.368427,,,,,,,case rate,,,,,,,,,,,23.649,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.12,,,,,,,case rate,,23.65,,,,,,,case rate,,23.18,,,,,,,case rate,,23.65,,,,,,,case rate,,24,,,,,,,case rate,,23.65,,,,,,,case rate,,22.47,,,,,,,case rate,,23.89,,,,,,,case rate,,23.65,,,,,,,case rate,,24.12,,,,,,,case rate,,23.65,,,,,,,case rate,,23.65,,,,,,,case rate,,23.65,,,,,,,case rate,,24.12,,,,,,,case rate,,24.83,,,,,,,case rate,,23.65,,,,,,,case rate,,23.65,,,,,,,case rate,,23.65,,,,,,,case rate,,23.65,,,,,,,case rate,,24,,,,,,,case rate,,40.2,,,,,,,case rate,,23.65,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.368427,,,,,,,case rate,,12.368427,,,,,,,case rate,,12.368427,,,,,,,case rate,,12.368427,,,,,,,case rate,,12.368427,,,,,,,case rate,,12.368427,,,,,,,case rate,,12.368427,,,,,,,case rate,,12.368427,,,,,,,case rate,,12.368427,,,,,,,case rate,
Facility,"Inj, donanemab-azbt, 2 mg",0765,APC,,,,,,,,Outpatient,,,,,2.161559,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.161559,,,,,,,case rate,,,,,,,,,,,4.133,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,,,,,,,case rate,,4.13,,,,,,,case rate,,4.05,,,,,,,case rate,,4.13,,,,,,,case rate,,4.19,,,,,,,case rate,,4.13,,,,,,,case rate,,3.93,,,,,,,case rate,,4.17,,,,,,,case rate,,4.13,,,,,,,case rate,,4.22,,,,,,,case rate,,4.13,,,,,,,case rate,,4.13,,,,,,,case rate,,4.13,,,,,,,case rate,,4.22,,,,,,,case rate,,4.34,,,,,,,case rate,,4.13,,,,,,,case rate,,4.13,,,,,,,case rate,,4.13,,,,,,,case rate,,4.13,,,,,,,case rate,,4.19,,,,,,,case rate,,7.03,,,,,,,case rate,,4.13,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.161559,,,,,,,case rate,,2.161559,,,,,,,case rate,,2.161559,,,,,,,case rate,,2.161559,,,,,,,case rate,,2.161559,,,,,,,case rate,,2.161559,,,,,,,case rate,,2.161559,,,,,,,case rate,,2.161559,,,,,,,case rate,,2.161559,,,,,,,case rate,
Facility,"Inj, fylnetra, 0.5 mg",9118,APC,,,,,,,,Outpatient,,,,,72.155695,234.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.155695,,,,,,,case rate,,,,,,,,,,,137.965,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.72,,,,,,,case rate,,137.97,,,,,,,case rate,,135.21,,,,,,,case rate,,137.97,,,,,,,case rate,,140.03,,,,,,,case rate,,137.97,,,,,,,case rate,,131.07,,,,,,,case rate,,139.34,,,,,,,case rate,,137.97,,,,,,,case rate,,140.72,,,,,,,case rate,,137.97,,,,,,,case rate,,137.97,,,,,,,case rate,,137.97,,,,,,,case rate,,140.72,,,,,,,case rate,,144.86,,,,,,,case rate,,137.97,,,,,,,case rate,,137.97,,,,,,,case rate,,137.97,,,,,,,case rate,,137.97,,,,,,,case rate,,140.03,,,,,,,case rate,,234.54,,,,,,,case rate,,137.97,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.155695,,,,,,,case rate,,72.155695,,,,,,,case rate,,72.155695,,,,,,,case rate,,72.155695,,,,,,,case rate,,72.155695,,,,,,,case rate,,72.155695,,,,,,,case rate,,72.155695,,,,,,,case rate,,72.155695,,,,,,,case rate,,72.155695,,,,,,,case rate,
Facility,"Inj, lidocaine in d5w, 1 mg",0795,APC,,,,,,,,Outpatient,,,,,0.001569,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001569,,,,,,,case rate,,,,,,,,,,,0.003,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,case rate,,0.01,,,,,,,case rate,,,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001569,,,,,,,case rate,,0.001569,,,,,,,case rate,,0.001569,,,,,,,case rate,,0.001569,,,,,,,case rate,,0.001569,,,,,,,case rate,,0.001569,,,,,,,case rate,,0.001569,,,,,,,case rate,,0.001569,,,,,,,case rate,,0.001569,,,,,,,case rate,
