Facility,"Brachytx, stranded, I-125",2638,APC,,,,,,,,Outpatient,,,,,19.37192,62.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37192,,,,,,,case rate,,,,,,,,,,,37.04,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78,,,,,,,case rate,,37.04,,,,,,,case rate,,36.3,,,,,,,case rate,,37.04,,,,,,,case rate,,37.6,,,,,,,case rate,,37.04,,,,,,,case rate,,35.19,,,,,,,case rate,,37.41,,,,,,,case rate,,37.04,,,,,,,case rate,,37.78,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.78,,,,,,,case rate,,38.89,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.6,,,,,,,case rate,,62.97,,,,,,,case rate,,37.04,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,
Facility,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",7701,APR-DRG,,,,,,,,inpatient,,,,,3239.375,3239.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,,3239.375,,,12035.81,3282.78,3648.132,1 through 10,case rate,
Facility,"Elosulfase alfa, injection",1480,APC,,,,,,,,Outpatient,,,,,161.441209,524.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.441209,,,,,,,case rate,,,,,,,,,,,308.683,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.86,,,,,,,case rate,,308.68,,,,,,,case rate,,302.51,,,,,,,case rate,,308.68,,,,,,,case rate,,313.31,,,,,,,case rate,,308.68,,,,,,,case rate,,293.25,,,,,,,case rate,,311.77,,,,,,,case rate,,308.68,,,,,,,case rate,,314.86,,,,,,,case rate,,308.68,,,,,,,case rate,,308.68,,,,,,,case rate,,308.68,,,,,,,case rate,,314.86,,,,,,,case rate,,324.12,,,,,,,case rate,,308.68,,,,,,,case rate,,308.68,,,,,,,case rate,,308.68,,,,,,,case rate,,308.68,,,,,,,case rate,,313.31,,,,,,,case rate,,524.76,,,,,,,case rate,,308.68,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.441209,,,,,,,case rate,,161.441209,,,,,,,case rate,,161.441209,,,,,,,case rate,,161.441209,,,,,,,case rate,,161.441209,,,,,,,case rate,,161.441209,,,,,,,case rate,,161.441209,,,,,,,case rate,,161.441209,,,,,,,case rate,,161.441209,,,,,,,case rate,
Facility,"FRACTURES AND DISLOCATIONS EXCEPT FEMUR, PELVIS AND BACK",3422,APR-DRG,,,,,,,,inpatient,,,,,7311.25,7311.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,,7311.25,,,18435.39,6884.08,6884.08,1 through 10,case rate,
Facility,"INSERTION, REVISION AND REPLACEMENTS OF PACEMAKER AND OTHER CARDIAC DEVICES",1763,APR-DRG,,,,,,,,inpatient,,,,,30970,30970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30970,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30970,,,,,,0,case rate,Zero cases in previous 12 months,30970,,,,,,0,case rate,Zero cases in previous 12 months,30970,,,,,,0,case rate,Zero cases in previous 12 months,30970,,,,,,0,case rate,Zero cases in previous 12 months,30970,,,,,,0,case rate,Zero cases in previous 12 months,30970,,,,,,0,case rate,Zero cases in previous 12 months,30970,,,,,,0,case rate,Zero cases in previous 12 months,30970,,,,,,0,case rate,Zero cases in previous 12 months,30970,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Inj tisotu vedotin-tftv, 1mg",9204,APC,,,,,,,,Outpatient,,,,,98.72148,320.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72148,,,,,,,case rate,,,,,,,,,,,188.76,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.54,,,,,,,case rate,,188.76,,,,,,,case rate,,184.98,,,,,,,case rate,,188.76,,,,,,,case rate,,191.59,,,,,,,case rate,,188.76,,,,,,,case rate,,179.32,,,,,,,case rate,,190.65,,,,,,,case rate,,188.76,,,,,,,case rate,,192.54,,,,,,,case rate,,188.76,,,,,,,case rate,,188.76,,,,,,,case rate,,188.76,,,,,,,case rate,,192.54,,,,,,,case rate,,198.2,,,,,,,case rate,,188.76,,,,,,,case rate,,188.76,,,,,,,case rate,,188.76,,,,,,,case rate,,188.76,,,,,,,case rate,,191.59,,,,,,,case rate,,320.89,,,,,,,case rate,,188.76,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72148,,,,,,,case rate,,98.72148,,,,,,,case rate,,98.72148,,,,,,,case rate,,98.72148,,,,,,,case rate,,98.72148,,,,,,,case rate,,98.72148,,,,,,,case rate,,98.72148,,,,,,,case rate,,98.72148,,,,,,,case rate,,98.72148,,,,,,,case rate,
Facility,"Inj, artesunate, 1mg",0711,APC,,,,,,,,Outpatient,,,,,27.106567,88.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.106567,,,,,,,case rate,,,,,,,,,,,51.829,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.87,,,,,,,case rate,,51.83,,,,,,,case rate,,50.79,,,,,,,case rate,,51.83,,,,,,,case rate,,52.61,,,,,,,case rate,,51.83,,,,,,,case rate,,49.24,,,,,,,case rate,,52.35,,,,,,,case rate,,51.83,,,,,,,case rate,,52.87,,,,,,,case rate,,51.83,,,,,,,case rate,,51.83,,,,,,,case rate,,51.83,,,,,,,case rate,,52.87,,,,,,,case rate,,54.42,,,,,,,case rate,,51.83,,,,,,,case rate,,51.83,,,,,,,case rate,,51.83,,,,,,,case rate,,51.83,,,,,,,case rate,,52.61,,,,,,,case rate,,88.11,,,,,,,case rate,,51.83,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.106567,,,,,,,case rate,,27.106567,,,,,,,case rate,,27.106567,,,,,,,case rate,,27.106567,,,,,,,case rate,,27.106567,,,,,,,case rate,,27.106567,,,,,,,case rate,,27.106567,,,,,,,case rate,,27.106567,,,,,,,case rate,,27.106567,,,,,,,case rate,
Facility,"Inj, betibeglogene autotemce",0746,APC,,,,,,,,Outpatient,,,,,1540622.02,5007758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540622.02,,,,,,,case rate,,,,,,,,,,,2945740,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3004654.8,,,,,,,case rate,,2945740,,,,,,,case rate,,2886825.2,,,,,,,case rate,,2945740,,,,,,,case rate,,2989926.1,,,,,,,case rate,,2945740,,,,,,,case rate,,2798453,,,,,,,case rate,,2975197.4,,,,,,,case rate,,2945740,,,,,,,case rate,,3004654.8,,,,,,,case rate,,2945740,,,,,,,case rate,,2945740,,,,,,,case rate,,2945740,,,,,,,case rate,,3004654.8,,,,,,,case rate,,3093027,,,,,,,case rate,,2945740,,,,,,,case rate,,2945740,,,,,,,case rate,,2945740,,,,,,,case rate,,2945740,,,,,,,case rate,,2989926.1,,,,,,,case rate,,5007758,,,,,,,case rate,,2945740,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540622.02,,,,,,,case rate,,1540622.02,,,,,,,case rate,,1540622.02,,,,,,,case rate,,1540622.02,,,,,,,case rate,,1540622.02,,,,,,,case rate,,1540622.02,,,,,,,case rate,,1540622.02,,,,,,,case rate,,1540622.02,,,,,,,case rate,,1540622.02,,,,,,,case rate,
Facility,"Inj, eculizumab-aeeb, 2 mg�",0846,APC,,,,,,,,Outpatient,,,,,21.083176,68.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.083176,,,,,,,case rate,,,,,,,,,,,40.312,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.12,,,,,,,case rate,,40.31,,,,,,,case rate,,39.51,,,,,,,case rate,,40.31,,,,,,,case rate,,40.92,,,,,,,case rate,,40.31,,,,,,,case rate,,38.3,,,,,,,case rate,,40.72,,,,,,,case rate,,40.31,,,,,,,case rate,,41.12,,,,,,,case rate,,40.31,,,,,,,case rate,,40.31,,,,,,,case rate,,40.31,,,,,,,case rate,,41.12,,,,,,,case rate,,42.33,,,,,,,case rate,,40.31,,,,,,,case rate,,40.31,,,,,,,case rate,,40.31,,,,,,,case rate,,40.31,,,,,,,case rate,,40.92,,,,,,,case rate,,68.53,,,,,,,case rate,,40.31,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.083176,,,,,,,case rate,,21.083176,,,,,,,case rate,,21.083176,,,,,,,case rate,,21.083176,,,,,,,case rate,,21.083176,,,,,,,case rate,,21.083176,,,,,,,case rate,,21.083176,,,,,,,case rate,,21.083176,,,,,,,case rate,,21.083176,,,,,,,case rate,
Facility,"Inj, lanreotide acetate",9237,APC,,,,,,,,Outpatient,,,,,17.806058,57.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.806058,,,,,,,case rate,,,,,,,,,,,34.046,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.73,,,,,,,case rate,,34.05,,,,,,,case rate,,33.37,,,,,,,case rate,,34.05,,,,,,,case rate,,34.56,,,,,,,case rate,,34.05,,,,,,,case rate,,32.34,,,,,,,case rate,,34.39,,,,,,,case rate,,34.05,,,,,,,case rate,,34.73,,,,,,,case rate,,34.05,,,,,,,case rate,,34.05,,,,,,,case rate,,34.05,,,,,,,case rate,,34.73,,,,,,,case rate,,35.75,,,,,,,case rate,,34.05,,,,,,,case rate,,34.05,,,,,,,case rate,,34.05,,,,,,,case rate,,34.05,,,,,,,case rate,,34.56,,,,,,,case rate,,57.88,,,,,,,case rate,,34.05,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.806058,,,,,,,case rate,,17.806058,,,,,,,case rate,,17.806058,,,,,,,case rate,,17.806058,,,,,,,case rate,,17.806058,,,,,,,case rate,,17.806058,,,,,,,case rate,,17.806058,,,,,,,case rate,,17.806058,,,,,,,case rate,,17.806058,,,,,,,case rate,
