Facility,"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",5641,APR-DRG,,,,,,,,inpatient,,,,,3680.625,3680.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,3680.625,,,,,,0,case rate,Zero cases in previous 12 months,3680.625,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Blood, l/r, froz/degly/wash",9527,APC,,,,,,,,Outpatient,,,,,126.79612,412.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.79612,,,,,,,case rate,,,,,,,,,,,242.44,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.29,,,,,,,case rate,,242.44,,,,,,,case rate,,237.59,,,,,,,case rate,,242.44,,,,,,,case rate,,246.08,,,,,,,case rate,,242.44,,,,,,,case rate,,230.32,,,,,,,case rate,,244.86,,,,,,,case rate,,242.44,,,,,,,case rate,,247.29,,,,,,,case rate,,242.44,,,,,,,case rate,,242.44,,,,,,,case rate,,242.44,,,,,,,case rate,,247.29,,,,,,,case rate,,254.56,,,,,,,case rate,,242.44,,,,,,,case rate,,242.44,,,,,,,case rate,,242.44,,,,,,,case rate,,242.44,,,,,,,case rate,,246.08,,,,,,,case rate,,412.15,,,,,,,case rate,,242.44,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.79612,,,,,,,case rate,,126.79612,,,,,,,case rate,,126.79612,,,,,,,case rate,,126.79612,,,,,,,case rate,,126.79612,,,,,,,case rate,,126.79612,,,,,,,case rate,,126.79612,,,,,,,case rate,,126.79612,,,,,,,case rate,,126.79612,,,,,,,case rate,
Facility,"Ferumoxytol, esrd use",1485,APC,,,,,,,,Outpatient,,,,,0.169452,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169452,,,,,,,case rate,,,,,,,,,,,0.324,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.31,,,,,,,case rate,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.34,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.32,,,,,,,case rate,,0.33,,,,,,,case rate,,0.55,,,,,,,case rate,,0.32,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,,0.169452,,,,,,,case rate,
Facility,"I131 iodide cap, rx",1064,APC,,,,,,,,Outpatient,,,,,12.09699,39.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.09699,,,,,,,case rate,,,,,,,,,,,23.13,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.59,,,,,,,case rate,,23.13,,,,,,,case rate,,22.67,,,,,,,case rate,,23.13,,,,,,,case rate,,23.48,,,,,,,case rate,,23.13,,,,,,,case rate,,21.97,,,,,,,case rate,,23.36,,,,,,,case rate,,23.13,,,,,,,case rate,,23.59,,,,,,,case rate,,23.13,,,,,,,case rate,,23.13,,,,,,,case rate,,23.13,,,,,,,case rate,,23.59,,,,,,,case rate,,24.29,,,,,,,case rate,,23.13,,,,,,,case rate,,23.13,,,,,,,case rate,,23.13,,,,,,,case rate,,23.13,,,,,,,case rate,,23.48,,,,,,,case rate,,39.32,,,,,,,case rate,,23.13,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.09699,,,,,,,case rate,,12.09699,,,,,,,case rate,,12.09699,,,,,,,case rate,,12.09699,,,,,,,case rate,,12.09699,,,,,,,case rate,,12.09699,,,,,,,case rate,,12.09699,,,,,,,case rate,,12.09699,,,,,,,case rate,,12.09699,,,,,,,case rate,
Facility,"Inj, alymsys, 10 mg",9048,APC,,,,,,,,Outpatient,,,,,19.778814,64.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.778814,,,,,,,case rate,,,,,,,,,,,37.818,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.57,,,,,,,case rate,,37.82,,,,,,,case rate,,37.06,,,,,,,case rate,,37.82,,,,,,,case rate,,38.39,,,,,,,case rate,,37.82,,,,,,,case rate,,35.93,,,,,,,case rate,,38.2,,,,,,,case rate,,37.82,,,,,,,case rate,,38.57,,,,,,,case rate,,37.82,,,,,,,case rate,,37.82,,,,,,,case rate,,37.82,,,,,,,case rate,,38.57,,,,,,,case rate,,39.71,,,,,,,case rate,,37.82,,,,,,,case rate,,37.82,,,,,,,case rate,,37.82,,,,,,,case rate,,37.82,,,,,,,case rate,,38.39,,,,,,,case rate,,64.29,,,,,,,case rate,,37.82,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.778814,,,,,,,case rate,,19.778814,,,,,,,case rate,,19.778814,,,,,,,case rate,,19.778814,,,,,,,case rate,,19.778814,,,,,,,case rate,,19.778814,,,,,,,case rate,,19.778814,,,,,,,case rate,,19.778814,,,,,,,case rate,,19.778814,,,,,,,case rate,
Facility,"Inj, bezlotoxumab, 10 mg",9490,APC,,,,,,,,Outpatient,,,,,20.828475,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.828475,,,,,,,case rate,,,,,,,,,,,39.825,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.62,,,,,,,case rate,,39.83,,,,,,,case rate,,39.03,,,,,,,case rate,,39.83,,,,,,,case rate,,40.42,,,,,,,case rate,,39.83,,,,,,,case rate,,37.83,,,,,,,case rate,,40.22,,,,,,,case rate,,39.83,,,,,,,case rate,,40.62,,,,,,,case rate,,39.83,,,,,,,case rate,,39.83,,,,,,,case rate,,39.83,,,,,,,case rate,,40.62,,,,,,,case rate,,41.82,,,,,,,case rate,,39.83,,,,,,,case rate,,39.83,,,,,,,case rate,,39.83,,,,,,,case rate,,39.83,,,,,,,case rate,,40.42,,,,,,,case rate,,67.7,,,,,,,case rate,,39.83,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.828475,,,,,,,case rate,,20.828475,,,,,,,case rate,,20.828475,,,,,,,case rate,,20.828475,,,,,,,case rate,,20.828475,,,,,,,case rate,,20.828475,,,,,,,case rate,,20.828475,,,,,,,case rate,,20.828475,,,,,,,case rate,,20.828475,,,,,,,case rate,
Facility,"Inj, retifanlimab-dlwr, 1 mg",9280,APC,,,,,,,,Outpatient,,,,,15.980788,51.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.980788,,,,,,,case rate,,,,,,,,,,,30.556,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.17,,,,,,,case rate,,30.56,,,,,,,case rate,,29.94,,,,,,,case rate,,30.56,,,,,,,case rate,,31.01,,,,,,,case rate,,30.56,,,,,,,case rate,,29.03,,,,,,,case rate,,30.86,,,,,,,case rate,,30.56,,,,,,,case rate,,31.17,,,,,,,case rate,,30.56,,,,,,,case rate,,30.56,,,,,,,case rate,,30.56,,,,,,,case rate,,31.17,,,,,,,case rate,,32.08,,,,,,,case rate,,30.56,,,,,,,case rate,,30.56,,,,,,,case rate,,30.56,,,,,,,case rate,,30.56,,,,,,,case rate,,31.01,,,,,,,case rate,,51.95,,,,,,,case rate,,30.56,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.980788,,,,,,,case rate,,15.980788,,,,,,,case rate,,15.980788,,,,,,,case rate,,15.980788,,,,,,,case rate,,15.980788,,,,,,,case rate,,15.980788,,,,,,,case rate,,15.980788,,,,,,,case rate,,15.980788,,,,,,,case rate,,15.980788,,,,,,,case rate,
Facility,"Inj, rimabotulinumtoxinB",9018,APC,,,,,,,,Outpatient,,,,,6.949624,22.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.949624,,,,,,,case rate,,,,,,,,,,,13.288,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55,,,,,,,case rate,,13.29,,,,,,,case rate,,13.02,,,,,,,case rate,,13.29,,,,,,,case rate,,13.49,,,,,,,case rate,,13.29,,,,,,,case rate,,12.62,,,,,,,case rate,,13.42,,,,,,,case rate,,13.29,,,,,,,case rate,,13.55,,,,,,,case rate,,13.29,,,,,,,case rate,,13.29,,,,,,,case rate,,13.29,,,,,,,case rate,,13.55,,,,,,,case rate,,13.95,,,,,,,case rate,,13.29,,,,,,,case rate,,13.29,,,,,,,case rate,,13.29,,,,,,,case rate,,13.29,,,,,,,case rate,,13.49,,,,,,,case rate,,22.59,,,,,,,case rate,,13.29,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.949624,,,,,,,case rate,,6.949624,,,,,,,case rate,,6.949624,,,,,,,case rate,,6.949624,,,,,,,case rate,,6.949624,,,,,,,case rate,,6.949624,,,,,,,case rate,,6.949624,,,,,,,case rate,,6.949624,,,,,,,case rate,,6.949624,,,,,,,case rate,
Facility,"Inj. xembify, 100 mg",9372,APC,,,,,,,,Outpatient,,,,,7.763935,25.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.763935,,,,,,,case rate,,,,,,,,,,,14.845,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.14,,,,,,,case rate,,14.85,,,,,,,case rate,,14.55,,,,,,,case rate,,14.85,,,,,,,case rate,,15.07,,,,,,,case rate,,14.85,,,,,,,case rate,,14.1,,,,,,,case rate,,14.99,,,,,,,case rate,,14.85,,,,,,,case rate,,15.14,,,,,,,case rate,,14.85,,,,,,,case rate,,14.85,,,,,,,case rate,,14.85,,,,,,,case rate,,15.14,,,,,,,case rate,,15.59,,,,,,,case rate,,14.85,,,,,,,case rate,,14.85,,,,,,,case rate,,14.85,,,,,,,case rate,,14.85,,,,,,,case rate,,15.07,,,,,,,case rate,,25.24,,,,,,,case rate,,14.85,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.763935,,,,,,,case rate,,7.763935,,,,,,,case rate,,7.763935,,,,,,,case rate,,7.763935,,,,,,,case rate,,7.763935,,,,,,,case rate,,7.763935,,,,,,,case rate,,7.763935,,,,,,,case rate,,7.763935,,,,,,,case rate,,7.763935,,,,,,,case rate,
Facility,"Level 2 Extraocular, Repair, and Plastic Eye Procedures",5502,APC,,,,,,,,Outpatient,,,,,506.54642,1646.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.54642,,,,,,,case rate,,,,,,,,,,,968.54,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.91,,,,,,,case rate,,968.54,,,,,,,case rate,,949.17,,,,,,,case rate,,968.54,,,,,,,case rate,,983.07,,,,,,,case rate,,968.54,,,,,,,case rate,,920.11,,,,,,,case rate,,978.23,,,,,,,case rate,,968.54,,,,,,,case rate,,987.91,,,,,,,case rate,,968.54,,,,,,,case rate,,968.54,,,,,,,case rate,,968.54,,,,,,,case rate,,987.91,,,,,,,case rate,,1016.97,,,,,,,case rate,,968.54,,,,,,,case rate,,968.54,,,,,,,case rate,,968.54,,,,,,,case rate,,968.54,,,,,,,case rate,,983.07,,,,,,,case rate,,1646.52,,,,,,,case rate,,968.54,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.54642,,,,,,,case rate,,506.54642,,,,,,,case rate,,506.54642,,,,,,,case rate,,506.54642,,,,,,,case rate,,506.54642,,,,,,,case rate,,506.54642,,,,,,,case rate,,506.54642,,,,,,,case rate,,506.54642,,,,,,,case rate,,506.54642,,,,,,,case rate,
