Facility,"Brachytx planar, p-103",2648,APC,,,,,,,,Outpatient,,,,,2.45287,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45287,,,,,,,case rate,,,,,,,,,,,4.69,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,,,,,,,case rate,,4.69,,,,,,,case rate,,4.6,,,,,,,case rate,,4.69,,,,,,,case rate,,4.76,,,,,,,case rate,,4.69,,,,,,,case rate,,4.46,,,,,,,case rate,,4.74,,,,,,,case rate,,4.69,,,,,,,case rate,,4.78,,,,,,,case rate,,4.69,,,,,,,case rate,,4.69,,,,,,,case rate,,4.69,,,,,,,case rate,,4.78,,,,,,,case rate,,4.92,,,,,,,case rate,,4.69,,,,,,,case rate,,4.69,,,,,,,case rate,,4.69,,,,,,,case rate,,4.69,,,,,,,case rate,,4.76,,,,,,,case rate,,7.97,,,,,,,case rate,,4.69,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45287,,,,,,,case rate,,2.45287,,,,,,,case rate,,2.45287,,,,,,,case rate,,2.45287,,,,,,,case rate,,2.45287,,,,,,,case rate,,2.45287,,,,,,,case rate,,2.45287,,,,,,,case rate,,2.45287,,,,,,,case rate,,2.45287,,,,,,,case rate,
Facility,"Datopotamab deruxtecan, 1 mg",0835,APC,,,,,,,,Outpatient,,,,,26.964834,87.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.964834,,,,,,,case rate,,,,,,,,,,,51.558,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.59,,,,,,,case rate,,51.56,,,,,,,case rate,,50.53,,,,,,,case rate,,51.56,,,,,,,case rate,,52.33,,,,,,,case rate,,51.56,,,,,,,case rate,,48.98,,,,,,,case rate,,52.07,,,,,,,case rate,,51.56,,,,,,,case rate,,52.59,,,,,,,case rate,,51.56,,,,,,,case rate,,51.56,,,,,,,case rate,,51.56,,,,,,,case rate,,52.59,,,,,,,case rate,,54.14,,,,,,,case rate,,51.56,,,,,,,case rate,,51.56,,,,,,,case rate,,51.56,,,,,,,case rate,,51.56,,,,,,,case rate,,52.33,,,,,,,case rate,,87.65,,,,,,,case rate,,51.56,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.964834,,,,,,,case rate,,26.964834,,,,,,,case rate,,26.964834,,,,,,,case rate,,26.964834,,,,,,,case rate,,26.964834,,,,,,,case rate,,26.964834,,,,,,,case rate,,26.964834,,,,,,,case rate,,26.964834,,,,,,,case rate,,26.964834,,,,,,,case rate,
Facility,"Inj, brolucizumab-dbll, 1 mg",9340,APC,,,,,,,,Outpatient,,,,,181.013438,588.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.013438,,,,,,,case rate,,,,,,,,,,,346.106,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.03,,,,,,,case rate,,346.11,,,,,,,case rate,,339.18,,,,,,,case rate,,346.11,,,,,,,case rate,,351.3,,,,,,,case rate,,346.11,,,,,,,case rate,,328.8,,,,,,,case rate,,349.57,,,,,,,case rate,,346.11,,,,,,,case rate,,353.03,,,,,,,case rate,,346.11,,,,,,,case rate,,346.11,,,,,,,case rate,,346.11,,,,,,,case rate,,353.03,,,,,,,case rate,,363.41,,,,,,,case rate,,346.11,,,,,,,case rate,,346.11,,,,,,,case rate,,346.11,,,,,,,case rate,,346.11,,,,,,,case rate,,351.3,,,,,,,case rate,,588.38,,,,,,,case rate,,346.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.013438,,,,,,,case rate,,181.013438,,,,,,,case rate,,181.013438,,,,,,,case rate,,181.013438,,,,,,,case rate,,181.013438,,,,,,,case rate,,181.013438,,,,,,,case rate,,181.013438,,,,,,,case rate,,181.013438,,,,,,,case rate,,181.013438,,,,,,,case rate,
Facility,"Inj, cyclophosphamd, sandoz",0785,APC,,,,,,,,Outpatient,,,,,2.058528,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.058528,,,,,,,case rate,,,,,,,,,,,3.936,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,,,,,,,case rate,,3.94,,,,,,,case rate,,3.86,,,,,,,case rate,,3.94,,,,,,,case rate,,4,,,,,,,case rate,,3.94,,,,,,,case rate,,3.74,,,,,,,case rate,,3.98,,,,,,,case rate,,3.94,,,,,,,case rate,,4.01,,,,,,,case rate,,3.94,,,,,,,case rate,,3.94,,,,,,,case rate,,3.94,,,,,,,case rate,,4.01,,,,,,,case rate,,4.13,,,,,,,case rate,,3.94,,,,,,,case rate,,3.94,,,,,,,case rate,,3.94,,,,,,,case rate,,3.94,,,,,,,case rate,,4,,,,,,,case rate,,6.69,,,,,,,case rate,,3.94,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.058528,,,,,,,case rate,,2.058528,,,,,,,case rate,,2.058528,,,,,,,case rate,,2.058528,,,,,,,case rate,,2.058528,,,,,,,case rate,,2.058528,,,,,,,case rate,,2.058528,,,,,,,case rate,,2.058528,,,,,,,case rate,,2.058528,,,,,,,case rate,
Facility,"Inj, dostarlimab-gxly, 10 mg",9431,APC,,,,,,,,Outpatient,,,,,127.461376,414.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.461376,,,,,,,case rate,,,,,,,,,,,243.712,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.59,,,,,,,case rate,,243.71,,,,,,,case rate,,238.84,,,,,,,case rate,,243.71,,,,,,,case rate,,247.37,,,,,,,case rate,,243.71,,,,,,,case rate,,231.53,,,,,,,case rate,,246.15,,,,,,,case rate,,243.71,,,,,,,case rate,,248.59,,,,,,,case rate,,243.71,,,,,,,case rate,,243.71,,,,,,,case rate,,243.71,,,,,,,case rate,,248.59,,,,,,,case rate,,255.9,,,,,,,case rate,,243.71,,,,,,,case rate,,243.71,,,,,,,case rate,,243.71,,,,,,,case rate,,243.71,,,,,,,case rate,,247.37,,,,,,,case rate,,414.31,,,,,,,case rate,,243.71,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.461376,,,,,,,case rate,,127.461376,,,,,,,case rate,,127.461376,,,,,,,case rate,,127.461376,,,,,,,case rate,,127.461376,,,,,,,case rate,,127.461376,,,,,,,case rate,,127.461376,,,,,,,case rate,,127.461376,,,,,,,case rate,,127.461376,,,,,,,case rate,
Facility,"Inj, magtrace per study dose",0814,APC,,,,,,,,Outpatient,,,,,655.842,2131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.842,,,,,,,case rate,,,,,,,,,,,1254,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.08,,,,,,,case rate,,1254,,,,,,,case rate,,1228.92,,,,,,,case rate,,1254,,,,,,,case rate,,1272.81,,,,,,,case rate,,1254,,,,,,,case rate,,1191.3,,,,,,,case rate,,1266.54,,,,,,,case rate,,1254,,,,,,,case rate,,1279.08,,,,,,,case rate,,1254,,,,,,,case rate,,1254,,,,,,,case rate,,1254,,,,,,,case rate,,1279.08,,,,,,,case rate,,1316.7,,,,,,,case rate,,1254,,,,,,,case rate,,1254,,,,,,,case rate,,1254,,,,,,,case rate,,1254,,,,,,,case rate,,1272.81,,,,,,,case rate,,2131.8,,,,,,,case rate,,1254,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.842,,,,,,,case rate,,655.842,,,,,,,case rate,,655.842,,,,,,,case rate,,655.842,,,,,,,case rate,,655.842,,,,,,,case rate,,655.842,,,,,,,case rate,,655.842,,,,,,,case rate,,655.842,,,,,,,case rate,,655.842,,,,,,,case rate,
Facility,"Inj, nipocalimab-aahu, 3 mg",0893,APC,,,,,,,,Outpatient,,,,,16.807128,54.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.807128,,,,,,,case rate,,,,,,,,,,,32.136,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.78,,,,,,,case rate,,32.14,,,,,,,case rate,,31.49,,,,,,,case rate,,32.14,,,,,,,case rate,,32.62,,,,,,,case rate,,32.14,,,,,,,case rate,,30.53,,,,,,,case rate,,32.46,,,,,,,case rate,,32.14,,,,,,,case rate,,32.78,,,,,,,case rate,,32.14,,,,,,,case rate,,32.14,,,,,,,case rate,,32.14,,,,,,,case rate,,32.78,,,,,,,case rate,,33.74,,,,,,,case rate,,32.14,,,,,,,case rate,,32.14,,,,,,,case rate,,32.14,,,,,,,case rate,,32.14,,,,,,,case rate,,32.62,,,,,,,case rate,,54.63,,,,,,,case rate,,32.14,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.807128,,,,,,,case rate,,16.807128,,,,,,,case rate,,16.807128,,,,,,,case rate,,16.807128,,,,,,,case rate,,16.807128,,,,,,,case rate,,16.807128,,,,,,,case rate,,16.807128,,,,,,,case rate,,16.807128,,,,,,,case rate,,16.807128,,,,,,,case rate,
Facility,"Inj, tebentafusp-tebn, 1 mcg",9446,APC,,,,,,,,Outpatient,,,,,113.537024,369.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.537024,,,,,,,case rate,,,,,,,,,,,217.088,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.43,,,,,,,case rate,,217.09,,,,,,,case rate,,212.75,,,,,,,case rate,,217.09,,,,,,,case rate,,220.34,,,,,,,case rate,,217.09,,,,,,,case rate,,206.23,,,,,,,case rate,,219.26,,,,,,,case rate,,217.09,,,,,,,case rate,,221.43,,,,,,,case rate,,217.09,,,,,,,case rate,,217.09,,,,,,,case rate,,217.09,,,,,,,case rate,,221.43,,,,,,,case rate,,227.94,,,,,,,case rate,,217.09,,,,,,,case rate,,217.09,,,,,,,case rate,,217.09,,,,,,,case rate,,217.09,,,,,,,case rate,,220.34,,,,,,,case rate,,369.05,,,,,,,case rate,,217.09,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.537024,,,,,,,case rate,,113.537024,,,,,,,case rate,,113.537024,,,,,,,case rate,,113.537024,,,,,,,case rate,,113.537024,,,,,,,case rate,,113.537024,,,,,,,case rate,,113.537024,,,,,,,case rate,,113.537024,,,,,,,case rate,,113.537024,,,,,,,case rate,
Facility,"Inj. concizumab-mtci, 0.5 mg",0888,APC,,,,,,,,Outpatient,,,,,45.189815,146.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.189815,,,,,,,case rate,,,,,,,,,,,86.405,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.13,,,,,,,case rate,,86.41,,,,,,,case rate,,84.68,,,,,,,case rate,,86.41,,,,,,,case rate,,87.7,,,,,,,case rate,,86.41,,,,,,,case rate,,82.08,,,,,,,case rate,,87.27,,,,,,,case rate,,86.41,,,,,,,case rate,,88.13,,,,,,,case rate,,86.41,,,,,,,case rate,,86.41,,,,,,,case rate,,86.41,,,,,,,case rate,,88.13,,,,,,,case rate,,90.73,,,,,,,case rate,,86.41,,,,,,,case rate,,86.41,,,,,,,case rate,,86.41,,,,,,,case rate,,86.41,,,,,,,case rate,,87.7,,,,,,,case rate,,146.89,,,,,,,case rate,,86.41,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.189815,,,,,,,case rate,,45.189815,,,,,,,case rate,,45.189815,,,,,,,case rate,,45.189815,,,,,,,case rate,,45.189815,,,,,,,case rate,,45.189815,,,,,,,case rate,,45.189815,,,,,,,case rate,,45.189815,,,,,,,case rate,,45.189815,,,,,,,case rate,
Facility,"Inj., bendeka 1 mg",1861,APC,,,,,,,,Outpatient,,,,,7.054224,22.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.054224,,,,,,,case rate,,,,,,,,,,,13.488,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76,,,,,,,case rate,,13.49,,,,,,,case rate,,13.22,,,,,,,case rate,,13.49,,,,,,,case rate,,13.69,,,,,,,case rate,,13.49,,,,,,,case rate,,12.81,,,,,,,case rate,,13.62,,,,,,,case rate,,13.49,,,,,,,case rate,,13.76,,,,,,,case rate,,13.49,,,,,,,case rate,,13.49,,,,,,,case rate,,13.49,,,,,,,case rate,,13.76,,,,,,,case rate,,14.16,,,,,,,case rate,,13.49,,,,,,,case rate,,13.49,,,,,,,case rate,,13.49,,,,,,,case rate,,13.49,,,,,,,case rate,,13.69,,,,,,,case rate,,22.93,,,,,,,case rate,,13.49,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.054224,,,,,,,case rate,,7.054224,,,,,,,case rate,,7.054224,,,,,,,case rate,,7.054224,,,,,,,case rate,,7.054224,,,,,,,case rate,,7.054224,,,,,,,case rate,,7.054224,,,,,,,case rate,,7.054224,,,,,,,case rate,,7.054224,,,,,,,case rate,
