Facility,"Dstry eye lesn,fdr vssl tech",G0186,LOCAL,,,,,,,,Outpatient,,,,,1305.3,1305.3,,,,,,,,,,,,,,,,,,,,1305.3,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.3,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"FRACTURES AND DISLOCATIONS EXCEPT FEMUR, PELVIS AND BACK",3424,APR-DRG,,,,,,,,inpatient,,,,,15959.375,15959.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,15959.375,,,,,,0,case rate,Zero cases in previous 12 months,15959.375,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"HERNIA PROCEDURES EXCEPT INGUINAL, FEMORAL AND UMBILICAL",2272,APR-DRG,,,,,,,,inpatient,,,,,13146.25,13146.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,,13146.25,,,69327.47,9964.518,14114.008,1 through 10,case rate,
Facility,"INSERTION, REVISION AND REPLACEMENTS OF PACEMAKER AND OTHER CARDIAC DEVICES",1764,APR-DRG,,,,,,,,inpatient,,,,,45090.625,45090.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,45090.625,,,,,,0,case rate,Zero cases in previous 12 months,45090.625,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Inj pozelimab-bbfg, 1 mg",0911,APC,,,,,,,,Outpatient,,,,,47.97479,155.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.97479,,,,,,,case rate,,,,,,,,,,,91.73,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.56,,,,,,,case rate,,91.73,,,,,,,case rate,,89.9,,,,,,,case rate,,91.73,,,,,,,case rate,,93.11,,,,,,,case rate,,91.73,,,,,,,case rate,,87.14,,,,,,,case rate,,92.65,,,,,,,case rate,,91.73,,,,,,,case rate,,93.56,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,93.56,,,,,,,case rate,,96.32,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,91.73,,,,,,,case rate,,93.11,,,,,,,case rate,,155.94,,,,,,,case rate,,91.73,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.97479,,,,,,,case rate,,47.97479,,,,,,,case rate,,47.97479,,,,,,,case rate,,47.97479,,,,,,,case rate,,47.97479,,,,,,,case rate,,47.97479,,,,,,,case rate,,47.97479,,,,,,,case rate,,47.97479,,,,,,,case rate,,47.97479,,,,,,,case rate,
Facility,"Inj, carboprost, 0.1 mg",0896,APC,,,,,,,,Outpatient,,,,,26.699673,86.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.699673,,,,,,,case rate,,,,,,,,,,,51.051,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.07,,,,,,,case rate,,51.05,,,,,,,case rate,,50.03,,,,,,,case rate,,51.05,,,,,,,case rate,,51.82,,,,,,,case rate,,51.05,,,,,,,case rate,,48.5,,,,,,,case rate,,51.56,,,,,,,case rate,,51.05,,,,,,,case rate,,52.07,,,,,,,case rate,,51.05,,,,,,,case rate,,51.05,,,,,,,case rate,,51.05,,,,,,,case rate,,52.07,,,,,,,case rate,,53.6,,,,,,,case rate,,51.05,,,,,,,case rate,,51.05,,,,,,,case rate,,51.05,,,,,,,case rate,,51.05,,,,,,,case rate,,51.82,,,,,,,case rate,,86.79,,,,,,,case rate,,51.05,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.699673,,,,,,,case rate,,26.699673,,,,,,,case rate,,26.699673,,,,,,,case rate,,26.699673,,,,,,,case rate,,26.699673,,,,,,,case rate,,26.699673,,,,,,,case rate,,26.699673,,,,,,,case rate,,26.699673,,,,,,,case rate,,26.699673,,,,,,,case rate,
Facility,"Inj, mirikizumab-mrkz, 1 mg",0728,APC,,,,,,,,Outpatient,,,,,22.514104,73.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.514104,,,,,,,case rate,,,,,,,,,,,43.048,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.91,,,,,,,case rate,,43.05,,,,,,,case rate,,42.19,,,,,,,case rate,,43.05,,,,,,,case rate,,43.69,,,,,,,case rate,,43.05,,,,,,,case rate,,40.9,,,,,,,case rate,,43.48,,,,,,,case rate,,43.05,,,,,,,case rate,,43.91,,,,,,,case rate,,43.05,,,,,,,case rate,,43.05,,,,,,,case rate,,43.05,,,,,,,case rate,,43.91,,,,,,,case rate,,45.2,,,,,,,case rate,,43.05,,,,,,,case rate,,43.05,,,,,,,case rate,,43.05,,,,,,,case rate,,43.05,,,,,,,case rate,,43.69,,,,,,,case rate,,73.18,,,,,,,case rate,,43.05,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.514104,,,,,,,case rate,,22.514104,,,,,,,case rate,,22.514104,,,,,,,case rate,,22.514104,,,,,,,case rate,,22.514104,,,,,,,case rate,,22.514104,,,,,,,case rate,,22.514104,,,,,,,case rate,,22.514104,,,,,,,case rate,,22.514104,,,,,,,case rate,
Facility,"Inj, palonosetron (posfrea)",0815,APC,,,,,,,,Outpatient,,,,,30.457428,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.457428,,,,,,,case rate,,,,,,,,,,,58.236,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,,,,,,,case rate,,58.24,,,,,,,case rate,,57.07,,,,,,,case rate,,58.24,,,,,,,case rate,,59.11,,,,,,,case rate,,58.24,,,,,,,case rate,,55.32,,,,,,,case rate,,58.82,,,,,,,case rate,,58.24,,,,,,,case rate,,59.4,,,,,,,case rate,,58.24,,,,,,,case rate,,58.24,,,,,,,case rate,,58.24,,,,,,,case rate,,59.4,,,,,,,case rate,,61.15,,,,,,,case rate,,58.24,,,,,,,case rate,,58.24,,,,,,,case rate,,58.24,,,,,,,case rate,,58.24,,,,,,,case rate,,59.11,,,,,,,case rate,,99,,,,,,,case rate,,58.24,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.457428,,,,,,,case rate,,30.457428,,,,,,,case rate,,30.457428,,,,,,,case rate,,30.457428,,,,,,,case rate,,30.457428,,,,,,,case rate,,30.457428,,,,,,,case rate,,30.457428,,,,,,,case rate,,30.457428,,,,,,,case rate,,30.457428,,,,,,,case rate,
Facility,"Inj, pasireotide long acting",9454,APC,,,,,,,,Outpatient,,,,,299.65808,974.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.65808,,,,,,,case rate,,,,,,,,,,,572.96,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.42,,,,,,,case rate,,572.96,,,,,,,case rate,,561.5,,,,,,,case rate,,572.96,,,,,,,case rate,,581.55,,,,,,,case rate,,572.96,,,,,,,case rate,,544.31,,,,,,,case rate,,578.69,,,,,,,case rate,,572.96,,,,,,,case rate,,584.42,,,,,,,case rate,,572.96,,,,,,,case rate,,572.96,,,,,,,case rate,,572.96,,,,,,,case rate,,584.42,,,,,,,case rate,,601.61,,,,,,,case rate,,572.96,,,,,,,case rate,,572.96,,,,,,,case rate,,572.96,,,,,,,case rate,,572.96,,,,,,,case rate,,581.55,,,,,,,case rate,,974.03,,,,,,,case rate,,572.96,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.65808,,,,,,,case rate,,299.65808,,,,,,,case rate,,299.65808,,,,,,,case rate,,299.65808,,,,,,,case rate,,299.65808,,,,,,,case rate,,299.65808,,,,,,,case rate,,299.65808,,,,,,,case rate,,299.65808,,,,,,,case rate,,299.65808,,,,,,,case rate,
Facility,"Inj, temsirolimus",1168,APC,,,,,,,,Outpatient,,,,,13.970376,45.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.970376,,,,,,,case rate,,,,,,,,,,,26.712,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.25,,,,,,,case rate,,26.71,,,,,,,case rate,,26.18,,,,,,,case rate,,26.71,,,,,,,case rate,,27.11,,,,,,,case rate,,26.71,,,,,,,case rate,,25.38,,,,,,,case rate,,26.98,,,,,,,case rate,,26.71,,,,,,,case rate,,27.25,,,,,,,case rate,,26.71,,,,,,,case rate,,26.71,,,,,,,case rate,,26.71,,,,,,,case rate,,27.25,,,,,,,case rate,,28.05,,,,,,,case rate,,26.71,,,,,,,case rate,,26.71,,,,,,,case rate,,26.71,,,,,,,case rate,,26.71,,,,,,,case rate,,27.11,,,,,,,case rate,,45.41,,,,,,,case rate,,26.71,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.970376,,,,,,,case rate,,13.970376,,,,,,,case rate,,13.970376,,,,,,,case rate,,13.970376,,,,,,,case rate,,13.970376,,,,,,,case rate,,13.970376,,,,,,,case rate,,13.970376,,,,,,,case rate,,13.970376,,,,,,,case rate,,13.970376,,,,,,,case rate,
