Facility,"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",5644,APR-DRG,,,,,,,,inpatient,,,,,11201.875,11201.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,,11201.875,,,34833.35,11800.88,11800.88,1 through 10,case rate,
Facility,"EAR, NOSE, MOUTH, THROAT AND CRANIAL OR FACIAL MALIGNANCIES",1103,APR-DRG,,,,,,,,inpatient,,,,,12332.5,12332.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,,12332.5,,,70943.905,11532.21,11532.21,1 through 10,case rate,
Facility,"HERNIA PROCEDURES EXCEPT INGUINAL, FEMORAL AND UMBILICAL",2274,APR-DRG,,,,,,,,inpatient,,,,,23661.875,23661.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,23661.875,,,,,,0,case rate,Zero cases in previous 12 months,23661.875,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"Hiv prep, ftc/taf 200/25mg",0808,APC,,,,,,,,Outpatient,,,,,37.302452,121.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.302452,,,,,,,case rate,,,,,,,,,,,71.324,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.75,,,,,,,case rate,,71.32,,,,,,,case rate,,69.9,,,,,,,case rate,,71.32,,,,,,,case rate,,72.39,,,,,,,case rate,,71.32,,,,,,,case rate,,67.76,,,,,,,case rate,,72.04,,,,,,,case rate,,71.32,,,,,,,case rate,,72.75,,,,,,,case rate,,71.32,,,,,,,case rate,,71.32,,,,,,,case rate,,71.32,,,,,,,case rate,,72.75,,,,,,,case rate,,74.89,,,,,,,case rate,,71.32,,,,,,,case rate,,71.32,,,,,,,case rate,,71.32,,,,,,,case rate,,71.32,,,,,,,case rate,,72.39,,,,,,,case rate,,121.25,,,,,,,case rate,,71.32,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.302452,,,,,,,case rate,,37.302452,,,,,,,case rate,,37.302452,,,,,,,case rate,,37.302452,,,,,,,case rate,,37.302452,,,,,,,case rate,,37.302452,,,,,,,case rate,,37.302452,,,,,,,case rate,,37.302452,,,,,,,case rate,,37.302452,,,,,,,case rate,
Facility,"INGUINAL, FEMORAL AND UMBILICAL HERNIA PROCEDURES",2283,APR-DRG,,,,,,,,inpatient,,,,,13486.25,13486.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,,13486.25,,,61923.16,12786.62,17364.332,1 through 10,case rate,
Facility,"Inj brixadi, more than 7 day",0733,APC,,,,,,,,Outpatient,,,,,879.971035,2860.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.971035,,,,,,,case rate,,,,,,,,,,,1682.545,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.2,,,,,,,case rate,,1682.55,,,,,,,case rate,,1648.89,,,,,,,case rate,,1682.55,,,,,,,case rate,,1707.78,,,,,,,case rate,,1682.55,,,,,,,case rate,,1598.42,,,,,,,case rate,,1699.37,,,,,,,case rate,,1682.55,,,,,,,case rate,,1716.2,,,,,,,case rate,,1682.55,,,,,,,case rate,,1682.55,,,,,,,case rate,,1682.55,,,,,,,case rate,,1716.2,,,,,,,case rate,,1766.67,,,,,,,case rate,,1682.55,,,,,,,case rate,,1682.55,,,,,,,case rate,,1682.55,,,,,,,case rate,,1682.55,,,,,,,case rate,,1707.78,,,,,,,case rate,,2860.33,,,,,,,case rate,,1682.55,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.971035,,,,,,,case rate,,879.971035,,,,,,,case rate,,879.971035,,,,,,,case rate,,879.971035,,,,,,,case rate,,879.971035,,,,,,,case rate,,879.971035,,,,,,,case rate,,879.971035,,,,,,,case rate,,879.971035,,,,,,,case rate,,879.971035,,,,,,,case rate,
Facility,"Inj pemetrexed, hospira 10mg",9123,APC,,,,,,,,Outpatient,,,,,1.855081,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855081,,,,,,,case rate,,,,,,,,,,,3.547,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,,,,,,,case rate,,3.55,,,,,,,case rate,,3.48,,,,,,,case rate,,3.55,,,,,,,case rate,,3.6,,,,,,,case rate,,3.55,,,,,,,case rate,,3.37,,,,,,,case rate,,3.58,,,,,,,case rate,,3.55,,,,,,,case rate,,3.62,,,,,,,case rate,,3.55,,,,,,,case rate,,3.55,,,,,,,case rate,,3.55,,,,,,,case rate,,3.62,,,,,,,case rate,,3.72,,,,,,,case rate,,3.55,,,,,,,case rate,,3.55,,,,,,,case rate,,3.55,,,,,,,case rate,,3.55,,,,,,,case rate,,3.6,,,,,,,case rate,,6.03,,,,,,,case rate,,3.55,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855081,,,,,,,case rate,,1.855081,,,,,,,case rate,,1.855081,,,,,,,case rate,,1.855081,,,,,,,case rate,,1.855081,,,,,,,case rate,,1.855081,,,,,,,case rate,,1.855081,,,,,,,case rate,,1.855081,,,,,,,case rate,,1.855081,,,,,,,case rate,
Facility,"Inj ruxience, 10 mg",9367,APC,,,,,,,,Outpatient,,,,,14.562935,47.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.562935,,,,,,,case rate,,,,,,,,,,,27.845,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,,,,,,case rate,,27.85,,,,,,,case rate,,27.29,,,,,,,case rate,,27.85,,,,,,,case rate,,28.26,,,,,,,case rate,,27.85,,,,,,,case rate,,26.45,,,,,,,case rate,,28.12,,,,,,,case rate,,27.85,,,,,,,case rate,,28.4,,,,,,,case rate,,27.85,,,,,,,case rate,,27.85,,,,,,,case rate,,27.85,,,,,,,case rate,,28.4,,,,,,,case rate,,29.24,,,,,,,case rate,,27.85,,,,,,,case rate,,27.85,,,,,,,case rate,,27.85,,,,,,,case rate,,27.85,,,,,,,case rate,,28.26,,,,,,,case rate,,47.34,,,,,,,case rate,,27.85,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.562935,,,,,,,case rate,,14.562935,,,,,,,case rate,,14.562935,,,,,,,case rate,,14.562935,,,,,,,case rate,,14.562935,,,,,,,case rate,,14.562935,,,,,,,case rate,,14.562935,,,,,,,case rate,,14.562935,,,,,,,case rate,,14.562935,,,,,,,case rate,
Facility,"Inj, aflibercept-ayyh, 1 mg",2068,APC,,,,,,,,Outpatient,,,,,449.446849,1460.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.446849,,,,,,,case rate,,,,,,,,,,,859.363,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.55,,,,,,,case rate,,859.36,,,,,,,case rate,,842.18,,,,,,,case rate,,859.36,,,,,,,case rate,,872.25,,,,,,,case rate,,859.36,,,,,,,case rate,,816.39,,,,,,,case rate,,867.96,,,,,,,case rate,,859.36,,,,,,,case rate,,876.55,,,,,,,case rate,,859.36,,,,,,,case rate,,859.36,,,,,,,case rate,,859.36,,,,,,,case rate,,876.55,,,,,,,case rate,,902.33,,,,,,,case rate,,859.36,,,,,,,case rate,,859.36,,,,,,,case rate,,859.36,,,,,,,case rate,,859.36,,,,,,,case rate,,872.25,,,,,,,case rate,,1460.92,,,,,,,case rate,,859.36,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.446849,,,,,,,case rate,,449.446849,,,,,,,case rate,,449.446849,,,,,,,case rate,,449.446849,,,,,,,case rate,,449.446849,,,,,,,case rate,,449.446849,,,,,,,case rate,,449.446849,,,,,,,case rate,,449.446849,,,,,,,case rate,,449.446849,,,,,,,case rate,
Facility,"Inj, melphalan (apotex) 1 mg",0842,APC,,,,,,,,Outpatient,,,,,33.878894,110.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.878894,,,,,,,case rate,,,,,,,,,,,64.778,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.07,,,,,,,case rate,,64.78,,,,,,,case rate,,63.48,,,,,,,case rate,,64.78,,,,,,,case rate,,65.75,,,,,,,case rate,,64.78,,,,,,,case rate,,61.54,,,,,,,case rate,,65.43,,,,,,,case rate,,64.78,,,,,,,case rate,,66.07,,,,,,,case rate,,64.78,,,,,,,case rate,,64.78,,,,,,,case rate,,64.78,,,,,,,case rate,,66.07,,,,,,,case rate,,68.02,,,,,,,case rate,,64.78,,,,,,,case rate,,64.78,,,,,,,case rate,,64.78,,,,,,,case rate,,64.78,,,,,,,case rate,,65.75,,,,,,,case rate,,110.12,,,,,,,case rate,,64.78,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.878894,,,,,,,case rate,,33.878894,,,,,,,case rate,,33.878894,,,,,,,case rate,,33.878894,,,,,,,case rate,,33.878894,,,,,,,case rate,,33.878894,,,,,,,case rate,,33.878894,,,,,,,case rate,,33.878894,,,,,,,case rate,,33.878894,,,,,,,case rate,
