Facility,"CONTUSION, OPEN WOUND AND OTHER TRAUMA TO SKIN AND SUBCUTANEOUS TISSUE",3842,APR-DRG,,,,,,,,inpatient,,,,,6800,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,,6800,,,66798.565,6551.95,6551.95,1 through 10,case rate,
Facility,"EAR, NOSE, MOUTH, THROAT AND CRANIAL OR FACIAL MALIGNANCIES",1101,APR-DRG,,,,,,,,inpatient,,,,,6564.375,6564.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,6564.375,,,,,,0,case rate,Zero cases in previous 12 months,6564.375,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"HERNIA PROCEDURES EXCEPT INGUINAL, FEMORAL AND UMBILICAL",2271,APR-DRG,,,,,,,,inpatient,,,,,10891.875,10891.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,,10891.875,,,66354.05,10437.35,12513.716,1 through 10,case rate,
Facility,"Inj adalimumab-aaty, 1 mg",0828,APC,,,,,,,,Outpatient,,,,,7.193342,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.193342,,,,,,,case rate,,,,,,,,,,,13.754,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03,,,,,,,case rate,,13.75,,,,,,,case rate,,13.48,,,,,,,case rate,,13.75,,,,,,,case rate,,13.96,,,,,,,case rate,,13.75,,,,,,,case rate,,13.07,,,,,,,case rate,,13.89,,,,,,,case rate,,13.75,,,,,,,case rate,,14.03,,,,,,,case rate,,13.75,,,,,,,case rate,,13.75,,,,,,,case rate,,13.75,,,,,,,case rate,,14.03,,,,,,,case rate,,14.44,,,,,,,case rate,,13.75,,,,,,,case rate,,13.75,,,,,,,case rate,,13.75,,,,,,,case rate,,13.75,,,,,,,case rate,,13.96,,,,,,,case rate,,23.38,,,,,,,case rate,,13.75,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.193342,,,,,,,case rate,,7.193342,,,,,,,case rate,,7.193342,,,,,,,case rate,,7.193342,,,,,,,case rate,,7.193342,,,,,,,case rate,,7.193342,,,,,,,case rate,,7.193342,,,,,,,case rate,,7.193342,,,,,,,case rate,,7.193342,,,,,,,case rate,
Facility,"Inj, cyclophosphamide, nos",0743,APC,,,,,,,,Outpatient,,,,,0.251563,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251563,,,,,,,case rate,,,,,,,,,,,0.481,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,case rate,,0.48,,,,,,,case rate,,0.47,,,,,,,case rate,,0.48,,,,,,,case rate,,0.49,,,,,,,case rate,,0.48,,,,,,,case rate,,0.46,,,,,,,case rate,,0.49,,,,,,,case rate,,0.48,,,,,,,case rate,,0.49,,,,,,,case rate,,0.48,,,,,,,case rate,,0.48,,,,,,,case rate,,0.48,,,,,,,case rate,,0.49,,,,,,,case rate,,0.51,,,,,,,case rate,,0.48,,,,,,,case rate,,0.48,,,,,,,case rate,,0.48,,,,,,,case rate,,0.48,,,,,,,case rate,,0.49,,,,,,,case rate,,0.82,,,,,,,case rate,,0.48,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251563,,,,,,,case rate,,0.251563,,,,,,,case rate,,0.251563,,,,,,,case rate,,0.251563,,,,,,,case rate,,0.251563,,,,,,,case rate,,0.251563,,,,,,,case rate,,0.251563,,,,,,,case rate,,0.251563,,,,,,,case rate,,0.251563,,,,,,,case rate,
Facility,"Inj, elahere, 1 mg",9109,APC,,,,,,,,Outpatient,,,,,36.341178,118.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.341178,,,,,,,case rate,,,,,,,,,,,69.486,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.88,,,,,,,case rate,,69.49,,,,,,,case rate,,68.1,,,,,,,case rate,,69.49,,,,,,,case rate,,70.53,,,,,,,case rate,,69.49,,,,,,,case rate,,66.01,,,,,,,case rate,,70.18,,,,,,,case rate,,69.49,,,,,,,case rate,,70.88,,,,,,,case rate,,69.49,,,,,,,case rate,,69.49,,,,,,,case rate,,69.49,,,,,,,case rate,,70.88,,,,,,,case rate,,72.96,,,,,,,case rate,,69.49,,,,,,,case rate,,69.49,,,,,,,case rate,,69.49,,,,,,,case rate,,69.49,,,,,,,case rate,,70.53,,,,,,,case rate,,118.13,,,,,,,case rate,,69.49,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.341178,,,,,,,case rate,,36.341178,,,,,,,case rate,,36.341178,,,,,,,case rate,,36.341178,,,,,,,case rate,,36.341178,,,,,,,case rate,,36.341178,,,,,,,case rate,,36.341178,,,,,,,case rate,,36.341178,,,,,,,case rate,,36.341178,,,,,,,case rate,
Facility,"Inj, methylpred acetate 1 mg",0790,APC,,,,,,,,Outpatient,,,,,0.062237,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062237,,,,,,,case rate,,,,,,,,,,,0.119,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.11,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.12,,,,,,,case rate,,0.2,,,,,,,case rate,,0.12,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062237,,,,,,,case rate,,0.062237,,,,,,,case rate,,0.062237,,,,,,,case rate,,0.062237,,,,,,,case rate,,0.062237,,,,,,,case rate,,0.062237,,,,,,,case rate,,0.062237,,,,,,,case rate,,0.062237,,,,,,,case rate,,0.062237,,,,,,,case rate,
Facility,"Inj, stimufend, 0.5 mg",9129,APC,,,,,,,,Outpatient,,,,,96.706884,314.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.706884,,,,,,,case rate,,,,,,,,,,,184.908,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.61,,,,,,,case rate,,184.91,,,,,,,case rate,,181.21,,,,,,,case rate,,184.91,,,,,,,case rate,,187.68,,,,,,,case rate,,184.91,,,,,,,case rate,,175.66,,,,,,,case rate,,186.76,,,,,,,case rate,,184.91,,,,,,,case rate,,188.61,,,,,,,case rate,,184.91,,,,,,,case rate,,184.91,,,,,,,case rate,,184.91,,,,,,,case rate,,188.61,,,,,,,case rate,,194.15,,,,,,,case rate,,184.91,,,,,,,case rate,,184.91,,,,,,,case rate,,184.91,,,,,,,case rate,,184.91,,,,,,,case rate,,187.68,,,,,,,case rate,,314.34,,,,,,,case rate,,184.91,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.706884,,,,,,,case rate,,96.706884,,,,,,,case rate,,96.706884,,,,,,,case rate,,96.706884,,,,,,,case rate,,96.706884,,,,,,,case rate,,96.706884,,,,,,,case rate,,96.706884,,,,,,,case rate,,96.706884,,,,,,,case rate,,96.706884,,,,,,,case rate,
Facility,"Inj., ravulizumab-cwvz 10 mg",9312,APC,,,,,,,,Outpatient,,,,,117.730961,382.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.730961,,,,,,,case rate,,,,,,,,,,,225.107,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.61,,,,,,,case rate,,225.11,,,,,,,case rate,,220.6,,,,,,,case rate,,225.11,,,,,,,case rate,,228.48,,,,,,,case rate,,225.11,,,,,,,case rate,,213.85,,,,,,,case rate,,227.36,,,,,,,case rate,,225.11,,,,,,,case rate,,229.61,,,,,,,case rate,,225.11,,,,,,,case rate,,225.11,,,,,,,case rate,,225.11,,,,,,,case rate,,229.61,,,,,,,case rate,,236.36,,,,,,,case rate,,225.11,,,,,,,case rate,,225.11,,,,,,,case rate,,225.11,,,,,,,case rate,,225.11,,,,,,,case rate,,228.48,,,,,,,case rate,,382.68,,,,,,,case rate,,225.11,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.730961,,,,,,,case rate,,117.730961,,,,,,,case rate,,117.730961,,,,,,,case rate,,117.730961,,,,,,,case rate,,117.730961,,,,,,,case rate,,117.730961,,,,,,,case rate,,117.730961,,,,,,,case rate,,117.730961,,,,,,,case rate,,117.730961,,,,,,,case rate,
Facility,"Injection, udenyca 0.5 mg",9195,APC,,,,,,,,Outpatient,,,,,55.612682,180.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.612682,,,,,,,case rate,,,,,,,,,,,106.334,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.46,,,,,,,case rate,,106.33,,,,,,,case rate,,104.21,,,,,,,case rate,,106.33,,,,,,,case rate,,107.93,,,,,,,case rate,,106.33,,,,,,,case rate,,101.02,,,,,,,case rate,,107.4,,,,,,,case rate,,106.33,,,,,,,case rate,,108.46,,,,,,,case rate,,106.33,,,,,,,case rate,,106.33,,,,,,,case rate,,106.33,,,,,,,case rate,,108.46,,,,,,,case rate,,111.65,,,,,,,case rate,,106.33,,,,,,,case rate,,106.33,,,,,,,case rate,,106.33,,,,,,,case rate,,106.33,,,,,,,case rate,,107.93,,,,,,,case rate,,180.77,,,,,,,case rate,,106.33,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.612682,,,,,,,case rate,,55.612682,,,,,,,case rate,,55.612682,,,,,,,case rate,,55.612682,,,,,,,case rate,,55.612682,,,,,,,case rate,,55.612682,,,,,,,case rate,,55.612682,,,,,,,case rate,,55.612682,,,,,,,case rate,,55.612682,,,,,,,case rate,
