Facility,"Brachytx, stranded, NOS",2698,APC,,,,,,,,Outpatient,,,,,19.37192,62.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37192,,,,,,,case rate,,,,,,,,,,,37.04,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78,,,,,,,case rate,,37.04,,,,,,,case rate,,36.3,,,,,,,case rate,,37.04,,,,,,,case rate,,37.6,,,,,,,case rate,,37.04,,,,,,,case rate,,35.19,,,,,,,case rate,,37.41,,,,,,,case rate,,37.04,,,,,,,case rate,,37.78,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.78,,,,,,,case rate,,38.89,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.04,,,,,,,case rate,,37.6,,,,,,,case rate,,62.97,,,,,,,case rate,,37.04,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,,19.37192,,,,,,,case rate,
Facility,"Capecitabine, oral, 50 mg",0804,APC,,,,,,,,Outpatient,,,,,0.019351,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019351,,,,,,,case rate,,,,,,,,,,,0.037,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.04,,,,,,,case rate,,0.06,,,,,,,case rate,,0.04,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019351,,,,,,,case rate,,0.019351,,,,,,,case rate,,0.019351,,,,,,,case rate,,0.019351,,,,,,,case rate,,0.019351,,,,,,,case rate,,0.019351,,,,,,,case rate,,0.019351,,,,,,,case rate,,0.019351,,,,,,,case rate,,0.019351,,,,,,,case rate,
Facility,"Covid-19 Vaccine Admin Dose 2 of 2, Single Dose Product or Additional Dose",9398,APC,,,,,,,,Outpatient,,,,,21.71496,70.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71496,,,,,,,case rate,,,,,,,,,,,41.52,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.35,,,,,,,case rate,,41.52,,,,,,,case rate,,40.69,,,,,,,case rate,,41.52,,,,,,,case rate,,42.14,,,,,,,case rate,,41.52,,,,,,,case rate,,39.44,,,,,,,case rate,,41.94,,,,,,,case rate,,41.52,,,,,,,case rate,,42.35,,,,,,,case rate,,41.52,,,,,,,case rate,,41.52,,,,,,,case rate,,41.52,,,,,,,case rate,,42.35,,,,,,,case rate,,43.6,,,,,,,case rate,,41.52,,,,,,,case rate,,41.52,,,,,,,case rate,,41.52,,,,,,,case rate,,41.52,,,,,,,case rate,,42.14,,,,,,,case rate,,70.58,,,,,,,case rate,,41.52,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71496,,,,,,,case rate,,21.71496,,,,,,,case rate,,21.71496,,,,,,,case rate,,21.71496,,,,,,,case rate,,21.71496,,,,,,,case rate,,21.71496,,,,,,,case rate,,21.71496,,,,,,,case rate,,21.71496,,,,,,,case rate,,21.71496,,,,,,,case rate,
Facility,"EAR, NOSE, MOUTH, THROAT AND CRANIAL OR FACIAL MALIGNANCIES",1102,APR-DRG,,,,,,,,inpatient,,,,,7130.625,7130.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,,7130.625,,,37403.9,7592.25,7592.25,1 through 10,case rate,
Facility,"Helicoll, per square cm",Q4164,LOCAL,,,,,,,,Outpatient,,,,,469.36,469.36,,,,,,,,,,,,,,,,,,,,469.36,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.36,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"Inj, abilify asimtufii, 1 mg",9246,APC,,,,,,,,Outpatient,,,,,3.152121,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.152121,,,,,,,case rate,,,,,,,,,,,6.027,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,,,,,,,case rate,,6.03,,,,,,,case rate,,5.91,,,,,,,case rate,,6.03,,,,,,,case rate,,6.12,,,,,,,case rate,,6.03,,,,,,,case rate,,5.73,,,,,,,case rate,,6.09,,,,,,,case rate,,6.03,,,,,,,case rate,,6.15,,,,,,,case rate,,6.03,,,,,,,case rate,,6.03,,,,,,,case rate,,6.03,,,,,,,case rate,,6.15,,,,,,,case rate,,6.33,,,,,,,case rate,,6.03,,,,,,,case rate,,6.03,,,,,,,case rate,,6.03,,,,,,,case rate,,6.03,,,,,,,case rate,,6.12,,,,,,,case rate,,10.25,,,,,,,case rate,,6.03,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.152121,,,,,,,case rate,,3.152121,,,,,,,case rate,,3.152121,,,,,,,case rate,,3.152121,,,,,,,case rate,,3.152121,,,,,,,case rate,,3.152121,,,,,,,case rate,,3.152121,,,,,,,case rate,,3.152121,,,,,,,case rate,,3.152121,,,,,,,case rate,
Facility,"Inj, aspara, rylaze, 0.1 mg",9437,APC,,,,,,,,Outpatient,,,,,29.012379,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.012379,,,,,,,case rate,,,,,,,,,,,55.473,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.58,,,,,,,case rate,,55.47,,,,,,,case rate,,54.36,,,,,,,case rate,,55.47,,,,,,,case rate,,56.31,,,,,,,case rate,,55.47,,,,,,,case rate,,52.7,,,,,,,case rate,,56.03,,,,,,,case rate,,55.47,,,,,,,case rate,,56.58,,,,,,,case rate,,55.47,,,,,,,case rate,,55.47,,,,,,,case rate,,55.47,,,,,,,case rate,,56.58,,,,,,,case rate,,58.25,,,,,,,case rate,,55.47,,,,,,,case rate,,55.47,,,,,,,case rate,,55.47,,,,,,,case rate,,55.47,,,,,,,case rate,,56.31,,,,,,,case rate,,94.3,,,,,,,case rate,,55.47,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.012379,,,,,,,case rate,,29.012379,,,,,,,case rate,,29.012379,,,,,,,case rate,,29.012379,,,,,,,case rate,,29.012379,,,,,,,case rate,,29.012379,,,,,,,case rate,,29.012379,,,,,,,case rate,,29.012379,,,,,,,case rate,,29.012379,,,,,,,case rate,
Facility,"Inj, atezolizumab,10 mg",9483,APC,,,,,,,,Outpatient,,,,,47.77082,155.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.77082,,,,,,,case rate,,,,,,,,,,,91.34,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.17,,,,,,,case rate,,91.34,,,,,,,case rate,,89.51,,,,,,,case rate,,91.34,,,,,,,case rate,,92.71,,,,,,,case rate,,91.34,,,,,,,case rate,,86.77,,,,,,,case rate,,92.25,,,,,,,case rate,,91.34,,,,,,,case rate,,93.17,,,,,,,case rate,,91.34,,,,,,,case rate,,91.34,,,,,,,case rate,,91.34,,,,,,,case rate,,93.17,,,,,,,case rate,,95.91,,,,,,,case rate,,91.34,,,,,,,case rate,,91.34,,,,,,,case rate,,91.34,,,,,,,case rate,,91.34,,,,,,,case rate,,92.71,,,,,,,case rate,,155.28,,,,,,,case rate,,91.34,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.77082,,,,,,,case rate,,47.77082,,,,,,,case rate,,47.77082,,,,,,,case rate,,47.77082,,,,,,,case rate,,47.77082,,,,,,,case rate,,47.77082,,,,,,,case rate,,47.77082,,,,,,,case rate,,47.77082,,,,,,,case rate,,47.77082,,,,,,,case rate,
Facility,"Inj, bortezomib freseniuskab",9027,APC,,,,,,,,Outpatient,,,,,8.6295,28.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6295,,,,,,,case rate,,,,,,,,,,,16.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.83,,,,,,,case rate,,16.5,,,,,,,case rate,,16.17,,,,,,,case rate,,16.5,,,,,,,case rate,,16.75,,,,,,,case rate,,16.5,,,,,,,case rate,,15.68,,,,,,,case rate,,16.67,,,,,,,case rate,,16.5,,,,,,,case rate,,16.83,,,,,,,case rate,,16.5,,,,,,,case rate,,16.5,,,,,,,case rate,,16.5,,,,,,,case rate,,16.83,,,,,,,case rate,,17.33,,,,,,,case rate,,16.5,,,,,,,case rate,,16.5,,,,,,,case rate,,16.5,,,,,,,case rate,,16.5,,,,,,,case rate,,16.75,,,,,,,case rate,,28.05,,,,,,,case rate,,16.5,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6295,,,,,,,case rate,,8.6295,,,,,,,case rate,,8.6295,,,,,,,case rate,,8.6295,,,,,,,case rate,,8.6295,,,,,,,case rate,,8.6295,,,,,,,case rate,,8.6295,,,,,,,case rate,,8.6295,,,,,,,case rate,,8.6295,,,,,,,case rate,
Facility,"Inj, fulvestrant (fresenius)",9103,APC,,,,,,,,Outpatient,,,,,14.000187,45.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.000187,,,,,,,case rate,,,,,,,,,,,26.769,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,,,,,,,case rate,,26.77,,,,,,,case rate,,26.23,,,,,,,case rate,,26.77,,,,,,,case rate,,27.17,,,,,,,case rate,,26.77,,,,,,,case rate,,25.43,,,,,,,case rate,,27.04,,,,,,,case rate,,26.77,,,,,,,case rate,,27.3,,,,,,,case rate,,26.77,,,,,,,case rate,,26.77,,,,,,,case rate,,26.77,,,,,,,case rate,,27.3,,,,,,,case rate,,28.11,,,,,,,case rate,,26.77,,,,,,,case rate,,26.77,,,,,,,case rate,,26.77,,,,,,,case rate,,26.77,,,,,,,case rate,,27.17,,,,,,,case rate,,45.51,,,,,,,case rate,,26.77,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.000187,,,,,,,case rate,,14.000187,,,,,,,case rate,,14.000187,,,,,,,case rate,,14.000187,,,,,,,case rate,,14.000187,,,,,,,case rate,,14.000187,,,,,,,case rate,,14.000187,,,,,,,case rate,,14.000187,,,,,,,case rate,,14.000187,,,,,,,case rate,
