Facility,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",5434,APR-DRG,,,,,,,,inpatient,,,,,16175.625,16175.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,16175.625,,,,,,0,case rate,Zero cases in previous 12 months,16175.625,,,,,,0,case rate,Zero cases in previous 12 months
Facility,"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",5642,APR-DRG,,,,,,,,inpatient,,,,,4793.75,4793.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,,4793.75,,,35412.31,1423.077,9726.973,1 through 10,case rate,
Facility,"Blood, l/r, irradiated",9529,APC,,,,,,,,Outpatient,,,,,44.02091,143.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.02091,,,,,,,case rate,,,,,,,,,,,84.17,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.85,,,,,,,case rate,,84.17,,,,,,,case rate,,82.49,,,,,,,case rate,,84.17,,,,,,,case rate,,85.43,,,,,,,case rate,,84.17,,,,,,,case rate,,79.96,,,,,,,case rate,,85.01,,,,,,,case rate,,84.17,,,,,,,case rate,,85.85,,,,,,,case rate,,84.17,,,,,,,case rate,,84.17,,,,,,,case rate,,84.17,,,,,,,case rate,,85.85,,,,,,,case rate,,88.38,,,,,,,case rate,,84.17,,,,,,,case rate,,84.17,,,,,,,case rate,,84.17,,,,,,,case rate,,84.17,,,,,,,case rate,,85.43,,,,,,,case rate,,143.09,,,,,,,case rate,,84.17,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.02091,,,,,,,case rate,,44.02091,,,,,,,case rate,,44.02091,,,,,,,case rate,,44.02091,,,,,,,case rate,,44.02091,,,,,,,case rate,,44.02091,,,,,,,case rate,,44.02091,,,,,,,case rate,,44.02091,,,,,,,case rate,,44.02091,,,,,,,case rate,
Facility,"HERNIA PROCEDURES EXCEPT INGUINAL, FEMORAL AND UMBILICAL",2273,APR-DRG,,,,,,,,inpatient,,,,,14912.5,14912.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,,14912.5,,,180223.905,50284.074,114374.186,1 through 10,case rate,
Facility,"Inj, abilify maintena, 1 mg",1468,APC,,,,,,,,Outpatient,,,,,3.805348,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.805348,,,,,,,case rate,,,,,,,,,,,7.276,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,,,,,,,case rate,,7.28,,,,,,,case rate,,7.13,,,,,,,case rate,,7.28,,,,,,,case rate,,7.39,,,,,,,case rate,,7.28,,,,,,,case rate,,6.91,,,,,,,case rate,,7.35,,,,,,,case rate,,7.28,,,,,,,case rate,,7.42,,,,,,,case rate,,7.28,,,,,,,case rate,,7.28,,,,,,,case rate,,7.28,,,,,,,case rate,,7.42,,,,,,,case rate,,7.64,,,,,,,case rate,,7.28,,,,,,,case rate,,7.28,,,,,,,case rate,,7.28,,,,,,,case rate,,7.28,,,,,,,case rate,,7.39,,,,,,,case rate,,12.37,,,,,,,case rate,,7.28,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.805348,,,,,,,case rate,,3.805348,,,,,,,case rate,,3.805348,,,,,,,case rate,,3.805348,,,,,,,case rate,,3.805348,,,,,,,case rate,,3.805348,,,,,,,case rate,,3.805348,,,,,,,case rate,,3.805348,,,,,,,case rate,,3.805348,,,,,,,case rate,
Facility,"Inj, abrilada, 1 mg",0834,APC,,,,,,,,Outpatient,,,,,10.182287,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.182287,,,,,,,case rate,,,,,,,,,,,19.469,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.86,,,,,,,case rate,,19.47,,,,,,,case rate,,19.08,,,,,,,case rate,,19.47,,,,,,,case rate,,19.76,,,,,,,case rate,,19.47,,,,,,,case rate,,18.5,,,,,,,case rate,,19.66,,,,,,,case rate,,19.47,,,,,,,case rate,,19.86,,,,,,,case rate,,19.47,,,,,,,case rate,,19.47,,,,,,,case rate,,19.47,,,,,,,case rate,,19.86,,,,,,,case rate,,20.44,,,,,,,case rate,,19.47,,,,,,,case rate,,19.47,,,,,,,case rate,,19.47,,,,,,,case rate,,19.47,,,,,,,case rate,,19.76,,,,,,,case rate,,33.1,,,,,,,case rate,,19.47,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.182287,,,,,,,case rate,,10.182287,,,,,,,case rate,,10.182287,,,,,,,case rate,,10.182287,,,,,,,case rate,,10.182287,,,,,,,case rate,,10.182287,,,,,,,case rate,,10.182287,,,,,,,case rate,,10.182287,,,,,,,case rate,,10.182287,,,,,,,case rate,
Facility,"Inj, cefiderocol, 10 mg",9426,APC,,,,,,,,Outpatient,,,,,1.265137,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.265137,,,,,,,case rate,,,,,,,,,,,2.419,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,,case rate,,2.42,,,,,,,case rate,,2.37,,,,,,,case rate,,2.42,,,,,,,case rate,,2.46,,,,,,,case rate,,2.42,,,,,,,case rate,,2.3,,,,,,,case rate,,2.44,,,,,,,case rate,,2.42,,,,,,,case rate,,2.47,,,,,,,case rate,,2.42,,,,,,,case rate,,2.42,,,,,,,case rate,,2.42,,,,,,,case rate,,2.47,,,,,,,case rate,,2.54,,,,,,,case rate,,2.42,,,,,,,case rate,,2.42,,,,,,,case rate,,2.42,,,,,,,case rate,,2.42,,,,,,,case rate,,2.46,,,,,,,case rate,,4.11,,,,,,,case rate,,2.42,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.265137,,,,,,,case rate,,1.265137,,,,,,,case rate,,1.265137,,,,,,,case rate,,1.265137,,,,,,,case rate,,1.265137,,,,,,,case rate,,1.265137,,,,,,,case rate,,1.265137,,,,,,,case rate,,1.265137,,,,,,,case rate,,1.265137,,,,,,,case rate,
Facility,"Inj, granisetron, xr, 0.1 mg",9421,APC,,,,,,,,Outpatient,,,,,2.242624,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.242624,,,,,,,case rate,,,,,,,,,,,4.288,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,,,,,,,case rate,,4.29,,,,,,,case rate,,4.2,,,,,,,case rate,,4.29,,,,,,,case rate,,4.35,,,,,,,case rate,,4.29,,,,,,,case rate,,4.07,,,,,,,case rate,,4.33,,,,,,,case rate,,4.29,,,,,,,case rate,,4.37,,,,,,,case rate,,4.29,,,,,,,case rate,,4.29,,,,,,,case rate,,4.29,,,,,,,case rate,,4.37,,,,,,,case rate,,4.5,,,,,,,case rate,,4.29,,,,,,,case rate,,4.29,,,,,,,case rate,,4.29,,,,,,,case rate,,4.29,,,,,,,case rate,,4.35,,,,,,,case rate,,7.29,,,,,,,case rate,,4.29,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.242624,,,,,,,case rate,,2.242624,,,,,,,case rate,,2.242624,,,,,,,case rate,,2.242624,,,,,,,case rate,,2.242624,,,,,,,case rate,,2.242624,,,,,,,case rate,,2.242624,,,,,,,case rate,,2.242624,,,,,,,case rate,,2.242624,,,,,,,case rate,
Facility,"Inj, lovotibeglogene autotem",0748,APC,,,,,,,,Outpatient,,,,,1698937.109,5522357.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698937.109,,,,,,,case rate,,,,,,,,,,,3248445.715,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313414.63,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3183476.8,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3297172.4,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3086023.43,,,,,,,case rate,,3280930.17,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3313414.63,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3313414.63,,,,,,,case rate,,3410868,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3248445.72,,,,,,,case rate,,3297172.4,,,,,,,case rate,,5522357.72,,,,,,,case rate,,3248445.72,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698937.109,,,,,,,case rate,,1698937.109,,,,,,,case rate,,1698937.109,,,,,,,case rate,,1698937.109,,,,,,,case rate,,1698937.109,,,,,,,case rate,,1698937.109,,,,,,,case rate,,1698937.109,,,,,,,case rate,,1698937.109,,,,,,,case rate,,1698937.109,,,,,,,case rate,
Facility,"Inj. riabni, 10 mg",9411,APC,,,,,,,,Outpatient,,,,,13.864207,45.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.864207,,,,,,,case rate,,,,,,,,,,,26.509,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04,,,,,,,case rate,,26.51,,,,,,,case rate,,25.98,,,,,,,case rate,,26.51,,,,,,,case rate,,26.91,,,,,,,case rate,,26.51,,,,,,,case rate,,25.18,,,,,,,case rate,,26.77,,,,,,,case rate,,26.51,,,,,,,case rate,,27.04,,,,,,,case rate,,26.51,,,,,,,case rate,,26.51,,,,,,,case rate,,26.51,,,,,,,case rate,,27.04,,,,,,,case rate,,27.83,,,,,,,case rate,,26.51,,,,,,,case rate,,26.51,,,,,,,case rate,,26.51,,,,,,,case rate,,26.51,,,,,,,case rate,,26.91,,,,,,,case rate,,45.07,,,,,,,case rate,,26.51,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.864207,,,,,,,case rate,,13.864207,,,,,,,case rate,,13.864207,,,,,,,case rate,,13.864207,,,,,,,case rate,,13.864207,,,,,,,case rate,,13.864207,,,,,,,case rate,,13.864207,,,,,,,case rate,,13.864207,,,,,,,case rate,,13.864207,,,,,,,case rate,
