Facility,"Arthro, loose body + chondro",G0289,LOCAL,,,,,,,,Outpatient,,,,,1241.19,1241.19,,,,,,,,,,,,,,,,,,,,1241.19,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.19,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"Bupivacaine implant, 1 mg",0762,APC,,,,,,,,Outpatient,,,,,0.46024,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46024,,,,,,,case rate,,,,,,,,,,,0.88,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,case rate,,0.88,,,,,,,case rate,,0.86,,,,,,,case rate,,0.88,,,,,,,case rate,,0.89,,,,,,,case rate,,0.88,,,,,,,case rate,,0.84,,,,,,,case rate,,0.89,,,,,,,case rate,,0.88,,,,,,,case rate,,0.9,,,,,,,case rate,,0.88,,,,,,,case rate,,0.88,,,,,,,case rate,,0.88,,,,,,,case rate,,0.9,,,,,,,case rate,,0.92,,,,,,,case rate,,0.88,,,,,,,case rate,,0.88,,,,,,,case rate,,0.88,,,,,,,case rate,,0.88,,,,,,,case rate,,0.89,,,,,,,case rate,,1.5,,,,,,,case rate,,0.88,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46024,,,,,,,case rate,,0.46024,,,,,,,case rate,,0.46024,,,,,,,case rate,,0.46024,,,,,,,case rate,,0.46024,,,,,,,case rate,,0.46024,,,,,,,case rate,,0.46024,,,,,,,case rate,,0.46024,,,,,,,case rate,,0.46024,,,,,,,case rate,
Facility,"Cysto, litho, vacuum kidney",C9761,LOCAL,,,,,,,,Outpatient,,,,,29143.17,29143.17,,,,,,,,,,,,,,,,,,,,29143.17,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29143.17,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",7702,APR-DRG,,,,,,,,inpatient,,,,,3801.25,3801.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,,3801.25,,,16293.605,3739.47,3800.055,1 through 10,case rate,
Facility,"Hep b ig, im",1630,APC,,,,,,,,Outpatient,,,,,70.183462,228.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.183462,,,,,,,case rate,,,,,,,,,,,134.194,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.88,,,,,,,case rate,,134.19,,,,,,,case rate,,131.51,,,,,,,case rate,,134.19,,,,,,,case rate,,136.21,,,,,,,case rate,,134.19,,,,,,,case rate,,127.48,,,,,,,case rate,,135.54,,,,,,,case rate,,134.19,,,,,,,case rate,,136.88,,,,,,,case rate,,134.19,,,,,,,case rate,,134.19,,,,,,,case rate,,134.19,,,,,,,case rate,,136.88,,,,,,,case rate,,140.9,,,,,,,case rate,,134.19,,,,,,,case rate,,134.19,,,,,,,case rate,,134.19,,,,,,,case rate,,134.19,,,,,,,case rate,,136.21,,,,,,,case rate,,228.13,,,,,,,case rate,,134.19,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.183462,,,,,,,case rate,,70.183462,,,,,,,case rate,,70.183462,,,,,,,case rate,,70.183462,,,,,,,case rate,,70.183462,,,,,,,case rate,,70.183462,,,,,,,case rate,,70.183462,,,,,,,case rate,,70.183462,,,,,,,case rate,,70.183462,,,,,,,case rate,
Facility,"Inj ustekinumab-kfce, 1 mg",0857,APC,,,,,,,,Outpatient,,,,,13.064017,42.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.064017,,,,,,,case rate,,,,,,,,,,,24.979,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48,,,,,,,case rate,,24.98,,,,,,,case rate,,24.48,,,,,,,case rate,,24.98,,,,,,,case rate,,25.35,,,,,,,case rate,,24.98,,,,,,,case rate,,23.73,,,,,,,case rate,,25.23,,,,,,,case rate,,24.98,,,,,,,case rate,,25.48,,,,,,,case rate,,24.98,,,,,,,case rate,,24.98,,,,,,,case rate,,24.98,,,,,,,case rate,,25.48,,,,,,,case rate,,26.23,,,,,,,case rate,,24.98,,,,,,,case rate,,24.98,,,,,,,case rate,,24.98,,,,,,,case rate,,24.98,,,,,,,case rate,,25.35,,,,,,,case rate,,42.46,,,,,,,case rate,,24.98,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.064017,,,,,,,case rate,,13.064017,,,,,,,case rate,,13.064017,,,,,,,case rate,,13.064017,,,,,,,case rate,,13.064017,,,,,,,case rate,,13.064017,,,,,,,case rate,,13.064017,,,,,,,case rate,,13.064017,,,,,,,case rate,,13.064017,,,,,,,case rate,
Facility,"Inj, bendamustine hcl, 1mg",9243,APC,,,,,,,,Outpatient,,,,,0.984809,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984809,,,,,,,case rate,,,,,,,,,,,1.883,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,,,,,,,case rate,,1.88,,,,,,,case rate,,1.85,,,,,,,case rate,,1.88,,,,,,,case rate,,1.91,,,,,,,case rate,,1.88,,,,,,,case rate,,1.79,,,,,,,case rate,,1.9,,,,,,,case rate,,1.88,,,,,,,case rate,,1.92,,,,,,,case rate,,1.88,,,,,,,case rate,,1.88,,,,,,,case rate,,1.88,,,,,,,case rate,,1.92,,,,,,,case rate,,1.98,,,,,,,case rate,,1.88,,,,,,,case rate,,1.88,,,,,,,case rate,,1.88,,,,,,,case rate,,1.88,,,,,,,case rate,,1.91,,,,,,,case rate,,3.2,,,,,,,case rate,,1.88,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984809,,,,,,,case rate,,0.984809,,,,,,,case rate,,0.984809,,,,,,,case rate,,0.984809,,,,,,,case rate,,0.984809,,,,,,,case rate,,0.984809,,,,,,,case rate,,0.984809,,,,,,,case rate,,0.984809,,,,,,,case rate,,0.984809,,,,,,,case rate,
Facility,"Inj, polatuzumab vedotin 1mg",9331,APC,,,,,,,,Outpatient,,,,,71.476318,232.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.476318,,,,,,,case rate,,,,,,,,,,,136.666,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4,,,,,,,case rate,,136.67,,,,,,,case rate,,133.93,,,,,,,case rate,,136.67,,,,,,,case rate,,138.72,,,,,,,case rate,,136.67,,,,,,,case rate,,129.83,,,,,,,case rate,,138.03,,,,,,,case rate,,136.67,,,,,,,case rate,,139.4,,,,,,,case rate,,136.67,,,,,,,case rate,,136.67,,,,,,,case rate,,136.67,,,,,,,case rate,,139.4,,,,,,,case rate,,143.5,,,,,,,case rate,,136.67,,,,,,,case rate,,136.67,,,,,,,case rate,,136.67,,,,,,,case rate,,136.67,,,,,,,case rate,,138.72,,,,,,,case rate,,232.33,,,,,,,case rate,,136.67,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.476318,,,,,,,case rate,,71.476318,,,,,,,case rate,,71.476318,,,,,,,case rate,,71.476318,,,,,,,case rate,,71.476318,,,,,,,case rate,,71.476318,,,,,,,case rate,,71.476318,,,,,,,case rate,,71.476318,,,,,,,case rate,,71.476318,,,,,,,case rate,
Facility,"Inj., aristada initio, 1 mg",9179,APC,,,,,,,,Outpatient,,,,,1.697135,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.697135,,,,,,,case rate,,,,,,,,,,,3.245,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,,,,,,,case rate,,3.25,,,,,,,case rate,,3.18,,,,,,,case rate,,3.25,,,,,,,case rate,,3.29,,,,,,,case rate,,3.25,,,,,,,case rate,,3.08,,,,,,,case rate,,3.28,,,,,,,case rate,,3.25,,,,,,,case rate,,3.31,,,,,,,case rate,,3.25,,,,,,,case rate,,3.25,,,,,,,case rate,,3.25,,,,,,,case rate,,3.31,,,,,,,case rate,,3.41,,,,,,,case rate,,3.25,,,,,,,case rate,,3.25,,,,,,,case rate,,3.25,,,,,,,case rate,,3.25,,,,,,,case rate,,3.29,,,,,,,case rate,,5.52,,,,,,,case rate,,3.25,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.697135,,,,,,,case rate,,1.697135,,,,,,,case rate,,1.697135,,,,,,,case rate,,1.697135,,,,,,,case rate,,1.697135,,,,,,,case rate,,1.697135,,,,,,,case rate,,1.697135,,,,,,,case rate,,1.697135,,,,,,,case rate,,1.697135,,,,,,,case rate,
Facility,"Inj., fibryga, 1 mg",9046,APC,,,,,,,,Outpatient,,,,,0.640675,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640675,,,,,,,case rate,,,,,,,,,,,1.225,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,case rate,,1.23,,,,,,,case rate,,1.2,,,,,,,case rate,,1.23,,,,,,,case rate,,1.24,,,,,,,case rate,,1.23,,,,,,,case rate,,1.16,,,,,,,case rate,,1.24,,,,,,,case rate,,1.23,,,,,,,case rate,,1.25,,,,,,,case rate,,1.23,,,,,,,case rate,,1.23,,,,,,,case rate,,1.23,,,,,,,case rate,,1.25,,,,,,,case rate,,1.29,,,,,,,case rate,,1.23,,,,,,,case rate,,1.23,,,,,,,case rate,,1.23,,,,,,,case rate,,1.23,,,,,,,case rate,,1.24,,,,,,,case rate,,2.08,,,,,,,case rate,,1.23,,,,,,,case rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640675,,,,,,,case rate,,0.640675,,,,,,,case rate,,0.640675,,,,,,,case rate,,0.640675,,,,,,,case rate,,0.640675,,,,,,,case rate,,0.640675,,,,,,,case rate,,0.640675,,,,,,,case rate,,0.640675,,,,,,,case rate,,0.640675,,,,,,,case rate,
